hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
DOCTOR MANDIBUS,Hero,626,178,98,17444,0.035886264618206834
"DOCTOR, DR. JOSHUA",Hero,1,1,1,1,1.0
DOGGEREL,Hero,119,73,23,1679,0.07087552114353782
"DOLAN, CAPT. THOMAS",Hero,1218,452,183,82716,0.01472508341796025
"DOLAN, STACY",Hero,1309,483,198,95634,0.013687600644122383
DOLLAR BILL,Hero,3409,1055,363,382965,0.008901596751661378
DOLMAN,Hero,1572,578,194,112132,0.014019191666963936
"DOMANI, DINO",Hero,1,1,1,1,1.0
DOMINA,Hero,2477,709,312,221208,0.01119760587320531
DOMINEX,Hero,816,149,147,21903,0.03725517052458567
DOMINO,Hero,32,15,17,255,0.12549019607843137
DOMINO II,Hero,500,94,106,9964,0.05018065034122842
DOMINO III/BEATRICE/,Hero,4674,1472,448,659456,0.007087660131987578
DOMINUS,Hero,1,1,1,1,1.0
DOMINUS II,Hero,3,3,1,3,1.0
DOMO,Hero,343,160,52,8320,0.04122596153846154
"DON, GAI NO",Hero,2,2,1,2,1.0
"DONALDSON, LINDA",Hero,690,181,135,24435,0.028238182934315532
DONAR,Hero,104,33,39,1287,0.08080808080808081
"DONLEAVY, HANNAH",Hero,255,95,72,6840,0.03728070175438596
"DONNELY, VICTORIA TO",Hero,8,5,3,15,0.5333333333333333
"DONOHUE, TREVOR",Hero,102,25,43,1075,0.09488372093023256
DONYELL,Hero,297,83,81,6723,0.04417670682730924
"DOOM, DR. BOB",Hero,1,1,1,1,1.0
DOOMSDAY MAN,Hero,2194,739,258,190662,0.011507274653575436
DOOMSDAY MAN II,Hero,58,23,31,713,0.08134642356241234
DOOP,Hero,5,2,3,6,0.8333333333333334
DOORMAN,Hero,1879,552,258,142416,0.013193742276148748
DOPPELGANGER,Villain,3224,1185,405,479925,0.006717716309840079
"DORCAS, LEMUEL DR.",Hero,1193,384,216,82944,0.014383198302469136
DORMA II [ATLANTEAN],Hero,4097,1495,443,662285,0.0061861585269181694
DORMA [ATLANTEAN],Hero,3207,1061,398,422278,0.007594523039324805
DORMAMMU,Villain,5266,1888,467,881696,0.005972580118317424
"DORNOVA-BLONSKY, NAD",Hero,312,109,86,9374,0.033283550245359506
DORREK II,Hero,406,126,95,11970,0.03391812865497076
DORREK [SKRULL],Hero,1423,417,172,71724,0.01983994199988846
DOUGHBOY,Villain,1021,294,175,51450,0.019844509232264336
DOUGLOCK 2013,Hero,2,1,2,2,1.0
"DOVER, DONNA-LEE",Hero,556,171,102,17442,0.0318770783167068
DOVINIA,Hero,1,1,1,1,1.0
DR. ANGST/FLOYD MANG,Villain,15,3,5,15,1.0
DR. BONG,Villain,312,111,85,9435,0.033068362480127185
DR. DECIBEL/ANTON DE,Hero,115,46,31,1426,0.08064516129032258
DR. DOOM CLONE/VICTO,Villain,1303,421,223,93883,0.013878977024594442
DR. DOOM DOPPELGANGE,Villain,1371,435,211,91785,0.014937081222421964
DR. DOOM | MUTANT X-,Villain,87,30,28,840,0.10357142857142858
DR. DOOM | TIMESLIDE,Villain,1110,397,231,91707,0.012103765252379863
DR. DOOM/VICTOR VON,Villain,11629,4721,663,3130023,0.00371530816227229
DR. DRUID/ANTHONY LU,Hero,9455,3622,616,2231152,0.004237721141365536
DR. FAUSTUS,Hero,2268,753,257,193521,0.011719658331653929
DR. GOODWRENCH,Hero,1,1,1,1,1.0
DR. HYDRO,Hero,3,3,1,3,1.0
DR. MIDAS/,Hero,3,3,1,3,1.0
DR. MIME,Hero,1,1,1,1,1.0
DR. NEMESIS/DR. STOC,Hero,8,8,1,8,1.0
DR. OCTOPUS II/CAROL,Villain,2519,849,281,238569,0.010558790119420377
DR. OCTOPUS | MUTANT,Villain,87,30,28,840,0.10357142857142858
DR. OCTOPUS/OTTO OCT,Villain,7665,3022,549,1659078,0.004620035947676963
DR. PHOBOS,Hero,263,144,50,7200,0.03652777777777778
DR. POWER/DR. MAXIMU,Hero,1,1,1,1,1.0
DR. SPECTRUM II/DR.,Villain,439,181,104,18824,0.023321291967700806
DR. SPECTRUM III/REV,Villain,23,11,7,77,0.2987012987012987
DR. SPECTRUM/JOSEPH,Villain,2176,840,312,262080,0.008302808302808303
DR. STRANGE DOPPELGA,Hero,295,81,81,6561,0.044962658131382414
DR. STRANGE | MUTANT,Hero,90,30,29,870,0.10344827586206896
DR. STRANGE/STEPHEN,Hero,13085,5409,695,3759255,0.0034807428599549647
DR. STRANGER YET,Hero,45,14,17,238,0.18907563025210083
DR. SUN,Villain,65,42,19,798,0.08145363408521303
DR. SYNNE,Hero,892,231,173,39963,0.022320646598103247
DR. VAULT,Hero,46,22,8,176,0.26136363636363635
DR. VOLKH/VLADIMIR O,Hero,2,2,1,2,1.0
DR. ZEUS,Hero,1569,577,194,111938,0.014016687809323018
DRACCHISS,Hero,32,20,13,260,0.12307692307692308
DRACULA | MUTANT X-V,Hero,93,30,29,870,0.10689655172413794
DRACULA/VLAD TEPES,Hero,5016,1928,494,952432,0.005266517714650495
"DRAGO, VALERIE",Hero,2,2,1,2,1.0
DRAGON MAN,Hero,6675,2443,532,1299676,0.005135895407778554
DRAGON OF THE MOON,Villain,153,49,47,2303,0.06643508467216674
DRAGONA,Hero,12,7,6,42,0.2857142857142857
"DRAGONBLOOD, ULYSSES",Hero,12,9,3,27,0.4444444444444444
DRAGONESS,Hero,1248,353,222,78366,0.015925273715641987
DRAGONFIST,Hero,152,22,52,1144,0.13286713286713286
DRAGONFLY II/MEIKO Y,Hero,1848,664,222,147408,0.01253663301856073
DRAGONFLY/VERONICA D,Hero,2742,720,334,240480,0.011402195608782435
DRAGONHEAD,Hero,1,1,1,1,1.0
"DRAGONMEGAS, JESSIE",Hero,51,33,11,363,0.14049586776859505
DRAGONUS,Hero,125,77,26,2002,0.06243756243756244
DRAGONWING/,Hero,225,38,83,3154,0.07133798351299937
"DRAKE, CARLTON",Villain,3318,1103,345,380535,0.008719303086444086
"DRAKE, FRANKLIN",Hero,457,277,73,20221,0.022600267049107364
"DRAKE, MADELINE BEAT",Hero,1630,444,251,111444,0.014626179964825382
"DRAKE, MALCOLM",Hero,46,19,10,190,0.24210526315789474
"DRAKE, WILLIAM ROBER",Hero,3469,1116,396,441936,0.007849552876434598
"DRAN, DAMON",Hero,1367,452,257,116164,0.011767845459867084
DRAX DOPPELGANGER,Villain,2546,865,346,299290,0.00850679942530656
DRAX | MUTANT X-VERS,Hero,88,30,29,870,0.10114942528735632
DRAX/ARTHUR DOUGLAS,Hero,5987,2237,526,1176662,0.005088122162524157
DREADFACE,Hero,3,3,1,3,1.0
DREADKNIGHT/BRAM VEL,Villain,4778,1624,440,714560,0.006686632333184057
DREADNAUGHT,Hero,1346,524,258,135192,0.009956210426652465
DREAM QUEEN,Villain,1,1,1,1,1.0
DREAMGUARD/DEPUTY WI,Hero,2,2,1,2,1.0
DREAMING CELESTIAL/T,Hero,5,5,1,5,1.0
"DREYFUSS, RACHEL",Hero,17,7,7,49,0.3469387755102041
"DRISCOLL, MAYOR",Hero,230,54,41,2214,0.10388437217705511
DROMEDAN,Hero,3,3,1,3,1.0
DRUID/DREDMUND CROMW,Hero,650,167,122,20374,0.0319034063021498
DRUIG,Hero,108,50,26,1300,0.08307692307692308
"DRUMM, COLLETTE",Hero,82,54,11,594,0.13804713804713806
"DRUMM, JERICHO",Hero,2397,870,322,280140,0.008556436067680445
DRY,Hero,4,4,1,4,1.0
"DUBOIS, DR. CLAUDIA",Hero,746,248,122,30256,0.024656266525647806
"DUBOIS, HERVE",Hero,186,64,82,5248,0.035442073170731704
"DUBOIS, NOAH",Hero,623,209,153,31977,0.01948275322888326
DUCHARME,Villain,61,49,8,392,0.1556122448979592
"DUCRESTE, ABRIAN",Hero,1,1,1,1,1.0
"DUFFY, SGT. MIKE",Hero,330,134,59,7906,0.04174045029091829
"DUGAN, DUM DUM | MUT",Hero,131,47,41,1927,0.06798131811105346
"DUGAN, TIMOTHY ALOYI",Hero,10801,4305,649,2793945,0.003865859922081501
DULB,Hero,2,2,1,2,1.0
"DULTRY, MARGARET",Hero,1,1,1,1,1.0
"DUNCAN, FRED",Hero,431,136,130,17680,0.024377828054298643
"DUNER, MAJOR",Hero,2,2,1,2,1.0
"DUNHAM, LAURA",Hero,698,187,91,17017,0.04101780572368808
"DUNLEAVY, GEN. ARLEN",Hero,175,75,33,2475,0.0707070707070707
"DURAN, CONAL",Hero,1732,429,257,110253,0.015709323102319213
DUSK,Villain,135,49,35,1715,0.07871720116618076
DUSK III,Villain,1,1,1,1,1.0
"DUVALL, SNAKY",Hero,1,1,1,1,1.0
DWELLER IN DARKNESS,Villain,306,157,57,8949,0.03419376466644318
"DWORMAN, JIM",Hero,262,135,60,8100,0.03234567901234568
"DWYER, MARISSA",Hero,1715,654,279,182466,0.009399011322657372
DYNA-MITE/ROGER AUBR,Hero,3014,876,346,303096,0.009944044131232349
"EARLE, CARYN",Hero,1660,612,195,119340,0.013909837439249204
EARTH-LORD/KYLE BROC,Hero,280,115,65,7475,0.03745819397993311
EARTHQUAKE,Hero,3311,1055,376,396680,0.0083467782595543
EBONY,Hero,7287,2706,564,1526184,0.004774653645956189
ECCE [WATCHER],Hero,543,135,92,12420,0.043719806763285025
ECHO/MAYA LOPEZ,Hero,1667,618,277,171186,0.009737945860058649
ECLECTA/,Hero,606,200,162,32400,0.018703703703703705
ECLIPTIC,Hero,17,5,8,40,0.425
ECSTACY/MME. RENE DE,Hero,964,367,152,55784,0.017280940771547397
EDDA,Hero,659,190,103,19570,0.03367399080224834
"EDGERTON, GAYLE",Hero,2178,610,270,164700,0.013224043715846994
"EDGERTON, MR.",Hero,1558,423,220,93060,0.016741886954652913
EDITOR,Hero,870,270,171,46170,0.018843404808317088
"EDWARDS, MARTIN/DR.",Hero,878,252,158,39816,0.022051436608398634
EEL II/EDWARD LAVELL,Hero,4681,1438,402,578076,0.00809755118704115
EEL III,Hero,1,1,1,1,1.0
EEL/LEOPOLD STRYKE,Hero,3322,1145,372,425940,0.007799220547494952
EELAK,Hero,1766,628,261,163908,0.010774336823095884
EENY,Hero,2545,771,326,251346,0.010125484392033294
EFFIGY/LT. VELMAX/JA,Hero,78,51,17,867,0.08996539792387544
EGGHEAD/PROF. ELIHAS,Villain,2621,903,335,302505,0.008664319598023173
EGMA,Hero,659,190,103,19570,0.03367399080224834
EGO,Villain,3371,1063,392,416696,0.008089830475934494
EGO-PRIME,Hero,685,297,120,35640,0.019219977553310886
"EHMAN, HEIDI",Hero,1,1,1,1,1.0
EIGHTBALL,Hero,1953,726,297,215622,0.009057517321980131
EILIF DRAGONSLAYER,Hero,218,103,29,2987,0.0729829260127218
"EISMAN, BETTY",Hero,743,248,122,30256,0.02455711263881544
EITRI,Hero,2073,628,283,177724,0.011664153406405437
EJULP,Hero,1835,515,251,129265,0.014195644606041852
EKAK,Hero,509,157,94,14758,0.034489768261282014
EL AGUILA,Hero,491,159,123,19557,0.02510610011760495
EL CONQUISTADOR,Hero,4,4,1,4,1.0
"EL GIBAR, ACHMED",Hero,1069,289,178,51442,0.020780685043349793
EL JAGUAR,Hero,2067,654,304,198816,0.010396547561564462
EL TIGRE,Hero,5,5,1,5,1.0
EL TORO NEGRO/SERGIO,Hero,1969,698,226,157748,0.012481933209929762
EL TORO ROJO,Hero,1,1,1,1,1.0
EL UNO,Hero,2,2,1,2,1.0
EL VAMPIRO,Hero,1,1,1,1,1.0
ELAMRON,Hero,76,33,24,792,0.09595959595959595
ELATHAN,Hero,2,2,1,2,1.0
ELEC'TRIX/,Hero,1,1,1,1,1.0
ELECTRA,Hero,1,1,1,1,1.0
ELECTRO/MAX DILLON,Villain,8839,3409,586,1997674,0.004424645863138831
ELECTRON,Hero,1325,513,252,129276,0.010249388904359665
ELECTRYON,Hero,1,1,1,1,1.0
ELEJEA,Hero,732,196,94,18424,0.039730785931393835
ELEKTRA | MUTANT X-V,Hero,101,31,29,899,0.11234705228031146
ELEKTRA/ELEKTRA NATC,Villain,3344,1303,388,505564,0.006614395012303091
ELITE/,Hero,23,9,4,36,0.6388888888888888
"ELLENTHORPE, MARIAH",Hero,45,19,15,285,0.15789473684210525
"ELLINGTON, DR./TRAVI",Hero,2,2,1,2,1.0
"ELLIS, KEN",Hero,3151,1107,298,329886,0.009551784555876878
ELO,Hero,24,9,12,108,0.2222222222222222
ELSIE DEE,Hero,1028,303,141,42723,0.02406198066615172
ELWOOD,Hero,11,8,2,16,0.6875
ELYSIA,Hero,1643,426,252,107352,0.015304791713242418
ELYSIUS,Hero,3167,1103,360,397080,0.007975722776266746
EMBER,Hero,330,93,63,5859,0.05632360471070148
EMPATH/MANUEL ALFONS,Villain,1353,394,216,85104,0.015898195149464184
EMPLATE/MARIUS ST. C,Hero,2343,688,279,191952,0.012206176544136034
EMPRESS R'KILL [SKRU,Hero,120,61,35,2135,0.05620608899297424
EMPRESS S'BYLL [SKRU,Hero,894,317,168,53256,0.016786840919333034
ENCHANTER,Hero,1,1,1,1,1.0
ENCHANTRESS/AMORA/HE,Villain,8562,3333,590,1966470,0.004353994721506049
"ENDO, DR. SUZI",Hero,277,100,69,6900,0.04014492753623188
ENFORCER/DELAZNY,Villain,1301,486,263,127818,0.010178535104601856
"ENGLEHART, STEVE",Hero,767,235,142,33370,0.022984716811507343
ENRAGED,Hero,875,224,173,38752,0.022579479768786128
ENRAKT,Hero,1155,351,193,67743,0.017049732075638813
ENT,Hero,2005,748,219,163812,0.012239640563572875
ENTITY,Hero,156,52,32,1664,0.09375
ENTITY II,Hero,235,73,52,3796,0.0619072708113804
EON,Hero,1960,645,293,188985,0.010371193480964097
EPHESUS,Hero,2,2,1,2,1.0
EPOCH,Hero,3531,1314,381,500634,0.007053056724073874
"EPSTEIN, MORRIS",Hero,1,1,1,1,1.0
"EPSTEIN, MRS.",Hero,1,1,1,1,1.0
"EPSTEIN, PROF. NORA",Hero,121,47,34,1598,0.07571964956195244
"EPURER, GISCARD",Hero,56,17,15,255,0.2196078431372549
EQUILIBRIUS,Villain,994,261,162,42282,0.023508821720826828
EQUINOX/TERRY SORENS,Villain,4,4,1,4,1.0
ERBIUM,Hero,1458,311,200,62200,0.023440514469453375
ERG,Villain,1535,411,205,84255,0.01821850335291674
ERIC THE RED II,Hero,1732,481,249,119769,0.014461171087677112
ERIC THE RED [SHI'AR,Hero,3831,1266,432,546912,0.007004783219238196
ERISHKIGEL,Hero,540,202,106,21412,0.02521950308238371
ERISHKIGEL II/HOLLY,Hero,2309,807,347,280029,0.008245574565491432
EROS,Hero,20,12,8,96,0.20833333333333334
"ERWIN, CLYTEMNESTRA",Hero,1234,368,196,72128,0.017108473824312333
"ERWIN, MORLEY",Hero,1423,434,225,97650,0.014572452636968766
ESON II,Villain,828,246,108,26568,0.03116531165311653
ESON [CELESTIAL],Villain,1666,510,234,119340,0.01396011396011396
ESSEX,Hero,1,1,1,1,1.0
"ESSEX, REBECCA",Hero,422,118,77,9086,0.04644508034338543
"ESTAVES, DR. ROSA",Hero,1571,579,194,112326,0.013986076242365971
"ESTAVES, MARIE",Hero,1570,578,194,112132,0.01400135554525024
ETERNAL BRAIN/PROFES,Hero,9,7,3,21,0.42857142857142855
ETERNITY/ADAM QADMON,Hero,7355,2782,567,1577394,0.004662753883937685
ETUBAN,Hero,31,12,14,168,0.18452380952380953
"ETZION, GENERAL",Hero,85,29,27,783,0.10855683269476372
EUROPIUM,Hero,854,165,150,24750,0.034505050505050504
"EVANS, DORIS",Hero,3798,1227,328,402456,0.00943705647325422
"EVE 3,031",Hero,4,4,1,4,1.0
EVER,Hero,2214,764,262,200168,0.011060709004436273
"EVERETT, BILL",Hero,1230,471,240,113040,0.010881104033970275
EVERWRAITH/,Villain,75,32,33,1056,0.07102272727272728
EVERY-MAN,Hero,932,261,163,42543,0.021907246785605152
EVILHAWK/DARGIN BOKK,Hero,3,3,1,3,1.0
EXALT,Hero,186,64,82,5248,0.035442073170731704
EXALTED ONE,Hero,183,56,50,2800,0.06535714285714286
EXECUTIONER,Hero,1,1,1,1,1.0
EXECUTIONER II/SKURG,Hero,6550,2364,530,1252920,0.005227787887494812
EXECUTIONER III/BRUT,Hero,741,209,144,30096,0.02462121212121212
EXECUTIONER IV,Hero,55,14,26,364,0.1510989010989011
EXECUTIONER V,Hero,444,129,90,11610,0.03824289405684755
"EXETER, LT.",Hero,1,1,1,1,1.0
EXILE,Villain,3,3,1,3,1.0
EXITAR,Villain,3,3,1,3,1.0
EXODUS/BENNET DUPARI,Villain,3623,1045,382,399190,0.009075878654274906
EXPEDITER II/ZOE CUL,Hero,1070,375,178,66750,0.01602996254681648
EXPEDITER/JOHN WRAIT,Hero,369,114,83,9462,0.03899809765377299
EZEKEEL,Hero,2,1,2,2,1.0
FACADE,Hero,1572,578,194,112132,0.014019191666963936
FACE/COL. EISEN,Hero,1,1,1,1,1.0
FAGIN,Hero,2,2,1,2,1.0
FAHE,Hero,130,34,35,1190,0.1092436974789916
"FAIRMONT, AMANDA MAN",Hero,853,300,130,39000,0.021871794871794872
"FAIRMONT, HANNAH",Hero,3520,1268,365,462820,0.007605548593405643
FAITH,Hero,627,205,134,27470,0.02282489989078995
FALCON/SAM WILSON,Hero,10801,4188,640,2680320,0.004029742717287488
FALCONA [INHUMAN],Hero,924,314,108,33912,0.02724699221514508
"FALCONER, CALVIN",Hero,1581,586,194,113684,0.01390697019809296
"FALK, DR. JENNIE",Hero,320,88,63,5544,0.05772005772005772
FALLEN | MUTANT X-VE,Hero,105,32,29,928,0.11314655172413793
"FALLON, HOWARD",Hero,821,200,142,28400,0.028908450704225354
"FALLON, MEG",Hero,822,200,142,28400,0.028943661971830986
"FALLON, RIGBY",Hero,4,4,1,4,1.0
"FALSWORTH, KENNETH",Hero,1,1,1,1,1.0
FALZON,Hero,1726,514,201,103314,0.01670635151092785
FAMINE | MUTANT X-VE,Villain,88,31,28,868,0.10138248847926268
FAMINE/AUTUMN ROLFSO,Villain,1839,492,262,128904,0.014266430832247254
FANCY DAN,Villain,3683,1297,355,460435,0.007998957507574359
FANDRAL [ASGARDIAN],Hero,7798,2915,556,1620740,0.004811382454927996
FANDRAL | MUTANT X-V,Hero,88,30,29,870,0.10114942528735632
FANG,Hero,52,13,27,351,0.14814814814814814
FANG II,Hero,935,284,125,35500,0.026338028169014083
FANG III,Hero,125,80,21,1680,0.0744047619047619
FANTASIA,Hero,76,27,29,783,0.0970625798212005
FANTASMA,Hero,1427,563,265,149195,0.009564663695164047
FARAHD,Hero,1,1,1,1,1.0
"FARGO, FLAGG",Hero,97,30,43,1290,0.07519379844961241
FAROUK,Hero,2,2,1,2,1.0
"FARREL, MIKE",Hero,2805,868,301,261268,0.010736102392945176
FATALE/PAMELA GREENW,Hero,1045,310,165,51150,0.02043010752688172
"FATE, IAN",Hero,1898,732,243,177876,0.01067035462906744
FATH,Hero,804,264,167,44088,0.01823625476320087
FATHER TIME,Hero,983,384,214,82176,0.011962130062305296
"FAVERSHAM, DAPHNE",Hero,1,1,1,1,1.0
FAWKES,Hero,1977,658,308,202664,0.009755062566612719
"FAWN, FELICIA",Hero,204,35,69,2415,0.084472049689441
FAYRELYTE STRONGHEAR,Hero,1915,488,316,154208,0.012418292176800166
FAZE,Hero,307,104,69,7176,0.04278149386845039
FEAR EATER/KKALLAKKU,Hero,407,204,70,14280,0.02850140056022409
"FEIFFER, DEPUTY BEAU",Hero,3,2,2,4,0.75
"FELDSTADT, DR. HANS",Hero,1,1,1,1,1.0
FENRIS,Villain,1,1,1,1,1.0
"FENSTER, RICHARD",Hero,1284,501,244,122244,0.010503582997938549
"FENTON, BARNEY",Hero,571,182,77,14014,0.040744969316397886
FENWAY,Hero,270,104,62,6448,0.04187344913151365
FER DE LANCE/TERESA,Villain,2907,956,383,366148,0.007939412478014355
FERA,Hero,45,28,10,280,0.16071428571428573
FERAL/MARIA CALLASAN,Hero,3515,1000,398,398000,0.008831658291457286
"FERGUSON, ISABEL",Hero,329,107,75,8025,0.04099688473520249
FEROCIA/,Villain,1913,371,268,99428,0.01924005310375347
FERON,Hero,906,244,175,42700,0.021217798594847775
"FERRARI, CONNIE",Hero,1363,448,213,95424,0.014283618376928237
FERRIS,Hero,1840,496,256,126976,0.014490927419354838
FERRO2,Hero,1358,385,214,82390,0.016482582837723025
FEUER,Hero,27,16,6,96,0.28125
FEVER PITCH/,Villain,87,32,27,864,0.10069444444444445
"FIDDLER, BARNEY",Hero,300,64,71,4544,0.06602112676056338
FIELDER,Hero,2,2,1,2,1.0
"FIELDING, CLARENCE",Hero,1664,612,209,127908,0.01300935047065078
"FIELDS, MARJORIE",Hero,1569,577,194,111938,0.014016687809323018
"FIELDS, PROF. WILLIA",Hero,1569,577,194,111938,0.014016687809323018
"FIELDS, TODD",Hero,1569,577,194,111938,0.014016687809323018
"FIELDS, TRACI",Hero,2300,736,283,208288,0.011042402826855124
FIELDSTONE/,Hero,639,110,116,12760,0.05007836990595611
"FIELSTEIN, FIREWORKS",Hero,2240,758,318,241044,0.009292909178407261
FIFOLET,Hero,708,229,145,33205,0.021322090046679718
"FILLMORE, BETTY",Hero,1,1,1,1,1.0
"FILLMORE, GARRET",Hero,1,1,1,1,1.0
"FILLMORE, SHERIFF DO",Hero,15,11,2,22,0.6818181818181818
FIM,Hero,1,1,1,1,1.0
FIN FANG FOOM | MUTA,Villain,87,30,28,840,0.10357142857142858
FIN FANG FOOM/MIDGAR,Villain,1644,618,255,157590,0.010432134018656006
FIN/PETER NOBLE,Hero,213,76,55,4180,0.05095693779904306
FIRE EATER/TOMAS,Villain,1818,628,231,145068,0.01253205393332782
FIREARM/,Hero,1120,251,177,44427,0.025209894883741868
FIREBALLS/JACK FARLE,Hero,571,192,129,24768,0.023053940568475453
FIREBIRD/BONITA JUAR,Hero,7529,2797,560,1566320,0.004806808315031412
FIREBOLT,Hero,1,1,1,1,1.0
FIREBRAND II/BROXTEL,Hero,2084,765,244,186660,0.01116468445301618
FIREBRAND III/RICHAR,Hero,984,385,214,82390,0.011943196989925962
FIREBRAND/GARY GILBE,Hero,1402,410,206,84460,0.01659957376272792
FIREBUG/,Hero,613,182,132,24024,0.025516150516150516
FIREFALL II,Hero,7,5,3,15,0.4666666666666667
FIREFALL III/ARCHIE,Hero,190,78,45,3510,0.05413105413105413
FIREFALL IV/TARN,Hero,10,5,2,10,1.0
FIREFALL/KARAS,Hero,220,87,59,5133,0.04285992596921878
FIREFIGHT/,Hero,3660,1154,415,478910,0.007642354513374121
FIREFIST II/,Hero,1619,605,195,117975,0.013723246450519177
FIREFIST/RUSTY COLLI,Hero,5012,1615,458,739670,0.006775994700339341
FIREFLY,Hero,32,17,12,204,0.1568627450980392
FIREFLY II,Hero,1,1,1,1,1.0
FIRELORD/PYREUS KRIL,Villain,5890,2224,494,1098656,0.005361095738793581
FIRESTAR DOPPELGANGE,Hero,2292,743,329,244447,0.009376265611768604
FIRESTAR | MUTANT X-,Hero,86,29,29,841,0.10225921521997622
FIRESTAR/ANGELICA JO,Hero,9969,3680,636,2340480,0.004259382690730107
FIRESTRIKE/DALTON BE,Hero,50,19,20,380,0.13157894736842105
FIREWALL/THEARY/MIN,Hero,180,43,55,2365,0.07610993657505286
"FISHER, PROF. FRANCE",Hero,872,270,171,46170,0.018886722980290233
"FISHMAN, DR. JONATHA",Hero,126,49,38,1862,0.06766917293233082
"FISK, VANESSA",Villain,2725,1064,266,283024,0.009628158742721465
FIST/,Hero,744,248,122,30256,0.02459016393442623
FITCH/,Hero,823,200,142,28400,0.02897887323943662
"FITZGERALD, KENNY",Hero,842,293,146,42778,0.019683014633690214
"FITZGERALD, MOLLY",Hero,1058,419,224,93856,0.011272587794067509
"FITZPATRICK, WILL",Hero,431,174,83,14442,0.029843511978950285
"FITZROY, TREVOR",Villain,1748,527,276,145452,0.012017710309930424
FIXER II/PAUL NORBER,Villain,7144,2537,537,1362369,0.005243806927491744
FIXER/SWEENEY,Villain,714,168,147,24696,0.02891156462585034
FIXX,Hero,599,160,100,16000,0.0374375
FIZ [SKRULL],Hero,3723,1029,400,411600,0.009045189504373177
FIZGIG/,Hero,639,110,116,12760,0.05007836990595611
FLAG-SMASHER,Villain,2729,903,303,273609,0.009974087109707649
FLAMBE/,Hero,2,2,1,2,1.0
FLAME,Villain,742,248,121,30008,0.024726739536123702
FLAME II,Villain,95,34,26,884,0.1074660633484163
FLARE/,Hero,1,1,1,1,1.0
FLASH/BARRY ALLEN/BU,Hero,91,41,21,861,0.10569105691056911
FLATIRON/RUSSELL,Hero,62,41,14,574,0.10801393728222997
FLATMAN,Hero,1879,552,258,142416,0.013193742276148748
"FLEET, JONAS",Hero,1,1,1,1,1.0
"FLEET, TAMARA",Hero,1,1,1,1,1.0
"FLEMING, PHILIP",Hero,1402,509,239,121651,0.011524771682929034
FLEX/ADRIAN CORBO,Hero,714,250,177,44250,0.016135593220338983
FLINCH/,Hero,5,3,3,9,0.5555555555555556
"FLINN, LANCELOT LANC",Hero,4,2,3,6,0.6666666666666666
"FLINT, LT.",Hero,2,2,1,2,1.0
FLO,Hero,98,45,40,1800,0.05444444444444444
"FLORES, DAHLIA",Hero,1,1,1,1,1.0
"FLORES, JAMIE",Hero,2000,612,294,179928,0.01111555733404473
"FLORES, SHANICE",Hero,1,1,1,1,1.0
"FLORESCU, ANTON",Hero,2,2,1,2,1.0
FLUFFY,Hero,365,110,66,7260,0.05027548209366391
FLUX/PRIVATE BENNY T,Villain,11,7,2,14,0.7857142857142857
FLY,Hero,2171,818,232,189776,0.01143980271477953
FLYING DUTCHMAN,Hero,530,187,114,21318,0.024861619288863872
FLYING FOX,Hero,217,79,49,3871,0.05605786618444846
FLYING TIGER,Hero,3429,1092,390,425880,0.00805156382079459
FLYNN,Hero,1,1,1,1,1.0
"FOGELSTROM, HIRAM",Hero,1,1,1,1,1.0
"FOGG, ARCHIMEDES ARC",Hero,843,215,149,32035,0.026314968003745904
FOGG/THOMAS FOGG,Hero,2330,857,242,207394,0.011234654811614607
FOLD,Villain,61,23,19,437,0.13958810068649885
"FONDOZZI, MICKEY",Hero,934,317,132,41844,0.022321001816269954
"FONG, DR. CHARLES WA",Hero,747,165,147,24255,0.03079777365491651
"FONG, KATY",Hero,154,20,39,780,0.19743589743589743
"FONG, LI",Hero,1210,341,232,79112,0.015294771968854282
"FONTAINE, CINDER",Hero,87,33,27,891,0.09764309764309764
FONTANELLE/GLORIA DA,Hero,1440,428,226,96728,0.01488710611198412
"FONTREAUX, GUY",Hero,179,62,46,2852,0.06276297335203367
FOOL,Hero,1728,596,255,151980,0.011369917094354521
FOOLKILLER II/GREG S,Villain,3548,1130,342,386460,0.009180769031723853
FOOLKILLER III/KURT,Villain,59,21,25,525,0.11238095238095239
FOOLKILLER/ROSS EVER,Villain,2,2,1,2,1.0
FORCE/CLAYTON WILSON,Hero,1405,338,198,66924,0.020993963301655608
FORD,Hero,4,4,1,4,1.0
"FORD, GERALD",Hero,1,1,1,1,1.0
FOREARM,Hero,2505,817,317,258989,0.009672225461313029
FOREIGNER/RAFAEL BAS,Hero,5765,1912,474,906288,0.0063611125823137896
FORGE,Hero,7949,2913,594,1730322,0.0045939426303312336
FORGE | EARTH 998,Hero,1,1,1,1,1.0
FORGE | MUTANT X-VER,Hero,91,32,29,928,0.0980603448275862
FORGOTTEN ONE/GILGAM,Hero,4638,1620,461,746820,0.006210331806861091
FOROPULIST,Hero,2,2,1,2,1.0
"FORRESTER, CAPT. ALE",Hero,2221,655,285,186675,0.011897683139145574
"FORRESTER, DR. CEDRI",Hero,572,183,77,14091,0.04059328649492584
"FORTHWARD, KENT",Hero,1,1,1,1,1.0
FORTUNATO,Hero,2827,1062,281,298422,0.00947316216632822
