,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
1224,CRIMSON DYNAMO VI/VA,Villain,10,na,7,21.0,0.47619047619047616
1225,CRIMSON,Hero,1,na,2,1.0,1.0
1226,CRIPPLER/KARL STRIKL,Hero,66,na,16,120.0,0.55
1227,CRITICAL MASS,Hero,3,na,3,3.0,1.0
1228,CRITIC,Hero,16,na,7,21.0,0.7619047619047619
1229,CRIX,Hero,0,na,1,0.0,
1230,"CROIX, ASHLEY",Hero,15,na,6,15.0,1.0
1231,"CROMWELL, HAMILTON",Hero,1,na,2,1.0,1.0
1232,"CROSSAN, ANNIE",Hero,1,na,2,1.0,1.0
1233,CROSSBONES/BROCK BIN,Villain,195,na,35,595.0,0.3277310924369748
1234,CROSSBONES II/,Villain,1,na,2,1.0,1.0
1235,CROSSBOW,Villain,1,na,2,1.0,1.0
1236,CROSSFIRE,Villain,28,na,8,28.0,1.0
1237,"CROSS, GENEVIEVE",Hero,3,na,3,3.0,1.0
1238,"CROSS, HAROLD",Hero,0,na,1,0.0,
1239,"CROSS, JASON",Hero,0,na,1,0.0,
1240,CROSS/,Hero,15,na,6,15.0,1.0
1241,"CROSS, STANLEY",Hero,9,na,5,10.0,0.9
1242,"CROSS-WALLACE, SIR G",Hero,0,na,1,0.0,
1243,CROTUS,Hero,4,na,4,6.0,0.6666666666666666
1244,"CROWE, GERONIMO",Hero,1,na,2,1.0,1.0
1245,"CROWLEY, SEN.",Hero,0,na,1,0.0,
1246,CROWLEY,Hero,3,na,3,3.0,1.0
1247,CROWN,Hero,9,na,5,10.0,0.9
1248,"CROW, REV. JOSHUA",Hero,1,na,2,1.0,1.0
1249,CR'REEE,Hero,38,na,14,91.0,0.4175824175824176
1250,CRUCIBLE/BYRON CALLE,Hero,113,na,22,231.0,0.48917748917748916
1251,CRULE,Hero,15,na,7,21.0,0.7142857142857143
1252,CRUSADER II/ARTHUR B,Villain,1,na,2,1.0,1.0
1253,CRUSADER X/BRIAN BRA,Villain,10,na,6,15.0,0.6666666666666666
1254,CRUSHER/EL PROFESSOR,Villain,6,na,4,6.0,1.0
1255,CRUSHER II/JUAN APON,Villain,0,na,1,0.0,
1256,CRUSHTACEAN,Hero,3,na,3,3.0,1.0
1257,CRUX/CRISTAL LEMIUEX,Hero,10,na,5,10.0,1.0
1258,CRYSTAL [INHUMAN],Hero,1660,na,153,11628.0,0.14275885792913656
1259,CUDGEL/,Hero,0,na,1,0.0,
1260,CUEBALL/,Hero,0,na,1,0.0,
1261,CUFFS/,Hero,0,na,1,0.0,
1262,"CUMMINGS, DIANE",Hero,1,na,2,1.0,1.0
1263,CURSED LOTUS,Hero,0,na,1,0.0,
1264,"CURSON, LT. TARA",Hero,1,na,2,1.0,1.0
1265,"CURZON, DETECTIVE IN",Hero,1,na,2,1.0,1.0
1266,"CUSHING, KATE",Hero,433,na,50,1225.0,0.35346938775510206
1267,"CUSSLER, PHILLIP JR.",Hero,6,na,4,6.0,1.0
1268,"CUSSLER, PHILLIP",Hero,6,na,4,6.0,1.0
1269,CUT,Hero,1,na,2,1.0,1.0
1270,CUTTER,Hero,28,na,8,28.0,1.0
1271,CUTTHROAT/DANIEL LEI,Hero,50,na,12,66.0,0.7575757575757576
1272,CYANIDE JANE,Hero,0,na,1,0.0,
1273,CYBELE [ETERNAL],Hero,1,na,2,1.0,1.0
1274,CYBERMANCER/DR. SUZI,Hero,7,na,5,10.0,0.7
1275,CYBER,Hero,5,na,4,6.0,0.8333333333333334
1276,CYBERSLIK,Hero,1,na,2,1.0,1.0
1277,CYBERTOOTH/YEN HSIEH,Hero,0,na,1,0.0,
1278,CYBORG X/,Hero,21,na,7,21.0,1.0
1279,CYCLONE,Villain,143,na,19,171.0,0.8362573099415205
1280,CYCLONE II/PIERRE FR,Villain,209,na,26,325.0,0.6430769230769231
1281,CYCLOPS 2013,Hero,0,na,1,0.0,
1282,CYCLOPS DOPPELGANGER,Villain,357,na,33,528.0,0.6761363636363636
1283,CYCLOPS II,Hero,1,na,2,1.0,1.0
1284,CYCLOPS | MUTANT X-V,Hero,3,na,3,3.0,1.0
1285,CYCLOPS/SCOTT SUMMER,Hero,3590,na,271,36585.0,0.0981276479431461
1286,CYLLA II,Hero,104,na,17,136.0,0.7647058823529411
1287,CYLLA,Hero,0,na,1,0.0,
1288,CYNAS,Hero,28,na,8,28.0,1.0
1289,CYPHER/DOUG RAMSEY,Hero,496,na,67,2211.0,0.22433288104929897
1290,CY-PHYRR 4,Hero,3,na,3,3.0,1.0
1291,CYPRESS/,Hero,0,na,1,0.0,
1292,CYRA [ASGARDIAN],Hero,9,na,5,10.0,0.9
1293,CYTTORAK,Hero,7,na,5,10.0,0.7
1294,"DABOIA, RUSSELL",Hero,6,na,4,6.0,1.0
1295,"DABUTA, NIGEL",Hero,1,na,2,1.0,1.0
1296,"DA COSTA, EMMANUEL",Hero,26,na,10,45.0,0.5777777777777777
1297,DADDY LONGLEGS/RAMSE,Hero,26,na,10,45.0,0.5777777777777777
1298,DADDY WRONGLEGS,Villain,1,na,2,1.0,1.0
1299,DAGDA,Hero,0,na,1,0.0,
1300,DAGGER/TANDY BOWEN,Hero,274,na,51,1275.0,0.21490196078431373
1301,DAGGER/TANDY BOWEN |,Hero,1,na,2,1.0,1.0
1302,"DAHN, FARNOQ",Hero,1,na,2,1.0,1.0
1303,DAI-KUMO,Hero,0,na,1,0.0,
1304,"DAKESIAN, NANCI",Hero,15,na,6,15.0,1.0
1305,DAKIMH THE ENCHANTER,Hero,26,na,9,36.0,0.7222222222222222
1306,DAKINI,Hero,6,na,4,6.0,1.0
1307,"DAKOR, YOGI",Hero,10,na,6,15.0,0.6666666666666666
1308,"D'ALEXIS, AMBER",Hero,3,na,3,3.0,1.0
1309,DAMAGE,Villain,0,na,1,0.0,
1310,DAMBALLAH II,Hero,1,na,2,1.0,1.0
1311,DAMBALLAH,Hero,0,na,1,0.0,
1312,"DAMIAN, DR. DANIEL",Hero,6,na,5,10.0,0.6
1313,"DAMIAN, MARGO",Hero,6,na,5,10.0,0.6
1314,DAN-FARR,Hero,21,na,7,21.0,1.0
1315,"D'ANGELO, LIEUTENANT",Hero,9,na,6,15.0,0.6
1316,DANGOR,Hero,1,na,2,1.0,1.0
1317,DANIA,Hero,6,na,4,6.0,1.0
1318,"DANIELS, BRIE",Hero,2,na,3,3.0,0.6666666666666666
1319,"DANNING, SHEILA",Hero,1,na,2,1.0,1.0
1320,DANSEN MACABRE,Villain,335,na,35,595.0,0.5630252100840336
1321,DANTE,Hero,0,na,1,0.0,
1322,"DANTES, DR. EDWINA",Hero,0,na,1,0.0,
1323,"DANVERS, JOE",Hero,1,na,2,1.0,1.0
1324,"DANVERS, MRS. JOE",Hero,1,na,2,1.0,1.0
1325,"DANVILLE, SEN. OWEN",Hero,4,na,4,6.0,0.6666666666666666
1326,DARCO,Hero,6,na,4,6.0,1.0
1327,DAREDEVIL DOPPELGANG,Hero,322,na,31,465.0,0.6924731182795699
1328,DAREDEVIL/MATT MURDO,Hero,2987,na,236,27730.0,0.10771727371078255
1329,DAREDEVIL | MUTANT X,Hero,58,na,12,66.0,0.8787878787878788
1330,"DARE, JOHNNY",Hero,1,na,2,1.0,1.0
1331,"DARE, KATHLEEN",Hero,54,na,15,105.0,0.5142857142857142
1332,"DARE, ROSSALYN",Hero,3,na,3,3.0,1.0
1333,DARGIL,Hero,3,na,3,3.0,1.0
1334,DARIA,Hero,6,na,4,6.0,1.0
1335,DARK BEAST/HENRY MCC,Villain,143,na,27,351.0,0.4074074074074074
1336,DARK COUNSEL/VARTU,Hero,0,na,1,0.0,
1337,DARK CRAWLER,Villain,11,na,7,21.0,0.5238095238095238
1338,DARKHAWK/CHRIS POWEL,Hero,473,na,59,1711.0,0.2764465225014611
1339,DARKHAWK DOPPELGANGE,Hero,100,na,15,105.0,0.9523809523809523
1340,DARK HUNTER,Hero,1,na,2,1.0,1.0
1341,DARK MASTER,Hero,1,na,2,1.0,1.0
1342,DARK MOTHER/FINALITY,Hero,0,na,1,0.0,
1343,DARK,Hero,0,na,1,0.0,
1344,DARK ONE,Hero,0,na,1,0.0,
1345,DARKOTH/MAJOR DESMON,Villain,26,na,9,36.0,0.7222222222222222
1346,"DARKOVER, PROFESSOR",Hero,0,na,1,0.0,
1347,DARK RAIDER,Hero,2,na,3,3.0,0.6666666666666666
1348,DARKSTAR/LAYNIA SERG,Hero,588,na,68,2278.0,0.2581211589113257
1349,DARK WIND/KENJI OYAM,Hero,11,na,6,15.0,0.7333333333333333
1350,DARLA,Hero,67,na,18,153.0,0.43790849673202614
1351,"DARLEGUNG, GEN.",Hero,0,na,1,0.0,
1352,"DARROW, MARISSA II",Hero,3,na,3,3.0,1.0
1353,"D'AURIA, JACK",Hero,7,na,6,15.0,0.4666666666666667
1354,DAVIDOFF,Hero,3,na,3,3.0,1.0
1355,"DAVID, PETER",Hero,1,na,2,1.0,1.0
1356,"DAVIS, ABBY",Hero,1,na,2,1.0,1.0
1357,"DAVIS, PRINCIPAL",Hero,1,na,2,1.0,1.0
1358,DAWN,Hero,1,na,2,1.0,1.0
1359,"DAWSON, DICTIONARY",Hero,1,na,2,1.0,1.0
1360,DAYDREAMER/CATHERINE,Hero,6,na,5,10.0,0.6
1361,DAY,Hero,6,na,4,6.0,1.0
1362,DAYTRIPPER/AMANDA SE,Hero,309,na,44,946.0,0.3266384778012685
1363,DAZZLER/BURTRAM WORT,Hero,16,na,8,28.0,0.5714285714285714
1364,DAZZLER II/ALLISON B,Hero,1074,na,103,5253.0,0.20445459737292976
1365,DEADAIR,Hero,10,na,5,10.0,1.0
1366,DEADBOLT,Hero,12,na,6,15.0,0.8
1367,DEADEYE/,Hero,1,na,2,1.0,1.0
1368,DEAD HEAD/,Hero,1,na,2,1.0,1.0
1369,DEADHEAD,Hero,11,na,6,15.0,0.7333333333333333
1370,DEADLY DORIS,Hero,0,na,1,0.0,
1371,DEADMAKER/GREGORI AN,Hero,1,na,2,1.0,1.0
1372,DEADPOOL/JACK/WADE W,Villain,186,na,47,1081.0,0.17206290471785385
1373,DEAD RINGER/LOU,Hero,1,na,2,1.0,1.0
1374,"DEAN, BETTY",Hero,0,na,1,0.0,
1375,"DEAN, DARBY",Hero,2,na,3,3.0,0.6666666666666666
1376,"DEANGELO, DEVLIN",Hero,4,na,4,6.0,0.6666666666666666
1377,"DEAN, SUSAN",Hero,2,na,3,3.0,0.6666666666666666
1378,DEATH,Hero,573,na,61,1830.0,0.31311475409836065
1379,DEATH ADDER,Villain,308,na,36,630.0,0.4888888888888889
1380,DEATHBIRD [SHI'AR],Villain,165,na,33,528.0,0.3125
1381,DEATHCHARGE,Hero,0,na,1,0.0,
1382,DEATHCRY [SHI'AR],Hero,166,na,26,325.0,0.5107692307692308
1383,DEATHLOK/COLONEL LUT,Villain,15,na,9,36.0,0.4166666666666667
1384,DEATHLOK II/COL. JOH,Villain,7,na,5,10.0,0.7
1385,DEATHLOK III DOPPELG,Villain,1,na,2,1.0,1.0
1386,DEATHLOK III/MICHAEL,Villain,180,na,36,630.0,0.2857142857142857
1387,DEATHLOK IV,Villain,3,na,3,3.0,1.0
1388,DEATHLOK | MUTANT X-,Villain,3,na,3,3.0,1.0
1389,DEATHRAVEN/JOSHUA RA,Hero,1,na,2,1.0,1.0
1390,DEATH'S HEAD,Villain,1,na,2,1.0,1.0
1391,DEATHSHIELD/,Hero,3,na,3,3.0,1.0
1392,DEATH-STALKER,Villain,14,na,8,28.0,0.5
1393,DEATH STING/MIRANDA,Hero,3,na,3,3.0,1.0
1394,DEATHSTROKE/,Hero,36,na,9,36.0,1.0
1395,DEATHTOLL,Villain,0,na,1,0.0,
1396,DEATHUNT 9000,Hero,4,na,4,6.0,0.6666666666666666
1397,DEATHURGE,Villain,34,na,10,45.0,0.7555555555555555
1398,DEATHWATCH/STEPHAN L,Villain,19,na,8,28.0,0.6785714285714286
1399,DECAY/,Villain,82,na,14,91.0,0.9010989010989011
1400,DECAY II/YOSHIRO HAC,Villain,10,na,5,10.0,1.0
1401,DECIBEL,Hero,3,na,3,3.0,1.0
1402,DEFENSOR,Hero,85,na,15,105.0,0.8095238095238095
1403,"DEGANN, KRIS",Hero,0,na,1,0.0,
1404,DEIMOS,Hero,6,na,4,6.0,1.0
1405,"DEKKER, GENERAL LYLE",Hero,0,na,1,0.0,
1406,"DELACORTE, ARTHUR",Hero,15,na,6,15.0,1.0
1407,DE LA COURTE,Hero,15,na,6,15.0,1.0
1408,"DE LA FONTAINE, CONT",Hero,371,na,56,1540.0,0.2409090909090909
1409,"DE LA JOYA, SISTER M",Hero,1,na,2,1.0,1.0
1410,"DELANY, CAPT.",Hero,10,na,5,10.0,1.0
1411,"DE LA SALLE, BEATRIC",Hero,0,na,1,0.0,
1412,"DE LA SPIROSA, COUNT",Hero,2,na,3,3.0,0.6666666666666666
1413,"DELAZNY, CHARLES L.",Hero,6,na,4,6.0,1.0
1414,"DELAZNY, DORIAN",Hero,1,na,2,1.0,1.0
1415,"DELGADO, FATHER",Hero,33,na,11,55.0,0.6
1416,"DELGADO, LUZ",Hero,1,na,2,1.0,1.0
1417,"DELGADO, RUFUS",Hero,24,na,8,28.0,0.8571428571428571
1418,DELGADO,Hero,36,na,10,45.0,0.8
1419,"DEL HIERRO, BLANCA",Hero,1,na,2,1.0,1.0
1420,DELILAH,Hero,35,na,11,55.0,0.6363636363636364
1421,DELPHI,Hero,7,na,6,15.0,0.4666666666666667
1422,DELPHI II,Hero,1,na,2,1.0,1.0
1423,"DELPHIS, SIR",Hero,108,na,18,153.0,0.7058823529411765
1424,DELPHOS,Hero,27,na,8,28.0,0.9642857142857143
1425,DELUGE II,Villain,1,na,2,1.0,1.0
1426,DELUGE,Villain,1,na,2,1.0,1.0
1427,DEMEITYR,Hero,0,na,1,0.0,
1428,DEMI-GOD,Hero,15,na,6,15.0,1.0
1429,DEMITRIUS,Hero,1,na,2,1.0,1.0
1430,DEMOGOBLIN,Villain,21,na,8,28.0,0.75
1431,DEMOLITION MAN/DENNI,Hero,317,na,45,990.0,0.3202020202020202
1432,DEMOLITION MAN DOPPE,Hero,10,na,5,10.0,1.0
1433,DEMON BEAR,Villain,1,na,2,1.0,1.0
1434,DEMONICUS/DR. DOUGLA,Hero,1,na,2,1.0,1.0
1435,DEMONSTAFF,Hero,6,na,4,6.0,1.0
1436,DENAK,Hero,3,na,3,3.0,1.0
1437,"DENNAGER, MICHAEL",Hero,3,na,3,3.0,1.0
1438,"DENNEHY, ROBERT",Hero,1,na,2,1.0,1.0
1439,"DENNIS, MARTY",Hero,8,na,5,10.0,0.8
1440,"DEPALMA, MR.",Hero,1,na,2,1.0,1.0
1441,"DEPAUL, SHIELD SPECI",Hero,15,na,6,15.0,1.0
1442,DESADIA,Hero,0,na,1,0.0,
1443,DESAK/DESAK STERIXIA,Villain,1,na,2,1.0,1.0
1444,DESIGNATE/TARENE,Hero,57,na,13,78.0,0.7307692307692307
1445,DESOLATION/,Hero,0,na,1,0.0,
1446,"DESTINE, ADAM",Hero,0,na,1,0.0,
1447,"DESTINE, NEWTON",Hero,0,na,1,0.0,
1448,DESTINY II/IRENE ADL,Villain,567,na,58,1653.0,0.3430127041742287
1449,DESTINY/PAUL DESTINE,Villain,3,na,3,3.0,1.0
1450,DESTRAK,Hero,0,na,1,0.0,
1451,DESTROYER III,Villain,66,na,18,153.0,0.43137254901960786
1452,DESTRUCTOR/PROFESSOR,Hero,12,na,6,15.0,0.8
1453,DETHSTRYK,Hero,0,na,1,0.0,
1454,DEUCE,Hero,13,na,7,21.0,0.6190476190476191
1455,"DEUTSCH, GEN.",Hero,0,na,1,0.0,
1456,DEVASTATOR II/GREGOR,Hero,5,na,4,6.0,0.8333333333333334
1457,DEVASTATOR/KIROV PET,Hero,0,na,1,0.0,
1458,"DEVERAUX, INSPECTOR",Hero,6,na,4,6.0,1.0
1459,"DEVEREAUX, IRIS",Hero,1,na,2,1.0,1.0
1460,"DEVEREAUX, MICHELLE",Hero,36,na,9,36.0,1.0
1461,DEVIL DINOSAUR,Hero,23,na,9,36.0,0.6388888888888888
1462,DEVIL DINOSAUR | MUT,Hero,55,na,11,55.0,1.0
1463,"DEVILLE, ARCADIA",Hero,1,na,2,1.0,1.0
1464,"DEVILLE, JENNIFER CR",Hero,1,na,2,1.0,1.0
1465,DEVIL-SLAYER/ERIC SI,Hero,98,na,20,190.0,0.5157894736842106
1466,"DEVINE, ANTON",Hero,28,na,8,28.0,1.0
1467,DEVLOR,Hero,68,na,15,105.0,0.6476190476190476
1468,"DEVOOR, ALBERT",Hero,1,na,2,1.0,1.0
1469,DEVOS THE DEVESTATOR,Villain,187,na,22,231.0,0.8095238095238095
1470,DEVOURER,Hero,6,na,4,6.0,1.0
1471,"DEWITT, KEARSON",Villain,8,na,5,10.0,0.8
1472,"DEWITT, LUCIUS",Hero,0,na,1,0.0,
1473,"DEWOLFF, JEAN",Hero,152,na,30,435.0,0.34942528735632183
1474,"DEWOLFF, MEREDITH",Hero,1,na,2,1.0,1.0
1475,DEXAM,Hero,3,na,3,3.0,1.0
1476,DEX,Hero,1,na,2,1.0,1.0
1477,"DEZOAN, JOHN",Hero,1,na,2,1.0,1.0
1478,DHEREK,Hero,1,na,2,1.0,1.0
1479,DIABLO/ESTEBAN DE AB,Villain,427,na,42,861.0,0.4959349593495935
1480,DIAMONDBACK II/RACHE,Villain,898,na,80,3160.0,0.28417721518987343
1481,DIAMONDBACK,Villain,0,na,1,0.0,
