,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
963,CESIUM,Hero,2112,na,150,11175.0,0.18899328859060402
964,CETHLANN,Hero,0,na,1,0.0,
965,C.F.,Hero,329,na,62,1891.0,0.17398202009518773
966,"CHADWICK, CHEER",Hero,1486,na,116,6670.0,0.22278860569715142
967,"CHADWICK, DR. HESPER",Hero,1486,na,116,6670.0,0.22278860569715142
968,CHAIN,Hero,440,na,48,1128.0,0.3900709219858156
969,CHAINSAW/,Hero,746,na,83,3403.0,0.21921833676168087
970,CHAKA KHAN,Hero,17,na,12,66.0,0.25757575757575757
971,CHAKA KHAN II,Hero,0,na,1,0.0,
972,"CHAKARA, KANU",Hero,834,na,71,2485.0,0.3356136820925553
973,"CHAKARA, MADAN",Hero,0,na,1,0.0,
974,CHAKRA,Hero,2114,na,206,21115.0,0.10011839924224485
975,CHAKRA II,Hero,0,na,1,0.0,
976,"CHALIZ, HAZRAM",Hero,2361,na,215,23005.0,0.10262986307324495
977,"CHALIZ, SHANAZ RAYNA",Hero,2361,na,215,23005.0,0.10262986307324495
978,"CHALIZ, TABRIAZ",Hero,2361,na,215,23005.0,0.10262986307324495
979,"CHALKER, PROF. VIC",Hero,402,na,56,1540.0,0.261038961038961
980,"CHALMER, JUDGE",Hero,19,na,8,28.0,0.6785714285714286
981,"CHALMERS, CYNTHIA",Hero,2129,na,200,19900.0,0.10698492462311558
982,"CHALMERS, JUDGE ROBE",Hero,3162,na,272,36856.0,0.08579335793357934
983,"CHALMERS, MR.",Hero,0,na,1,0.0,
984,CHAMBER/JONOTHON STA,Hero,5726,na,466,108345.0,0.05284969310997277
985,"CHAMBERS, MR.",Hero,89,na,25,300.0,0.2966666666666667
986,CHAMBLISS,Hero,0,na,1,0.0,
987,CHAMELEON/DMITRI SME,Villain,4503,na,371,68635.0,0.06560792598528448
988,"CHAMPION, IMUS",Hero,1666,na,173,14878.0,0.11197741631939777
989,CHAMPION/TRYCO SLATT,Hero,2347,na,216,23220.0,0.10107665805340224
990,CHANCE,Villain,1676,na,148,10878.0,0.1540724397867255
991,CHANCE II/NICHOLAS P,Villain,4195,na,326,52975.0,0.07918829636621047
992,"CHANDLER, PEGGY",Hero,90,na,21,210.0,0.42857142857142855
993,"CHANDRA, DR.",Hero,490,na,53,1378.0,0.3555878084179971
994,"CHANEY, AMANDA",Hero,2649,na,243,29403.0,0.09009284766860524
995,"CHANG, DR. PHILLIP",Hero,4532,na,357,63546.0,0.07131841500645202
996,CHANGELING,Villain,1388,na,121,7260.0,0.19118457300275482
997,"CHANG, IMEI",Hero,4827,na,413,85078.0,0.05673617151319965
998,"CHAN, SARAH",Hero,2249,na,210,21945.0,0.10248348143084986
999,CHAOS/DANIEL DASH,Villain,392,na,57,1596.0,0.24561403508771928
1000,"CHAPMAN, DEVIN",Hero,1139,na,103,5253.0,0.2168284789644013
1001,"CHAPMAN, GEN. ULYSSE",Hero,0,na,1,0.0,
1002,CHAR,Hero,270,na,40,780.0,0.34615384615384615
1003,"CHAR, BRON",Hero,1,na,2,1.0,1.0
1004,CHARCOAL/CHARLIE BUR,Hero,5876,na,484,116886.0,0.05027120442140205
1005,CHARLIE 27,Hero,91,na,19,171.0,0.5321637426900585
1006,CHARLIE,Hero,0,na,1,0.0,
1007,CHARM,Villain,1083,na,116,6670.0,0.1623688155922039
1008,"CHASE, DETECTIVE SLO",Hero,1968,na,194,18721.0,0.10512258960525613
1009,"CHASE, TREVOR",Hero,999,na,99,4851.0,0.20593692022263452
1010,"CHASIN, MAJOR",Hero,150,na,33,528.0,0.2840909090909091
1011,"CHATTERTON, DAVE",Hero,0,na,1,0.0,
1012,CHAUFFARD,Hero,1742,na,154,11781.0,0.1478652066887361
1013,CHECK,Hero,0,na,1,0.0,
1014,CHEETAH,Hero,2278,na,180,16110.0,0.1414028553693358
1015,"CHEEVER, JOHN",Hero,2071,na,177,15576.0,0.13296096558808423
1016,"CHEKOV, ARTHUR ANTON",Hero,3943,na,334,55611.0,0.07090323856790923
1017,CHEMISTRO/CURTIS CAR,Villain,2999,na,253,31878.0,0.09407742016437669
1018,CHEMISTRO III,Villain,1377,na,105,5460.0,0.2521978021978022
1019,CHEN,Hero,4854,na,378,71253.0,0.06812344743379226
1020,"CHEN, DR.",Hero,0,na,1,0.0,
1021,"CHENEY, LILA",Hero,4136,na,335,55945.0,0.07392975243542765
1022,"CHEN, JOANNA",Hero,848,na,82,3321.0,0.25534477566997893
1023,"CHERRYH, RANDOLPH WI",Hero,2808,na,248,30628.0,0.09168081494057725
1024,CHESBRO,Hero,3086,na,258,33153.0,0.09308358217959159
1025,"CHESNEY, SANFORD",Hero,2535,na,226,25425.0,0.09970501474926254
1026,"CHIANG, PROF.",Hero,0,na,1,0.0,
1027,CHI-CHEE,Hero,923,na,89,3916.0,0.23569969356486212
1028,CHI DEMON/PROFESSOR,Hero,601,na,62,1891.0,0.3178212585933369
1029,CHIEF EXAMINER,Hero,2959,na,271,36585.0,0.08088014213475468
1030,CHIMERA II,Villain,0,na,1,0.0,
1031,CHIMERA/ZUHN,Villain,0,na,1,0.0,
1032,CHINA DOLL,Hero,2360,na,214,22791.0,0.10354964679039971
1033,CHINOOK,Hero,43,na,15,105.0,0.4095238095238095
1034,CHIRA,Hero,0,na,1,0.0,
1035,CHLOE,Hero,0,na,1,0.0,
1036,CHLORINE,Hero,2780,na,200,19900.0,0.13969849246231156
1037,CH'OD,Hero,4821,na,408,83028.0,0.05806474924121983
1038,CHONDU,Hero,4076,na,301,45150.0,0.09027685492801772
1039,"CHORD, ANDREW",Hero,5346,na,417,86736.0,0.06163530713890426
1040,"CHORD, MIYAMI",Hero,12,na,7,21.0,0.5714285714285714
1041,CHROME/,Hero,2812,na,241,28920.0,0.09723374827109267
1042,CHROMIUM,Hero,2113,na,150,11175.0,0.189082774049217
1043,CH'THON,Hero,1143,na,118,6903.0,0.16558018252933507
1044,CHTYLOK,Hero,1972,na,195,18915.0,0.10425588157546921
1045,"CHUNG, LAO WEI",Hero,0,na,1,0.0,
1046,"CHURCHILL, LORD",Hero,2146,na,188,17578.0,0.1220844237114575
1047,"CHURCHILL, SIR WINST",Hero,918,na,101,5050.0,0.18178217821782178
1048,"CHURCH, LYNN",Hero,440,na,48,1128.0,0.3900709219858156
1049,CH'VAYRE,Hero,1038,na,107,5671.0,0.1830365014988538
1050,"CICERO, CAESAR BIG C",Hero,3498,na,287,41041.0,0.0852318413294023
1051,CINDER/,Hero,1,na,2,1.0,1.0
1052,"CIR, DYLON",Hero,182,na,34,561.0,0.3244206773618538
1053,"CIRE, EYLA",Hero,1,na,2,1.0,1.0
1054,"CIRE, EZRA",Hero,0,na,1,0.0,
1055,"CIRE, MANUEL",Hero,0,na,1,0.0,
1056,"CISCERNOS, SELENA",Hero,1,na,2,1.0,1.0
1057,CITIZEN V II/HELMUT,Hero,6404,na,542,146611.0,0.04368021499068965
1058,CITIZEN V III/DALLAS,Hero,5597,na,472,111156.0,0.050352657526359354
1059,CITIZEN V/JOHN WATKI,Hero,2247,na,159,12561.0,0.1788870312873179
1060,CITYDWELLER/JERRY |,Hero,0,na,1,0.0,
1061,"CLAREMONT, CHRIS",Hero,3534,na,281,39340.0,0.08983223182511439
1062,CLARISSA,Hero,140,na,28,378.0,0.37037037037037035
1063,"CLARIS, SVEN",Hero,26,na,9,36.0,0.7222222222222222
1064,CLARITY/,Hero,0,na,1,0.0,
1065,"CLARKE, GENERAL JERE",Hero,2734,na,245,29890.0,0.09146871863499498
1066,"CLARK, JOHN",Hero,1807,na,163,13203.0,0.1368628342043475
1067,"CLARK, SARAH",Hero,1807,na,163,13203.0,0.1368628342043475
1068,CLASH/,Hero,0,na,1,0.0,
1069,CLASS CLOWN/GLASS,Villain,0,na,1,0.0,
1070,"CLAYBORNE, REGINA",Hero,2385,na,214,22791.0,0.10464657101487429
1071,"CLAY, GORDON",Hero,1140,na,103,5253.0,0.21701884637350086
1072,"CLAYTON, KATRINKA JA",Hero,1968,na,194,18721.0,0.10512258960525613
1073,CLEA,Hero,5199,na,455,103285.0,0.05033644769327589
1074,CLEARCUT/,Hero,846,na,87,3741.0,0.22614274258219727
1075,"CLEARWATER, JUDGE MA",Hero,33,na,11,55.0,0.6
1076,"CLEMSON, MIKE",Hero,3667,na,299,44551.0,0.0823101613880721
1077,CLEOPATRA,Hero,762,na,86,3655.0,0.20848153214774282
1078,"CLINTON, BILL",Hero,5716,na,484,116886.0,0.048902349297606215
1079,"CLINTON, CHELSEA",Hero,0,na,1,0.0,
1080,CLOAK/TYRONE JOHNSON,Hero,6321,na,572,163306.0,0.03870647741050543
1081,"CLOONEY, DR.",Hero,864,na,92,4186.0,0.2064022933588151
1082,CLOUD,Hero,340,na,52,1326.0,0.2564102564102564
1083,CLOWN/CRAFTY ELIOT F,Villain,4847,na,396,78210.0,0.06197417210075438
1084,CLUMSY FOULUP,Hero,0,na,1,0.0,
1085,CLUSTER,Hero,0,na,1,0.0,
1086,COACHWHIP,Villain,4911,na,388,75078.0,0.06541197154958843
1087,COACH,Villain,1,na,2,1.0,1.0
1088,COAL TIGER/T'CHALLA,Hero,2386,na,214,22791.0,0.10469044798385327
1089,COBALT,Hero,2780,na,200,19900.0,0.13969849246231156
1090,COBALT II,Hero,408,na,47,1081.0,0.3774283071230342
1091,COBALT MAN,Hero,1777,na,158,12403.0,0.1432717890832863
1092,COBRA/KLAUS VORHEES,Hero,6391,na,557,154846.0,0.041273265050437206
1093,COBWEB,Hero,0,na,1,0.0,
1094,COCKROACH/,Villain,406,na,44,946.0,0.42917547568710357
1095,"COCKRUM, DAVE",Hero,489,na,78,3003.0,0.16283716283716285
1096,COCO,Hero,0,na,1,0.0,
1097,"CODY, GARY",Hero,938,na,111,6105.0,0.15364455364455365
1098,CODY,Hero,48,na,18,153.0,0.3137254901960784
1099,"COFFIN, RAY",Hero,0,na,1,0.0,
1100,"COFFIN, WARDEN JOHNS",Hero,0,na,1,0.0,
1101,"COFFY, DET.",Hero,1976,na,195,18915.0,0.10446735395189004
1102,COGGER,Hero,1159,na,122,7381.0,0.15702479338842976
1103,"COHEN, IZZY",Hero,0,na,1,0.0,
1104,COIL,Hero,1990,na,191,18145.0,0.10967208597409754
1105,COLDBLOOD/,Hero,665,na,84,3486.0,0.19076305220883535
1106,COLDHEART,Villain,0,na,1,0.0,
1107,COLD WARRIOR,Hero,0,na,1,0.0,
1108,"COLE, LYNETTE",Hero,0,na,1,0.0,
1109,"COLE, PRISCILLA",Hero,0,na,1,0.0,
1110,"COLE, WADE",Hero,4138,na,323,52003.0,0.07957233236544045
1111,COLLECTIVE MAN,Hero,5183,na,421,88410.0,0.058624589978509216
1112,COLLECTIVE MAN II,Hero,676,na,83,3403.0,0.1986482515427564
1113,COLLECTOR/TANELEER T,Villain,5108,na,441,97020.0,0.052648938363224075
1114,COLLETTE,Hero,2413,na,219,23871.0,0.10108499853378576
1115,"COLLINS, BRADBURY",Hero,2,na,3,3.0,0.6666666666666666
1116,"COLLINS, DEMITRIUS",Hero,2422,na,194,18721.0,0.12937343090646866
1117,"COLLINS, EMMA",Hero,2127,na,204,20706.0,0.10272384815995364
1118,"COLLINS, NICK",Hero,216,na,43,903.0,0.23920265780730898
1119,"COLLINS, TRACY",Hero,319,na,55,1485.0,0.21481481481481482
1120,"COLON, CHERYL",Hero,160,na,30,435.0,0.367816091954023
1121,COLOSSUS 2013,Hero,2988,na,242,29161.0,0.10246562189225335
1122,COLOSSUS II DOPPELGA,Hero,4863,na,417,86736.0,0.0560666851134477
1123,COLOSSUS II | MUTANT,Hero,108,na,29,406.0,0.2660098522167488
1124,COLOSSUS II/PETER RA,Hero,7214,na,676,228150.0,0.03161954854262546
1125,COLOSSUS,Hero,0,na,1,0.0,
1126,COMANCHE,Hero,15,na,11,55.0,0.2727272727272727
1127,COMBAT/,Hero,0,na,1,0.0,
1128,COMET/HARRIS MOORE,Hero,54,na,23,253.0,0.2134387351778656
1129,COMET MAN/DR. STEPHE,Hero,73,na,21,210.0,0.3476190476190476
1130,COMMANDER BLAZE,Hero,0,na,1,0.0,
1131,COMMANDER COURAGE/,Hero,1072,na,96,4560.0,0.23508771929824562
1132,COMMANDO/M-NELL,Hero,2500,na,226,25425.0,0.09832841691248771
1133,COMMCAST/GARABED BAS,Hero,3533,na,257,32896.0,0.10739907587548637
1134,COMPUTO,Villain,15,na,11,55.0,0.2727272727272727
1135,"CONAN, NEAL",Hero,2983,na,257,32896.0,0.09067971789883268
1136,"CONCIERGE, LE/",Hero,1159,na,122,7381.0,0.15702479338842976
1137,CONDOR,Hero,902,na,98,4753.0,0.18977487902377446
1138,"CONKLIN, CAPT.",Hero,1907,na,161,12880.0,0.14805900621118012
1139,"CONNORS, BILLY",Hero,2937,na,251,31375.0,0.09360956175298805
1140,"CONNORS, MARTHA",Hero,2937,na,251,31375.0,0.09360956175298805
1141,"CONOVER, ALYSSA",Hero,181,na,37,666.0,0.27177177177177175
1142,"CONOVER, HANNAH",Hero,1883,na,186,17205.0,0.10944492879976751
1143,"CONOVER, REV. WILLIA",Hero,1883,na,186,17205.0,0.10944492879976751
1144,"CONOWAY, SEKMEHT",Hero,306,na,50,1225.0,0.24979591836734694
1145,CONQUEST/BRIDGET MAL,Hero,2576,na,232,26796.0,0.0961337513061651
1146,"CONRAD, LUTHER DUTCH",Hero,436,na,59,1711.0,0.2548217416715371
1147,"CONROY, KAREN",Hero,762,na,86,3655.0,0.20848153214774282
1148,CONSTRICTOR/FRANK PA,Villain,5791,na,484,116886.0,0.049544000136885515
1149,CONSUELA,Hero,2771,na,218,23653.0,0.11715215828858919
1150,CONSUMPTION,Hero,819,na,93,4278.0,0.19144460028050492
1151,CONTEMPLATOR/TATH KI,Hero,3499,na,298,44253.0,0.07906808577949517
1152,"CONTONI, PAUL",Hero,1968,na,194,18721.0,0.10512258960525613
1153,"CONTRARES, ANASTASIA",Hero,1,na,2,1.0,1.0
1154,CONTROLLER/BASIL SAN,Villain,5638,na,458,104653.0,0.0538732764469246
1155,CONUNDRUM/,Hero,2361,na,215,23005.0,0.10262986307324495
1156,"CONWAY, GERRY",Hero,3069,na,235,27495.0,0.111620294599018
1157,"COOPER, COLE",Hero,3281,na,272,36856.0,0.08902214022140222
1158,"COOPER, DR. VALERIE",Hero,6844,na,611,186355.0,0.03672560435727509
1159,"COOPER, ROGER CAPS",Hero,3151,na,280,39060.0,0.08067076292882744
1160,"COOPER, TERI",Hero,0,na,1,0.0,
1161,"COOPER, WHITNEY III",Hero,181,na,37,666.0,0.27177177177177175
1162,COPPERHEAD II/,Hero,0,na,1,0.0,
1163,COPPERHEAD III/DAVIS,Hero,4732,na,365,66430.0,0.07123287671232877
1164,COPPERHEAD IV/,Hero,1517,na,146,10585.0,0.14331601322626358
1165,COPPERHEAD/LAWRENCE,Hero,2385,na,214,22791.0,0.10464657101487429
1166,"COPPERSMITH, ALFRED",Hero,1201,na,128,8128.0,0.14776082677165353
1167,COPPER,Hero,2113,na,150,11175.0,0.189082774049217
1168,COPYCAT/VANESSA,Hero,4683,na,358,63903.0,0.07328294446270128
1169,CORAL,Hero,0,na,1,0.0,
1170,"CORBEAU, DR. PETER",Hero,5810,na,487,118341.0,0.04909541071986885
1171,"CORD, EDWIN",Hero,3234,na,232,26796.0,0.1206896551724138
1172,CORDITE,Hero,0,na,1,0.0,
1173,"CORD, JANICE",Hero,2486,na,215,23005.0,0.1080634644642469
1174,"CORDOVA, JUAN",Hero,0,na,1,0.0,
1175,"CORNELIUS, DR.",Hero,2376,na,214,22791.0,0.10425167829406344
1176,CORONA/DAGNY FORREST,Hero,607,na,77,2926.0,0.20745044429254955
1177,CORONARY/JIMMY SHARP,Hero,174,na,32,496.0,0.35080645161290325
1178,CORONER,Hero,973,na,96,4560.0,0.21337719298245614
1179,"CORRIGAN, ARCHIBALD",Hero,7,na,5,10.0,0.7
1180,CORRUPTOR/JACKSON DA,Villain,2799,na,221,24310.0,0.1151378033730975
1181,CORSAIR,Hero,5644,na,477,113526.0,0.04971548367774783
1182,"CORSI, TOM",Hero,5500,na,430,92235.0,0.05963029218843172
1183,"CORTES, MARIA PILAR",Hero,1762,na,173,14878.0,0.1184298964914639
1184,"CORTEZ, FABIAN",Villain,4513,na,365,66430.0,0.06793617341562547
1185,COSMIC MESSIAH,Hero,1656,na,153,11628.0,0.14241486068111456
1186,COTTONMOUTH II,Villain,5555,na,450,101025.0,0.05498638950754764
1187,COTTONMOUTH,Villain,0,na,1,0.0,
1188,COUNTERWEIGHT II/KAT,Hero,6413,na,535,142845.0,0.044894816059365045
1189,COUNTERWEIGHT/JACK P,Hero,6237,na,524,137026.0,0.04551690919971392
1190,"COUNT NEFARIA, LUCHI",Villain,4585,na,362,65341.0,0.07017033715431352
1191,COURIER/JACOB GAVIN,Hero,2599,na,226,25425.0,0.10222222222222223
1192,"COURTNEY, DELPHINE",Hero,369,na,48,1128.0,0.3271276595744681
1193,"COVEY, LAWRENCE K.",Hero,0,na,1,0.0,
1194,"COWAN, EARL",Hero,0,na,1,0.0,
1195,"COWEN, BUCK",Hero,2531,na,236,27730.0,0.09127298954201227
1196,"COWEN, ELAINE",Hero,46,na,19,171.0,0.26900584795321636
1197,"COY, GENERAL NGUYEN",Hero,2592,na,219,23871.0,0.10858363704913912
1198,COYOTE,Hero,1259,na,119,7021.0,0.17931918530123914
1199,"CRAIG, REV.",Hero,1967,na,175,15225.0,0.12919540229885057
1200,"CRANDAL, BEN",Hero,321,na,56,1540.0,0.20844155844155843
1201,CRANUS,Hero,202,na,36,630.0,0.32063492063492066
1202,"CRAWFORD, GEN.",Hero,0,na,1,0.0,
1203,"CRAWLEY, BETRAND",Hero,12,na,7,21.0,0.5714285714285714
1204,CRAZY EIGHT/LESLIE A,Hero,321,na,43,903.0,0.3554817275747508
1205,"CREED, GRAYDON",Villain,4835,na,401,80200.0,0.060286783042394015
1206,"CREED, GRAYDON | MUT",Villain,102,na,28,378.0,0.2698412698412698
1207,CREED,Hero,8,na,7,21.0,0.38095238095238093
1208,CREEP/,Hero,2240,na,209,21736.0,0.10305483989694517
1209,CRIMEBUSTER/FRANK MO,Hero,798,na,97,4656.0,0.1713917525773196
1210,CRIME-BUSTER/,Hero,0,na,1,0.0,
1211,CRIME-MASTER/NICK LU,Villain,2555,na,225,25200.0,0.10138888888888889
1212,CRIME-WAVE/HOLLIS,Villain,0,na,1,0.0,
1213,CRIMEWAVE/,Villain,1158,na,121,7260.0,0.15950413223140497
1214,CRIMSON COMMANDO/FRA,Hero,4890,na,376,70500.0,0.06936170212765957
1215,CRIMSON COWL II/,Villain,5463,na,423,89253.0,0.06120802662095392
1216,CRIMSON CRUSADER/ROR,Hero,0,na,1,0.0,
1217,CRIMSON DAFFODIL,Hero,1288,na,136,9180.0,0.14030501089324618
1218,CRIMSON DYNAMO II/BO,Villain,2384,na,213,22578.0,0.10558951191425281
1219,CRIMSON DYNAMO III/A,Villain,2518,na,223,24753.0,0.1017250434290793
1220,CRIMSON DYNAMO IV/YU,Villain,2454,na,220,24090.0,0.10186799501867995
1221,CRIMSON DYNAMO/PROF.,Villain,2384,na,213,22578.0,0.10558951191425281
1222,CRIMSON DYNAMO V/DIM,Villain,5811,na,472,111156.0,0.052277879736586416
1223,CRIMSON DYNAMO VIII/,Villain,1975,na,170,14365.0,0.13748694744169856
1224,CRIMSON DYNAMO VI/VA,Villain,2640,na,233,27028.0,0.09767648364658872
1225,CRIMSON,Hero,408,na,47,1081.0,0.3774283071230342
1226,CRIPPLER/KARL STRIKL,Hero,4164,na,317,50086.0,0.08313700435251367
1227,CRITICAL MASS,Hero,394,na,39,741.0,0.5317139001349528
1228,CRITIC,Hero,584,na,63,1953.0,0.29902713773681516
1229,CRIX,Hero,0,na,1,0.0,
1230,"CROIX, ASHLEY",Hero,2549,na,224,24976.0,0.10205797565663037
1231,"CROMWELL, HAMILTON",Hero,533,na,74,2701.0,0.19733432062199185
1232,"CROSSAN, ANNIE",Hero,60,na,13,78.0,0.7692307692307693
1233,CROSSBONES/BROCK BIN,Villain,5876,na,488,118828.0,0.04944962466758676
1234,CROSSBONES II/,Villain,1,na,2,1.0,1.0
1235,CROSSBOW,Villain,1158,na,121,7260.0,0.15950413223140497
1236,CROSSFIRE,Villain,716,na,69,2346.0,0.3052003410059676
1237,"CROSS, GENEVIEVE",Hero,81,na,25,300.0,0.27
1238,"CROSS, HAROLD",Hero,0,na,1,0.0,
1239,"CROSS, JASON",Hero,0,na,1,0.0,
1240,CROSS/,Hero,1630,na,142,10011.0,0.1628208970132854
1241,"CROSS, STANLEY",Hero,609,na,80,3160.0,0.19272151898734177
1242,"CROSS-WALLACE, SIR G",Hero,0,na,1,0.0,
1243,CROTUS,Hero,385,na,57,1596.0,0.2412280701754386
1244,"CROWE, GERONIMO",Hero,187,na,48,1128.0,0.16578014184397163
1245,"CROWLEY, SEN.",Hero,0,na,1,0.0,
1246,CROWLEY,Hero,62,na,21,210.0,0.29523809523809524
1247,CROWN,Hero,2231,na,218,23653.0,0.09432207330993954
1248,"CROW, REV. JOSHUA",Hero,2,na,3,3.0,0.6666666666666666
1249,CR'REEE,Hero,4422,na,364,66066.0,0.06693306693306693
1250,CRUCIBLE/BYRON CALLE,Hero,4651,na,349,60726.0,0.07658992853143629
1251,CRULE,Hero,919,na,112,6216.0,0.14784427284427284
1252,CRUSADER II/ARTHUR B,Villain,353,na,53,1378.0,0.25616835994194487
1253,CRUSADER X/BRIAN BRA,Villain,1773,na,174,15051.0,0.11779948176200918
1254,CRUSHER/EL PROFESSOR,Villain,411,na,65,2080.0,0.19759615384615384
1255,CRUSHER II/JUAN APON,Villain,0,na,1,0.0,
1256,CRUSHTACEAN,Hero,347,na,49,1176.0,0.2950680272108844
1257,CRUX/CRISTAL LEMIUEX,Hero,396,na,58,1653.0,0.2395644283121597
1258,CRYSTAL [INHUMAN],Hero,7116,na,666,221445.0,0.03213439002912687
1259,CUDGEL/,Hero,0,na,1,0.0,
1260,CUEBALL/,Hero,0,na,1,0.0,
1261,CUFFS/,Hero,0,na,1,0.0,
1262,"CUMMINGS, DIANE",Hero,12,na,8,28.0,0.42857142857142855
1263,CURSED LOTUS,Hero,0,na,1,0.0,
1264,"CURSON, LT. TARA",Hero,848,na,82,3321.0,0.25534477566997893
1265,"CURZON, DETECTIVE IN",Hero,975,na,90,4005.0,0.24344569288389514
1266,"CUSHING, KATE",Hero,6029,na,492,120786.0,0.049914725216498604
1267,"CUSSLER, PHILLIP JR.",Hero,2098,na,201,20100.0,0.10437810945273632
1268,"CUSSLER, PHILLIP",Hero,2098,na,201,20100.0,0.10437810945273632
1269,CUT,Hero,2385,na,214,22791.0,0.10464657101487429
1270,CUTTER,Hero,3053,na,223,24753.0,0.1233385852219933
1271,CUTTHROAT/DANIEL LEI,Hero,1867,na,157,12246.0,0.15245794545157604
1272,CYANIDE JANE,Hero,0,na,1,0.0,
1273,CYBELE [ETERNAL],Hero,64,na,19,171.0,0.3742690058479532
1274,CYBERMANCER/DR. SUZI,Hero,2388,na,215,23005.0,0.10380352097370137
1275,CYBER,Hero,1100,na,113,6328.0,0.1738305941845765
1276,CYBERSLIK,Hero,270,na,40,780.0,0.34615384615384615
1277,CYBERTOOTH/YEN HSIEH,Hero,0,na,1,0.0,
1278,CYBORG X/,Hero,2016,na,169,14196.0,0.14201183431952663
1279,CYCLONE,Villain,3631,na,285,40470.0,0.08972078082530269
1280,CYCLONE II/PIERRE FR,Villain,4982,na,376,70500.0,0.07066666666666667
1281,CYCLOPS 2013,Hero,0,na,1,0.0,
1282,CYCLOPS DOPPELGANGER,Villain,4829,na,416,86320.0,0.05594300278035218
1283,CYCLOPS II,Hero,1,na,2,1.0,1.0
1284,CYCLOPS | MUTANT X-V,Hero,104,na,29,406.0,0.2561576354679803
1285,CYCLOPS/SCOTT SUMMER,Hero,7266,na,691,238395.0,0.03047882715660983
1286,CYLLA II,Hero,2627,na,220,24090.0,0.10904939809049398
1287,CYLLA,Hero,0,na,1,0.0,
1288,CYNAS,Hero,1028,na,110,5995.0,0.17147623019182653
1289,CYPHER/DOUG RAMSEY,Hero,6453,na,553,152628.0,0.04227926723799041
1290,CY-PHYRR 4,Hero,973,na,96,4560.0,0.21337719298245614
1291,CYPRESS/,Hero,0,na,1,0.0,
1292,CYRA [ASGARDIAN],Hero,1096,na,107,5671.0,0.19326397460765296
1293,CYTTORAK,Hero,1862,na,178,15753.0,0.11819970799212848
1294,"DABOIA, RUSSELL",Hero,30,na,9,36.0,0.8333333333333334
1295,"DABUTA, NIGEL",Hero,2385,na,214,22791.0,0.10464657101487429
1296,"DA COSTA, EMMANUEL",Hero,3567,na,293,42778.0,0.08338398242087054
1297,DADDY LONGLEGS/RAMSE,Hero,1524,na,147,10731.0,0.14201845121610288
1298,DADDY WRONGLEGS,Villain,2384,na,213,22578.0,0.10558951191425281
1299,DAGDA,Hero,0,na,1,0.0,
1300,DAGGER/TANDY BOWEN,Hero,6148,na,537,143916.0,0.04271936407348731
1301,DAGGER/TANDY BOWEN |,Hero,103,na,29,406.0,0.2536945812807882
1302,"DAHN, FARNOQ",Hero,34,na,13,78.0,0.4358974358974359
1303,DAI-KUMO,Hero,0,na,1,0.0,
1304,"DAKESIAN, NANCI",Hero,2748,na,240,28680.0,0.09581589958158995
1305,DAKIMH THE ENCHANTER,Hero,3916,na,346,59685.0,0.0656111250733015
1306,DAKINI,Hero,272,na,50,1225.0,0.2220408163265306
1307,"DAKOR, YOGI",Hero,2400,na,206,21115.0,0.11366327255505565
1308,"D'ALEXIS, AMBER",Hero,39,na,13,78.0,0.5
1309,DAMAGE,Villain,0,na,1,0.0,
1310,DAMBALLAH II,Hero,18,na,10,45.0,0.4
1311,DAMBALLAH,Hero,0,na,1,0.0,
1312,"DAMIAN, DR. DANIEL",Hero,113,na,32,496.0,0.22782258064516128
1313,"DAMIAN, MARGO",Hero,113,na,32,496.0,0.22782258064516128
1314,DAN-FARR,Hero,2538,na,236,27730.0,0.09152542372881356
1315,"D'ANGELO, LIEUTENANT",Hero,2149,na,206,21115.0,0.10177598863367275
1316,DANGOR,Hero,1,na,2,1.0,1.0
1317,DANIA,Hero,654,na,88,3828.0,0.17084639498432602
1318,"DANIELS, BRIE",Hero,869,na,84,3486.0,0.24928284566838785
1319,"DANNING, SHEILA",Hero,1677,na,149,11026.0,0.15209504806820243
1320,DANSEN MACABRE,Villain,3941,na,285,40470.0,0.0973807758833704
1321,DANTE,Hero,0,na,1,0.0,
1322,"DANTES, DR. EDWINA",Hero,0,na,1,0.0,
1323,"DANVERS, JOE",Hero,1,na,2,1.0,1.0
1324,"DANVERS, MRS. JOE",Hero,1,na,2,1.0,1.0
1325,"DANVILLE, SEN. OWEN",Hero,251,na,42,861.0,0.29152148664343785
1326,DARCO,Hero,692,na,95,4465.0,0.15498320268757
1327,DAREDEVIL DOPPELGANG,Hero,5188,na,435,94395.0,0.054960538164097676
1328,DAREDEVIL/MATT MURDO,Hero,7251,na,695,241165.0,0.030066551945763274
1329,DAREDEVIL | MUTANT X,Hero,113,na,29,406.0,0.27832512315270935
1330,"DARE, JOHNNY",Hero,20,na,10,45.0,0.4444444444444444
1331,"DARE, KATHLEEN",Hero,4408,na,358,63903.0,0.06897954712611301
1332,"DARE, ROSSALYN",Hero,19,na,13,78.0,0.24358974358974358
1333,DARGIL,Hero,768,na,80,3160.0,0.2430379746835443
1334,DARIA,Hero,489,na,72,2556.0,0.19131455399061034
1335,DARK BEAST/HENRY MCC,Villain,5238,na,455,103285.0,0.05071404366558552
1336,DARK COUNSEL/VARTU,Hero,0,na,1,0.0,
1337,DARK CRAWLER,Villain,1194,na,123,7503.0,0.15913634546181527
