,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
3665,MINISTER BLOOD,Hero,1628,na,146,10585.0,0.15380255077940483
3666,MINISTER TOME,Hero,850,na,86,3655.0,0.23255813953488372
3667,MINOR DOMO,Hero,1891,na,184,16836.0,0.11231884057971014
3668,MINOTAUR,Hero,1748,na,139,9591.0,0.18225419664268586
3669,MINOTAUR II,Hero,411,na,65,2080.0,0.19759615384615384
3670,MINOTAUR III,Hero,1970,na,194,18721.0,0.10522942150526148
3671,MINOTAURUS,Hero,0,na,1,0.0,
3672,MINSTER HOARD,Hero,850,na,86,3655.0,0.23255813953488372
3673,MINT JULEP,Hero,1,na,2,1.0,1.0
3674,MINXI [INHUMAN],Hero,883,na,94,4371.0,0.2020132692747655
3675,MIRACLE MAN,Villain,4391,na,349,60726.0,0.07230840167308895
3676,MIRAGE,Hero,5130,na,407,82621.0,0.06209075174592416
3677,MIRAGE II/DANIELLE M,Hero,6542,na,580,167910.0,0.03896134834137335
3678,MIRAGE III/MARGE,Hero,0,na,1,0.0,
3679,MISFIT/,Villain,658,na,68,2278.0,0.28884986830553117
3680,MISS AMERICA/MADELIN,Hero,1261,na,137,9316.0,0.1353585229712323
3681,MISSING LINK,Hero,981,na,95,4465.0,0.21970884658454648
3682,MISSING LINK II/RAY,Hero,265,na,52,1326.0,0.19984917043740574
3683,MISS ITCH/BLISS,Hero,1968,na,194,18721.0,0.10512258960525613
3684,MISS LOCKE,Hero,3950,na,324,52326.0,0.07548828498260902
3685,MISS MASS/,Hero,1228,na,132,8646.0,0.14203099699282906
3686,MISS SACCHARINE,Hero,1,na,2,1.0,1.0
3687,MISS THING/MARY,Hero,0,na,1,0.0,
3688,MISTER CLEAN,Villain,0,na,1,0.0,
3689,MISTER HYDE/CALVIN Z,Villain,6175,na,526,138075.0,0.04472207133804092
3690,MIST MISTRESS,Hero,2089,na,173,14878.0,0.1404086570775642
3691,MIST,Hero,800,na,91,4095.0,0.19536019536019536
3692,MISTY/VINCENTE,Hero,24,na,10,45.0,0.5333333333333333
3693,"MITCHELL, ROBERT",Hero,67,na,23,253.0,0.2648221343873518
3694,M'KAMBA,Hero,865,na,76,2850.0,0.30350877192982456
3695,M'KUMBA,Hero,210,na,35,595.0,0.35294117647058826
3696,MO,Hero,270,na,40,780.0,0.34615384615384615
3697,"MOBIUS, DR.",Hero,20,na,8,28.0,0.7142857142857143
3698,MOBIUS,Hero,1976,na,171,14535.0,0.13594771241830064
3699,MOCKINGBIRD/DR. BARB,Hero,7075,na,669,223446.0,0.03166313113682948
3700,MODAM,Villain,5030,na,384,73536.0,0.06840187119234116
3701,MODEM/,Hero,1976,na,171,14535.0,0.13594771241830064
3702,"MODINE, REP. BERNARD",Hero,0,na,1,0.0,
3703,MODOK/GEORGE TARLETO,Villain,6218,na,538,144453.0,0.0430451427107779
3704,MODRED THE MYSTIC,Hero,3474,na,281,39340.0,0.08830706659888155
3705,MODT,Hero,246,na,37,666.0,0.36936936936936937
3706,MODULAR MAN/STEPHEN,Hero,57,na,17,136.0,0.41911764705882354
3707,MOJO II,Villain,1887,na,183,16653.0,0.11331291659160511
3708,MOJO,Villain,3885,na,320,51040.0,0.07611677115987461
3709,MOK,Hero,270,na,40,780.0,0.34615384615384615
3710,MOLECULE MAN/OWEN RE,Villain,6344,na,556,154290.0,0.04111737636917493
3711,MOLE MAN/HARVEY RUPE,Villain,6534,na,566,159895.0,0.04086431720816786
3712,MOLE MAN | MUTANT X-,Villain,102,na,28,378.0,0.2698412698412698
3713,MOLE,Hero,952,na,96,4560.0,0.20877192982456141
3714,MOLGOTHA,Hero,1116,na,122,7381.0,0.15119902452242243
3715,"MOLLE, DR.",Hero,3294,na,279,38781.0,0.08493850081225342
3716,MOLTEN MAN/MARK RAXT,Villain,5160,na,426,90525.0,0.05700082850041425
3717,MOLTO,Hero,0,na,1,0.0,
3718,MO MONEY,Hero,2684,na,199,19701.0,0.13623673925181462
3719,MONDO,Villain,871,na,97,4656.0,0.1870704467353952
3720,MONDO II,Villain,2304,na,201,20100.0,0.11462686567164179
3721,MONGOOSE,Villain,3955,na,316,49770.0,0.07946554149085795
3722,"MONGRAIN, ALISON",Hero,2692,na,232,26796.0,0.10046275563516943
3723,MONGU,Hero,100,na,28,378.0,0.26455026455026454
3724,MONMOUTH,Hero,3897,na,308,47278.0,0.08242734464232836
3725,MONOCLE,Hero,1256,na,129,8256.0,0.15213178294573643
3726,MONSTER FROM THE LOS,Hero,0,na,1,0.0,
3727,MONSTROID/BALIOX/7NH,Hero,1377,na,131,8515.0,0.161714621256606
3728,MONTANA,Villain,4203,na,355,62835.0,0.06688947242778706
3729,MONTANA II,Villain,0,na,1,0.0,
3730,MONTENEGRO,Hero,0,na,1,0.0,
3731,"MONTESI, VICTORIA",Hero,719,na,81,3240.0,0.22191358024691357
3732,MONTGOMERY,Hero,795,na,104,5356.0,0.14843166542195668
3733,"MONTGOMERY, SIR BERN",Hero,0,na,1,0.0,
3734,"MONTOYA, JULIO",Hero,388,na,51,1275.0,0.3043137254901961
3735,"MONTOYA, MARIA",Hero,388,na,51,1275.0,0.3043137254901961
3736,"MOODY, RUNYAN",Hero,164,na,26,325.0,0.5046153846153846
3737,"MOOMJI, INDRIES",Hero,667,na,66,2145.0,0.31095571095571095
3738,MOONBOY,Hero,2925,na,245,29890.0,0.0978588156574105
3739,MOONDANCER,Hero,18,na,8,28.0,0.6428571428571429
3740,MOONDARK,Hero,2513,na,222,24531.0,0.10244180832416126
3741,MOONDRAGON DOPPELGAN,Hero,4142,na,353,62128.0,0.06666881277362864
3742,MOONDRAGON/HEATHER D,Hero,6835,na,636,201930.0,0.03384836329421086
3743,MOONGLOW/,Hero,137,na,31,465.0,0.2946236559139785
3744,MOONHUNTER/ZACK MOON,Hero,4852,na,391,76245.0,0.06363695980064267
3745,MOON KNIGHT DOPPELGA,Hero,4975,na,416,86320.0,0.057634383688600556
3746,MOON KNIGHT/MARC SPE,Hero,6628,na,612,186966.0,0.03545029577570254
3747,MOON KNIGHT | MUTANT,Hero,112,na,29,406.0,0.27586206896551724
3748,MOONRAKER/SLADE TRUM,Hero,2388,na,214,22791.0,0.10477820192181124
3749,MOONSTALKER/KIANA,Hero,701,na,97,4656.0,0.15055841924398625
3750,MOONSTOMP/,Hero,174,na,38,703.0,0.24751066856330015
3751,MOONSTONE II/KARLA S,Villain,6478,na,562,157641.0,0.04109337037953324
3752,MOONSTONE/LLOYD BLOC,Villain,4588,na,345,59340.0,0.07731715537580047
3753,MOON WOLF/,Hero,353,na,55,1485.0,0.2377104377104377
3754,"MOORE, CONNIE",Hero,0,na,1,0.0,
3755,"MOORE, TONI",Hero,0,na,1,0.0,
3756,MOOT,Hero,103,na,29,406.0,0.2536945812807882
3757,"MORAN, KEVIN",Hero,768,na,81,3240.0,0.23703703703703705
3758,MORBIUS/DR. MICHAEL,Villain,3432,na,298,44253.0,0.07755406413124534
3759,"MORDO, ASTRID",Hero,178,na,26,325.0,0.5476923076923077
3760,MORDRED THE EVIL,Hero,3140,na,274,37401.0,0.08395497446592337
3761,"MOREAU, DAVID",Hero,2180,na,207,21321.0,0.10224661132217062
3762,"MOREAU, PHILLIP",Hero,3101,na,269,36046.0,0.08602896299173278
3763,"MORELLE, NOLAN",Hero,2549,na,224,24976.0,0.10205797565663037
3764,MORETTI,Hero,1566,na,124,7626.0,0.2053501180173092
3765,MORGAN,Hero,3014,na,236,27730.0,0.10869094843130184
3766,"MORGAN, DR. VIVIAN",Hero,1082,na,97,4656.0,0.23238831615120276
3767,"MORGAN, JERROLD JERR",Hero,3228,na,245,29890.0,0.10799598527935765
3768,MORG,Villain,1219,na,123,7503.0,0.16246834599493537
3769,"MORLAK, MARIS",Hero,4501,na,344,58996.0,0.07629330802088277
3770,MORLEY,Hero,1221,na,128,8128.0,0.1502214566929134
3771,MORLUN,Villain,0,na,1,0.0,
3772,MORNING STAR/ZVEZDA,Hero,0,na,1,0.0,
3773,MORPHEUS/ROBERT MARK,Hero,0,na,1,0.0,
3774,MORPH,Hero,0,na,1,0.0,
3775,"MORRELL, SABRINA",Hero,4614,na,350,61075.0,0.07554645927138764
3776,"MORRISON, AMANDA PAY",Hero,178,na,26,325.0,0.5476923076923077
3777,"MORRISON, JESSICA",Hero,178,na,26,325.0,0.5476923076923077
3778,MOSES,Hero,0,na,1,0.0,
3779,MOSH/GLENN,Hero,216,na,34,561.0,0.3850267379679144
3780,"MOSLEY, WARDEN",Hero,0,na,1,0.0,
3781,MOTHER INFERIOR,Hero,2265,na,219,23871.0,0.09488500691215282
3782,MOTHER NIGHT/SUSAN S,Hero,3869,na,319,50721.0,0.07628004179728318
3783,MOTHER-OF-PAIN,Hero,394,na,52,1326.0,0.2971342383107089
3784,MOTHER OF PEARL/,Hero,2385,na,214,22791.0,0.10464657101487429
3785,MOTHER SUPERIOR,Hero,1688,na,149,11026.0,0.15309269000544168
3786,MOTH/,Hero,0,na,1,0.0,
3787,MOUNTJOY,Hero,1901,na,182,16471.0,0.11541497176856293
3788,MOURNING PREY,Hero,0,na,1,0.0,
3789,MOUSE,Hero,837,na,90,4005.0,0.20898876404494382
3790,"MOWAT, FARLEY",Hero,4302,na,328,53628.0,0.08021928843141643
3791,"MOY, ALYSSA",Hero,3675,na,300,44850.0,0.08193979933110368
3792,M-PLATE,Hero,1,na,2,1.0,1.0
3793,MR. DEATH,Hero,0,na,1,0.0,
3794,MR. DOLL/NATHAN DOLL,Hero,0,na,1,0.0,
3795,M'REEL,Hero,3872,na,279,38781.0,0.09984270647997731
3796,MR. FANTASTIC DOPPEL,Hero,5161,na,437,95266.0,0.05417462683433754
3797,MR. FANTASTIC/REED R,Hero,7342,na,719,258121.0,0.028444024314178234
3798,MR. FEAR III/PROF. L,Villain,3701,na,302,45451.0,0.0814283514114101
3799,MR. FEAR IV/ALAN FAG,Villain,0,na,1,0.0,
3800,MR. FEAR V/,Villain,606,na,76,2850.0,0.21263157894736842
3801,MR. FEAR/ZOLTAN DRAG,Villain,125,na,33,528.0,0.23674242424242425
3802,MR. FX/,Hero,181,na,37,666.0,0.27177177177177175
3803,MR. IMMORTAL,Hero,3495,na,258,33153.0,0.10542032395258348
3804,MR. JIP,Villain,4895,na,390,75855.0,0.06453101311713137
3805,MR. JUSTICE/TIMOTHY,Hero,27,na,17,136.0,0.19852941176470587
3806,MR. LUCK II/PHILIP G,Hero,37,na,11,55.0,0.6727272727272727
3807,MR. LUCK/RAMON GARCI,Hero,0,na,1,0.0,
3808,MR. MOBIUS,Hero,1976,na,171,14535.0,0.13594771241830064
3809,MR. NACHT,Hero,2337,na,224,24976.0,0.0935698270339526
3810,MROTH,Hero,1832,na,147,10731.0,0.17072034293169322
3811,MR. PAYBACK/,Villain,3,na,3,3.0,1.0
3812,MR. SCRATCH II/BLISS,Hero,1968,na,194,18721.0,0.10512258960525613
3813,MR. SCRATCH,Hero,0,na,1,0.0,
3814,MR. SINISTER | AOA,Villain,143,na,27,351.0,0.4074074074074074
3815,MR. SINISTER | MUTAN,Villain,102,na,28,378.0,0.2698412698412698
3816,MR. SINISTER/NATHAN,Villain,5261,na,432,93096.0,0.056511557961673974
3817,MR. TERMINEUS/AMODEU,Hero,1,na,2,1.0,1.0
3818,MR. X,Villain,571,na,60,1770.0,0.3225988700564972
3819,MS. FORTUNE/,Hero,2534,na,229,26106.0,0.09706580862636942
3820,M'SHULLA,Hero,3,na,4,6.0,0.5
3821,MS. MARVEL II/SHARON,Hero,6802,na,604,182106.0,0.03735187198664514
3822,MS. NOVA,Hero,0,na,1,0.0,
3823,"MUELLER, AMANDA",Hero,2687,na,229,26106.0,0.102926530299548
3824,"MUGGINS, MAMIE",Hero,5051,na,401,80200.0,0.06298004987531172
3825,"MULDOON, SGT. BRIAN",Hero,2234,na,173,14878.0,0.1501545906707891
3826,"MULDOON, TEXAS JACK",Hero,2340,na,216,23220.0,0.10077519379844961
3827,"MULLANY, MIKE",Hero,0,na,1,0.0,
3828,MULTIPLE MAN DOPPELG,Hero,4975,na,416,86320.0,0.057634383688600556
3829,MULTIPLE MAN/JAMES A,Hero,5954,na,517,133386.0,0.04463736823954538
3830,"MUMM, MAX",Hero,243,na,47,1081.0,0.2247918593894542
3831,"MUNDY, SHANE",Hero,0,na,1,0.0,
3832,MUNIN,Hero,968,na,104,5356.0,0.18073188946975355
3833,MUNIPOOR,Hero,191,na,40,780.0,0.24487179487179486
3834,"MUNOZ, CARLOS",Hero,84,na,19,171.0,0.49122807017543857
3835,"MUNROE, DAVID",Hero,676,na,83,3403.0,0.1986482515427564
3836,"MUNROE, N'DARE",Hero,997,na,110,5995.0,0.16630525437864888
3837,"MUNSON, CLAUDIA",Hero,0,na,1,0.0,
3838,MUNSON,Hero,0,na,1,0.0,
3839,MURDER,Hero,23,na,11,55.0,0.41818181818181815
3840,"MURDOCK, BATTLING JA",Hero,1864,na,148,10878.0,0.17135502849788564
3841,"MURDOCK, MATT | TIME",Hero,2790,na,232,26796.0,0.10412001791312137
3842,"MURDOCK, SISTER MAGG",Hero,4506,na,388,75078.0,0.06001758171501638
3843,MURMUR/,Hero,24,na,10,45.0,0.5333333333333333
3844,MURMUR II/ARLETTE TR,Hero,1657,na,156,12090.0,0.137055417700579
3845,"MURPHY, JOBOA",Hero,91,na,19,171.0,0.5321637426900585
3846,"MURPHY, MELISSA",Hero,353,na,55,1485.0,0.2377104377104377
3847,"MURPHY, SEAN",Hero,2194,na,213,22578.0,0.09717424041101957
3848,"MURRAY, WILLIAM T. B",Hero,0,na,1,0.0,
3849,MUSE/SHANNON FITZPAT,Hero,2311,na,212,22366.0,0.10332647768934991
3850,MUSTANG/,Hero,210,na,40,780.0,0.2692307692307692
3851,MUTANT MASTER,Hero,3200,na,224,24976.0,0.12812299807815503
3852,MUTAURUS,Hero,2980,na,258,33153.0,0.08988628480077218
3853,"MUTO, JUNZO",Hero,3017,na,271,36585.0,0.08246549132157988
3854,MYCROFT,Hero,2413,na,219,23871.0,0.10108499853378576
3855,"MYLZOB'RYN, CHIEF",Hero,0,na,1,0.0,
3856,MYSTERIA/,Villain,3818,na,271,36585.0,0.1043597102637693
3857,MYSTERIO II/DANIEL B,Villain,2968,na,254,32131.0,0.09237185272789518
3858,MYSTERIO/QUENTIN BEC,Villain,4979,na,421,88410.0,0.056317158692455606
3859,MYSTERIUM/DR. JOSEPH,Hero,62,na,21,210.0,0.29523809523809524
3860,MYSTIQUE | MUTANT X-,Villain,102,na,28,378.0,0.2698412698412698
3861,MYSTIQUE/RAVEN DARKH,Villain,6405,na,544,147696.0,0.043366103347416314
3862,"NACHT, HERR",Hero,10,na,8,28.0,0.35714285714285715
3863,NAGALA,Hero,1668,na,139,9591.0,0.17391304347826086
3864,"NAGAN, DR. ARTHUR",Hero,3228,na,245,29890.0,0.10799598527935765
3865,NAGA,Hero,0,na,1,0.0,
3866,NAHREES [INHUMAN],Hero,884,na,94,4371.0,0.20224204987417066
3867,NAILS II/JOANIE EATO,Hero,0,na,1,0.0,
3868,NAILS/,Hero,0,na,1,0.0,
3869,"NAIP, SYNTHIA",Hero,0,na,1,0.0,
3870,NAKKA,Hero,2438,na,219,23871.0,0.10213229441581835
3871,NAKOTA,Hero,413,na,48,1128.0,0.36613475177304966
3872,"NALES, DET. REBECCA",Hero,4343,na,379,71631.0,0.06063017408663847
3873,NAMELESS ONE,Hero,32,na,10,45.0,0.7111111111111111
3874,NAMELESS ONE II,Hero,0,na,1,0.0,
3875,NAMORA/AQUARIA NAUTI,Villain,398,na,60,1770.0,0.2248587570621469
3876,NAMORITA DOPPELGANGE,Hero,4976,na,416,86320.0,0.05764596848934198
3877,NAMORITA | MUTANT X-,Hero,112,na,29,406.0,0.27586206896551724
3878,NAMORITA/NITA PRENTI,Hero,6957,na,637,202566.0,0.034344361837623294
3879,NANABOZHO,Hero,0,na,1,0.0,
3880,NANNY II,Villain,3181,na,272,36856.0,0.0863088777946603
3881,NANNY,Villain,2770,na,248,30628.0,0.09044012015149537
3882,"NAPIER, RAMONA DR.",Hero,2632,na,230,26335.0,0.09994304157964685
3883,NARDI,Hero,1996,na,197,19306.0,0.10338754791256605
3884,"NASH, JOHN JOHNNY TH",Hero,975,na,90,4005.0,0.24344569288389514
3885,"NASH, SABRINA",Hero,975,na,90,4005.0,0.24344569288389514
3886,N'ASTIRH,Villain,5093,na,416,86320.0,0.05900139017608897
3887,NAUDA,Hero,0,na,1,0.0,
3888,NAUTILUS,Hero,0,na,1,0.0,
3889,NAVARRO,Hero,0,na,1,0.0,
3890,NAZE,Hero,3577,na,282,39621.0,0.09028040685495066
3891,N'DELE,Hero,2980,na,258,33153.0,0.08988628480077218
3892,NEBULA,Villain,4104,na,362,65341.0,0.06280895609188718
3893,NEBULO,Hero,1177,na,124,7626.0,0.15434041437188564
3894,NEBULON,Villain,1609,na,146,10585.0,0.15200755786490316
3895,NECRODAMUS,Hero,2472,na,221,24310.0,0.10168654874537228
3896,NECROMANCER/DR. STEP,Hero,2265,na,213,22578.0,0.10031889449906989
3897,NECROM,Hero,0,na,1,0.0,
3898,NEDDA,Hero,12,na,7,21.0,0.5714285714285714
3899,NEEDLE,Hero,797,na,79,3081.0,0.2586822460240182
3900,NEFFETHESK,Hero,1854,na,148,10878.0,0.1704357418643133
3901,NEIFI [INHUMAN],Hero,884,na,94,4371.0,0.20224204987417066
3902,"NEKOBAH, ROMAN",Hero,2225,na,171,14535.0,0.15307877536979705
3903,NEKRA/ADRIENNE HATRO,Villain,5436,na,427,90951.0,0.05976844674605007
3904,NELIT,Hero,2387,na,214,22791.0,0.10473432495283226
3905,"NELSON, CANDACE",Hero,4360,na,355,62835.0,0.06938807989178006
3906,"NELSON, DEBBIE HARRI",Hero,4948,na,399,79401.0,0.06231659550887268
3907,"NELSON, FRANKLIN FOG",Hero,6875,na,626,195625.0,0.03514376996805112
3908,NEMESIS,Villain,1975,na,170,14365.0,0.13748694744169856
3909,NEOPHYTE/,Hero,3641,na,295,43365.0,0.08396172028133288
3910,NEPHRI,Hero,620,na,66,2145.0,0.289044289044289
3911,NEPTUNE [OLYMPIAN],Hero,264,na,49,1176.0,0.22448979591836735
3912,NEPTUNIUM,Hero,2112,na,150,11175.0,0.18899328859060402
3913,NEREEL,Hero,3335,na,278,38503.0,0.08661662727579669
3914,NESTOR,Hero,1965,na,174,15051.0,0.13055610922862268
3915,NETTLES,Hero,0,na,1,0.0,
3916,NETWORK NINA,Hero,1978,na,192,18336.0,0.10787521815008726
3917,NEUROTAP/MICHELLE BA,Hero,0,na,1,0.0,
3918,NEUT,Hero,2388,na,214,22791.0,0.10477820192181124
3919,NEUTRON,Hero,152,na,35,595.0,0.25546218487394956
3920,"NEVILLE, KATE",Hero,2435,na,224,24976.0,0.0974935938500961
3921,"NEWELL, DIANE ARLISS",Hero,3412,na,269,36046.0,0.09465682738722743
3922,"NEWMARK, LOTUS",Hero,2869,na,259,33411.0,0.0858699230792254
3923,NEW SUN,Villain,1915,na,172,14706.0,0.13021895824833402
3924,NEZARR,Hero,3651,na,322,51681.0,0.07064491786149649
3925,N'GAMI,Hero,74,na,20,190.0,0.3894736842105263
3926,N'GAMO,Hero,291,na,43,903.0,0.3222591362126246
3927,N'GASSI,Hero,865,na,76,2850.0,0.30350877192982456
3928,NHU'ABDAR,Hero,1697,na,151,11325.0,0.14984547461368652
3929,"NICHOLS, LORNA",Hero,975,na,90,4005.0,0.24344569288389514
3930,"NICHOLS, TOM",Hero,12,na,7,21.0,0.5714285714285714
3931,NICKEL,Hero,2113,na,150,11175.0,0.189082774049217
3932,NICODEMUS,Hero,0,na,1,0.0,
3933,NICODEMUS II,Hero,825,na,112,6216.0,0.13272200772200773
3934,NIELS,Hero,2,na,3,3.0,0.6666666666666666
3935,NIGHT,Hero,3042,na,252,31626.0,0.09618668184405237
3936,NIGHTCRAWLER 2013,Hero,0,na,1,0.0,
3937,NIGHTCRAWLER/KURT WA,Hero,7109,na,665,220780.0,0.032199474590089684
3938,NIGHTCRAWLER | MUTAN,Hero,117,na,29,406.0,0.2881773399014778
3939,NIGHTEYES/ERIC,Hero,0,na,1,0.0,
3940,NIGHTFIGHTER/,Hero,0,na,1,0.0,
3941,NIGHT FLYER,Hero,1681,na,146,10585.0,0.15880963627775155
3942,NIGHTHAWK III/NEAL,Villain,60,na,20,190.0,0.3157894736842105
3943,NIGHTHAWK II/KYLE RI,Villain,6618,na,586,171405.0,0.038610308917476154
3944,NIGHTHAWK/KYLE RICHM,Villain,4172,na,347,60031.0,0.06949742632972963
3945,NIGHTINGALE/,Hero,26,na,17,136.0,0.19117647058823528
3946,NIGHTMARE/EDVARD HAB,Villain,4739,na,430,92235.0,0.05137962812381417
3947,NIGHT PHANTOM II,Hero,0,na,1,0.0,
3948,NIGHT PHANTOM/TRAVIS,Hero,0,na,1,0.0,
3949,NIGHT RIDER,Hero,61,na,21,210.0,0.2904761904761905
3950,NIGHT RIDER III/HAMI,Hero,1520,na,139,9591.0,0.15848191012407464
3951,NIGHTSHADE/TILDA,Hero,4000,na,293,42778.0,0.09350600776099864
3952,NIGHTSIDE,Hero,2760,na,246,30135.0,0.09158785465405675
3953,NIGHTSTICK/,Hero,0,na,1,0.0,
3954,NIGHT THRASHER/DUANE,Hero,6570,na,560,156520.0,0.04197546639407104
3955,NIGHTWATCH/,Hero,2549,na,224,24976.0,0.10205797565663037
3956,NIGHTWIND/,Hero,891,na,83,3403.0,0.2618277990008816
3957,NIKKI/NICHOLETTE GOL,Hero,91,na,19,171.0,0.5321637426900585
3958,"NILES, SEN. CATHERIN",Hero,0,na,1,0.0,
3959,NIMROD,Villain,0,na,1,0.0,
3960,NIMROD III,Villain,32,na,11,55.0,0.5818181818181818
3961,NINA,Hero,1841,na,178,15753.0,0.11686662857868342
3962,NINGAL,Hero,63,na,21,210.0,0.3
3963,NINJA/,Villain,426,na,58,1653.0,0.2577132486388385
3964,NIRA,Hero,302,na,41,820.0,0.36829268292682926
3965,"NITAL, DR.",Hero,205,na,32,496.0,0.41330645161290325
3966,NITRO/ROBERT L. HUNT,Villain,4822,na,367,67161.0,0.07179762064293266
3967,"NIVENA, JOANNA",Hero,0,na,1,0.0,
3968,"NIXON, RICHARD",Hero,2944,na,259,33411.0,0.08811469276585555
3969,NOBILUS,Hero,1557,na,138,9453.0,0.16470961599492226
3970,NOBLE,Hero,167,na,34,561.0,0.2976827094474153
3971,"NOCENTI, ANN",Hero,2757,na,218,23653.0,0.11656026719655012
3972,NOCTURNE II/ANGELA C,Hero,528,na,66,2145.0,0.24615384615384617
3973,NOCTURNE/,Hero,471,na,54,1431.0,0.32914046121593293
3974,NOMAD II/EDWARD FERB,Hero,436,na,59,1711.0,0.2548217416715371
3975,NOMAD III/JACK MONRO,Hero,5920,na,480,114960.0,0.05149617258176757
3976,NOM,Hero,75,na,20,190.0,0.39473684210526316
3977,"NORRISS, JACK",Hero,2570,na,215,23005.0,0.11171484459900022
3978,"NORRISS, SISTER BARB",Hero,6852,na,619,191271.0,0.035823517417695315
3979,"NORTH, DAKOTA",Hero,744,na,86,3655.0,0.20355677154582763
3980,"NORTH, RICKY",Hero,0,na,1,0.0,
3981,NORTHSTAR DOPPELGANG,Hero,4974,na,416,86320.0,0.05762279888785913
3982,NORTHSTAR/JEAN-PAUL,Hero,6714,na,601,180300.0,0.037237936772046586
3983,NORTHSTAR | MUTANT X,Hero,104,na,29,406.0,0.2561576354679803
3984,NOSFERATA/PURPLE HAY,Hero,0,na,1,0.0,
3985,NOTE,Hero,74,na,20,190.0,0.3894736842105263
3986,NOVA 0:0,Hero,850,na,89,3916.0,0.2170582226762002
3987,NOVA DOPPELGANGER II,Villain,4051,na,340,57630.0,0.07029325004338019
3988,NOVA DOPPELGANGER,Villain,4693,na,395,77815.0,0.06030970892501446
3989,NOVA II/FRANKIE RAYE,Hero,6031,na,541,146070.0,0.04128842335866365
3990,NOVA III/FRANKIE RAY,Hero,1,na,2,1.0,1.0
3991,NOVA II | MUTANT X-V,Hero,104,na,29,406.0,0.2561576354679803
3992,NOVA | MUTANT X-VERS,Hero,112,na,29,406.0,0.27586206896551724
3993,NOVA OMEGA/GARTHAN S,Hero,1,na,2,1.0,1.0
3994,NOVA-PRIME,Hero,718,na,91,4095.0,0.17533577533577532
3995,NOVA/RICHARD RIDER,Hero,7064,na,655,214185.0,0.0329808343254663
3996,NOX,Hero,197,na,47,1081.0,0.1822386679000925
3997,NOY,Hero,891,na,83,3403.0,0.2618277990008816
3998,NUADA,Hero,3909,na,340,57630.0,0.06782925559604373
3999,"NUGENT, ALICE",Hero,553,na,72,2556.0,0.21635367762128324
4000,NUGENT,Hero,1137,na,126,7875.0,0.1443809523809524
4001,NUKE,Villain,719,na,90,4005.0,0.17952559300873908
4002,NUKLO/ROBERT FRANK J,Hero,4669,na,353,62128.0,0.07515130054081895
4003,NULLITRON,Hero,1099,na,100,4950.0,0.222020202020202
4004,NUMBER NINE,Hero,2805,na,243,29403.0,0.09539842873176206
4005,NUMBER ONE FAN/PROF.,Villain,0,na,1,0.0,
4006,NUMBERS,Hero,1779,na,175,15225.0,0.11684729064039409
4007,NUNTOO,Hero,0,na,1,0.0,
4008,NURIL,Hero,0,na,1,0.0,
4009,NURO,Hero,4100,na,316,49770.0,0.08237894313843681
4010,NUTT,Hero,0,na,1,0.0,
4011,NUWA,Hero,676,na,83,3403.0,0.1986482515427564
4012,"NYLES, JENNIFER",Hero,1072,na,96,4560.0,0.23508771929824562
4013,NZAGA,Hero,1,na,2,1.0,1.0
4014,OBLITERATOR [ELDER],Villain,562,na,76,2850.0,0.19719298245614036
4015,OBLITERATOR II,Villain,0,na,1,0.0,
4016,OBLIVION,Villain,2786,na,255,32385.0,0.08602748185888529
4017,"O'BREEN, GLORIANNA",Hero,4355,na,373,69378.0,0.06277206030730202
4018,"O'BRIEN, MICHAEL",Hero,6610,na,584,170236.0,0.038828449916586384
4019,"O'BRYAN, BOB",Hero,12,na,8,28.0,0.42857142857142855
4020,OCCULT,Hero,4952,na,371,68635.0,0.07214977781015516
4021,OCCULUS,Villain,0,na,1,0.0,
4022,"O'CONNELL, TARYN",Hero,7,na,8,28.0,0.25
4023,"O'CONNOR, A.C. ACE",Hero,0,na,1,0.0,
4024,"OCULUS, LT.",Hero,2,na,3,3.0,0.6666666666666666
4025,ODDBALL/ELTON HEALEY,Villain,1333,na,115,6555.0,0.20335621662852785
4026,ODIN [ASGARDIAN],Hero,6589,na,579,167331.0,0.039377043106178775
4027,"O'DONNELL, EAMON",Hero,720,na,87,3741.0,0.19246190858059342
4028,O'DONNELL,Hero,220,na,43,903.0,0.24363233665559247
4029,"OGADA, DR.",Hero,490,na,53,1378.0,0.3555878084179971
4030,OGRE II,Hero,2534,na,229,26106.0,0.09706580862636942
4031,OGRESS/,Villain,1044,na,94,4371.0,0.23884694577899795
4032,OGRE,Hero,3933,na,266,35245.0,0.11159029649595688
4033,OGUN,Hero,572,na,61,1830.0,0.31256830601092894
4034,OGUR,Hero,3853,na,296,43660.0,0.08825011452130097
4035,"O'HARA, GERALD",Hero,0,na,1,0.0,
4036,"O'HARA, ROBERT IRONG",Hero,3816,na,305,46360.0,0.0823123382226057
4037,"O'HOOLIHAN, SERGIUS",Hero,672,na,81,3240.0,0.2074074074074074
4038,OJANI,Hero,0,na,1,0.0,
4039,"O'KEEFE, CHANDRA",Hero,3518,na,290,41905.0,0.08395179572843336
4040,OKOYE,Hero,3606,na,299,44551.0,0.08094094408655249
4041,"OLAFSON, ERIC",Hero,763,na,86,3655.0,0.20875512995896034
4042,OLALLA,Hero,24,na,12,66.0,0.36363636363636365
4043,OLAR,Hero,2438,na,219,23871.0,0.10213229441581835
