,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
1062,"CLARIS, SVEN",Hero,3,2,2,4,0.75
1063,CLARISSA,Hero,2,1,2,2,1.0
1064,CLARITY/,Hero,5,5,1,5,1.0
1065,"CLARK, JOHN",Hero,29,20,7,140,0.20714285714285716
1066,"CLARK, SARAH",Hero,28,19,7,133,0.21052631578947367
1067,"CLARKE, GENERAL JERE",Hero,42,18,15,270,0.15555555555555556
1068,CLASH/,Hero,1,1,1,1,1.0
1069,CLASS CLOWN/GLASS,Villain,1,1,1,1,1.0
1070,"CLAY, GORDON",Hero,7,3,4,12,0.5833333333333334
1071,"CLAYBORNE, REGINA",Hero,5,3,2,6,0.8333333333333334
1072,"CLAYTON, KATRINKA JA",Hero,4,2,2,4,1.0
1073,CLEA,Hero,424,191,49,9359,0.04530398546853296
1074,CLEARCUT/,Hero,4,1,4,4,1.0
1075,"CLEARWATER, JUDGE MA",Hero,2,1,2,2,1.0
1076,"CLEMSON, MIKE",Hero,18,6,10,60,0.3
1077,CLEOPATRA,Hero,3,2,2,4,0.75
1078,"CLINTON, BILL",Hero,29,13,14,182,0.15934065934065933
1079,"CLINTON, CHELSEA",Hero,1,1,1,1,1.0
1080,CLOAK/TYRONE JOHNSON,Hero,282,105,54,5670,0.04973544973544974
1081,"CLOONEY, DR.",Hero,4,1,4,4,1.0
1082,CLOUD,Hero,31,26,4,104,0.2980769230769231
1083,CLOWN/CRAFTY ELIOT F,Villain,102,26,27,702,0.1452991452991453
1084,CLUMSY FOULUP,Hero,1,1,1,1,1.0
1085,CLUSTER,Hero,1,1,1,1,1.0
1086,COACH,Villain,3,2,2,4,0.75
1087,COACHWHIP,Villain,121,12,24,288,0.4201388888888889
1088,COAL TIGER/T'CHALLA,Hero,6,2,3,6,1.0
1089,COBALT,Hero,9,2,8,16,0.5625
1090,COBALT II,Hero,4,3,2,6,0.6666666666666666
1091,COBALT MAN,Hero,13,6,6,36,0.3611111111111111
1092,COBRA/KLAUS VORHEES,Hero,321,51,74,3774,0.08505564387917329
1093,COBWEB,Hero,2,2,1,2,1.0
1094,COCKROACH/,Villain,7,4,3,12,0.5833333333333334
1095,"COCKRUM, DAVE",Hero,11,5,7,35,0.3142857142857143
1096,COCO,Hero,2,2,1,2,1.0
1097,CODY,Hero,12,4,3,12,1.0
1098,"CODY, GARY",Hero,24,14,11,154,0.15584415584415584
1099,"COFFIN, RAY",Hero,2,2,1,2,1.0
1100,"COFFIN, WARDEN JOHNS",Hero,4,4,1,4,1.0
1101,"COFFY, DET.",Hero,6,2,3,6,1.0
1102,COGGER,Hero,6,3,2,6,1.0
1103,"COHEN, IZZY",Hero,4,4,1,4,1.0
1104,COIL,Hero,5,3,3,9,0.5555555555555556
1105,COLD WARRIOR,Hero,1,1,1,1,1.0
1106,COLDBLOOD/,Hero,19,14,4,56,0.3392857142857143
1107,COLDHEART,Villain,1,1,1,1,1.0
1108,"COLE, LYNETTE",Hero,1,1,1,1,1.0
1109,"COLE, PRISCILLA",Hero,1,1,1,1,1.0
1110,"COLE, WADE",Hero,98,14,34,476,0.20588235294117646
1111,COLLECTIVE MAN,Hero,24,4,15,60,0.4
1112,COLLECTIVE MAN II,Hero,3,1,3,3,1.0
1113,COLLECTOR/TANELEER T,Villain,109,39,31,1209,0.09015715467328371
1114,COLLETTE,Hero,4,1,4,4,1.0
1115,"COLLINS, BRADBURY",Hero,2,1,2,2,1.0
1116,"COLLINS, DEMITRIUS",Hero,47,18,15,270,0.17407407407407408
1117,"COLLINS, EMMA",Hero,7,2,5,10,0.7
1118,"COLLINS, NICK",Hero,27,10,5,50,0.54
1119,"COLLINS, TRACY",Hero,26,9,6,54,0.48148148148148145
1120,"COLON, CHERYL",Hero,12,10,2,20,0.6
1121,COLOSSUS,Hero,1,1,1,1,1.0
1122,COLOSSUS 2013,Hero,19,5,9,45,0.4222222222222222
1123,COLOSSUS II DOPPELGA,Hero,79,6,35,210,0.3761904761904762
1124,COLOSSUS II | MUTANT,Hero,10,3,7,21,0.47619047619047616
1125,COLOSSUS II/PETER RA,Hero,1697,452,247,111644,0.015200100318870697
1126,COMANCHE,Hero,16,7,4,28,0.5714285714285714
1127,COMBAT/,Hero,4,4,1,4,1.0
1128,COMET MAN/DR. STEPHE,Hero,18,14,3,42,0.42857142857142855
1129,COMET/HARRIS MOORE,Hero,24,9,5,45,0.5333333333333333
1130,COMMANDER BLAZE,Hero,1,1,1,1,1.0
1131,COMMANDER COURAGE/,Hero,16,7,3,21,0.7619047619047619
1132,COMMANDO/M-NELL,Hero,7,3,3,9,0.7777777777777778
1133,COMMCAST/GARABED BAS,Hero,9,1,9,9,1.0
1134,COMPUTO,Villain,4,2,2,4,1.0
1135,"CONAN, NEAL",Hero,19,3,10,30,0.6333333333333333
1136,"CONCIERGE, LE/",Hero,4,2,2,4,1.0
1137,CONDOR,Hero,15,7,5,35,0.42857142857142855
1138,"CONKLIN, CAPT.",Hero,14,3,9,27,0.5185185185185185
1139,"CONNORS, BILLY",Hero,41,20,10,200,0.205
1140,"CONNORS, MARTHA",Hero,45,22,10,220,0.20454545454545456
1141,"CONOVER, ALYSSA",Hero,9,8,2,16,0.5625
1142,"CONOVER, HANNAH",Hero,5,2,3,6,0.8333333333333334
1143,"CONOVER, REV. WILLIA",Hero,5,2,3,6,0.8333333333333334
1144,"CONOWAY, SEKMEHT",Hero,7,3,4,12,0.5833333333333334
1145,CONQUEST/BRIDGET MAL,Hero,23,6,6,36,0.6388888888888888
1146,"CONRAD, LUTHER DUTCH",Hero,2,1,2,2,1.0
1147,"CONROY, KAREN",Hero,2,1,2,2,1.0
1148,CONSTRICTOR/FRANK PA,Villain,182,45,61,2745,0.06630236794171221
1149,CONSUELA,Hero,20,5,15,75,0.26666666666666666
1150,CONSUMPTION,Hero,3,1,3,3,1.0
1151,CONTEMPLATOR/TATH KI,Hero,37,17,13,221,0.167420814479638
1152,"CONTONI, PAUL",Hero,3,2,2,4,0.75
1153,"CONTRARES, ANASTASIA",Hero,3,2,2,4,0.75
1154,CONTROLLER/BASIL SAN,Villain,64,18,30,540,0.11851851851851852
1155,CONUNDRUM/,Hero,8,2,4,8,1.0
1156,"CONWAY, GERRY",Hero,11,3,9,27,0.4074074074074074
1157,"COOPER, COLE",Hero,13,3,9,27,0.48148148148148145
1158,"COOPER, DR. VALERIE",Hero,449,116,132,15312,0.02932340647857889
1159,"COOPER, ROGER CAPS",Hero,29,17,9,153,0.1895424836601307
1160,"COOPER, TERI",Hero,1,1,1,1,1.0
1161,"COOPER, WHITNEY III",Hero,6,5,2,10,0.6
1162,COPPER,Hero,7,1,7,7,1.0
1163,COPPERHEAD II/,Hero,2,2,1,2,1.0
1164,COPPERHEAD III/DAVIS,Hero,98,11,23,253,0.38735177865612647
1165,COPPERHEAD IV/,Hero,4,1,4,4,1.0
1166,COPPERHEAD/LAWRENCE,Hero,3,2,2,4,0.75
1167,"COPPERSMITH, ALFRED",Hero,4,2,3,6,0.6666666666666666
1168,COPYCAT/VANESSA,Hero,141,35,39,1365,0.10329670329670329
1169,CORAL,Hero,1,1,1,1,1.0
1170,"CORBEAU, DR. PETER",Hero,76,28,35,980,0.07755102040816327
1171,"CORD, EDWIN",Hero,38,11,20,220,0.17272727272727273
1172,"CORD, JANICE",Hero,56,16,19,304,0.18421052631578946
1173,CORDITE,Hero,1,1,1,1,1.0
1174,"CORDOVA, JUAN",Hero,1,1,1,1,1.0
1175,"CORNELIUS, DR.",Hero,20,3,8,24,0.8333333333333334
1176,CORONA/DAGNY FORREST,Hero,3,2,2,4,0.75
1177,CORONARY/JIMMY SHARP,Hero,11,7,4,28,0.39285714285714285
1178,CORONER,Hero,11,7,3,21,0.5238095238095238
1179,"CORRIGAN, ARCHIBALD",Hero,20,19,2,38,0.5263157894736842
1180,CORRUPTOR/JACKSON DA,Villain,16,8,8,64,0.25
1181,CORSAIR,Hero,134,52,35,1820,0.07362637362637363
1182,"CORSI, TOM",Hero,77,18,33,594,0.12962962962962962
1183,"CORTES, MARIA PILAR",Hero,6,3,2,6,1.0
1184,"CORTEZ, FABIAN",Villain,150,23,38,874,0.17162471395881007
1185,COSMIC MESSIAH,Hero,6,2,4,8,0.75
1186,COTTONMOUTH,Villain,2,2,1,2,1.0
1187,COTTONMOUTH II,Villain,185,18,39,702,0.26353276353276356
1188,"COUNT NEFARIA, LUCHI",Villain,96,27,27,729,0.13168724279835392
1189,COUNTERWEIGHT II/KAT,Hero,170,86,58,4988,0.03408179631114675
1190,COUNTERWEIGHT/JACK P,Hero,164,84,54,4536,0.036155202821869487
1191,COURIER/JACOB GAVIN,Hero,41,12,15,180,0.22777777777777777
1192,"COURTNEY, DELPHINE",Hero,9,8,2,16,0.5625
1193,"COVEY, LAWRENCE K.",Hero,1,1,1,1,1.0
1194,"COWAN, EARL",Hero,1,1,1,1,1.0
1195,"COWEN, BUCK",Hero,55,32,9,288,0.1909722222222222
1196,"COWEN, ELAINE",Hero,19,9,4,36,0.5277777777777778
1197,"COY, GENERAL NGUYEN",Hero,38,26,10,260,0.14615384615384616
1198,COYOTE,Hero,4,1,4,4,1.0
1199,CR'REEE,Hero,52,22,14,308,0.16883116883116883
1200,"CRAIG, REV.",Hero,10,5,6,30,0.3333333333333333
1201,"CRANDAL, BEN",Hero,5,3,3,9,0.5555555555555556
1202,CRANUS,Hero,3,1,3,3,1.0
1203,"CRAWFORD, GEN.",Hero,1,1,1,1,1.0
1204,"CRAWLEY, BETRAND",Hero,31,30,2,60,0.5166666666666667
1205,CRAZY EIGHT/LESLIE A,Hero,2,1,2,2,1.0
1206,CREED,Hero,2,1,2,2,1.0
1207,"CREED, GRAYDON",Villain,60,18,19,342,0.17543859649122806
1208,"CREED, GRAYDON | MUT",Villain,3,1,3,3,1.0
1209,CREEP/,Hero,3,1,3,3,1.0
1210,CRIME-BUSTER/,Hero,1,1,1,1,1.0
1211,CRIME-MASTER/NICK LU,Villain,9,2,6,12,0.75
1212,CRIME-WAVE/HOLLIS,Villain,2,2,1,2,1.0
1213,CRIMEBUSTER/FRANK MO,Hero,20,8,5,40,0.5
1214,CRIMEWAVE/,Villain,4,2,2,4,1.0
1215,CRIMSON,Hero,5,4,2,8,0.625
1216,CRIMSON COMMANDO/FRA,Hero,137,21,24,504,0.2718253968253968
1217,CRIMSON COWL II/,Villain,152,21,32,672,0.2261904761904762
1218,CRIMSON CRUSADER/ROR,Hero,2,2,1,2,1.0
1219,CRIMSON DAFFODIL,Hero,8,3,5,15,0.5333333333333333
1220,CRIMSON DYNAMO II/BO,Villain,3,1,3,3,1.0
1221,CRIMSON DYNAMO III/A,Villain,35,10,15,150,0.23333333333333334
1222,CRIMSON DYNAMO IV/YU,Villain,16,4,4,16,1.0
1223,CRIMSON DYNAMO V/DIM,Villain,74,27,28,756,0.09788359788359788
1224,CRIMSON DYNAMO VI/VA,Villain,15,7,7,49,0.30612244897959184
1225,CRIMSON DYNAMO VIII/,Villain,6,1,6,6,1.0
1226,CRIMSON DYNAMO/PROF.,Villain,4,2,3,6,0.6666666666666666
1227,CRIPPLER/KARL STRIKL,Hero,47,12,16,192,0.24479166666666666
1228,CRITIC,Hero,21,5,7,35,0.6
1229,CRITICAL MASS,Hero,6,2,3,6,1.0
1230,CRIX,Hero,1,1,1,1,1.0
1231,"CROIX, ASHLEY",Hero,6,1,6,6,1.0
1232,"CROMWELL, HAMILTON",Hero,2,1,2,2,1.0
1233,"CROSS, GENEVIEVE",Hero,5,2,3,6,0.8333333333333334
1234,"CROSS, HAROLD",Hero,1,1,1,1,1.0
1235,"CROSS, JASON",Hero,1,1,1,1,1.0
1236,"CROSS, STANLEY",Hero,12,4,5,20,0.6
1237,"CROSS-WALLACE, SIR G",Hero,7,7,1,7,1.0
1238,CROSS/,Hero,22,5,6,30,0.7333333333333333
1239,"CROSSAN, ANNIE",Hero,3,2,2,4,0.75
1240,CROSSBONES II/,Villain,2,1,2,2,1.0
1241,CROSSBONES/BROCK BIN,Villain,152,38,35,1330,0.11428571428571428
1242,CROSSBOW,Villain,5,3,2,6,0.8333333333333334
1243,CROSSFIRE,Villain,27,7,8,56,0.48214285714285715
1244,CROTUS,Hero,6,3,4,12,0.5
1245,"CROW, REV. JOSHUA",Hero,4,3,2,6,0.6666666666666666
1246,"CROWE, GERONIMO",Hero,4,2,2,4,1.0
1247,CROWLEY,Hero,3,1,3,3,1.0
1248,"CROWLEY, SEN.",Hero,1,1,1,1,1.0
1249,CROWN,Hero,6,2,5,10,0.6
1250,CRUCIBLE/BYRON CALLE,Hero,54,15,22,330,0.16363636363636364
1251,CRULE,Hero,14,5,7,35,0.4
1252,CRUSADER II/ARTHUR B,Villain,5,4,2,8,0.625
1253,CRUSADER X/BRIAN BRA,Villain,10,4,6,24,0.4166666666666667
1254,CRUSHER II/JUAN APON,Villain,1,1,1,1,1.0
1255,CRUSHER/EL PROFESSOR,Villain,5,2,4,8,0.625
1256,CRUSHTACEAN,Hero,3,1,3,3,1.0
1257,CRUX/CRISTAL LEMIUEX,Hero,9,2,5,10,0.9
1258,CRYSTAL [INHUMAN],Hero,990,262,153,40086,0.02469690166142793
1259,CUDGEL/,Hero,1,1,1,1,1.0
1260,CUEBALL/,Hero,1,1,1,1,1.0
1261,CUFFS/,Hero,3,3,1,3,1.0
1262,"CUMMINGS, DIANE",Hero,9,7,2,14,0.6428571428571429
1263,CURSED LOTUS,Hero,2,2,1,2,1.0
1264,"CURSON, LT. TARA",Hero,4,2,2,4,1.0
1265,"CURZON, DETECTIVE IN",Hero,6,3,2,6,1.0
1266,"CUSHING, KATE",Hero,237,65,50,3250,0.07292307692307692
1267,"CUSSLER, PHILLIP",Hero,7,2,4,8,0.875
1268,"CUSSLER, PHILLIP JR.",Hero,7,2,4,8,0.875
1269,CUT,Hero,7,6,2,12,0.5833333333333334
1270,CUTTER,Hero,8,1,8,8,1.0
1271,CUTTHROAT/DANIEL LEI,Hero,52,12,12,144,0.3611111111111111
1272,CY-PHYRR 4,Hero,9,5,3,15,0.6
1273,CYANIDE JANE,Hero,6,6,1,6,1.0
1274,CYBELE [ETERNAL],Hero,7,6,2,12,0.5833333333333334
1275,CYBER,Hero,19,15,4,60,0.31666666666666665
1276,CYBERMANCER/DR. SUZI,Hero,14,7,5,35,0.4
1277,CYBERSLIK,Hero,5,3,2,6,0.8333333333333334
1278,CYBERTOOTH/YEN HSIEH,Hero,3,3,1,3,1.0
1279,CYBORG X/,Hero,12,2,7,14,0.8571428571428571
1280,CYCLONE,Villain,23,5,19,95,0.24210526315789474
1281,CYCLONE II/PIERRE FR,Villain,89,10,26,260,0.3423076923076923
1282,CYCLOPS 2013,Hero,1,1,1,1,1.0
1283,CYCLOPS DOPPELGANGER,Villain,60,5,33,165,0.36363636363636365
1284,CYCLOPS II,Hero,2,1,2,2,1.0
1285,CYCLOPS | MUTANT X-V,Hero,4,2,3,6,0.6666666666666666
1286,CYCLOPS/SCOTT SUMMER,Hero,2050,585,271,158535,0.012930898539754628
1287,CYLLA,Hero,1,1,1,1,1.0
1288,CYLLA II,Hero,28,5,17,85,0.32941176470588235
1289,CYNAS,Hero,29,5,8,40,0.725
1290,CYPHER/DOUG RAMSEY,Hero,296,114,67,7638,0.03875360041895784
1291,CYPRESS/,Hero,1,1,1,1,1.0
1292,CYRA [ASGARDIAN],Hero,6,2,5,10,0.6
1293,CYTTORAK,Hero,6,2,5,10,0.6
1294,"D'ALEXIS, AMBER",Hero,3,1,3,3,1.0
1295,"D'ANGELO, LIEUTENANT",Hero,21,15,6,90,0.23333333333333334
1296,"D'AURIA, JACK",Hero,19,10,6,60,0.31666666666666665
1297,D'KAY,Villain,3,3,1,3,1.0
1298,D'KEN [SHI'AR],Villain,16,9,7,63,0.25396825396825395
1299,D'SPAYRE,Villain,66,24,20,480,0.1375
1300,D'SPRYTE,Hero,2,2,1,2,1.0
1301,D'WON,Hero,3,1,3,3,1.0
1302,D.K./DAVID KALEN,Villain,12,4,7,28,0.42857142857142855
1303,D.O.A.,Hero,29,15,6,90,0.32222222222222224
1304,"DA COSTA, EMMANUEL",Hero,14,5,10,50,0.28
1305,"DABOIA, RUSSELL",Hero,4,1,4,4,1.0
1306,"DABUTA, NIGEL",Hero,2,1,2,2,1.0
1307,DADDY LONGLEGS/RAMSE,Hero,14,4,10,40,0.35
1308,DADDY WRONGLEGS,Villain,4,2,2,4,1.0
1309,DAGDA,Hero,1,1,1,1,1.0
1310,DAGGER/TANDY BOWEN,Hero,286,113,51,5763,0.04962693041818497
1311,DAGGER/TANDY BOWEN |,Hero,2,1,2,2,1.0
1312,"DAHN, FARNOQ",Hero,7,4,2,8,0.875
1313,DAI-KUMO,Hero,3,3,1,3,1.0
1314,"DAKESIAN, NANCI",Hero,6,1,6,6,1.0
1315,DAKIMH THE ENCHANTER,Hero,18,10,9,90,0.2
1316,DAKINI,Hero,9,3,4,12,0.75
1317,"DAKOR, YOGI",Hero,8,3,6,18,0.4444444444444444
1318,DAMAGE,Villain,2,2,1,2,1.0
1319,DAMBALLAH,Hero,2,2,1,2,1.0
1320,DAMBALLAH II,Hero,3,2,2,4,0.75
1321,"DAMIAN, DR. DANIEL",Hero,15,10,5,50,0.3
1322,"DAMIAN, MARGO",Hero,35,28,5,140,0.25
1323,DAN-FARR,Hero,7,1,7,7,1.0
1324,DANGOR,Hero,6,3,2,6,1.0
1325,DANIA,Hero,4,1,4,4,1.0
1326,"DANIELS, BRIE",Hero,5,3,3,9,0.5555555555555556
1327,"DANNING, SHEILA",Hero,3,2,2,4,0.75
1328,DANSEN MACABRE,Villain,111,14,35,490,0.22653061224489796
1329,DANTE,Hero,1,1,1,1,1.0
1330,"DANTES, DR. EDWINA",Hero,1,1,1,1,1.0
1331,"DANVERS, JOE",Hero,3,2,2,4,0.75
1332,"DANVERS, MRS. JOE",Hero,3,2,2,4,0.75
1333,"DANVILLE, SEN. OWEN",Hero,8,3,4,12,0.6666666666666666
1334,DARCO,Hero,11,5,4,20,0.55
1335,"DARE, JOHNNY",Hero,2,1,2,2,1.0
1336,"DARE, KATHLEEN",Hero,44,15,15,225,0.19555555555555557
1337,"DARE, ROSSALYN",Hero,3,1,3,3,1.0
1338,DAREDEVIL DOPPELGANG,Hero,64,7,31,217,0.29493087557603687
1339,DAREDEVIL | MUTANT X,Hero,15,2,12,24,0.625
1340,DAREDEVIL/MATT MURDO,Hero,1683,619,236,146084,0.011520768872703376
1341,DARGIL,Hero,5,2,3,6,0.8333333333333334
1342,DARIA,Hero,6,2,4,8,0.75
1343,DARK,Hero,4,4,1,4,1.0
1344,DARK BEAST/HENRY MCC,Villain,81,30,27,810,0.1
1345,DARK COUNSEL/VARTU,Hero,7,7,1,7,1.0
1346,DARK CRAWLER,Villain,11,5,7,35,0.3142857142857143
1347,DARK HUNTER,Hero,6,3,2,6,1.0
1348,DARK MASTER,Hero,4,2,2,4,1.0
1349,DARK MOTHER/FINALITY,Hero,8,8,1,8,1.0
1350,DARK ONE,Hero,1,1,1,1,1.0
1351,DARK RAIDER,Hero,8,4,3,12,0.6666666666666666
1352,DARK WIND/KENJI OYAM,Hero,14,5,6,30,0.4666666666666667
1353,DARKHAWK DOPPELGANGE,Hero,29,3,15,45,0.6444444444444445
1354,DARKHAWK/CHRIS POWEL,Hero,200,66,59,3894,0.05136106831022085
1355,DARKOTH/MAJOR DESMON,Villain,25,8,9,72,0.3472222222222222
1356,"DARKOVER, PROFESSOR",Hero,1,1,1,1,1.0
1357,DARKSTAR/LAYNIA SERG,Hero,189,46,68,3128,0.060421994884910485
1358,DARLA,Hero,45,15,18,270,0.16666666666666666
1359,"DARLEGUNG, GEN.",Hero,1,1,1,1,1.0
1360,"DARROW, MARISSA II",Hero,3,1,3,3,1.0
1361,"DAVID, PETER",Hero,2,1,2,2,1.0
1362,DAVIDOFF,Hero,7,3,3,9,0.7777777777777778
1363,"DAVIS, ABBY",Hero,2,1,2,2,1.0
1364,"DAVIS, PRINCIPAL",Hero,3,2,2,4,0.75
1365,DAWN,Hero,2,1,2,2,1.0
1366,"DAWSON, DICTIONARY",Hero,2,1,2,2,1.0
1367,DAY,Hero,10,4,4,16,0.625
1368,DAYDREAMER/CATHERINE,Hero,14,10,5,50,0.28
1369,DAYTRIPPER/AMANDA SE,Hero,176,58,44,2552,0.06896551724137931
1370,DAZZLER II/ALLISON B,Hero,500,141,103,14523,0.03442814845417613
1371,DAZZLER/BURTRAM WORT,Hero,17,7,8,56,0.30357142857142855
1372,DE LA COURTE,Hero,10,2,6,12,0.8333333333333334
1373,"DE LA FONTAINE, CONT",Hero,223,86,56,4816,0.04630398671096345
1374,"DE LA JOYA, SISTER M",Hero,2,1,2,2,1.0
1375,"DE LA SALLE, BEATRIC",Hero,1,1,1,1,1.0
1376,"DE LA SPIROSA, COUNT",Hero,11,6,3,18,0.6111111111111112
1377,DEAD HEAD/,Hero,4,2,2,4,1.0
1378,DEAD RINGER/LOU,Hero,4,2,2,4,1.0
1379,DEADAIR,Hero,5,1,5,5,1.0
1380,DEADBOLT,Hero,22,8,6,48,0.4583333333333333
1381,DEADEYE/,Hero,2,1,2,2,1.0
1382,DEADHEAD,Hero,8,2,6,12,0.6666666666666666
1383,DEADLY DORIS,Hero,1,1,1,1,1.0
1384,DEADMAKER/GREGORI AN,Hero,2,1,2,2,1.0
1385,DEADPOOL/JACK/WADE W,Villain,174,67,47,3149,0.05525563671006669
1386,"DEAN, BETTY",Hero,2,2,1,2,1.0
1387,"DEAN, DARBY",Hero,5,3,3,9,0.5555555555555556
1388,"DEAN, SUSAN",Hero,5,3,3,9,0.5555555555555556
1389,"DEANGELO, DEVLIN",Hero,9,4,4,16,0.5625
1390,DEATH,Hero,194,42,61,2562,0.07572209211553474
1391,DEATH ADDER,Villain,100,13,36,468,0.21367521367521367
1392,DEATH STING/MIRANDA,Hero,6,3,3,9,0.6666666666666666
1393,DEATH'S HEAD,Villain,12,6,2,12,1.0
1394,DEATH-STALKER,Villain,29,15,8,120,0.24166666666666667
1395,DEATHBIRD [SHI'AR],Villain,125,41,33,1353,0.09238728750923873
1396,DEATHCHARGE,Hero,1,1,1,1,1.0
1397,DEATHCRY [SHI'AR],Hero,73,26,26,676,0.10798816568047337
1398,DEATHLOK II/COL. JOH,Villain,10,4,5,20,0.5
1399,DEATHLOK III DOPPELG,Villain,2,1,2,2,1.0
1400,DEATHLOK III/MICHAEL,Villain,110,40,36,1440,0.0763888888888889
1401,DEATHLOK IV,Villain,7,3,3,9,0.7777777777777778
1402,DEATHLOK | MUTANT X-,Villain,6,2,3,6,1.0
1403,DEATHLOK/COLONEL LUT,Villain,35,25,9,225,0.15555555555555556
1404,DEATHRAVEN/JOSHUA RA,Hero,4,3,2,6,0.6666666666666666
1405,DEATHSHIELD/,Hero,3,1,3,3,1.0
1406,DEATHSTROKE/,Hero,9,1,9,9,1.0
1407,DEATHTOLL,Villain,2,2,1,2,1.0
1408,DEATHUNT 9000,Hero,6,3,4,12,0.5
1409,DEATHURGE,Villain,33,11,10,110,0.3
1410,DEATHWATCH/STEPHAN L,Villain,35,16,8,128,0.2734375
1411,DECAY II/YOSHIRO HAC,Villain,18,6,5,30,0.6
1412,DECAY/,Villain,35,4,14,56,0.625
1413,DECIBEL,Hero,3,1,3,3,1.0
1414,DEFENSOR,Hero,24,4,15,60,0.4
1415,"DEGANN, KRIS",Hero,1,1,1,1,1.0
1416,DEIMOS,Hero,4,1,4,4,1.0
1417,"DEKKER, GENERAL LYLE",Hero,3,3,1,3,1.0
1418,"DEL HIERRO, BLANCA",Hero,4,2,2,4,1.0
1419,"DELACORTE, ARTHUR",Hero,11,3,6,18,0.6111111111111112
1420,"DELANY, CAPT.",Hero,6,2,5,10,0.6
1421,"DELAZNY, CHARLES L.",Hero,10,4,4,16,0.625
1422,"DELAZNY, DORIAN",Hero,7,5,2,10,0.7
1423,DELGADO,Hero,18,3,10,30,0.6
1424,"DELGADO, FATHER",Hero,70,27,11,297,0.2356902356902357
1425,"DELGADO, LUZ",Hero,2,1,2,2,1.0
1426,"DELGADO, RUFUS",Hero,11,2,8,16,0.6875
1427,DELILAH,Hero,39,15,11,165,0.23636363636363636
1428,DELPHI,Hero,21,12,6,72,0.2916666666666667
1429,DELPHI II,Hero,2,1,2,2,1.0
1430,"DELPHIS, SIR",Hero,39,7,18,126,0.30952380952380953
1431,DELPHOS,Hero,14,2,8,16,0.875
1432,DELUGE,Villain,4,2,2,4,1.0
1433,DELUGE II,Villain,4,2,2,4,1.0
1434,DEMEITYR,Hero,2,2,1,2,1.0
1435,DEMI-GOD,Hero,6,1,6,6,1.0
1436,DEMITRIUS,Hero,2,1,2,2,1.0
1437,DEMOGOBLIN,Villain,34,13,8,104,0.3269230769230769
1438,DEMOLITION MAN DOPPE,Hero,6,2,5,10,0.6
1439,DEMOLITION MAN/DENNI,Hero,126,37,45,1665,0.07567567567567568
1440,DEMON BEAR,Villain,6,4,2,8,0.75
1441,DEMONICUS/DR. DOUGLA,Hero,15,14,2,28,0.5357142857142857
1442,DEMONSTAFF,Hero,4,1,4,4,1.0
1443,DENAK,Hero,3,1,3,3,1.0
1444,"DENNAGER, MICHAEL",Hero,3,1,3,3,1.0
1445,"DENNEHY, ROBERT",Hero,2,1,2,2,1.0
1446,"DENNIS, MARTY",Hero,7,3,5,15,0.4666666666666667
1447,"DEPALMA, MR.",Hero,2,1,2,2,1.0
1448,"DEPAUL, SHIELD SPECI",Hero,9,2,6,12,0.75
1449,DESADIA,Hero,3,3,1,3,1.0
1450,DESAK/DESAK STERIXIA,Villain,2,1,2,2,1.0
1451,DESIGNATE/TARENE,Hero,36,9,13,117,0.3076923076923077
1452,DESOLATION/,Hero,1,1,1,1,1.0
1453,"DESTINE, ADAM",Hero,2,2,1,2,1.0
1454,"DESTINE, NEWTON",Hero,2,2,1,2,1.0
1455,DESTINY II/IRENE ADL,Villain,267,42,58,2436,0.10960591133004927
1456,DESTINY/PAUL DESTINE,Villain,7,4,3,12,0.5833333333333334
1457,DESTRAK,Hero,4,4,1,4,1.0
1458,DESTROYER III,Villain,87,38,18,684,0.12719298245614036
1459,DESTRUCTOR/PROFESSOR,Hero,12,5,6,30,0.4
1460,DETHSTRYK,Hero,1,1,1,1,1.0
1461,DEUCE,Hero,30,9,7,63,0.47619047619047616
1462,"DEUTSCH, GEN.",Hero,3,3,1,3,1.0
1463,DEVASTATOR II/GREGOR,Hero,7,3,4,12,0.5833333333333334
1464,DEVASTATOR/KIROV PET,Hero,1,1,1,1,1.0
1465,"DEVERAUX, INSPECTOR",Hero,7,2,4,8,0.875
1466,"DEVEREAUX, IRIS",Hero,2,1,2,2,1.0
1467,"DEVEREAUX, MICHELLE",Hero,17,2,9,18,0.9444444444444444
1468,DEVIL DINOSAUR,Hero,32,20,9,180,0.17777777777777778
1469,DEVIL DINOSAUR | MUT,Hero,11,1,11,11,1.0
1470,DEVIL-SLAYER/ERIC SI,Hero,70,27,20,540,0.12962962962962962
1471,"DEVILLE, ARCADIA",Hero,6,5,2,10,0.6
1472,"DEVILLE, JENNIFER CR",Hero,2,1,2,2,1.0
1473,"DEVINE, ANTON",Hero,8,1,8,8,1.0
1474,DEVLOR,Hero,49,24,15,360,0.1361111111111111
1475,"DEVOOR, ALBERT",Hero,3,2,2,4,0.75
1476,DEVOS THE DEVESTATOR,Villain,47,7,22,154,0.3051948051948052
1477,DEVOURER,Hero,9,3,4,12,0.75
1478,"DEWITT, KEARSON",Villain,24,10,5,50,0.48
1479,"DEWITT, LUCIUS",Hero,1,1,1,1,1.0
1480,"DEWOLFF, JEAN",Hero,107,37,30,1110,0.0963963963963964
1481,"DEWOLFF, MEREDITH",Hero,2,1,2,2,1.0
1482,DEX,Hero,6,3,2,6,1.0
