,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
2999,"KORVAC, MICHAEL",Villain,53,19,18,342,0.15497076023391812
3000,KOSHIMA,Hero,3,1,3,3,1.0
3001,"KOSINSKI, HARLEY",Hero,8,2,6,12,0.6666666666666666
3002,"KOWALSKI, TRISH",Hero,2,1,2,2,1.0
3003,KRAA,Hero,2,2,1,2,1.0
3004,"KRAFT, DONNA",Hero,2,1,2,2,1.0
3005,KRAGAR,Hero,8,2,4,8,1.0
3006,KRAGG,Hero,2,2,1,2,1.0
3007,"KRAGG, GEN.",Hero,4,1,4,4,1.0
3008,KRAKEN,Villain,23,5,18,90,0.25555555555555554
3009,KRAKOA,Villain,4,2,3,6,0.6666666666666666
3010,"KRAMER, KENNY",Hero,32,11,14,154,0.2077922077922078
3011,"KRAMER, STACEY",Hero,50,20,21,420,0.11904761904761904
3012,KRANG II,Hero,7,1,7,7,1.0
3013,KRANG [ATLANTEAN],Hero,55,31,17,527,0.10436432637571158
3014,"KRAUS, DR. FREIDERIC",Hero,10,5,2,10,1.0
3015,KRAVEN THE HUNTER II,Villain,59,13,17,221,0.2669683257918552
3016,KRAVEN THE HUNTER/SE,Villain,119,38,42,1596,0.07456140350877193
3017,"KRAY, D'VON",Hero,2,1,2,2,1.0
3018,"KREA, BRUNO",Hero,20,8,4,32,0.625
3019,KREDDICK,Hero,14,3,9,27,0.5185185185185185
3020,KREE CAPTAIN AMERICA,Villain,6,1,6,6,1.0
3021,KREE GIANT MAN [KREE,Villain,6,1,6,6,1.0
3022,KREE IRON MAN [KREE],Villain,6,1,6,6,1.0
3023,KREE SCARLET WITCH [,Villain,6,1,6,6,1.0
3024,"KREIGER, SIMON",Hero,3,2,2,4,0.75
3025,"KREIGKOPH, GEN.",Hero,2,1,2,2,1.0
3026,"KRIEGHUND, COL.",Hero,8,3,4,12,0.6666666666666666
3027,KRISTA,Hero,43,18,11,198,0.21717171717171718
3028,KRISTOFF/KRISTOFF VE,Hero,141,42,38,1596,0.08834586466165413
3029,KRIVEN,Hero,3,2,2,4,0.75
3030,KRO [DEVIANT],Hero,71,39,21,819,0.08669108669108669
3031,KRONITT,Hero,3,1,3,3,1.0
3032,KRONOS,Hero,53,9,19,171,0.30994152046783624
3033,KROTOK,Hero,1,1,1,1,1.0
3034,KRUEGER,Hero,24,5,8,40,0.6
3035,KRUEL/VICTOR KRUELLE,Hero,11,5,3,15,0.7333333333333333
3036,KRUELLA,Hero,2,1,2,2,1.0
3037,KRUGGAR,Hero,3,1,3,3,1.0
3038,"KRUMA, TALIA",Hero,15,5,8,40,0.375
3039,KRUSH,Hero,4,1,4,4,1.0
3040,"KRYPT, DR.",Hero,5,1,5,5,1.0
3041,"KRYZEWSKI, LEONARD M",Hero,6,2,3,6,1.0
3042,KUBIK,Hero,18,7,7,49,0.3673469387755102
3043,KUKULCAN/VIRAKO/QUET,Hero,5,3,3,9,0.5555555555555556
3044,KULAN GATH,Villain,16,7,7,49,0.32653061224489793
3045,KULL,Hero,2,2,1,2,1.0
3046,KURAGARI,Hero,6,3,2,6,1.0
3047,"KURASOV, SIMYON BORI",Hero,2,2,1,2,1.0
3048,"KURLYCHEK, PATTY",Hero,1,1,1,1,1.0
3049,KUROKO/,Hero,6,5,2,10,0.6
3050,"KUROV, WASSILY",Hero,6,2,3,6,1.0
3051,KUROYAMA,Hero,6,3,2,6,1.0
3052,KURRGO,Hero,3,2,2,4,0.75
3053,KURSE/ALGRIM [ASGARD,Villain,60,22,15,330,0.18181818181818182
3054,"KUTUZOV, COL.",Hero,4,1,4,4,1.0
3055,"KWAN, TERRY",Hero,10,5,4,20,0.5
3056,KWANNON,Hero,8,3,5,15,0.5333333333333333
3057,KYLUN/COLIN MCKAY,Hero,22,14,6,84,0.2619047619047619
3058,KYMRI,Hero,5,3,3,9,0.5555555555555556
3059,KYSA,Hero,1,1,1,1,1.0
3060,L'KLEKK'TAK,Hero,5,1,5,5,1.0
3061,LA BANDERA,Hero,4,2,3,6,0.6666666666666666
3062,LA NUIT,Hero,2,1,2,2,1.0
3063,LACE/,Hero,2,1,2,2,1.0
3064,"LACOSTE, RAE",Hero,43,21,15,315,0.1365079365079365
3065,"LADONNA, HOLLY",Hero,18,7,9,63,0.2857142857142857
3066,LADY DEATHSTRIKE/YUR,Villain,125,29,36,1044,0.11973180076628352
3067,LADY LARK/LINDA LEWI,Hero,94,29,17,493,0.19066937119675456
3068,LADY LOTUS,Hero,15,5,7,35,0.42857142857142855
3069,LADY OF THE LAKE,Hero,18,4,14,56,0.32142857142857145
3070,"LAMBERT, WILSON",Hero,8,3,6,18,0.4444444444444444
3071,LAMENT/,Hero,1,1,1,1,1.0
3072,"LAMY, KELLY",Hero,6,1,6,6,1.0
3073,"LANCELOT, SIR",Hero,3,3,1,3,1.0
3074,LANCER/SAMANTHA DUNB,Hero,16,9,2,18,0.8888888888888888
3075,LANDA,Hero,6,3,2,6,1.0
3076,"LANDERS, DR.",Hero,1,1,1,1,1.0
3077,"LANDERS, GENA",Hero,26,25,2,50,0.52
3078,"LANDERS, RAY",Hero,7,7,1,7,1.0
3079,"LANDERS, RICKY",Hero,7,7,1,7,1.0
3080,LANDSCAPE/BRETT,Hero,3,1,3,3,1.0
3081,LANDSLIDE,Hero,11,4,6,24,0.4583333333333333
3082,LANDSLIDE II/LEE BRO,Hero,9,2,5,10,0.9
3083,"LANE, LOIS",Hero,28,10,19,190,0.14736842105263157
3084,"LANE, SILAS",Hero,10,8,3,24,0.4166666666666667
3085,"LANG, ALLISON",Hero,4,2,3,6,0.6666666666666666
3086,"LANG, CASSANDRA CASS",Hero,86,28,33,924,0.09307359307359307
3087,"LANG, DR. STEVEN",Villain,32,18,8,144,0.2222222222222222
3088,"LANG, TIMMY",Hero,7,4,3,12,0.5833333333333334
3089,"LANGFORD, DR. DAVID",Hero,3,1,3,3,1.0
3090,"LANGSTROM, LIEUTENAN",Hero,13,5,5,25,0.52
3091,"LANGTREE, GINA",Hero,7,5,3,15,0.4666666666666667
3092,"LANIEGE, BIANCA",Hero,4,4,1,4,1.0
3093,LANN,Hero,23,7,9,63,0.36507936507936506
3094,"LANNING, DR.",Hero,2,1,2,2,1.0
3095,"LANSING, CHERYL",Hero,8,5,2,10,0.8
3096,"LAO-TSE, GEN.",Hero,4,2,2,4,1.0
3097,"LAPIN, EMIL",Hero,22,5,10,50,0.44
3098,"LARGO, CHIEF",Hero,15,9,4,36,0.4166666666666667
3099,"LARROCA, SALVADORE",Hero,2,1,2,2,1.0
3100,LASHER/,Villain,8,4,4,16,0.5
3101,"LATHAM, JORGE",Hero,3,2,2,4,0.75
3102,"LAU, KING",Hero,12,4,4,16,0.75
3103,"LAVEAU, MARIE",Hero,20,10,4,40,0.5
3104,"LAVENDER, MAXINE",Hero,11,4,5,20,0.55
3105,LAYLA,Hero,6,6,1,6,1.0
3106,"LE FEY, MORGAN",Villain,64,28,19,532,0.12030075187969924
3107,LEAD-IN,Hero,5,1,5,5,1.0
3108,LEADER/SAM STERNS,Villain,151,68,29,1972,0.07657200811359026
3109,LEAP FROG/LANG,Hero,2,1,2,2,1.0
3110,LEAP-FROG/VINCENT PA,Villain,58,12,29,348,0.16666666666666666
3111,"LEASH, MICAH",Hero,1,1,1,1,1.0
3112,LEATHER/,Hero,2,1,2,2,1.0
3113,"LEBEAU, JACQUE",Hero,14,4,8,32,0.4375
3114,"LEBEAU, JEAN-LUC",Hero,24,8,9,72,0.3333333333333333
3115,"LEBEAU, MERCY",Hero,22,5,10,50,0.44
3116,"LECLAIRE, PROFESSOR",Hero,8,3,6,18,0.4444444444444444
3117,"LEE, LITTLE LARRY",Hero,2,1,2,2,1.0
3118,"LEE, STAN",Hero,57,17,37,629,0.09062003179650238
3119,"LEEBRE, VEEDA",Hero,5,2,3,6,0.8333333333333334
3120,LEECH,Hero,242,60,52,3120,0.07756410256410257
3121,"LEEDS, BETTY BRANT",Hero,905,249,106,26394,0.03428809577934379
3122,"LEEDS, NED",Hero,316,78,54,4212,0.07502374169040836
3123,LEESHA,Hero,1,1,1,1,1.0
3124,"LEFLER, BOB",Hero,1,1,1,1,1.0
3125,LEFT HAND/DIEGO CASS,Hero,16,8,3,24,0.6666666666666666
3126,LEFT-WINGER/HECTOR L,Hero,22,8,10,80,0.275
3127,LEGAULT,Hero,6,3,4,12,0.5
3128,LEGION,Villain,1,1,1,1,1.0
3129,LEGION II/DAVID HALL,Villain,124,29,43,1247,0.09943865276663993
3130,LEGS II/,Hero,2,1,2,2,1.0
3131,LEGS/,Hero,15,3,8,24,0.625
3132,"LEI KUNG, THE THUNDE",Hero,30,16,5,80,0.375
3133,"LEIGHTON, BRIAN",Hero,2,2,1,2,1.0
3134,LEIR,Hero,29,11,12,132,0.2196969696969697
3135,"LELAND, HARRY",Villain,41,15,14,210,0.19523809523809524
3136,"LENO, JAY",Hero,4,1,4,4,1.0
3137,LEO II/,Hero,7,1,7,7,1.0
3138,LEO/DANIEL RADFORD,Hero,58,7,11,77,0.7532467532467533
3139,"LEONARD, DR.",Hero,2,1,2,2,1.0
3140,LEONINUS,Hero,1,1,1,1,1.0
3141,LEONUS/LIONUS [INHUM,Hero,80,14,10,140,0.5714285714285714
3142,"LEOPOLD, ARCHER",Hero,5,3,2,6,0.8333333333333334
3143,"LEQUARRE, GERRY",Hero,12,5,5,25,0.48
3144,"LESTRADE, DR.",Hero,2,1,2,2,1.0
3145,LETHA,Hero,39,5,28,140,0.2785714285714286
3146,"LETTERMAN, DAVID",Hero,4,3,2,6,0.6666666666666666
3147,LEVAN,Hero,14,6,4,24,0.5833333333333334
3148,"LEVESSEUR, LARENT",Hero,2,1,2,2,1.0
3149,LEVIATHAN,Hero,3,1,3,3,1.0
3150,LEVIATHAN II/EDWARD,Hero,10,4,6,24,0.4166666666666667
3151,LEVIATHAN IV,Hero,15,7,4,28,0.5357142857142857
3152,LEVIATHAN V,Hero,2,1,2,2,1.0
3153,LEVIATHAN VI,Hero,2,1,2,2,1.0
3154,"LEVIN, MAJOR DEBRA",Hero,6,5,2,10,0.6
3155,"LEVINE, ABBY",Hero,4,1,4,4,1.0
3156,LEVITICUS,Hero,2,1,2,2,1.0
3157,"LEWIS, DET. GARON",Hero,9,4,5,20,0.45
3158,"LEWIS, DEVON",Hero,50,17,15,255,0.19607843137254902
3159,"LEWIS, SHIRLEY WASHI",Hero,75,30,21,630,0.11904761904761904
3160,LIBERATOR/PRINCE TRI,Hero,10,5,2,10,1.0
3161,LIBERTY GIRL/BEV,Hero,8,3,5,15,0.5333333333333333
3162,LIBRA III/,Hero,1,1,1,1,1.0
3163,LIBRA IV/,Hero,7,1,7,7,1.0
3164,LIBRA/GUSTAV BRANDT,Hero,131,27,41,1107,0.11833785004516711
3165,LIBRITO,Hero,5,3,2,6,0.8333333333333334
3166,LICH,Hero,8,3,3,9,0.8888888888888888
3167,LIFEFORCE,Hero,22,8,7,56,0.39285714285714285
3168,LIFELINE/DEACON,Hero,5,1,5,5,1.0
3169,LIGHT,Hero,4,4,1,4,1.0
3170,LIGHTMASTER/EDWARD L,Hero,33,11,14,154,0.21428571428571427
3171,LIGHTNING FIST,Hero,4,1,4,4,1.0
3172,LIGHTNINGBOLT II/RAN,Hero,2,1,2,2,1.0
3173,LIGHTSPEED/JULIE POW,Hero,164,84,54,4536,0.036155202821869487
3174,LILANDRA NERAMANI [S,Hero,248,94,61,5734,0.04325078479246599
3175,LILITH II,Hero,15,7,5,35,0.42857142857142855
3176,LILITH/ANGEL O'HARA/,Hero,24,19,6,114,0.21052631578947367
3177,"LILLIAN, BEA",Hero,1,1,1,1,1.0
3178,"LIN, MEI",Hero,2,1,2,2,1.0
3179,"LIN, PAULA",Hero,3,2,2,4,0.75
3180,LINAK,Hero,2,1,2,2,1.0
3181,"LINCOLN, WILLIAM WIL",Hero,7,6,2,12,0.5833333333333334
3182,LINK,Hero,38,13,4,52,0.7307692307692307
3183,LIONMANE/GEN. LO CHI,Hero,2,2,1,2,1.0
3184,"LIPSCOMB, DR. ANGELA",Hero,31,15,7,105,0.29523809523809524
3185,"LIPTON, LAURA",Hero,7,3,4,12,0.5833333333333334
3186,"LIPTON, MILES",Hero,3,1,3,3,1.0
3187,"LIPTON, TRENTON III",Hero,2,1,2,2,1.0
3188,"LITTLE, ABNER",Hero,17,10,4,40,0.425
3189,"LITTLETREE, LINDA",Hero,12,7,3,21,0.5714285714285714
3190,"LITTLEWING, SUSIE",Hero,4,1,4,4,1.0
3191,LIVEWIRE/RANCE PREST,Hero,47,11,12,132,0.3560606060606061
3192,LIVING ERASER,Hero,4,3,2,6,0.6666666666666666
3193,LIVING LASER/ARTHUR,Hero,47,20,18,360,0.13055555555555556
3194,LIVING LIGHTNING/MIG,Hero,265,62,78,4836,0.054797353184449955
3195,LIVING MONOLITH/AHME,Hero,68,21,25,525,0.1295238095238095
3196,LIVING MUMMY,Hero,26,13,14,182,0.14285714285714285
3197,LIVING TRIBUNAL,Hero,88,19,35,665,0.13233082706766916
3198,LIZARD II,Hero,4,2,3,6,0.6666666666666666
3199,LIZARD/DR. CURTIS CO,Hero,310,72,39,2808,0.1103988603988604
3200,LLAN,Hero,7,4,2,8,0.875
3201,LLOIGOROTH,Hero,7,2,5,10,0.7
3202,LLYRA/LLYRA MORRIS,Hero,93,29,43,1247,0.07457898957497995
3203,LLYRON,Hero,36,10,12,120,0.3
3204,"LO, JIMMY",Hero,3,1,3,3,1.0
3205,LOBLOLLY/,Hero,6,2,3,6,1.0
3206,LOBO,Hero,28,12,16,192,0.14583333333333334
3207,LOBO II,Hero,2,2,1,2,1.0
3208,LOBO III,Hero,1,1,1,1,1.0
3209,"LOBO, CARLOS",Hero,30,6,13,78,0.38461538461538464
3210,"LOBO, EDUARDO",Hero,72,15,16,240,0.3
3211,"LOBO, LUCKY",Hero,3,1,3,3,1.0
3212,LOCKDOWN,Hero,2,2,1,2,1.0
3213,"LOCKE, DR. ALEXANDER",Hero,11,5,6,30,0.36666666666666664
3214,"LOCKE, DR. CASSANDRA",Hero,18,9,9,81,0.2222222222222222
3215,"LOCKER, MR.",Hero,18,4,11,44,0.4090909090909091
3216,LOCKHART,Hero,2,1,2,2,1.0
3217,LOCKHEED,Hero,318,114,79,9006,0.03530979347101932
3218,LOCKHEED | MUTANT X-,Hero,1,1,1,1,1.0
3219,LOCKJAW [INHUMAN],Hero,458,107,66,7062,0.0648541489662985
3220,"LOCKLIN, BEN",Hero,13,4,9,36,0.3611111111111111
3221,"LOCKLIN, GENERAL MER",Hero,15,13,3,39,0.38461538461538464
3222,LOCOMOTIVE BREATH/LA,Hero,4,3,2,6,0.6666666666666666
3223,LOCUS,Hero,8,6,2,12,0.6666666666666666
3224,LOCUST,Hero,3,2,2,4,0.75
3225,LODESTONE/ANDREA,Hero,39,6,19,114,0.34210526315789475
3226,LOGA,Hero,4,2,3,6,0.6666666666666666
3227,LOGA II,Hero,23,11,6,66,0.3484848484848485
3228,"LOGAN, WAYNE",Hero,3,3,1,3,1.0
3229,LOGOS,Hero,11,5,3,15,0.7333333333333333
3230,"LOHAN, PETER",Hero,10,5,2,10,1.0
3231,LOKI [ASGARDIAN],Hero,701,255,106,27030,0.02593414724380318
3232,"LOMENZO, NICOLE",Hero,2,2,1,2,1.0
3233,LONGARM/,Hero,1,1,1,1,1.0
3234,"LONGBOW, DESIREE",Hero,3,2,2,4,0.75
3235,LONGBOW/AMELIA GREER,Hero,8,2,7,14,0.5714285714285714
3236,LONGSHOT,Hero,329,66,69,4554,0.07224418093983312
3237,LONKARR,Hero,4,1,4,4,1.0
3238,LOOP,Hero,9,4,3,12,0.75
3239,"LOOPNER, LEXINGTON",Hero,1,1,1,1,1.0
3240,LOOTER/NORTON G. FES,Hero,52,14,23,322,0.16149068322981366
3241,"LOPEZ, ANGELA",Hero,2,1,2,2,1.0
3242,"LOPEZ, ANTONIO",Hero,1,1,1,1,1.0
3243,"LOPEZ, DONNA",Hero,2,1,2,2,1.0
3244,"LOPEZ, JOSE",Hero,1,1,1,1,1.0
3245,"LOPEZ, MARIA",Hero,1,1,1,1,1.0
3246,"LOPEZ, MARIA II",Hero,1,1,1,1,1.0
3247,"LOPEZ, SALMA",Hero,1,1,1,1,1.0
3248,"LOR, KONA",Hero,6,4,3,12,0.5
3249,LORD BALDAR,Hero,4,2,2,4,1.0
3250,LORD CHAOS,Hero,90,16,24,384,0.234375
3251,LORD GASPAR,Hero,10,5,2,10,1.0
3252,LORD KARNAJ,Hero,5,2,3,6,0.8333333333333334
3253,LORD LEADER,Hero,4,2,2,4,1.0
3254,LORD OF LIGHT/BOWEN,Hero,2,2,1,2,1.0
3255,LORD TEMPLAR/,Hero,14,6,7,42,0.3333333333333333
3256,LORD YARU,Hero,1,1,1,1,1.0
3257,LORELEI,Hero,38,6,17,102,0.37254901960784315
3258,LORELEI II/MELODI [A,Hero,134,44,30,1320,0.10151515151515152
3259,LORVEX,Hero,2,2,1,2,1.0
3260,LOVE,Hero,38,6,11,66,0.5757575757575758
3261,"LOVECCHIO, ARGUS",Hero,1,1,1,1,1.0
3262,"LOVEJOY, FRANKLIN",Hero,1,1,1,1,1.0
3263,"LOWELL, DR.",Hero,1,1,1,1,1.0
3264,"LU, MR.",Hero,5,1,5,5,1.0
3265,"LUBENSKI, NATE",Hero,193,63,42,2646,0.07294028722600152
3266,"LUBOWSKI, LUGWRENCH",Hero,2,1,2,2,1.0
3267,LUCAS,Hero,7,1,7,7,1.0
3268,"LUCAS, JAMES",Hero,4,1,4,4,1.0
3269,"LUCAS, JAMES JR.",Hero,2,2,1,2,1.0
3270,LUCIFER,Hero,10,6,5,30,0.3333333333333333
3271,LUCIFER II,Hero,4,2,2,4,1.0
3272,"LUCIFER, REV.",Hero,10,5,2,10,1.0
3273,LUDI,Hero,3,1,3,3,1.0
3274,"LUDLUM, ROSS",Hero,2,2,1,2,1.0
3275,LULLABY/FELICITY HOP,Hero,1,1,1,1,1.0
3276,LUMINOR,Hero,14,9,4,36,0.3888888888888889
3277,"LUMLEY, JUDY",Hero,2,1,2,2,1.0
3278,LUMP,Hero,33,11,7,77,0.42857142857142855
3279,"LUMPKIN, WILHEMINA B",Hero,11,5,7,35,0.3142857142857143
3280,"LUMPKIN, WILLIAM WIL",Hero,94,24,44,1056,0.08901515151515152
3281,"LUMPKIN, WILLIE | TI",Hero,5,1,5,5,1.0
3282,LUNA/LUNA MAXIMOFF [,Hero,182,46,41,1886,0.09650053022269353
3283,LUNATIK II,Hero,1,1,1,1,1.0
3284,LUNATIK/ARISEN TYRK,Hero,26,11,6,66,0.3939393939393939
3285,LUPE,Hero,5,5,1,5,1.0
3286,LUPO,Hero,81,10,21,210,0.38571428571428573
3287,LURKING UNKNOWN,Hero,16,5,6,30,0.5333333333333333
3288,LYJA LAZERFIST [SKRU,Hero,302,103,68,7004,0.043118218161050825
3289,LYLLA,Hero,10,5,2,10,1.0
3290,"LYNN, NORMA",Hero,3,1,3,3,1.0
3291,"LYNNE, MONICA",Hero,91,48,15,720,0.12638888888888888
3292,"LYTH'KA, COMMANDER",Hero,1,1,1,1,1.0
3293,M,Hero,99,50,25,1250,0.0792
3294,M'DAKA,Hero,22,3,19,57,0.38596491228070173
3295,M'KAMBA,Hero,3,1,3,3,1.0
3296,M'KUMBA,Hero,3,1,3,3,1.0
3297,M'REEL,Hero,19,2,14,28,0.6785714285714286
3298,M'SHULLA,Hero,26,20,4,80,0.325
3299,M-80/SAYURI KYOTO,Hero,1,1,1,1,1.0
3300,M-PLATE,Hero,7,4,2,8,0.875
3301,MAA-GOR,Hero,18,12,7,84,0.21428571428571427
3302,MACE,Hero,8,7,2,14,0.5714285714285714
3303,"MACENDALE, JASON JR.",Hero,2,1,2,2,1.0
3304,"MACENDALE, KAREN",Hero,2,1,2,2,1.0
3305,MACHETE/FERDINAND LO,Villain,32,11,8,88,0.36363636363636365
3306,MACHINE MAN/X-51,Hero,138,59,48,2832,0.048728813559322036
3307,"MACINTOSH, ANN",Hero,27,6,16,96,0.28125
3308,"MACKAY, AILSA",Hero,1,1,1,1,1.0
3309,"MACKAY, MURDO",Hero,1,1,1,1,1.0
3310,"MACKENZIE, AL",Hero,85,29,10,290,0.29310344827586204
3311,"MACKENZIE, DR. NEIL",Hero,1,1,1,1,1.0
3312,"MACLAIN, DR. MYRON",Hero,21,8,8,64,0.328125
3313,"MACON, ANGELO",Hero,87,13,28,364,0.23901098901098902
3314,"MACRAE, TRUTH",Hero,4,2,3,6,0.6666666666666666
3315,"MACTAGGART, JOE",Hero,4,1,4,4,1.0
3316,"MACTAGGART, MOIRA |",Hero,6,1,6,6,1.0
3317,"MACTAGGERT, MOIRA KI",Hero,538,179,103,18437,0.029180452351250205
3318,MAD DOG/COLONEL BUZZ,Hero,128,36,47,1692,0.07565011820330969
3319,MAD VIKING/KNUT CAIN,Villain,1,1,1,1,1.0
3320,MADAME HYDRA VI,Villain,22,7,5,35,0.6285714285714286
3321,MADAME MASQUE II/,Villain,12,5,7,35,0.34285714285714286
3322,MADAME MASQUE III,Villain,54,15,11,165,0.32727272727272727
3323,MADAME MASQUE IV,Villain,4,1,4,4,1.0
3324,MADAME MASQUE V,Villain,2,2,1,2,1.0
3325,MADAME MASQUE VI,Villain,4,1,4,4,1.0
3326,MADAME MASQUE/GIULIE,Villain,175,58,40,2320,0.07543103448275862
3327,MADAME MENACE/SUNSET,Hero,28,13,14,182,0.15384615384615385
3328,MADAME QWA,Hero,17,6,7,42,0.40476190476190477
3329,MADAME ROSE,Hero,2,1,2,2,1.0
3330,MADAME SLAY,Villain,2,1,2,2,1.0
3331,MADAME WEB/CASSANDRA,Hero,44,20,11,220,0.2
3332,MADCAP,Villain,44,11,28,308,0.14285714285714285
3333,"MADDEN, CHET",Hero,14,8,4,32,0.4375
3334,"MADDICKS, ARTHUR ART",Hero,265,65,58,3770,0.07029177718832891
3335,"MADDICKS, NADINE",Hero,2,1,2,2,1.0
3336,"MADDICKS, PROFESSOR",Hero,14,3,10,30,0.4666666666666667
3337,"MADISON, TAYLOR",Hero,25,6,7,42,0.5952380952380952
3338,MADMAN/PHIL STERNS,Hero,14,5,7,35,0.4
3339,"MADSDEN, TREVOR",Hero,1,1,1,1,1.0
3340,MAELEN,Hero,7,2,6,12,0.5833333333333334
3341,MAELSTROM/MALCOLM ST,Villain,40,14,11,154,0.2597402597402597
3342,MAESTRO,Villain,3,2,2,4,0.75
3343,MAGDALENE/MARISSA DA,Hero,44,15,12,180,0.24444444444444444
3344,MAGGOTT/JAPHETH,Hero,77,22,16,352,0.21875
3345,MAGIC,Hero,10,3,7,21,0.47619047619047616
3346,MAGIK/ILLYANA RASPUT,Hero,371,126,67,8442,0.0439469320066335
3347,MAGMA II/JONATHAN DA,Hero,11,6,3,18,0.6111111111111112
3348,MAGMA/AMARA AQUILLA/,Hero,228,71,52,3692,0.06175514626218852
3349,MAGNESIUM,Hero,7,1,7,7,1.0
3350,MAGNETO | MUTANT X-V,Villain,53,11,22,242,0.2190082644628099
3351,MAGNETO/MAGNUS/ERIC,Villain,842,215,148,31820,0.02646134506599623
3352,MAGNIR,Hero,16,8,8,64,0.25
3353,MAGNOR,Hero,3,2,2,4,0.75
3354,"MAGNUM, MOSES",Villain,11,8,4,32,0.34375
3355,MAGNUS,Hero,37,17,8,136,0.27205882352941174
3356,MAGOG,Hero,4,1,4,4,1.0
3357,MAGOG II,Hero,18,5,9,45,0.4
3358,"MAGRUDER, ALLIE",Hero,16,4,10,40,0.4
3359,MAGUIRE,Hero,45,9,13,117,0.38461538461538464
3360,MAGUS,Villain,161,24,48,1152,0.13975694444444445
3361,MAGUS II,Villain,17,7,8,56,0.30357142857142855
3362,MAHA YOGI,Hero,17,11,4,44,0.38636363636363635
3363,MAHKIZMO,Hero,14,6,7,42,0.3333333333333333
3364,"MAHONEY, GINNY",Hero,2,1,2,2,1.0
3365,MAINFRAME II,Hero,9,3,4,12,0.75
3366,MAINFRAME/IAN WAJLER,Hero,8,3,4,12,0.6666666666666666
3367,MAINSPRING,Hero,7,5,3,15,0.4666666666666667
3368,"MAJCOMB, RENEE",Hero,13,6,6,36,0.3611111111111111
3369,MAJESTON ZELIA,Villain,22,8,6,48,0.4583333333333333
3370,MAJOR DOMO,Villain,59,14,14,196,0.3010204081632653
3371,MAJOR LOVE,Hero,2,1,2,2,1.0
3372,MAJOR MAPLELEAF/LOUI,Hero,3,1,3,3,1.0
3373,MAJOR VICTORY/MAJ. V,Hero,8,4,3,12,0.6666666666666666
3374,"MAJOWSKI, SAM MOTHER",Hero,30,8,12,96,0.3125
3375,MAKKARI/MIKE KHARY/I,Hero,158,71,44,3124,0.05057618437900128
3376,MAKO,Hero,4,2,3,6,0.6666666666666666
3377,MALACHI,Villain,14,4,6,24,0.5833333333333334
3378,MALAN Sometimes spel,Hero,6,5,2,10,0.6
3379,MALEKITH/MALCOLM KEI,Villain,45,19,9,171,0.2631578947368421
3380,MALEVOLENCE,Hero,8,1,8,8,1.0
3381,MALICE,Villain,5,3,2,6,0.8333333333333334
3382,MALICE II,Villain,1,1,1,1,1.0
3383,MALICE III,Villain,24,6,19,114,0.21052631578947367
3384,MALICE IV,Villain,92,16,23,368,0.25
3385,MALICE V/NAKIA,Villain,35,17,12,204,0.1715686274509804
3386,"MALONE, JULIUS",Hero,2,1,2,2,1.0
3387,MALOVICK/,Hero,12,2,8,16,0.75
3388,"MALPHER, KATHY",Hero,26,9,10,90,0.28888888888888886
3389,MALPRACTICE,Hero,3,1,3,3,1.0
3390,MALTESE,Hero,23,7,7,49,0.46938775510204084
3391,MALTZ,Hero,2,2,1,2,1.0
3392,"MALUS, DR. KARL",Villain,39,17,19,323,0.12074303405572756
3393,MAM'SELLE HEPZIBAH,Hero,90,37,21,777,0.11583011583011583
3394,MAN-APE/M'BAKU,Villain,73,13,31,403,0.18114143920595532
3395,MAN-BEAST,Villain,127,34,32,1088,0.11672794117647059
3396,MAN-BULL/BULL TAURUS,Hero,17,9,8,72,0.2361111111111111
3397,MAN-KILLER/KATRINA L,Hero,152,21,36,756,0.20105820105820105
3398,MAN-MOUNTAIN MARKO,Hero,18,10,5,50,0.36
3399,MAN-OF-WAR,Hero,2,1,2,2,1.0
3400,MAN-SPIDER CLONE | M,Villain,3,1,3,3,1.0
3401,MAN-SPIDER | MUTANT,Villain,27,4,15,60,0.45
3402,MAN-THING/THEODORE T,Hero,185,121,39,4719,0.03920322102140284
3403,MANACLE/,Hero,1,1,1,1,1.0
3404,MANAT,Hero,3,1,3,3,1.0
3405,MANBOT/BERNIE LACHEN,Hero,37,16,12,192,0.19270833333333334
3406,MANDARIN,Villain,216,82,60,4920,0.04390243902439024
3407,"MANDARIN, JAMES",Villain,6,4,3,12,0.5
3408,MANDRILL/HENSLEY FAR,Villain,42,13,20,260,0.16153846153846155
3409,"MANELLI, DINO",Hero,15,12,4,48,0.3125
3410,MANGLER/,Hero,9,1,9,9,1.0
3411,MANGOG,Villain,49,20,10,200,0.245
3412,"MANH, COY LEONG XUI",Hero,23,8,10,80,0.2875
3413,"MANH, COY NGA",Hero,23,8,10,80,0.2875
3414,"MANH, COY TRANH",Hero,3,2,2,4,0.75
3415,MANIKIN/DR. WHITMAN,Hero,43,31,13,403,0.10669975186104218
3416,MANIPULATOR II,Hero,6,1,6,6,1.0
3417,MANIPULATOR/,Hero,4,4,1,4,1.0
3418,MANITOU,Hero,11,1,11,11,1.0
3419,"MANN, DR. J. VERNON",Hero,15,4,6,24,0.625
3420,"MANNING, DR.",Hero,4,2,2,4,1.0
3421,"MANNING, ERIKA",Hero,1,1,1,1,1.0
3422,"MANNING, JANICE",Hero,6,3,2,6,1.0
