hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
DAI-KUMO,Hero,72692,na,1393,969528,0.07497669
"DAKESIAN, NANCI",Hero,133338,na,3730,6954585,0.019172675
DAKIMH THE ENCHANTER,Hero,158887,na,5173,13377378,0.01187729
DAKINI,Hero,120336,na,3018,4552653,0.026432061
"DAKOR, YOGI",Hero,110680,na,2491,3101295,0.035688317
"D'ALEXIS, AMBER",Hero,93872,na,2059,2118711,0.044306184
DAMAGE,Villain,16937,na,541,146070,0.115951256
DAMBALLAH II,Hero,128113,na,3227,5205151,0.024612735
DAMBALLAH,Hero,8000,na,180,16110,0.496585971
"DAMIAN, DR. DANIEL",Hero,115168,na,2635,3470295,0.033186804
"DAMIAN, MARGO",Hero,94540,na,1872,1751256,0.053984112
DAN-FARR,Hero,156267,na,4907,12036871,0.012982361
"D'ANGELO, LIEUTENANT",Hero,126789,na,3205,5134410,0.024693977
DANGOR,Hero,88934,na,1821,1657110,0.053668133
DANIA,Hero,86000,na,1927,1855701,0.046343673
"DANIELS, BRIE",Hero,87101,na,1870,1747515,0.049842777
"DANNING, SHEILA",Hero,129410,na,3235,5230995,0.024739079
DANSEN MACABRE,Villain,136544,na,3768,7097028,0.019239603
DANTE,Hero,108237,na,2418,2922153,0.037040155
"DANTES, DR. EDWINA",Hero,87209,na,1776,1576200,0.055328638
"DANVERS, JOE",Hero,82386,na,1679,1408681,0.058484497
"DANVERS, MRS. JOE",Hero,83239,na,1703,1449253,0.057435796
"DANVILLE, SEN. OWEN",Hero,52296,na,1155,666435,0.078471269
DARCO,Hero,98949,na,2262,2557191,0.038694411
DAREDEVIL DOPPELGANG,Hero,162921,na,5453,14864878,0.01096013
DAREDEVIL/MATT MURDO,Hero,170660,na,6268,19640778,0.008689065
DAREDEVIL | MUTANT X,Hero,41081,na,785,307720,0.133501235
"DARE, JOHNNY",Hero,99194,na,2176,2366400,0.041917681
"DARE, KATHLEEN",Hero,135856,na,3771,7108335,0.019112211
"DARE, ROSSALYN",Hero,96483,na,2081,2164240,0.044580546
DARGIL,Hero,49633,na,915,418155,0.118695221
DARIA,Hero,66181,na,1345,903840,0.07322203
DARK BEAST/HENRY MCC,Villain,161782,na,5250,13778625,0.01174152
DARK COUNSEL/VARTU,Hero,61520,na,1158,669903,0.091834191
DARK CRAWLER,Villain,131413,na,3616,6535920,0.020106274
DARKHAWK/CHRIS POWEL,Hero,168757,na,5976,17853300,0.009452426
DARKHAWK DOPPELGANGE,Hero,161672,na,5342,14265811,0.011332829
DARK HUNTER,Hero,47584,na,895,400065,0.118940672
DARK MASTER,Hero,4307,na,178,15753,0.27340824
DARK MOTHER/FINALITY,Hero,101431,na,2179,2372931,0.042745027
DARK,Hero,64189,na,1321,871860,0.073623059
DARK ONE,Hero,91306,na,1877,1760626,0.051859963
DARKOTH/MAJOR DESMON,Villain,135689,na,3564,6349266,0.021370817
"DARKOVER, PROFESSOR",Hero,23865,na,449,100576,0.237283248
DARK RAIDER,Hero,101580,na,2235,2496495,0.040689046
DARKSTAR/LAYNIA SERG,Hero,169627,na,6124,18748626,0.009047436
DARK WIND/KENJI OYAM,Hero,129252,na,3329,5539456,0.023332977
DARLA,Hero,152910,na,4768,11364528,0.013455024
"DARLEGUNG, GEN.",Hero,21,na,7,21,1
"DARROW, MARISSA II",Hero,96607,na,1953,1906128,0.050682326
"D'AURIA, JACK",Hero,99011,na,2209,2438736,0.04059931
DAVIDOFF,Hero,81112,na,1691,1428895,0.056765543
"DAVID, PETER",Hero,111882,na,2538,3219453,0.034751866
"DAVIS, ABBY",Hero,94837,na,2076,2153850,0.044031386
"DAVIS, PRINCIPAL",Hero,81633,na,1879,1764381,0.046267218
DAWN,Hero,18048,na,453,102378,0.176287874
"DAWSON, DICTIONARY",Hero,92176,na,1937,1875016,0.049160114
DAYDREAMER/CATHERINE,Hero,108807,na,2559,3272961,0.033244209
DAY,Hero,48786,na,1132,640146,0.076210739
DAYTRIPPER/AMANDA SE,Hero,158752,na,5143,13222653,0.012006063
DAZZLER/BURTRAM WORT,Hero,106113,na,2357,2776546,0.038217627
DAZZLER II/ALLISON B,Hero,168157,na,5955,17728035,0.009485372
DEADAIR,Hero,96523,na,2008,2015028,0.047901568
DEADBOLT,Hero,106496,na,2460,3024570,0.035210294
DEADEYE/,Hero,83117,na,1691,1428895,0.058168725
DEAD HEAD/,Hero,72002,na,1452,1053426,0.068350316
DEADHEAD,Hero,112404,na,2587,3344991,0.033603678
DEADLY DORIS,Hero,39708,na,742,274911,0.144439473
DEADMAKER/GREGORI AN,Hero,80890,na,1839,1690041,0.047862744
DEADPOOL/JACK/WADE W,Villain,160985,na,5265,13857480,0.011617192
DEAD RINGER/LOU,Hero,103579,na,2174,2362051,0.043851297
"DEAN, BETTY",Hero,102112,na,2201,2421100,0.04217587
"DEAN, DARBY",Hero,117123,na,2732,3730546,0.031395672
"DEANGELO, DEVLIN",Hero,65485,na,1233,759528,0.08621802
"DEAN, SUSAN",Hero,117123,na,2732,3730546,0.031395672
DEATH,Hero,169453,na,6072,18431556,0.009193635
DEATH ADDER,Villain,144934,na,4266,9097245,0.015931636
DEATHBIRD [SHI'AR],Villain,159345,na,5037,12683166,0.012563503
DEATHCHARGE,Hero,0,na,1,0,
DEATHCRY [SHI'AR],Hero,147130,na,4319,9324721,0.015778488
DEATHLOK/COLONEL LUT,Villain,136364,na,3733,6965778,0.019576277
DEATHLOK II/COL. JOH,Villain,56364,na,1189,706266,0.079805626
DEATHLOK III DOPPELG,Villain,13293,na,288,41328,0.321646341
DEATHLOK III/MICHAEL,Villain,164814,na,5647,15941481,0.010338688
DEATHLOK IV,Villain,102590,na,2297,2636956,0.038904707
DEATHLOK | MUTANT X-,Villain,41081,na,785,307720,0.133501235
DEATHRAVEN/JOSHUA RA,Hero,9589,na,286,40755,0.235284014
DEATH'S HEAD,Villain,46976,na,1046,546535,0.085952409
DEATHSHIELD/,Hero,85509,na,1940,1880830,0.045463439
DEATH-STALKER,Villain,133705,na,3603,6489003,0.02060486
DEATH STING/MIRANDA,Hero,31288,na,637,202566,0.1544583
DEATHSTROKE/,Hero,108164,na,2366,2797795,0.038660445
DEATHTOLL,Villain,19182,na,493,121278,0.158165537
DEATHUNT 9000,Hero,134948,na,3652,6666726,0.02024202
DEATHURGE,Villain,160515,na,5170,13361865,0.012012919
DEATHWATCH/STEPHAN L,Villain,110645,na,2695,3630165,0.030479331
DECAY/,Villain,109768,na,2330,2713285,0.040455758
DECAY II/YOSHIRO HAC,Villain,143972,na,4003,8010003,0.017974026
DECIBEL,Hero,63592,na,1233,759528,0.083725682
DEFENSOR,Hero,164504,na,5664,16037616,0.010257385
"DEGANN, KRIS",Hero,115543,na,2607,3396921,0.034014038
DEIMOS,Hero,59235,na,1174,688551,0.086028486
"DEKKER, GENERAL LYLE",Hero,114921,na,2705,3657160,0.031423564
"DELACORTE, ARTHUR",Hero,44287,na,963,463203,0.095610348
DE LA COURTE,Hero,44287,na,963,463203,0.095610348
"DE LA FONTAINE, CONT",Hero,165877,na,5836,17026530,0.009742267
"DE LA JOYA, SISTER M",Hero,86607,na,1755,1539135,0.056269918
"DELANY, CAPT.",Hero,104680,na,2408,2898028,0.036121114
"DE LA SALLE, BEATRIC",Hero,106542,na,2355,2771835,0.038437353
"DE LA SPIROSA, COUNT",Hero,79706,na,1627,1322751,0.060257751
"DELAZNY, CHARLES L.",Hero,105088,na,2215,2452005,0.042857988
"DELAZNY, DORIAN",Hero,57876,na,1112,617716,0.093693542
"DELGADO, FATHER",Hero,152493,na,4613,10637578,0.014335312
"DELGADO, LUZ",Hero,7902,na,297,43956,0.17977068
"DELGADO, RUFUS",Hero,99688,na,2154,2318781,0.042991555
DELGADO,Hero,121963,na,3029,4585906,0.026595181
"DEL HIERRO, BLANCA",Hero,113827,na,2875,4131375,0.027551844
DELILAH,Hero,92360,na,2195,2407915,0.038356836
DELPHI,Hero,135063,na,3703,6854253,0.019704992
DELPHI II,Hero,83406,na,1608,1292028,0.064554329
"DELPHIS, SIR",Hero,119066,na,2689,3614016,0.032945621
DELPHOS,Hero,45605,na,838,350703,0.130038808
DELUGE II,Villain,95152,na,2003,2005003,0.047457286
DELUGE,Villain,124387,na,3045,4634490,0.026839415
DEMEITYR,Hero,39714,na,680,230860,0.172026336
DEMI-GOD,Hero,95614,na,1957,1913946,0.049956477
DEMITRIUS,Hero,77293,na,1574,1237951,0.062436235
DEMOGOBLIN,Villain,111827,na,2953,4358628,0.025656468
DEMOLITION MAN/DENNI,Hero,157788,na,5057,12784096,0.012342523
DEMOLITION MAN DOPPE,Hero,107248,na,2305,2655360,0.04038925
DEMON BEAR,Villain,96879,na,2038,2075703,0.046672862
DEMONICUS/DR. DOUGLA,Hero,121299,na,3073,4720128,0.025698244
DEMONSTAFF,Hero,61366,na,1094,597871,0.102640871
DENAK,Hero,56455,na,1127,634501,0.088975431
"DENNAGER, MICHAEL",Hero,80013,na,1800,1619100,0.049418195
"DENNEHY, ROBERT",Hero,62078,na,1333,887778,0.069925139
"DENNIS, MARTY",Hero,140872,na,3804,7233306,0.019475465
"DEPALMA, MR.",Hero,104626,na,2318,2685403,0.038961005
"DEPAUL, SHIELD SPECI",Hero,94870,na,1960,1919820,0.049416091
DESADIA,Hero,253,na,34,561,0.450980392
DESAK/DESAK STERIXIA,Villain,87429,na,1690,1427205,0.061258894
DESIGNATE/TARENE,Hero,105069,na,2209,2438736,0.043083384
DESOLATION/,Hero,91286,na,1880,1766260,0.051683218
"DESTINE, ADAM",Hero,104772,na,2311,2669205,0.039252137
"DESTINE, NEWTON",Hero,104772,na,2311,2669205,0.039252137
DESTINY II/IRENE ADL,Villain,163413,na,5466,14935845,0.010940995
DESTINY/PAUL DESTINE,Villain,56430,na,1070,571915,0.098668508
DESTRAK,Hero,8870,na,278,38503,0.230371659
DESTROYER III,Villain,136793,na,3772,7112106,0.019233825
DESTRUCTOR/PROFESSOR,Hero,135467,na,3629,6583006,0.020578289
DETHSTRYK,Hero,20,na,9,36,0.555555556
DEUCE,Hero,82072,na,1770,1565565,0.052423247
"DEUTSCH, GEN.",Hero,98156,na,2055,2110485,0.046508741
DEVASTATOR II/GREGOR,Hero,81746,na,1712,1464616,0.055813947
DEVASTATOR/KIROV PET,Hero,57969,na,1100,604450,0.095903714
"DEVERAUX, INSPECTOR",Hero,48817,na,1017,516636,0.094490125
"DEVEREAUX, IRIS",Hero,53726,na,940,441330,0.121736569
"DEVEREAUX, MICHELLE",Hero,116983,na,2601,3381300,0.034597048
DEVIL DINOSAUR,Hero,125248,na,3250,5279625,0.023722897
DEVIL DINOSAUR | MUT,Hero,41081,na,785,307720,0.133501235
"DEVILLE, ARCADIA",Hero,45960,na,992,491536,0.093502816
"DEVILLE, JENNIFER CR",Hero,80890,na,1839,1690041,0.047862744
DEVIL-SLAYER/ERIC SI,Hero,164386,na,5654,15981031,0.01028632
"DEVINE, ANTON",Hero,98489,na,2104,2212356,0.0445177
DEVLOR,Hero,144430,na,4019,8074171,0.017887905
"DEVOOR, ALBERT",Hero,108196,na,2362,2788341,0.038803001
DEVOS THE DEVESTATOR,Villain,156323,na,4942,12209211,0.012803694
DEVOURER,Hero,85688,na,1899,1802151,0.047547625
"DEWITT, KEARSON",Villain,111455,na,2659,3533811,0.031539604
"DEWITT, LUCIUS",Hero,36111,na,776,300700,0.12008979
"DEWOLFF, JEAN",Hero,154460,na,4885,11929170,0.012948093
"DEWOLFF, MEREDITH",Hero,42536,na,985,484620,0.087771862
DEXAM,Hero,62727,na,1197,715806,0.087631286
DEX,Hero,78322,na,1758,1544403,0.050713447
"DEZOAN, JOHN",Hero,89350,na,1946,1892485,0.047213056
DHEREK,Hero,19474,na,393,77028,0.252817157
DIABLO/ESTEBAN DE AB,Villain,162862,na,5461,14908530,0.010924082
DIAMONDBACK II/RACHE,Villain,158061,na,4971,12352935,0.012795421
DIAMONDBACK,Villain,32204,na,612,186966,0.172245221
"DIAMOND, BOB",Hero,133987,na,3703,6854253,0.019548009
"DIAMOND, CHUCKY",Hero,125258,na,3182,5060971,0.024749796
"DIAMONDE, YVETTE",Hero,90661,na,1874,1755001,0.05165866
DIAMOND HEAD,Hero,94918,na,1943,1886653,0.050310258
DIAMONDHEAD/DYKER,Villain,117279,na,2777,3854476,0.030426704
"DIAMOND, KATHY",Hero,76438,na,1607,1290421,0.059234932
DIAMOND LIL/LILLIAN,Hero,148750,na,4370,9546265,0.01558201
"DIBBS, LIONEL",Hero,117354,na,2736,3741480,0.031365663
DIBDEB,Hero,76769,na,1489,1107816,0.069297609
DICE/ROB FORTUNE,Hero,102462,na,2246,2521135,0.040641219
"DICHINSON, RICKY",Hero,78570,na,1769,1563796,0.050243126
"DIEGO, MANUEL",Hero,71419,na,1472,1082656,0.065966475
DIE'ODE/,Hero,51384,na,999,498501,0.103077025
"DIETZ, SUSAN",Hero,74489,na,1409,991936,0.075094563
DIGGER,Hero,121193,na,3044,4631446,0.026167422
DIGGER II/,Hero,82527,na,1782,1586871,0.052006118
"DILLON, ANITA",Hero,79706,na,1799,1617301,0.049283343
"DILLON, BERNIE",Hero,106278,na,2299,2641551,0.040233181
"DILLON, JONATHAN",Hero,79706,na,1799,1617301,0.049283343
DINAH-SOAR,Hero,143041,na,3972,7886406,0.018137666
DINU,Hero,72485,na,1451,1051975,0.068903729
DIONYSUS [GREEK GOD],Hero,130654,na,3252,5286126,0.024716399
"DIPALMA, JOHNNY",Hero,82222,na,1864,1736316,0.047354283
DIRECTOR X,Hero,38145,na,680,230860,0.16523001
DIRGE/,Hero,91286,na,1880,1766260,0.051683218
"DIRKSON, GUS",Hero,43195,na,908,411778,0.104898756
DIRT NAP,Hero,95819,na,2142,2293011,0.041787414
DIRTY WOLFF,Hero,37460,na,763,290703,0.128860039
DISCUS,Hero,139982,na,3782,7149871,0.019578255
DISPROSIUM,Hero,127702,na,3080,4741660,0.026931918
DISTORTER,Hero,57866,na,1098,602253,0.096082543
DIVINITY,Hero,129977,na,3294,5423571,0.023965207
"DIXON, GENERAL",Hero,84098,na,1746,1523385,0.055204692
DIZZIE,Hero,103283,na,2297,2636956,0.03916751
D'KAY,Villain,35116,na,765,292230,0.120165623
D.K./DAVID KALEN,Villain,87433,na,2009,2017036,0.043347268
D'KEN [SHI'AR],Villain,142100,na,3943,7771653,0.018284398
DMITRI,Hero,138827,na,3744,7006896,0.01981291
D.O.A.,Hero,80594,na,1622,1314631,0.061305416
DOC,Hero,62941,na,1352,913276,0.06891783
"DOCKERY, RUPERT",Hero,81675,na,1836,1684530,0.048485334
DOC SAMSON/DR. LEONA,Hero,167307,na,5922,17532081,0.009542906
DOC SAMSON | MUTANT,Hero,41081,na,785,307720,0.133501235
DOCTOR DREDD,Hero,62007,na,1293,835278,0.074235165
"DOCTOR, DR. JOSHUA",Hero,9333,na,237,27966,0.333726668
DOCTOR MANDIBUS,Hero,46364,na,884,390286,0.118794935
DOGGEREL,Hero,57211,na,1130,637885,0.08968858
"DOLAN, CAPT. THOMAS",Hero,73593,na,1609,1293636,0.056888491
"DOLAN, STACY",Hero,124510,na,3324,5522826,0.022544618
DOLLAR BILL,Hero,157195,na,4983,12412653,0.012664094
DOLMAN,Hero,108025,na,2474,3059101,0.035312662
"DOMANI, DINO",Hero,62085,na,1109,614386,0.101052107
DOMINA,Hero,117201,na,2836,4020030,0.02915426
DOMINEX,Hero,116707,na,2722,3703281,0.031514487
DOMINO II,Hero,97780,na,2012,2023066,0.04833258
DOMINO III/BEATRICE/,Hero,156367,na,4796,11498410,0.013599011
DOMINO,Hero,78163,na,1611,1296855,0.060271195
DOMINUS II,Hero,99760,na,2236,2498730,0.039924282
DOMINUS,Hero,92753,na,1881,1768140,0.05245795
DOMO,Hero,116447,na,2676,3579150,0.03253482
"DONALDSON, LINDA",Hero,132637,na,3488,6081328,0.021810532
DONAR,Hero,107768,na,2426,2941525,0.036636779
"DON, GAI NO",Hero,22122,na,483,116403,0.190046648
"DONLEAVY, HANNAH",Hero,115928,na,2735,3738745,0.031007196
"DONNELY, VICTORIA TO",Hero,45940,na,991,490545,0.093650939
"DONOHUE, TREVOR",Hero,114720,na,2704,3654456,0.031391813
DONYELL,Hero,64612,na,1284,823686,0.078442513
"DOOM, DR. BOB",Hero,63582,na,1092,595686,0.106737442
DOOMSDAY MAN,Hero,133950,na,3583,6417153,0.020873743
DOOMSDAY MAN II,Hero,89343,na,1779,1581531,0.056491463
DOOP,Hero,88011,na,1829,1671706,0.052647415
DOORMAN,Hero,143041,na,3972,7886406,0.018137666
DOPPELGANGER,Villain,158873,na,5081,12905740,0.012310259
"DORCAS, LEMUEL DR.",Hero,113696,na,2809,3943836,0.028828785
DORMA [ATLANTEAN],Hero,147326,na,4383,9603153,0.01534142
DORMA II [ATLANTEAN],Hero,149330,na,4441,9859020,0.015146536
DORMAMMU,Villain,158341,na,5171,13367035,0.011845634
"DORNOVA-BLONSKY, NAD",Hero,135999,na,3792,7187736,0.018920979
DORREK II,Hero,109517,na,2482,3078921,0.035569929
DORREK [SKRULL],Hero,146374,na,4198,8809503,0.016615466
DOUGHBOY,Villain,130104,na,3195,5102415,0.025498514
DOUGLOCK 2013,Hero,25715,na,470,110215,0.233316699
"DOVER, DONNA-LEE",Hero,106201,na,2295,2632365,0.040344329
DOVINIA,Hero,932,na,66,2145,0.434498834
DRACCHISS,Hero,2645,na,132,8646,0.305921814
DRACULA | MUTANT X-V,Hero,80348,na,1643,1348903,0.059565439
DRACULA/VLAD TEPES,Hero,164624,na,5662,16026291,0.010272121
DRAGONA,Hero,82234,na,1594,1269621,0.06477051
"DRAGONBLOOD, ULYSSES",Hero,45960,na,992,491536,0.093502816
DRAGONESS,Hero,120342,na,2957,4370446,0.027535405
DRAGONFIST,Hero,95614,na,1957,1913946,0.049956477
DRAGONFLY II/MEIKO Y,Hero,82730,na,1914,1830741,0.045189352
DRAGONFLY/VERONICA D,Hero,155282,na,4628,10706878,0.014503014
DRAGONHEAD,Hero,72692,na,1393,969528,0.07497669
DRAGON MAN,Hero,153668,na,4715,11113255,0.013827452
"DRAGONMEGAS, JESSIE",Hero,802,na,78,3003,0.267066267
DRAGON OF THE MOON,Villain,117598,na,2789,3887866,0.030247442
DRAGONUS,Hero,59016,na,1210,731445,0.080684125
DRAGONWING/,Hero,46317,na,905,409060,0.113227888
"DRAGO, VALERIE",Hero,57183,na,1078,580503,0.098505951
"DRAKE, CARLTON",Villain,110449,na,2656,3525840,0.031325585
"DRAKE, FRANKLIN",Hero,80069,na,1851,1712175,0.046764495
"DRAKE, MADELINE BEAT",Hero,108452,na,2461,3027030,0.035827858
"DRAKE, MALCOLM",Hero,86833,na,1686,1420455,0.061130412
"DRAKE, WILLIAM ROBER",Hero,138581,na,3792,7187736,0.019280202
"DRAN, DAMON",Hero,111953,na,2665,3549780,0.031538011
DR. ANGST/FLOYD MANG,Villain,64365,na,1117,623286,0.1032672
DRAX/ARTHUR DOUGLAS,Hero,167323,na,5857,17149296,0.009756844
DRAX DOPPELGANGER,Villain,152503,na,4615,10646805,0.014323828
DRAX | MUTANT X-VERS,Hero,41081,na,785,307720,0.133501235
DR. BONG,Villain,87841,na,1699,1442451,0.060897043
DR. DECIBEL/ANTON DE,Hero,16952,na,344,58996,0.287341515
DR. DOOM CLONE/VICTO,Villain,110544,na,2566,3290895,0.033590862
DR. DOOM DOPPELGANGE,Villain,116597,na,2916,4250070,0.027434136
DR. DOOM | MUTANT X-,Villain,41081,na,785,307720,0.133501235
DR. DOOM | TIMESLIDE,Villain,116606,na,2699,3640951,0.032026248
DR. DOOM/VICTOR VON,Villain,169386,na,6142,18859011,0.008981701
DR. DRUID/ANTHONY LU,Hero,169641,na,6092,18553186,0.009143497
DREADFACE,Hero,126808,na,3319,5506221,0.023029951
DREADKNIGHT/BRAM VEL,Villain,142204,na,4152,8617476,0.016501816
DREADNAUGHT,Hero,91503,na,2117,2239786,0.040853457
DREAMGUARD/DEPUTY WI,Hero,93405,na,1943,1886653,0.049508309
DREAMING CELESTIAL/T,Hero,125000,na,3210,5150445,0.024269748
DREAM QUEEN,Villain,36107,na,648,209628,0.172243212
"DREYFUSS, RACHEL",Hero,99923,na,2182,2379471,0.041993788
DR. FAUSTUS,Hero,131979,na,3598,6471003,0.020395447
DR. GOODWRENCH,Hero,97523,na,2122,2250381,0.043336217
DR. HYDRO,Hero,66768,na,1272,808356,0.082597271
"DRISCOLL, MAYOR",Hero,25767,na,480,114960,0.224138831
DR. MIDAS/,Hero,77230,na,1572,1234806,0.062544238
DR. MIME,Hero,74355,na,1452,1053426,0.07058398
DR. NEMESIS/DR. STOC,Hero,115243,na,2689,3614016,0.031887795
DR. OCTOPUS II/CAROL,Villain,142412,na,4061,8243830,0.01727498
DR. OCTOPUS | MUTANT,Villain,41081,na,785,307720,0.133501235
DR. OCTOPUS/OTTO OCT,Villain,164431,na,5680,16128360,0.010195147
DROMEDAN,Hero,83111,na,1621,1313010,0.063298071
DR. PHOBOS,Hero,108684,na,2454,3009831,0.036109669
DR. POWER/DR. MAXIMU,Hero,87090,na,1781,1585090,0.054943252
DR. SPECTRUM II/DR.,Villain,138721,na,3843,7382403,0.018790765
DR. SPECTRUM III/REV,Villain,135390,na,3616,6535920,0.020714758
DR. SPECTRUM/JOSEPH,Villain,160039,na,5268,13873278,0.011535774
DR. STRANGE DOPPELGA,Hero,95429,na,1995,1989015,0.047978019
DR. STRANGE | MUTANT,Hero,41081,na,785,307720,0.133501235
DR. STRANGER YET,Hero,57664,na,1126,633375,0.091042431
DR. STRANGE/STEPHEN,Hero,170748,na,6260,19590670,0.008715782
DR. SUN,Villain,101698,na,2150,2310175,0.044021773
DR. SYNNE,Hero,53214,na,918,420903,0.126428179
DRUID/DREDMUND CROMW,Hero,139988,na,3764,7081966,0.019766827
DRUIG,Hero,84394,na,1661,1378630,0.061215845
"DRUMM, COLLETTE",Hero,79297,na,1813,1642578,0.048275942
"DRUMM, JERICHO",Hero,163308,na,5561,15459580,0.010563547
DR. VAULT,Hero,57876,na,1112,617716,0.093693542
DR. VOLKH/VLADIMIR O,Hero,123097,na,2935,4305645,0.028589677
DRY,Hero,64189,na,1321,871860,0.073623059
DR. ZEUS,Hero,98541,na,2230,2485335,0.039648981
D'SPAYRE,Villain,148361,na,4547,10335331,0.014354741
D'SPRYTE,Hero,7902,na,297,43956,0.17977068
"DUBOIS, DR. CLAUDIA",Hero,59960,na,1225,749700,0.079978658
"DUBOIS, HERVE",Hero,89600,na,1840,1691880,0.052958839
"DUBOIS, NOAH",Hero,132292,na,3504,6137256,0.021555562
DUCHARME,Villain,2406,na,128,8128,0.29601378
"DUCRESTE, ABRIAN",Hero,30030,na,618,190653,0.15751129
"DUFFY, SGT. MIKE",Hero,94024,na,1932,1865346,0.050405662
"DUGAN, DUM DUM | MUT",Hero,48755,na,943,444153,0.109770732
"DUGAN, TIMOTHY ALOYI",Hero,166628,na,5947,17680431,0.009424431
DULB,Hero,118192,na,2853,4068378,0.029051381
"DULTRY, MARGARET",Hero,28208,na,536,143380,0.196735946
"DUNCAN, FRED",Hero,107014,na,2425,2939100,0.036410466
"DUNER, MAJOR",Hero,93812,na,1920,1842240,0.05092279
"DUNHAM, LAURA",Hero,95357,na,2098,2199753,0.043348958
"DUNLEAVY, GEN. ARLEN",Hero,84934,na,1883,1771903,0.047933775
"DURAN, CONAL",Hero,113748,na,2688,3611328,0.031497554
DUSK III,Villain,18048,na,453,102378,0.176287874
DUSK,Villain,79936,na,1785,1592220,0.050204118
"DUVALL, SNAKY",Hero,79295,na,1800,1619100,0.048974739
DWELLER IN DARKNESS,Villain,127571,na,3304,5456556,0.023379399
D'WON,Hero,39875,na,745,277140,0.143880349
"DWORMAN, JIM",Hero,55659,na,1260,793170,0.070172851
"DWYER, MARISSA",Hero,79496,na,1745,1521640,0.052243632
DYNA-MITE/ROGER AUBR,Hero,127300,na,3194,5099221,0.024964598
"EARLE, CARYN",Hero,80888,na,1839,1690041,0.047861561
EARTH-LORD/KYLE BROC,Hero,79511,na,1651,1362075,0.058374906
EARTHQUAKE,Hero,142616,na,3985,7938120,0.017965967
EBONY,Hero,161503,na,5433,14756028,0.010944883
ECCE [WATCHER],Hero,84891,na,1633,1332528,0.063706729
ECHO/MAYA LOPEZ,Hero,75270,na,1576,1241100,0.060647812
ECLECTA/,Hero,38518,na,767,293761,0.131120196
ECLIPTIC,Hero,40262,na,711,252405,0.15951348
ECSTACY/MME. RENE DE,Hero,75663,na,1574,1237951,0.061119544
EDDA,Hero,94533,na,2002,2003001,0.047195683
"EDGERTON, GAYLE",Hero,118787,na,2957,4370446,0.027179606
"EDGERTON, MR.",Hero,117835,na,2922,4267581,0.027611661
EDITOR,Hero,36138,na,668,222778,0.1622153
"EDWARDS, MARTIN/DR.",Hero,79713,na,1782,1586871,0.050232817
EELAK,Hero,122686,na,2960,4379320,0.028014852
EEL II/EDWARD LAVELL,Hero,157921,na,5035,12673095,0.012461123
EEL III,Hero,84341,na,1707,1456071,0.057923686
EEL/LEOPOLD STRYKE,Hero,157689,na,5064,12819516,0.012300698
EENY,Hero,149089,na,4503,10136253,0.014708492
EFFIGY/LT. VELMAX/JA,Hero,130192,na,3422,5853331,0.022242378
EGGHEAD/PROF. ELIHAS,Villain,156352,na,4980,12397710,0.012611361
EGMA,Hero,94533,na,2002,2003001,0.047195683
EGO,Villain,160382,na,5310,14095395,0.011378326
EGO-PRIME,Hero,96768,na,1996,1991010,0.048602468
"EHMAN, HEIDI",Hero,112918,na,2617,3423036,0.032987675
EIGHTBALL,Hero,142838,na,4136,8551180,0.016703893
EILIF DRAGONSLAYER,Hero,110471,na,2445,2987790,0.036974151
"EISMAN, BETTY",Hero,56426,na,1141,650370,0.086759844
EITRI,Hero,141005,na,3865,7467180,0.0188833
EJULP,Hero,104516,na,2348,2755378,0.037931638
EKAK,Hero,91887,na,1924,1849926,0.049670635
EL AGUILA,Hero,98606,na,2155,2320935,0.042485464
ELAMRON,Hero,62864,na,1212,733866,0.085661415
ELATHAN,Hero,118192,na,2853,4068378,0.029051381
EL CONQUISTADOR,Hero,91856,na,1847,1704781,0.053881408
ELECTRA,Hero,56024,na,1102,606651,0.092349638
ELEC'TRIX/,Hero,51384,na,999,498501,0.103077025
ELECTRO/MAX DILLON,Villain,166451,na,5785,16730220,0.009949122
ELECTRON,Hero,147958,na,4315,9307455,0.015896719
ELECTRYON,Hero,38443,na,833,346528,0.110937644
ELEJEA,Hero,48601,na,931,432915,0.112264532
ELEKTRA/ELEKTRA NATC,Villain,150206,na,4573,10453878,0.014368448
ELEKTRA | MUTANT X-V,Hero,48341,na,908,411778,0.117395781
"EL GIBAR, ACHMED",Hero,104558,na,2339,2734291,0.038239529
ELITE/,Hero,14125,na,488,118828,0.11886929
EL JAGUAR,Hero,117278,na,2830,4003035,0.029297271
"ELLENTHORPE, MARIAH",Hero,82755,na,1736,1505980,0.054950929
"ELLINGTON, DR./TRAVI",Hero,49725,na,998,497503,0.099949146
"ELLIS, KEN",Hero,110343,na,2759,3804661,0.029002058
ELO,Hero,75254,na,1463,1069453,0.070366814
ELSIE DEE,Hero,129693,na,3403,5788503,0.022405275
EL TIGRE,Hero,108758,na,2444,2985346,0.036430618
EL TORO NEGRO/SERGIO,Hero,87376,na,2032,2063496,0.042343673
EL TORO ROJO,Hero,68726,na,1319,869221,0.079066198
EL UNO,Hero,83520,na,1922,1846081,0.045241785
EL VAMPIRO,Hero,68726,na,1319,869221,0.079066198
ELWOOD,Hero,38455,na,848,359128,0.107078813
ELYSIA,Hero,99688,na,2154,2318781,0.042991555
ELYSIUS,Hero,159050,na,5257,13815396,0.011512518
EMBER,Hero,126363,na,3161,4994380,0.025301038
