hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
"RITTER, DONALD",Hero,128262,na,3215,5166505,0.02482568
"RIVERA, DR. JASON",Hero,121543,na,2932,4296846,0.028286562
"RIVERA, MS.",Hero,55849,na,1100,604450,0.092396393
"RIVERS, JERRY",Hero,96272,na,2119,2244021,0.042901559
"ROBERTS, CHESS",Hero,129585,na,3251,5282875,0.024529257
"ROBERTSON, AMANDA",Hero,126188,na,3366,5663295,0.022281728
"ROBERTSON, JOE",Hero,167444,na,6028,18165378,0.009217755
"ROBERTSON, MARTHA",Hero,152181,na,4696,11023860,0.013804693
"ROBERTSON, PROF. BOB",Hero,69787,na,1245,774390,0.090118674
"ROBERTSON, RANDY",Hero,146262,na,4223,8914753,0.016406736
"ROBERTS, TED",Hero,136490,na,3584,6420736,0.021257688
"ROBESON, PROFESSOR K",Hero,103125,na,2301,2646150,0.038971714
"ROBINSON, LUCY",Hero,129223,na,3246,5266635,0.02453616
ROCKETLAUNCHER/,Hero,138265,na,3615,6532305,0.021166342
ROCKET RACCOON,Hero,93475,na,2001,2001000,0.046714143
ROCKET RACER II/,Hero,78535,na,1765,1556730,0.050448697
ROCKET RACER/ROBERT,Hero,141297,na,3871,7490385,0.018863783
ROCK PYTHON,Villain,150729,na,4409,9717436,0.01551119
ROCK/SAMUEL JOHN ROC,Villain,148341,na,4427,9796951,0.015141548
ROCKWALL,Hero,81157,na,1819,1653471,0.049082808
ROC/,Hero,14125,na,488,118828,0.11886929
"RODGERS, MARIANNE",Hero,143785,na,3993,7970028,0.018040715
RODOR,Hero,51093,na,1001,500500,0.102083916
"RODRIGUEZ, DEBRA",Hero,63364,na,1424,1013176,0.062539973
"RODRIGUEZ, DET. PHIL",Hero,88863,na,2037,2073666,0.042853092
"ROEBERG, SEN.",Hero,84891,na,1925,1851850,0.045841186
"ROGERS, CAPT. STEVEN",Hero,110728,na,2432,2956096,0.037457512
"ROGERS, GAYLE",Hero,121265,na,2864,4099816,0.029578157
"ROGERS, W.T.",Hero,68928,na,1444,1041846,0.06615949
ROGUE /,Hero,170038,na,6151,18914325,0.008989906
ROGUE DOPPELGANGER,Villain,150055,na,4428,9801378,0.015309582
ROGUE | MUTANT X-VER,Hero,47415,na,896,400960,0.118253691
ROK,Hero,36049,na,644,207046,0.174111067
"ROLLINS, MRS.",Hero,89177,na,1803,1624503,0.054894943
ROMA,Hero,154777,na,4799,11512801,0.013443905
"ROMAN, DR. NILES",Hero,70430,na,1524,1160526,0.060687998
"ROMANO, TONY",Hero,62085,na,1109,614386,0.101052107
"ROMANOV, MICKEY",Hero,34229,na,613,187578,0.182478756
ROM CLONE,Hero,66117,na,1331,885115,0.074698768
"ROMITA, JOHN",Hero,61702,na,1203,723003,0.085341278
"ROMMEL, EDWIN ROMULU",Hero,134596,na,3602,6485401,0.02075369
"ROM, SPACEKNIGHT",Hero,166749,na,5792,16770736,0.009942855
RONAN THE ACCUSER [K,Villain,161529,na,5431,14745165,0.01095471
"RON, DAN",Hero,32427,na,577,166176,0.195136482
"RON, TALLA",Hero,125183,na,3064,4692516,0.02667716
"ROOSEVELT, FRANKLIN",Hero,102344,na,2210,2440945,0.041928024
ROOTAR,Hero,122686,na,2960,4379320,0.028014852
"RORY, RICHARD",Hero,133082,na,3688,6798828,0.019574256
"ROSE, HENRIETTA",Hero,97477,na,2428,2946378,0.033083671
ROSE III/,Hero,79382,na,1791,1602945,0.049522597
ROSE II/SGT. BLUME,Hero,83011,na,1929,1859556,0.044640226
ROSE IV/JACOB JAKE C,Hero,128885,na,3501,6126750,0.021036439
"ROSE, JUSTICE",Hero,102883,na,2647,3501981,0.029378515
"ROSELLINI, ROBERTA",Hero,121776,na,2959,4376361,0.027825858
"ROSE, MICHKA",Hero,338,na,35,595,0.568067227
"ROSENBERG, ANNIE",Hero,16981,na,356,63190,0.268729229
"ROSENTHAL, BERNIE",Hero,161002,na,5301,14047650,0.011461134
"ROSEN, WALTER",Hero,152972,na,4649,10804276,0.014158468
ROSETTA STONE,Hero,87209,na,1776,1576200,0.055328638
"ROSETTI, GABRIEL",Hero,99236,na,2234,2494261,0.039785732
"ROSS, COURTNEY",Hero,119807,na,3050,4649725,0.02576647
"ROSS, EVERETT KENNET",Hero,158986,na,5180,13413610,0.011852589
"ROSS, GEN. THADDEUS",Hero,167110,na,5836,17026530,0.009814683
"ROSSI, COL. MICHAEL",Hero,141834,na,3925,7700850,0.018417967
"ROSSIN, DR.",Hero,77770,na,1498,1121253,0.069359904
"ROTH, ARNIE",Hero,142489,na,4057,8227596,0.017318424
"ROTH, DR. GERALD",Hero,98493,na,2343,2743653,0.03589849
ROTWRAP,Villain,6455,na,273,37128,0.173858005
ROUGHHOUSE,Hero,132787,na,3634,6601161,0.020115704
ROULETTE/DUDE JENSEN,Villain,8506,na,297,43956,0.193511694
ROULETTE II/JENNY ST,Villain,132484,na,3470,6018715,0.022012008
"ROUSSEAU, ETIENNE",Hero,45484,na,1025,524800,0.086669207
ROUST,Hero,108143,na,2637,3475566,0.03111522
"ROWEN, CARL",Hero,75182,na,1517,1149886,0.065382134
"ROWEN, MIKE",Hero,75182,na,1517,1149886,0.065382134
"ROYCE, JENNIE",Hero,128526,na,3474,6032601,0.021305238
"ROYTON, RAYMOND",Hero,87835,na,1990,1979055,0.044382294
R'TEE,Hero,157362,na,4990,12447555,0.012642001
"RUBINO, STEVE HEADSE",Hero,110515,na,2734,3736011,0.029581016
RUBY,Hero,150602,na,4583,10499653,0.014343522
RUCKUS,Villain,107751,na,2419,2924571,0.036843352
"RUDOLFO, PRINCE",Hero,130948,na,3299,5440051,0.024071098
"RUIZ, DR. BERNARDO",Hero,56426,na,1141,650370,0.086759844
"RUIZ, RHYTHM",Hero,92176,na,1937,1875016,0.049160114
"RUIZ, RIGGER",Hero,155715,na,4836,11691030,0.013319186
RUMOR/,Hero,79302,na,1600,1279200,0.061993433
"RUNCITER, GAIL",Hero,132267,na,3567,6359961,0.020796826
RUNE,Hero,0,na,1,0,
RUNNER,Hero,134699,na,3494,6102271,0.022073585
RU,Hero,35775,na,688,236328,0.151378592
"RUSSELL, LISSA",Hero,111557,na,2775,3848925,0.028983937
RUSSIAN,Villain,83513,na,1963,1925703,0.043367539
"RYANS, JIM",Hero,21988,na,420,87990,0.249892033
"RYAN, THOMAS",Hero,109442,na,2412,2907666,0.037639124
"RYCHENKO, MAJ. VALEN",Hero,37515,na,809,326836,0.114782337
RYDER,Hero,102462,na,2246,2521135,0.040641219
"RYKER, GENERAL",Villain,76748,na,1623,1316253,0.058307939
"RYKER, HARLAN",Hero,64367,na,1332,886446,0.072612432
"RYKER, LUCY",Hero,76748,na,1623,1316253,0.058307939
"RYKER, MAJOR SIMON",Hero,65567,na,1286,826255,0.079354437
"RYKING, ALEXANDER",Hero,109557,na,2530,3199185,0.034245284
RY'LOR,Hero,38443,na,833,346528,0.110937644
RYNDA,Hero,47591,na,897,401856,0.118427994
"SABINI, JERRY THE WH",Hero,94950,na,2339,2734291,0.034725638
SABOTEUR/,Hero,94622,na,2039,2077741,0.045540806
SABRA/RUTH BAT-SERAP,Hero,168660,na,5980,17877210,0.009434358
SABRE/,Hero,61303,na,1193,711028,0.08621742
SABRETOOTH | MUTANT,Villain,41081,na,785,307720,0.133501235
SABRETOOTH/VICTOR CR,Villain,165340,na,5627,15828751,0.010445549
"SABUKI, DR. SAM",Hero,102238,na,2204,2427706,0.042113007
SABU,Hero,58545,na,1124,631126,0.092762776
SACK,Hero,108019,na,2510,3148795,0.034304869
SACRIFICER,Hero,61442,na,1199,718201,0.085549867
"SAGE, HENRY",Hero,79891,na,1808,1633528,0.048907028
SAGITTARIUS/HARLAN V,Villain,149451,na,4396,9660210,0.015470782
SAGITTARIUS II/,Villain,40944,na,730,266085,0.153875641
SAHREED,Hero,64574,na,1080,582660,0.110826211
SAI/,Hero,114024,na,2607,3396921,0.033566868
"SAINT, AMANDA",Hero,2726,na,148,10878,0.250597536
SAINT ANNA,Hero,73758,na,1424,1013176,0.072798803
SAINT ELMO,Hero,83087,na,1644,1350546,0.061521044
"SAINT, JOHNNY",Hero,101976,na,2239,2505441,0.040701817
SAJA,Hero,9817,na,170,14365,0.683397146
SAKAA,Hero,98283,na,2109,2222886,0.044214143
SALLA,Hero,31334,na,610,185745,0.168693639
SALOME,Villain,79040,na,1706,1454365,0.054346742
SALTZ/,Hero,112367,na,2680,3589860,0.031301221
SALVO,Hero,96745,na,2134,2275911,0.042508253
SAMA-D,Hero,44181,na,872,379756,0.116340492
SAMEDAR,Hero,116777,na,2723,3706003,0.031510228
SAMHAIN,Hero,98328,na,1972,1943406,0.050595707
SAMMAEL,Hero,24224,na,464,107416,0.225515752
SAMSON,Hero,55963,na,1230,755835,0.074041292
SAMUELS,Hero,42725,na,763,290703,0.146971307
SAMURAI STEEL/YOSHID,Hero,79299,na,1631,1329265,0.059656276
"SANADA, KONO",Hero,98171,na,2092,2187186,0.044884614
"SANCHEZ, DET. LOUISA",Hero,59606,na,1160,672220,0.088670376
SANCTION/AARON,Hero,19182,na,493,121278,0.158165537
SANCTITY/TANYA TRASK,Hero,82506,na,1702,1447551,0.056996956
"SANDERS, DET. NAPOLE",Hero,39341,na,868,376278,0.104553017
"SANDERS, MAC",Hero,92034,na,1783,1588653,0.057932097
"SANDHURST, VINCENT",Hero,137440,na,3685,6787770,0.020248182
SANDMAN DOPPELGANGER,Villain,116597,na,2916,4250070,0.027434136
SANDMAN/WILLIAM BAKE,Villain,165374,na,5795,16788115,0.009850659
"SANDOR, PROFESSOR IS",Hero,112816,na,2606,3394315,0.03323675
"SANDOVAL, DIEGO",Hero,91825,na,1869,1745646,0.052602303
"SANDOVAL, JULIANA",Hero,84430,na,1696,1437360,0.058739634
SANDSTORM/,Hero,9817,na,170,14365,0.683397146
SANDY,Hero,77823,na,1699,1442451,0.053951919
SANGRE/JULIA CONCEPC,Hero,31586,na,596,177310,0.178139981
SANGUINE,Hero,102658,na,2296,2634660,0.03896442
SANTA CLAUS/NICK ST.,Hero,66924,na,1180,695610,0.096209083
"SANTINI, DR. JOSE",Hero,137434,na,3662,6703291,0.020502467
"SANTOS, JOSE",Hero,17974,na,363,65703,0.273564373
"SANTOS, MARIO",Hero,17974,na,363,65703,0.273564373
"SAPIR, HERSCHEL",Hero,84686,na,1898,1800253,0.047041166
SAPPER,Hero,115321,na,2661,3539130,0.032584562
SAPPHIRAS,Hero,112278,na,2599,3376101,0.033256706
"SAPRISTI, JERRY",Hero,149597,na,4401,9682200,0.015450724
SARACEN,Hero,14125,na,488,118828,0.11886929
SARDAN,Hero,70997,na,1455,1057785,0.067118554
SARIEL,Hero,14125,na,488,118828,0.11886929
"SAROYAN, NEAL",Hero,125502,na,3056,4668040,0.026885374
SASQUATCH DOPPELGANG,Hero,162426,na,5396,14555710,0.01115892
SASQUATCH II,Hero,96526,na,2110,2224995,0.043382569
SASQUATCH | MUTANT X,Hero,41081,na,785,307720,0.133501235
SASQUATCH/WALTER LAN,Hero,169451,na,6080,18480160,0.009169347
SATANA,Villain,92094,na,2228,2480878,0.037121535
SATAN/MARDU KURIOS,Villain,131538,na,3558,6327903,0.020786981
SATANNISH,Villain,134347,na,3580,6406410,0.020970715
SATELLITE,Hero,85321,na,1936,1873080,0.045551178
SATHAN,Hero,95473,na,2236,2498730,0.03820861
SA'TNEEN,Hero,58010,na,1100,604450,0.095971544
"SATURNYNE, OPAL LUNA",Hero,142781,na,3965,7858630,0.018168688
SAT-YR-9,Villain,98594,na,2138,2284453,0.043158691
SAUL,Villain,89800,na,1959,1917861,0.046822997
"SAUNDERS, DABNEY",Hero,44273,na,1017,516636,0.085694764
"SAUNDERS, KRISTINE",Hero,101286,na,2492,3103786,0.032633049
SAURON/DR. KARL LYKO,Villain,156933,na,4910,12051595,0.013021762
SAVAGE STEEL/HARRY L,Hero,35846,na,871,378885,0.094609182
SAVAGE STEEL II/ARTH,Hero,102543,na,2233,2492028,0.041148414
"SAVANNAH, LOU-ANN",Hero,121828,na,3042,4625361,0.026339133
"SAWYER, GENERAL SAMU",Hero,113778,na,2666,3552445,0.032028082
"SAWYER, RYAN",Hero,80519,na,1827,1668051,0.048271306
"SAXON, STARR",Hero,149955,na,4525,10235550,0.01465041
SAYGE,Hero,113045,na,2618,3425653,0.032999548
SCALEFACE/,Villain,68289,na,1193,711028,0.096042631
SCALPHUNTER,Villain,122180,na,3109,4831386,0.025288809
SCANDIUM,Hero,127702,na,3080,4741660,0.026931918
"SCANLON, COMMANDER",Hero,88183,na,1973,1945378,0.045329494
SCANNER II,Villain,150090,na,4455,9921285,0.015128081
SCANNER II/RHANLA,Villain,10565,na,254,32131,0.328810183
SCANNER/SKERA,Villain,46136,na,927,429201,0.10749276
SCARBO,Hero,118862,na,2944,4332096,0.027437527
SCARECROW/EBENEZER L,Villain,156270,na,4944,12219096,0.012788998
SCARECROW II,Villain,99279,na,2306,2657665,0.037355724
"SCARFE, RAFAEL",Hero,157049,na,4999,12492501,0.012571462
SCARLET BEETLE,Hero,67588,na,1267,802011,0.084273158
SCARLET CENTURION,Hero,134720,na,3674,6747301,0.019966502
SCARLET SCARAB/DR. F,Hero,102238,na,2204,2427706,0.042113007
SCARLET WITCH DOPPEL,Hero,154885,na,4817,11599336,0.01335292
SCARLET WITCH/WANDA,Hero,171220,na,6334,20056611,0.008536836
"SCARLOTTI, MICHAEL J",Hero,77671,na,1579,1245831,0.062344732
"SCARLOTTI, MRS.",Hero,77671,na,1579,1245831,0.062344732
"SCARPETTI, ALPHONSE",Hero,79189,na,1797,1613706,0.049072756
SCAR THE STALKER/BRI,Hero,78709,na,1771,1567335,0.050218364
SCARUM/,Hero,75675,na,1504,1130256,0.066953858
SCATTERBRAIN,Hero,148956,na,4423,9779253,0.015231838
SCATTERSHOT/NATALIA,Hero,16727,na,357,63546,0.263226639
SCENE STEALER,Hero,84142,na,1694,1433971,0.058677616
"SCHEELE, STEPHANIE",Hero,15674,na,448,100128,0.156539629
SCHEMER/RICHARD FISK,Villain,146910,na,4329,9367956,0.015682183
"SCHOENFELD, ELAINE",Hero,96272,na,2119,2244021,0.042901559
"SCHOOLCRAFT, DR. DEN",Hero,81816,na,1727,1490401,0.054895293
"SCHUYLER, DR. REBECC",Hero,40487,na,884,390286,0.103736747
"SCHWINNER, DR. ERIC",Hero,83181,na,1955,1910035,0.043549464
"SCICLUNA, MICHELE",Hero,75221,na,1428,1018878,0.073827288
SCIMITAR,Villain,52161,na,1018,517653,0.100764412
SCINTILLA,Hero,99997,na,2105,2214460,0.045156381
SCOPE,Hero,49725,na,998,497503,0.099949146
SCORCHER/,Hero,138599,na,3689,6802516,0.020374667
SCORCH II,Villain,64519,na,1177,692076,0.093225311
SCORCH/TOMMY NG,Villain,21839,na,471,110685,0.197307675
SCORPIA,Hero,90683,na,2110,2224995,0.040756496
SCORPIO II,Villain,98176,na,2215,2452005,0.04003907
SCORPIO III/MIKEL FU,Villain,123471,na,3164,5003866,0.024675121
SCORPIO IV,Villain,40944,na,730,266085,0.153875641
SCORPIO/JAKE FURY,Villain,144185,na,4172,8700706,0.016571644
SCORPION/MACDONALD G,Villain,150581,na,4576,10467600,0.014385437
"SCOTT, JAKE",Hero,1990,na,110,5995,0.331943286
"SCOTT, PARIS",Hero,13143,na,452,101926,0.128946491
"SCOTT, PETER",Hero,86925,na,2072,2145556,0.040513974
SCOURGE,Hero,154147,na,4780,11421810,0.013495847
SCOURGE II/,Hero,120314,na,2837,4022866,0.029907534
SCRAMBLER,Villain,120816,na,3068,4704778,0.025679426
"SCRATCH, NICHOLAS",Hero,146729,na,4302,9251451,0.015860107
SCRATCH,Hero,87693,na,1799,1617301,0.054221818
SCREAMING MIMI/MELIS,Villain,164941,na,5742,16482411,0.010007092
SCREAM,Villain,117849,na,2781,3865590,0.030486679
SCRIBE,Hero,95721,na,2044,2087946,0.045844576
SCRIER II/,Hero,101713,na,2448,2995128,0.033959484
SCRIER II/S. CRIER,Hero,81218,na,1851,1712175,0.047435572
SCRIER JR.,Hero,79743,na,1794,1608321,0.04958152
SCRIER,Hero,95075,na,2281,2600340,0.036562526
"SCRIPPS, LAHOYA",Hero,59033,na,1050,550725,0.107191429
SCUZZ,Hero,18013,na,437,95266,0.189081099
SCYLLA,Hero,88737,na,1952,1904176,0.04660126
SCYTHE/,Hero,40263,na,756,285390,0.141080627
SEA LEOPARD,Hero,0,na,1,0,
SEA URCHIN/JEREMY SW,Hero,101190,na,2359,2781261,0.036382777
SEAWEED MAN,Hero,54479,na,1095,598965,0.090955231
SEA WITCH/BRIGIT O'H,Hero,1674,na,85,3570,0.468907563
"SEBASTIAN, MARISSA",Hero,53008,na,1116,622170,0.085198579
"SEBASTIAN, MRS.",Hero,44654,na,965,465130,0.096003268
SECOND/ALECTO,Hero,38369,na,832,345696,0.110990581
SEDNA,Hero,80826,na,1700,1444150,0.05596787
SEEKER III,Hero,39708,na,742,274911,0.144439473
SEEKER/TARM,Hero,46136,na,927,429201,0.10749276
SEER,Hero,16534,na,403,81003,0.204115897
SEERESS,Hero,20,na,9,36,0.555555556
SEESHA,Hero,109485,na,2516,3163870,0.034604772
SEETAH,Hero,48516,na,942,443211,0.109464792
"SEGAR, OWEN",Hero,19182,na,493,121278,0.158165537
SELENE,Hero,160514,na,5161,13315380,0.012054782
SELENE | MUTANT X-VE,Hero,41081,na,785,307720,0.133501235
SEMIJAN,Hero,92797,na,1937,1875016,0.049491311
"SENNET, PAMELA",Hero,64124,na,1377,947376,0.067685903
"SENREICH, GUNTHER",Hero,90785,na,2183,2381653,0.038118483
SENSATIONAL HYDRA/A,Hero,133822,na,3575,6388525,0.020947245
SENSO,Hero,114493,na,2591,3355345,0.034122572
SENTINELS,Villain,164150,na,5498,15111253,0.010862766
SENTRY 459,Hero,134873,na,3539,6260491,0.021543518
SENTRY 571,Hero,82611,na,1691,1428895,0.057814605
SENTRY II/BOB REYNOL,Hero,125863,na,3181,5057790,0.024884979
SENTRY III,Hero,106362,na,2198,2414503,0.044051302
SENTRY IV/VAL,Hero,10565,na,254,32131,0.328810183
SENYAKA,Hero,134983,na,3512,6165316,0.02189393
"SENYAKA, TIA",Hero,59960,na,1225,749700,0.079978658
SERAPH,Hero,105374,na,2412,2907666,0.036240063
SERESTUS,Hero,128246,na,3222,5189031,0.024714826
SERGEI,Hero,157593,na,5006,12527515,0.012579749
SERPENTYNE,Hero,10565,na,254,32131,0.328810183
SERSI | MUTANT X-VER,Hero,41081,na,785,307720,0.133501235
SERSI/SYLVIA,Hero,167802,na,5953,17716128,0.009471708
SERVITOR,Hero,61366,na,1094,597871,0.102640871
SET,Villain,153926,na,4780,11421810,0.013476498
SETH,Villain,119392,na,2892,4180386,0.028560042
SETH III,Villain,84257,na,1641,1345620,0.062615746
SETH II,Villain,149752,na,4507,10154271,0.014747686
"SEVERIN, MARIE",Hero,61702,na,1203,723003,0.085341278
"SEVILLE, STACY",Hero,11137,na,319,50721,0.219573747
"SEWARD, ANNE",Hero,5644,na,176,15400,0.366493506
"SEWARD, DR. CHARLES",Hero,5644,na,176,15400,0.366493506
"SEWARD, ELISABETH",Hero,5644,na,176,15400,0.366493506
"SEWARD, JANE",Hero,5644,na,176,15400,0.366493506
"SHAARA, MRS.",Hero,93784,na,1950,1900275,0.049352857
"SHAARA, MR.",Hero,93784,na,1950,1900275,0.049352857
"SHAARA, SANJIT",Hero,93784,na,1950,1900275,0.049352857
SHAARA,Hero,38280,na,724,261726,0.146259829
SHADES,Villain,39400,na,787,309291,0.127388123
SHADOWCASTER/,Hero,48456,na,1086,589155,0.082246607
SHADOWCAT 2013,Hero,110136,na,2537,3216916,0.034236517
SHADOWCAT/KATHERINE,Hero,169974,na,6148,18895878,0.008995295
SHADOWCAT | MUTANT X,Hero,48341,na,908,411778,0.117395781
SHADOW-HAND/LI CHUN,Hero,2406,na,128,8128,0.29601378
SHADOW KING/AMAHL FA,Villain,144521,na,4261,9075930,0.015923547
SHADOW KING | MUTANT,Villain,41081,na,785,307720,0.133501235
SHADOWKNIGHT/RANDALL,Villain,86798,na,2071,2143485,0.040493869
SHADOWOMAN/JILLIAN W,Hero,32007,na,603,181503,0.176344193
SHADOW QUEEN/SHIALMA,Hero,55849,na,1100,604450,0.092396393
"SHAITAN, AL",Hero,58893,na,1200,719400,0.081864053
SHAKATI,Hero,102097,na,2159,2329561,0.043826712
SHAKTI,Hero,129977,na,3294,5423571,0.023965207
SHALAK,Hero,104901,na,2302,2648451,0.039608435
SHALLA BAL II,Hero,136149,na,3786,7165005,0.019001941
SHALLA BAL,Hero,71942,na,1495,1116765,0.064419999
SHAMAN II,Hero,123484,na,3079,4738581,0.026059278
SHAMAN III,Hero,43890,na,951,451725,0.097160883
SHAMAN/MICHAEL TWOYO,Hero,169499,na,6084,18504486,0.009159887
SHAMAN | MUTANT X-VE,Hero,41081,na,785,307720,0.133501235
SHAMROCK/MOLLY FITZG,Hero,165262,na,5726,16390675,0.010082684
"SHANE, BRIDGIT",Hero,65276,na,1203,723003,0.090284549
SHANGA,Hero,63646,na,1194,712221,0.089362712
SHANG-CHI,Hero,162056,na,5466,14935845,0.010850139
SHANNA/SHANNA O'HARA,Hero,168665,na,5983,17895153,0.009425178
SHANZAR,Hero,112941,na,2824,3986076,0.02833388
"SHAPANDER, KARIMA",Hero,93784,na,1950,1900275,0.049352857
SHAPE,Hero,134721,na,3623,6561253,0.020532816
SHAPER OF WORLDS,Hero,120773,na,3073,4720128,0.025586806
SHARD,Hero,115865,na,2724,3708726,0.031241186
SHARK/,Hero,107735,na,2423,2934253,0.03671633
SHARKSKIN,Hero,0,na,1,0,
"SHARPE, ROSALINDE",Hero,150526,na,4577,10472176,0.014373899
"SHARP, TRINA",Hero,96357,na,2012,2023066,0.047629193
SHARYD/CONAL,Hero,31288,na,637,202566,0.1544583
SHA SHAN,Hero,142307,na,4023,8090253,0.017589932
SHATTERAX,Villain,124305,na,3090,4772505,0.02604607
SHATTERFIST/,Hero,129246,na,3126,4884375,0.026461113
SHATTERSTAR II/GAVEE,Hero,156690,na,4865,11831680,0.013243259
"SHAUNEGHANN, MICHAEL",Hero,94456,na,2058,2116653,0.04462517
"SHAW, ESAU",Hero,17741,na,488,118828,0.149299828
"SHAW, HIRAM",Hero,6779,na,285,40470,0.167506795
"SHAW, JACOB",Hero,17741,na,488,118828,0.149299828
"SHAW, MILDRED",Hero,57183,na,1078,580503,0.098505951
"SHAW, OBADIAH",Hero,6779,na,285,40470,0.167506795
"SHAW, SAMARRA",Hero,16534,na,403,81003,0.204115897
"SHAW, SARAH",Hero,6779,na,285,40470,0.167506795
"SHAW, SHINOBI",Villain,146542,na,4254,9046131,0.016199412
SHAZANA,Hero,95674,na,2013,2025078,0.0472446
SHE-CAT,Hero,95614,na,1957,1913946,0.049956477
"SHEFFIELD, LEAH",Hero,129585,na,3251,5282875,0.024529257
SHE-HULK DOPPELGANGE,Hero,161252,na,5287,13973541,0.011539809
SHE-HULK/JENNIFER WA,Hero,170985,na,6310,19904895,0.008590098
"SHELDON, PHIL",Hero,155415,na,4906,12031965,0.012916843
SHELL/,Hero,13400,na,431,92665,0.144606917
SHELLSHOCK/,Hero,155531,na,4905,12027060,0.012931756
"SHEPPARD, JOAN ACE",Hero,87334,na,1846,1702935,0.0512844
"SHERIDAN, FLORENCE",Hero,99036,na,2294,2630071,0.037655257
"SHERIDAN, LEAH",Hero,83528,na,1679,1408681,0.059295185
"SHERIDAN, RICHARD RI",Hero,139695,na,4026,8102325,0.017241347
"SHERIDAN, WILLIAM",Hero,99036,na,2294,2630071,0.037655257
"SHERMAN, GEN.",Hero,95294,na,1969,1937496,0.049184102
SHE-WOLF/PAULETTE BR,Hero,97829,na,2043,2085903,0.046900072
"SHIFFMAN, MAXIE",Hero,151049,na,4581,10490490,0.01439866
SHIGARU,Hero,117121,na,2797,3910206,0.029952642
SHINAR,Hero,91967,na,1988,1975078,0.046563731
SHIN,Hero,82719,na,1634,1334161,0.062000763
"SHINCHUKO, LOTUS",Hero,117090,na,3072,4717056,0.024822686
"SHINSKI, PROFESSOR W",Hero,150812,na,4507,10154271,0.014852076
SHIP,Hero,161148,na,5288,13978828,0.011528005
"SHIPPINSKY, MALIK",Hero,31288,na,637,202566,0.1544583
"SHIRE, DR. RANDALL",Hero,92797,na,1937,1875016,0.049491311
SHIVA,Hero,99269,na,2277,2591226,0.038309665
SHIVER MAN,Hero,112164,na,2713,3678828,0.030489058
SHOCKER/HERMAN SCHUL,Villain,153786,na,4699,11037951,0.013932477
SHOCKWAVE/LANCASTER,Villain,149164,na,4307,9272971,0.016085891
SHOCKWAVE ROBOT,Villain,38520,na,733,268278,0.143582403
SHOC/NEIL AIKEN,Hero,87284,na,2035,2069595,0.042174435
"SHOOTER, JIM",Hero,148374,na,4399,9673401,0.015338349
SHOOTING STAR,Hero,160644,na,5363,14378203,0.011172745
"SHORR, JACQUELINE",Hero,136441,na,3595,6460215,0.021120195
SHORT CIRCUIT/HENRY,Hero,65013,na,1286,826255,0.078683941
SHOT/,Hero,13400,na,431,92665,0.144606917
SHOTGUN III/,Villain,87420,na,2093,2189278,0.039930973
SHOTGUN II/WALKER,Villain,27159,na,765,292230,0.09293707
SHOTGUN/ZEKE SALLING,Villain,89267,na,1936,1873080,0.047657868
SHREEVE,Hero,40773,na,805,323610,0.125994252
SHREW/MARILYN MAYCRO,Hero,89731,na,1768,1562028,0.057445193
SHRIEK/SANDRA DEEL/F,Villain,85210,na,1971,1941435,0.043890215
SHRILL/,Hero,89259,na,1886,1777555,0.05021448
SHRINE,Hero,59590,na,1077,579426,0.102843159
SHROUD/MAXIMILLIAN Q,Hero,164815,na,5651,15964075,0.010324118
SHULK,Hero,8480,na,242,29161,0.290799355
SHUMA-GORATH,Villain,56024,na,1102,606651,0.092349638
SHYM'R,Hero,4869,na,184,16836,0.289201711
SIBERCAT/,Hero,117002,na,2752,3785376,0.030908951
SIBERION,Hero,16727,na,357,63546,0.263226639
SICKLE,Hero,95152,na,2003,2005003,0.047457286
SICKLE II/,Hero,29649,na,598,178503,0.166098049
SIDEWINDER/SETH VOEL,Villain,153144,na,4641,10767120,0.014223302
SIEGE/JOHN KELLY,Hero,87014,na,1946,1892485,0.0459787
"SIEGEL, DR. AVRAM",Hero,24303,na,474,112101,0.216795568
SIF,Hero,163419,na,5624,15811876,0.010335206
SIFFROR,Hero,62577,na,1221,744810,0.0840174
SIGMAR,Hero,39694,na,732,267546,0.148363272
SIGN/,Hero,46317,na,905,409060,0.113227888
SIGYN,Hero,95938,na,2044,2087946,0.045948506
SIINGARD,Hero,68186,na,1331,885115,0.077036317
SIKORSKY,Hero,155834,na,4745,11255140,0.013845585
"SIKORSKY, RAYMOND",Hero,159810,na,5299,14037051,0.01138487
SILENCE/,Hero,14125,na,488,118828,0.11886929
SILENCER,Hero,79189,na,1797,1613706,0.049072756
SILENT ONE,Hero,90383,na,1755,1539135,0.058723244
SILHOUETTE,Hero,167465,na,5839,17044041,0.009825428
SILICON/GERALD SIMMS,Hero,25962,na,616,189420,0.1370605
"SILVANI, VITTORIO",Hero,138265,na,3615,6532305,0.021166342
SILVER,Hero,136510,na,3741,6995670,0.019513499
SILVERCLAW/LA GARRA,Hero,158301,na,5095,12976965,0.012198615
"SILVERCLOUD, SAM",Hero,20502,na,468,109278,0.187613243
SILVER DAGGER/ISAIAH,Hero,111823,na,2848,4054128,0.027582504
SILVER FOX/BAYAN,Hero,55849,na,1100,604450,0.092396393
SILVER FOX II/ZORA D,Hero,104243,na,2429,2948806,0.035350918
SILVER II,Hero,114714,na,2908,4226778,0.027139821
SILVERMANE/SILVIO MA,Hero,153953,na,4799,11512801,0.013372332
