hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
SARDAN,Hero,80991,760,1455,1105800,0.073241997
SARIEL,Hero,15947,300,488,146400,0.108927596
"SAROYAN, NEAL",Hero,158370,2718,3056,8306208,0.019066462
SASQUATCH DOPPELGANG,Hero,240090,8591,5396,46357036,0.005179149
SASQUATCH II,Hero,118403,1705,2110,3597550,0.032912121
SASQUATCH | MUTANT X,Hero,45776,261,785,204885,0.223422896
SASQUATCH/WALTER LAN,Hero,260230,10920,6080,66393600,0.003919504
SAT-YR-9,Villain,117992,1649,2138,3525562,0.033467572
SATAN/MARDU KURIOS,Villain,171742,4275,3558,15210450,0.011291053
SATANA,Villain,113367,2318,2228,5164504,0.021951188
SATANNISH,Villain,176393,4127,3580,14774660,0.011938887
SATELLITE,Hero,101947,1708,1936,3306688,0.030830547
SATHAN,Hero,112392,1724,2236,3854864,0.029155892
"SATURNYNE, OPAL LUNA",Hero,195781,5102,3965,20229430,0.009678028
SAUL,Villain,106861,1202,1959,2354718,0.045381655
"SAUNDERS, DABNEY",Hero,52359,564,1017,573588,0.09128329
"SAUNDERS, KRISTINE",Hero,122846,2300,2492,5731600,0.021433108
SAURON/DR. KARL LYKO,Villain,223734,6773,4910,33255430,0.006727743
SAVAGE STEEL II/ARTH,Hero,123623,1746,2233,3898818,0.031707815
SAVAGE STEEL/HARRY L,Hero,39939,462,871,402402,0.099251495
"SAVANNAH, LOU-ANN",Hero,157180,3488,3042,10610496,0.014813634
"SAWYER, GENERAL SAMU",Hero,140235,2404,2666,6409064,0.02188073
"SAWYER, RYAN",Hero,96386,1633,1827,2983491,0.032306449
"SAXON, STARR",Hero,209270,6451,4525,29190775,0.007169046
SAYGE,Hero,136481,2127,2618,5568486,0.024509535
SCALEFACE/,Villain,75658,484,1193,577412,0.13102949
SCALPHUNTER,Villain,155829,2825,3109,8782925,0.017742267
SCANDIUM,Hero,162158,2776,3080,8550080,0.01896567
"SCANLON, COMMANDER",Hero,105543,1739,1973,3431047,0.030761164
SCANNER II,Villain,209363,5978,4455,26631990,0.007861335
SCANNER II/RHANLA,Villain,11392,92,254,23368,0.487504279
SCANNER/SKERA,Villain,51563,490,927,454230,0.113517381
SCAR THE STALKER/BRI,Hero,94181,1598,1771,2830058,0.033278823
SCARBO,Hero,149801,2901,2944,8540544,0.017539983
SCARECROW II,Villain,120041,2193,2306,5057058,0.023737319
SCARECROW/EBENEZER L,Villain,227303,7670,4944,37920480,0.005994202
"SCARFE, RAFAEL",Hero,230187,8072,4999,40351928,0.005704486
SCARLET BEETLE,Hero,76929,655,1267,829885,0.092698386
SCARLET CENTURION,Hero,183321,5181,3674,19034994,0.009630736
SCARLET SCARAB/DR. F,Hero,123625,1762,2204,3883448,0.031833824
SCARLET WITCH DOPPEL,Hero,220123,6972,4817,33584124,0.006554377
SCARLET WITCH/WANDA,Hero,265837,12013,6334,76090342,0.003493702
"SCARLOTTI, MICHAEL J",Hero,90906,1157,1579,1826903,0.049759621
"SCARLOTTI, MRS.",Hero,90906,1157,1579,1826903,0.049759621
"SCARPETTI, ALPHONSE",Hero,94757,1624,1797,2918328,0.03246962
SCARUM/,Hero,87706,833,1504,1252832,0.070006194
SCATTERBRAIN,Hero,210365,6341,4423,28046243,0.007500648
SCATTERSHOT/NATALIA,Hero,18126,67,357,23919,0.757807601
SCENE STEALER,Hero,98870,1261,1694,2136134,0.04628455
"SCHEELE, STEPHANIE",Hero,17370,250,448,112000,0.155089286
SCHEMER/RICHARD FISK,Villain,202352,5855,4329,25346295,0.007983494
"SCHOENFELD, ELAINE",Hero,118517,2101,2119,4452019,0.026620956
"SCHOOLCRAFT, DR. DEN",Hero,95220,1002,1727,1730454,0.055026022
"SCHUYLER, DR. REBECC",Hero,46537,421,884,372164,0.125044335
"SCHWINNER, DR. ERIC",Hero,99985,1758,1955,3436890,0.029091708
"SCICLUNA, MICHELE",Hero,88826,1015,1428,1449420,0.061283824
SCIMITAR,Villain,57603,543,1018,552774,0.104207144
SCINTILLA,Hero,119386,1517,2105,3193285,0.037386578
SCOPE,Hero,55416,619,998,617762,0.089704449
SCORCH II,Villain,74832,602,1177,708554,0.105612275
SCORCH/TOMMY NG,Villain,23621,101,471,47571,0.496542011
SCORCHER/,Hero,182597,3956,3689,14593684,0.012512057
SCORPIA,Hero,108914,1843,2110,3888730,0.028007601
SCORPIO II,Villain,119669,1932,2215,4279380,0.027964098
SCORPIO III/MIKEL FU,Villain,156144,3201,3164,10127964,0.015417116
SCORPIO IV,Villain,45379,275,730,200750,0.226047323
SCORPIO/JAKE FURY,Villain,199294,6008,4172,25065376,0.007950968
SCORPION/MACDONALD G,Villain,213882,6923,4576,31679648,0.006751401
"SCOTT, JAKE",Hero,2229,15,110,1650,1.350909091
"SCOTT, PARIS",Hero,15278,218,452,98536,0.155049931
"SCOTT, PETER",Hero,101022,1537,2072,3184664,0.0317214
SCOURGE,Hero,221904,7430,4780,35515400,0.006248106
SCOURGE II/,Hero,147543,2297,2837,6516589,0.022641139
SCRAMBLER,Villain,154021,2783,3068,8538244,0.018038955
SCRATCH,Hero,106235,1420,1799,2554580,0.041586092
"SCRATCH, NICHOLAS",Hero,204594,6008,4302,25846416,0.007915759
SCREAM,Villain,144702,2250,2781,6257250,0.023125494
SCREAMING MIMI/MELIS,Villain,251388,10137,5742,58206654,0.004318888
SCRIBE,Hero,116750,1634,2044,3339896,0.034956178
SCRIER,Hero,116700,2266,2281,5168746,0.02257801
SCRIER II/,Hero,123394,2271,2448,5559408,0.022195529
SCRIER II/S. CRIER,Hero,97300,1662,1851,3076362,0.031628267
SCRIER JR.,Hero,95241,1591,1794,2854254,0.033368088
"SCRIPPS, LAHOYA",Hero,66182,397,1050,416850,0.158766943
SCUZZ,Hero,19478,210,437,91770,0.212248011
SCYLLA,Hero,105202,1537,1952,3000224,0.035064715
SCYTHE/,Hero,43394,201,756,151956,0.285569507
SEA LEOPARD,Hero,2,2,1,2,1
SEA URCHIN/JEREMY SW,Hero,122278,2147,2359,5064773,0.024142839
SEA WITCH/BRIGIT O'H,Hero,1922,18,85,1530,1.25620915
SEAWEED MAN,Hero,61392,615,1095,673425,0.091163827
"SEBASTIAN, MARISSA",Hero,61102,641,1116,715356,0.085414814
"SEBASTIAN, MRS.",Hero,51696,556,965,536540,0.096350691
SECOND/ALECTO,Hero,43544,378,832,314496,0.138456451
SEDNA,Hero,98367,1475,1700,2507500,0.039229113
SEEKER III,Hero,44059,341,742,253022,0.174131103
SEEKER/TARM,Hero,51563,490,927,454230,0.113517381
SEER,Hero,18699,152,403,61256,0.305259893
SEERESS,Hero,34,3,9,27,1.259259259
SEESHA,Hero,135686,2125,2516,5346500,0.025378472
SEETAH,Hero,54713,540,942,508680,0.10755878
"SEGAR, OWEN",Hero,21680,250,493,123250,0.175902637
SELENE,Hero,233017,7625,5161,39352625,0.005921257
SELENE | MUTANT X-VE,Hero,45776,261,785,204885,0.223422896
SEMIJAN,Hero,109134,1118,1937,2165566,0.050395139
"SENNET, PAMELA",Hero,72671,946,1377,1302642,0.055787392
"SENREICH, GUNTHER",Hero,110996,2177,2183,4752391,0.023355822
SENSATIONAL HYDRA/A,Hero,179153,4642,3575,16595150,0.010795504
SENSO,Hero,142771,2417,2591,6262447,0.022797957
SENTINELS,Villain,245058,9003,5498,49498494,0.004950817
SENTRY 459,Hero,177146,4105,3539,14527595,0.01219376
SENTRY 571,Hero,97096,1278,1691,2161098,0.044929013
SENTRY II/BOB REYNOL,Hero,164638,3833,3181,12192773,0.013502917
SENTRY III,Hero,126177,1373,2198,3017854,0.041810174
SENTRY IV/VAL,Hero,11392,92,254,23368,0.487504279
SENYAKA,Hero,178713,3988,3512,14005856,0.012759877
"SENYAKA, TIA",Hero,67560,798,1225,977550,0.069111554
SERAPH,Hero,129873,1963,2412,4734756,0.027429713
SERESTUS,Hero,168381,3855,3222,12420810,0.013556362
SERGEI,Hero,230329,8096,5006,40528576,0.005683126
SERPENTYNE,Hero,11392,92,254,23368,0.487504279
SERSI | MUTANT X-VER,Hero,45776,261,785,204885,0.223422896
SERSI/SYLVIA,Hero,257801,10927,5953,65048431,0.003963216
SERVITOR,Hero,68908,543,1094,594042,0.115998532
SET,Villain,223198,7479,4780,35749620,0.006243367
SETH,Villain,151038,3031,2892,8765652,0.017230664
SETH II,Villain,212839,6800,4507,30647600,0.00694472
SETH III,Villain,100641,1104,1641,1811664,0.055551692
"SEVERIN, MARIE",Hero,69724,658,1203,791574,0.088082731
"SEVILLE, STACY",Hero,12080,100,319,31900,0.378683386
"SEWARD, ANNE",Hero,6295,159,176,27984,0.224949971
"SEWARD, DR. CHARLES",Hero,6295,159,176,27984,0.224949971
"SEWARD, ELISABETH",Hero,6295,159,176,27984,0.224949971
"SEWARD, JANE",Hero,6295,159,176,27984,0.224949971
SHA SHAN,Hero,189026,4943,4023,19885689,0.00950563
SHAARA,Hero,42341,337,724,243988,0.173537223
"SHAARA, MR.",Hero,114583,1439,1950,2806050,0.040834269
"SHAARA, MRS.",Hero,114583,1439,1950,2806050,0.040834269
"SHAARA, SANJIT",Hero,114583,1439,1950,2806050,0.040834269
SHADES,Villain,43158,381,787,299847,0.143933406
SHADOW KING | MUTANT,Villain,45776,261,785,204885,0.223422896
SHADOW KING/AMAHL FA,Villain,197023,5303,4261,22596083,0.008719343
SHADOW QUEEN/SHIALMA,Hero,62326,653,1100,718300,0.08676876
SHADOW-HAND/LI CHUN,Hero,3322,175,128,22400,0.148303571
SHADOWCASTER/,Hero,55625,698,1086,758028,0.073381194
SHADOWCAT 2013,Hero,136208,2224,2537,5642288,0.024140561
SHADOWCAT | MUTANT X,Hero,54181,340,908,308720,0.175502073
SHADOWCAT/KATHERINE,Hero,262226,11411,6148,70154828,0.003737818
SHADOWKNIGHT/RANDALL,Villain,104701,1992,2071,4125432,0.025379403
SHADOWOMAN/JILLIAN W,Hero,34889,210,603,126630,0.275519229
"SHAITAN, AL",Hero,66673,806,1200,967200,0.068934036
SHAKATI,Hero,122831,1632,2159,3523488,0.034860627
SHAKTI,Hero,169948,3873,3294,12757662,0.01332125
SHALAK,Hero,127089,1836,2302,4226472,0.03006976
SHALLA BAL,Hero,82305,1030,1495,1539850,0.053450011
SHALLA BAL II,Hero,180944,4607,3786,17442102,0.010373979
SHAMAN II,Hero,159150,3472,3079,10690288,0.014887344
SHAMAN III,Hero,48350,471,951,447921,0.107943142
SHAMAN | MUTANT X-VE,Hero,45776,261,785,204885,0.223422896
SHAMAN/MICHAEL TWOYO,Hero,260499,10967,6084,66723228,0.003904173
SHAMROCK/MOLLY FITZG,Hero,251289,10256,5726,58725856,0.004279018
"SHANE, BRIDGIT",Hero,76197,725,1203,872175,0.087364348
SHANG-CHI,Hero,244438,9574,5466,52331484,0.004670955
SHANGA,Hero,71276,464,1194,554016,0.128653324
SHANNA/SHANNA O'HARA,Hero,257809,10725,5983,64167675,0.004017739
SHANZAR,Hero,142030,3098,2824,8748752,0.016234315
"SHAPANDER, KARIMA",Hero,114583,1439,1950,2806050,0.040834269
SHAPE,Hero,178306,4375,3623,15850625,0.011249146
SHAPER OF WORLDS,Hero,155408,3477,3073,10684821,0.014544745
SHARD,Hero,143424,2105,2724,5734020,0.025012818
SHARK/,Hero,132465,2166,2423,5248218,0.025239996
SHARKSKIN,Hero,1,1,1,1,1
"SHARP, TRINA",Hero,113598,1645,2012,3309740,0.034322333
"SHARPE, ROSALINDE",Hero,211371,6555,4577,30002235,0.007045175
SHARYD/CONAL,Hero,33865,223,637,142051,0.238400293
SHATTERAX,Villain,159722,3276,3090,10122840,0.015778378
SHATTERFIST/,Hero,163944,2735,3126,8549610,0.019175612
SHATTERSTAR II/GAVEE,Hero,220321,6370,4865,30990050,0.007109411
"SHAUNEGHANN, MICHAEL",Hero,109471,1318,2058,2712444,0.040358806
"SHAW, ESAU",Hero,19368,127,488,61976,0.312508068
"SHAW, HIRAM",Hero,7765,111,285,31635,0.245455982
"SHAW, JACOB",Hero,19368,127,488,61976,0.312508068
"SHAW, MILDRED",Hero,65629,835,1078,900130,0.07291058
"SHAW, OBADIAH",Hero,7765,111,285,31635,0.245455982
"SHAW, SAMARRA",Hero,18699,152,403,61256,0.305259893
"SHAW, SARAH",Hero,7765,111,285,31635,0.245455982
"SHAW, SHINOBI",Villain,199635,5091,4254,21657114,0.009217987
SHAZANA,Hero,113585,1454,2013,2926902,0.038807244
SHE-CAT,Hero,111599,1247,1957,2440379,0.045730192
SHE-HULK DOPPELGANGE,Hero,236711,8209,5287,43400983,0.005454047
SHE-HULK/JENNIFER WA,Hero,265849,12068,6310,76149080,0.003491165
SHE-WOLF/PAULETTE BR,Hero,116418,1414,2043,2888802,0.040299751
"SHEFFIELD, LEAH",Hero,166868,3327,3251,10816077,0.015427775
"SHELDON, PHIL",Hero,225738,7692,4906,37736952,0.005981882
SHELL/,Hero,15917,230,431,99130,0.160566932
SHELLSHOCK/,Hero,228971,8051,4905,39490155,0.005798179
"SHEPPARD, JOAN ACE",Hero,103919,1451,1846,2678546,0.038796795
"SHERIDAN, FLORENCE",Hero,119992,2001,2294,4590294,0.026140374
"SHERIDAN, LEAH",Hero,97374,1148,1679,1927492,0.050518498
"SHERIDAN, RICHARD RI",Hero,190660,5292,4026,21305592,0.008948824
"SHERIDAN, WILLIAM",Hero,119992,2001,2294,4590294,0.026140374
"SHERMAN, GEN.",Hero,114175,1292,1969,2543948,0.044881027
"SHIFFMAN, MAXIE",Hero,216699,7042,4581,32259402,0.00671739
SHIGARU,Hero,146995,2742,2797,7669374,0.019166493
SHIN,Hero,96491,930,1634,1519620,0.063496795
SHINAR,Hero,111532,1494,1988,2970072,0.037551952
"SHINCHUKO, LOTUS",Hero,152689,4053,3072,12450816,0.012263373
"SHINSKI, PROFESSOR W",Hero,210734,6311,4507,28443677,0.007408817
SHIP,Hero,235173,8040,5288,42515520,0.005531462
"SHIPPINSKY, MALIK",Hero,33865,223,637,142051,0.238400293
"SHIRE, DR. RANDALL",Hero,109134,1118,1937,2165566,0.050395139
SHIVA,Hero,121335,1824,2277,4153248,0.029214485
SHIVER MAN,Hero,138718,2435,2713,6606155,0.020998296
SHOC/NEIL AIKEN,Hero,104709,1833,2035,3730155,0.028070951
SHOCKER/HERMAN SCHUL,Villain,218760,6824,4699,32065976,0.006822184
SHOCKWAVE ROBOT,Villain,42869,442,733,323986,0.132317446
SHOCKWAVE/LANCASTER,Villain,205346,5598,4307,24110586,0.00851684
"SHOOTER, JIM",Hero,205809,5764,4399,25355836,0.00811683
SHOOTING STAR,Hero,241172,9308,5363,49918804,0.004831286
"SHORR, JACQUELINE",Hero,179086,4104,3595,14753880,0.012138231
SHORT CIRCUIT/HENRY,Hero,74045,701,1286,901486,0.082136606
SHOT/,Hero,15917,230,431,99130,0.160566932
SHOTGUN II/WALKER,Villain,30927,510,765,390150,0.079269512
SHOTGUN III/,Villain,105216,1964,2093,4110652,0.02559594
SHOTGUN/ZEKE SALLING,Villain,108129,1473,1936,2851728,0.03791701
SHREEVE,Hero,44505,362,805,291410,0.152722968
SHREW/MARILYN MAYCRO,Hero,105009,957,1768,1691976,0.062062937
SHRIEK/SANDRA DEEL/F,Villain,102245,1778,1971,3504438,0.029175862
SHRILL/,Hero,107550,1544,1886,2911984,0.036933582
SHRINE,Hero,68789,599,1077,645123,0.106629278
SHROUD/MAXIMILLIAN Q,Hero,249385,10041,5651,56741691,0.004395093
SHULK,Hero,9108,68,242,16456,0.553475936
SHUMA-GORATH,Villain,62513,659,1102,726218,0.086080213
SHYM'R,Hero,5338,51,184,9384,0.56884058
SIBERCAT/,Hero,145951,2641,2752,7268032,0.020081227
SIBERION,Hero,18126,67,357,23919,0.757807601
SICKLE,Hero,114205,1570,2003,3144710,0.036316544
SICKLE II/,Hero,33404,246,598,147108,0.227071267
SIDEWINDER/SETH VOEL,Villain,215188,6437,4641,29874117,0.007203159
SIEGE/JOHN KELLY,Hero,100271,1305,1946,2539530,0.039484078
"SIEGEL, DR. AVRAM",Hero,27020,247,474,117078,0.230786313
SIF,Hero,248527,10118,5624,56903632,0.004367507
SIFFROR,Hero,72098,712,1221,869352,0.082933035
SIGMAR,Hero,43265,205,732,150060,0.288318006
SIGN/,Hero,51236,344,905,311320,0.164576641
SIGYN,Hero,116049,1683,2044,3440052,0.033734664
SIINGARD,Hero,80119,1126,1331,1498706,0.053458784
SIKORSKY,Hero,220124,6362,4745,30187690,0.007291846
"SIKORSKY, RAYMOND",Hero,238642,9053,5299,47971847,0.004974626
SILENCE/,Hero,15944,302,488,147376,0.108185865
SILENCER,Hero,94757,1624,1797,2918328,0.03246962
SILENT ONE,Hero,108739,1374,1755,2411370,0.045094283
SILHOUETTE,Hero,252334,9780,5839,57105420,0.00441874
SILICON/GERALD SIMMS,Hero,28804,327,616,201432,0.142996148
"SILVANI, VITTORIO",Hero,181075,3836,3615,13867140,0.013057848
SILVER,Hero,179234,4163,3741,15573783,0.0115087
SILVER DAGGER/ISAIAH,Hero,140897,3107,2848,8848736,0.015922839
SILVER FOX II/ZORA D,Hero,127436,1941,2429,4714689,0.027029567
SILVER FOX/BAYAN,Hero,62326,653,1100,718300,0.08676876
SILVER II,Hero,142782,2881,2908,8377948,0.017042598
SILVER SABLE,Villain,231962,8495,5136,43630320,0.005316532
SILVER SAMURAI/KENYU,Villain,239510,7972,5321,42419012,0.005646289
SILVER SCORPION/ELIS,Villain,141977,2245,2743,6158035,0.023055569
SILVER SURFER DOPPEL,Hero,213197,6181,4615,28525315,0.007473958
SILVER SURFER IMPOST,Hero,235303,8871,5163,45800973,0.005137511
SILVER SURFER | MUTA,Hero,45776,261,785,204885,0.223422896
SILVER SURFER/NORRIN,Hero,262870,11417,6197,70751149,0.003715417
SILVERCLAW/LA GARRA,Hero,233246,8320,5095,42390400,0.005502331
"SILVERCLOUD, SAM",Hero,22463,253,468,118404,0.189714874
SILVERMANE/SILVIO MA,Hero,219958,7153,4799,34327247,0.00640768
SIMBUS,Hero,92870,1122,1527,1713294,0.054205525
"SIMMONS, ARCHIE",Hero,25741,188,450,84600,0.304267139
"SIMMONS, RANDALL",Hero,47097,276,908,250608,0.187930952
"SIMON, ALEX FLORES",Hero,235234,7958,5222,41556676,0.005660559
"SIMON, FELIX",Hero,107431,946,1801,1703746,0.063055761
"SIMONSON, LOUISE",Hero,138766,2356,2572,6059632,0.02290007
"SIMPSON, CRASH",Hero,31565,366,696,254736,0.1239126
"SIMS, EZEKIEL",Hero,93662,1583,1758,2782914,0.033656089
SIN-EATER/STAN CARTE,Villain,112972,2347,2232,5238504,0.021565699
"SINCLAIR, MORGAN",Hero,36590,549,864,474336,0.077139412
SINEW/,Hero,198564,5166,4057,20958462,0.009474168
SINGER,Hero,112691,1242,1944,2414448,0.046673608
"SINGER, MERLE",Hero,1070,21,67,1407,0.760483298
"SINGH, DR.",Hero,40397,385,794,305690,0.132150218
SINTARIIS,Hero,89081,849,1489,1264161,0.070466499
SIR,Hero,111091,2193,2172,4763196,0.023322786
SIR BENEDICT,Hero,88354,782,1368,1069776,0.082591122
SIROCCO,Hero,34838,126,578,72828,0.478359971
SIRYN/THERESA ROURKE,Hero,234358,7650,5230,40009500,0.005857559
SISTER AGONY,Hero,151915,2515,2884,7253260,0.020944375
SISTER CHLOE,Hero,48023,299,771,230529,0.208316524
SISTER DEATH,Hero,144564,2405,2729,6563245,0.022026299
SISTER DREAM,Hero,144564,2405,2729,6563245,0.022026299
SISTER KATRINA,Hero,33702,197,618,121746,0.276822236
SISTER MARIA,Hero,83575,751,1446,1085946,0.076960549
SISTER NIL,Hero,94507,1531,1736,2657816,0.035558142
SISTER PERPETUA,Hero,9412,88,259,22792,0.412951913
SISTER PLEASURE/SCAR,Hero,152135,2537,2896,7347152,0.020706663
SISTER SALVATION,Hero,128373,1895,2392,4532840,0.028320655
SISTER SOPHIA,Hero,41511,424,841,356584,0.116412963
SITTING BULLSEYE/,Villain,71315,488,1117,545096,0.130830166
"SITWELL, JASPER",Villain,237604,8798,5228,45995944,0.00516576
SKADI,Hero,74409,811,1313,1064843,0.069877907
SKAR,Hero,70690,616,1199,738584,0.09571017
SKARABROUS,Hero,72098,712,1221,869352,0.082933035
SKARLET,Hero,70519,614,1194,733116,0.09619078
SKETCH/,Hero,110209,1283,1885,2418455,0.045570002
SKEWER,Hero,111795,1510,1943,2933930,0.038104181
SKIDS/SALLY BLEVINS,Hero,218252,6498,4760,30930480,0.007056211
SKIN II/DONNA BLISS,Hero,148384,2980,2885,8597300,0.017259372
"SKIN, NYLA",Hero,83131,1310,1644,2153640,0.03860023
SKIN/ANGELO ESPINOSA,Hero,227344,7318,4917,35982606,0.006318164
SKINNER,Villain,17370,250,448,112000,0.155089286
SKOLL,Hero,125017,2299,2331,5358969,0.023328554
SKOOKA,Hero,68234,515,1140,587100,0.116222109
SKUL/JOHN SKULINOWSK,Hero,28804,327,616,201432,0.142996148
SKULL-JACKET,Hero,56675,854,1156,987224,0.05740845
SKULLBUSTER,Villain,121949,1772,2275,4031300,0.03025054
SKULLCRASHER/,Hero,93356,1209,1631,1971879,0.047343676
SKUNGE,Hero,144181,2438,2666,6499708,0.022182689
SKY-WALKER,Hero,58349,643,1065,684795,0.085206522
SKYE,Hero,105910,1668,1905,3177540,0.033330816
SKYHAWK/WINSTON BILL,Hero,89416,1214,1574,1910836,0.046794178
SKYMAX/SK'YM'X/JAMES,Hero,7502,48,208,9984,0.751402244
SLAB/KRIS ANDERSON,Hero,149990,2453,2898,7108794,0.021099219
SLADE,Hero,70372,788,1271,1001548,0.070263233
"SLAG/SLAGHT, DR. THE",Hero,141591,2561,2637,6753357,0.020966017
SLAMBEAUX,Hero,93738,1585,1757,2784845,0.033660042
SLASHER,Villain,103829,1475,1841,2715475,0.038236036
SLASHER II,Villain,133922,2295,2408,5526360,0.024233311
SLAUGHTER,Hero,76657,798,1352,1078896,0.071051334
SLAUGHTER II/CONSTAN,Hero,44337,424,860,364640,0.121591158
"SLAVINSKI, SALLY",Hero,63774,676,1130,763880,0.083486935
SLAYER/,Hero,65629,835,1078,900130,0.07291058
SLEDGE,Hero,65809,709,1289,913901,0.072008894
SLEEK,Hero,9108,68,242,16456,0.553475936
SLEEPER,Hero,135617,1896,2475,4692600,0.028900183
SLEEPWALKER,Hero,234882,7874,5296,41700704,0.005632567
SLICE/,Hero,103954,1096,1793,1965128,0.052899353
SLICK,Hero,64931,734,1191,874194,0.074275275
SLIDE,Hero,100584,1785,1913,3414705,0.029456132
SLITHER,Villain,198610,5502,4177,22981854,0.008642036
"SLOAN, ANNA",Hero,102196,1706,1935,3301110,0.030958072
"SLOAN, DR.",Hero,126624,2564,2584,6625376,0.019111972
"SLOAN, FRED",Hero,187324,4811,3784,18204824,0.0102898
"SLOAN, JASON",Hero,101796,1415,1884,2665860,0.038185051
SLOTH,Hero,127815,1715,2271,3894765,0.032817128
SLOTOTH,Hero,84231,1060,1368,1450080,0.05808714
SLUG/ULYSSES X. LUGM,Villain,168983,4081,3521,14369201,0.011760083
"SLUGANSKI, ERNIE",Hero,7324,41,228,9348,0.783483098
SLUJ,Hero,84280,789,1456,1148784,0.073364532
SLUK,Hero,83804,820,1388,1138160,0.073631124
SLYDE,Hero,182806,3970,3701,14692970,0.012441732
"SMALLWOOD, DAN",Hero,131625,1950,2409,4697550,0.028019925
SMART ALEC/ALEC THOR,Hero,96859,1046,1644,1719624,0.056325685
SMASHER,Hero,58248,639,1063,679257,0.085752521
SMASHER II,Hero,97839,1666,1855,3090430,0.031658701
SMASHER III,Hero,65051,822,1230,1011060,0.064339406
SMASHER IV,Hero,204734,5705,4312,24599960,0.008322534
SMASHER V,Hero,58288,640,1064,680960,0.085596805
SMEDLEY,Hero,9305,96,197,18912,0.492015651
"SMERDILOVISC, VICTOR",Hero,102551,1776,1997,3546672,0.028914712
SMILING TIGER/,Hero,120978,1721,2224,3827504,0.031607544
"SMITH, ANDY",Hero,96674,949,1578,1497522,0.06455598
"SMITH, COL. TOLLIVER",Hero,100645,1285,1818,2336130,0.043081935
"SMITH, DAPHNE",Hero,93616,1577,1755,2767635,0.03382527
"SMITH, DR. ARMSTRONG",Hero,124481,2436,2457,5985252,0.020797955
"SMITH, HELEN BACK",Hero,96674,949,1578,1497522,0.06455598
"SMITH, JOE",Hero,112568,2227,2200,4899400,0.022975875
"SMITH, KEVIN",Hero,179095,4923,3730,18362790,0.009753148
"SMITH, MANDY",Hero,73476,751,1272,955272,0.076916313
"SMITH, MARTY LOUIS L",Hero,145290,2388,2778,6633864,0.021901263
"SMITH, SIR DENIS NAY",Hero,118582,2397,2337,5601789,0.021168595
"SMITH, WANDA JO BIAL",Hero,52359,564,1017,573588,0.09128329
"SMITHSON, T.B.",Hero,151314,2536,2803,7108408,0.021286623
SMOKESCREAM/,Hero,72010,703,1421,998963,0.072084752
SMOKESCREEN/,Hero,181075,3836,3615,13867140,0.013057848
SMUGGLER II/CONRAD J,Hero,144702,2250,2781,6257250,0.023125494
"SMYTHE, ALISTAIR ALP",Villain,138636,2749,2737,7524013,0.018425805
"SMYTHE, SPENCER",Hero,145451,3294,2903,9562482,0.015210591
SNAGG,Hero,115894,1754,2010,3525540,0.032872695
SNAKE,Hero,135778,2385,2636,6286860,0.021597109
SNAKE-EYES,Hero,172654,3980,3323,13225540,0.01305459
SNAKEBITE/,Hero,36590,549,864,474336,0.077139412
SNAKESKIN II/,Hero,52879,526,1025,539150,0.098078457
SNAPDRAGON/SHEOKE SA,Hero,138925,1903,2476,4711828,0.029484311
SNARE,Hero,125279,1764,2296,4050144,0.030931987
"SNIDER, DET. LOU",Hero,104513,1972,2068,4078096,0.025627891
SNIPER/VON BURIAN,Hero,19143,329,541,177989,0.10755159
"SNIPES, DET.",Hero,101689,1737,1937,3364569,0.030223485
SNOW QUEEN/GITTE,Hero,83735,819,1383,1132677,0.073926636
"SNOW, CHARLIE",Hero,100718,1754,1963,3443102,0.02925211
"SNOW, TANDY",Hero,156326,3316,3039,10077324,0.01551265
"SNOW, VICTORIA",Villain,97096,1278,1691,2161098,0.044929013
SNOWBIRD | MUTANT X-,Hero,45776,261,785,204885,0.223422896
SNOWBIRD/NARYA/ANNE,Hero,256880,10594,5938,62907172,0.004083477
SNOWBLIND/,Hero,17479,252,451,113652,0.153794038
"SOAP, DET.",Hero,111701,2321,2228,5171188,0.021600646
SOCRATES SOCK,Hero,112982,1612,2023,3261076,0.03464562
SODIUM,Hero,162158,2776,3080,8550080,0.01896567
"SOFEN, KARL AUGUST",Hero,158614,2519,3014,7592266,0.020891523
"SOFEN, MARION",Hero,158614,2519,3014,7592266,0.020891523
SOLAR WIND,Hero,115102,1257,1961,2464977,0.046694959
SOLARR,Hero,222151,7758,4750,36850500,0.006028439
"SOLE, MAJOR REMINGTO",Hero,124574,1754,2297,4028938,0.030919811
"SOLE, RANSOME",Hero,133975,2111,2472,5218392,0.025673617
SOLO/,Hero,214116,6621,4586,30363906,0.007051662
SOMBRE,Hero,43260,318,728,231504,0.186865022
"SOMERS, JOHNATHAN",Hero,40346,384,793,304512,0.132493958
"SOMERS, KATHY",Hero,27247,492,762,374904,0.072677272
"SOMMERS, APRIL",Hero,106874,1578,1971,3110238,0.034362001
SOMON,Hero,18613,140,391,54740,0.340025575
"SONDHEIM, ERICA",Hero,172247,4154,3481,14460074,0.011911903
SONIC,Hero,183034,4555,3771,17176905,0.01065582
SOPHIE,Hero,168489,3596,3383,12165268,0.013850003
SORRENTINO/SORRENTIN,Hero,180353,4433,3709,16441997,0.010969045
SORROW/,Hero,15789,199,316,62884,0.251081356
SOTEIRA,Hero,67320,907,1291,1170937,0.057492418
"SOTO, BERNARD",Hero,122113,1892,2241,4239972,0.028800426
