hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
DADDY WRONGLEGS,Villain,143469,3023,2904,8778792,0.016342681
DAGDA,Hero,30065,471,559,263289,0.11419011
DAGGER/TANDY BOWEN,Hero,252357,10249,5762,59054738,0.004273273
DAGGER/TANDY BOWEN |,Hero,76736,703,1309,920227,0.083388121
"DAHN, FARNOQ",Hero,125252,1774,2183,3872642,0.032342778
DAI-KUMO,Hero,84061,825,1393,1149225,0.073145816
"DAKESIAN, NANCI",Hero,179095,4923,3730,18362790,0.009753148
DAKIMH THE ENCHANTER,Hero,234611,8680,5173,44901640,0.005224998
DAKINI,Hero,149945,2937,3018,8863866,0.016916434
"DAKOR, YOGI",Hero,134902,2044,2491,5091604,0.026494991
DAMAGE,Villain,19146,332,541,179612,0.106596441
DAMBALLAH,Hero,8342,37,180,6660,1.252552553
DAMBALLAH II,Hero,164574,3454,3227,11146058,0.01476522
"DAMIAN, DR. DANIEL",Hero,145305,2580,2635,6798300,0.021373726
"DAMIAN, MARGO",Hero,114200,1446,1872,2706912,0.042188294
DAN-FARR,Hero,227386,7762,4907,38088134,0.005969996
DANGOR,Hero,104041,1290,1821,2349090,0.044289917
DANIA,Hero,102955,1795,1927,3458965,0.029764684
"DANIELS, BRIE",Hero,103444,1382,1870,2584340,0.040027241
"DANNING, SHEILA",Hero,167253,3513,3235,11364555,0.014717074
DANSEN MACABRE,Villain,183419,5013,3768,18888984,0.009710369
DANTE,Hero,130186,1927,2418,4659486,0.027939992
"DANTES, DR. EDWINA",Hero,101821,1239,1776,2200464,0.046272513
"DANVERS, JOE",Hero,96700,1255,1679,2107145,0.045891479
"DANVERS, MRS. JOE",Hero,97798,1283,1703,2184949,0.044759855
"DANVILLE, SEN. OWEN",Hero,61734,642,1155,741510,0.08325444
DARCO,Hero,121774,1874,2262,4238988,0.02872714
"DARE, JOHNNY",Hero,118854,1620,2176,3525120,0.033716299
"DARE, KATHLEEN",Hero,181509,4707,3771,17750097,0.010225803
"DARE, ROSSALYN",Hero,115363,1689,2081,3514809,0.032821983
DAREDEVIL DOPPELGANG,Hero,241408,8742,5453,47670126,0.005064136
DAREDEVIL | MUTANT X,Hero,45776,261,785,204885,0.223422896
DAREDEVIL/MATT MURDO,Hero,265012,12023,6268,75360164,0.003516606
DARGIL,Hero,55046,377,915,344955,0.159574437
DARIA,Hero,76909,829,1345,1115005,0.068976372
DARK,Hero,72473,610,1321,805810,0.089938075
DARK BEAST/HENRY MCC,Villain,233421,7498,5250,39364500,0.005929734
DARK COUNSEL/VARTU,Hero,68842,519,1158,601002,0.114545376
DARK CRAWLER,Villain,174853,4701,3616,16998816,0.010286187
DARK HUNTER,Hero,53193,527,895,471665,0.112777077
DARK MASTER,Hero,4948,72,178,12816,0.3860799
DARK MOTHER/FINALITY,Hero,123757,1600,2179,3486400,0.035497074
DARK ONE,Hero,108811,1213,1877,2276801,0.047791177
DARK RAIDER,Hero,123159,1958,2235,4376130,0.02814336
DARK WIND/KENJI OYAM,Hero,165163,3399,3329,11315271,0.014596469
DARKHAWK DOPPELGANGE,Hero,237344,8278,5342,44221076,0.005367214
DARKHAWK/CHRIS POWEL,Hero,257449,10386,5976,62066736,0.004147938
DARKOTH/MAJOR DESMON,Villain,180819,4361,3564,15542604,0.011633765
"DARKOVER, PROFESSOR",Hero,25728,187,449,83963,0.306420685
DARKSTAR/LAYNIA SERG,Hero,260658,11108,6124,68025392,0.003831775
DARLA,Hero,218651,7065,4768,33685920,0.006490872
"DARLEGUNG, GEN.",Hero,28,1,7,7,4
"DARROW, MARISSA II",Hero,115205,1357,1953,2650221,0.04346996
"DAVID, PETER",Hero,138038,2379,2538,6037902,0.022861915
DAVIDOFF,Hero,93008,1082,1691,1829662,0.050833433
"DAVIS, ABBY",Hero,114705,1954,2076,4056504,0.028276812
"DAVIS, PRINCIPAL",Hero,97939,1696,1879,3186784,0.030732864
DAWN,Hero,20163,179,453,81087,0.248658848
"DAWSON, DICTIONARY",Hero,108532,1427,1937,2764099,0.039264874
DAY,Hero,55574,779,1132,881828,0.06302136
DAYDREAMER/CATHERINE,Hero,136839,2715,2559,6947685,0.019695625
DAYTRIPPER/AMANDA SE,Hero,227836,7401,5143,38063343,0.005985707
DAZZLER II/ALLISON B,Hero,257615,10688,5955,63647040,0.004047557
DAZZLER/BURTRAM WORT,Hero,129238,1635,2357,3853695,0.033536126
DE LA COURTE,Hero,51417,494,963,475722,0.108082031
"DE LA FONTAINE, CONT",Hero,254899,10776,5836,62888736,0.004053174
"DE LA JOYA, SISTER M",Hero,102947,1046,1755,1835730,0.056079598
"DE LA SALLE, BEATRIC",Hero,129840,1849,2355,4354395,0.029818149
"DE LA SPIROSA, COUNT",Hero,93540,1216,1627,1978432,0.047279866
DEAD HEAD/,Hero,83420,1139,1452,1653828,0.050440554
DEAD RINGER/LOU,Hero,124746,1637,2174,3558838,0.035052453
DEADAIR,Hero,116847,1430,2008,2871440,0.040692823
DEADBOLT,Hero,132489,2067,2460,5084820,0.02605579
DEADEYE/,Hero,96821,1180,1691,1995380,0.048522587
DEADHEAD,Hero,136204,2068,2587,5349916,0.025459091
DEADLY DORIS,Hero,44059,341,742,253022,0.174131103
DEADMAKER/GREGORI AN,Hero,96938,1661,1839,3054579,0.031735306
DEADPOOL/JACK/WADE W,Villain,239488,8572,5265,45131580,0.00530644
"DEAN, BETTY",Hero,123357,1755,2201,3862755,0.031934979
"DEAN, DARBY",Hero,145766,2470,2732,6748040,0.021601235
"DEAN, SUSAN",Hero,145766,2470,2732,6748040,0.021601235
"DEANGELO, DEVLIN",Hero,74751,906,1233,1117098,0.066915347
DEATH,Hero,260292,10923,6072,66324456,0.003924525
DEATH ADDER,Villain,202024,6358,4266,27123228,0.007448376
DEATH STING/MIRANDA,Hero,33865,223,637,142051,0.238400293
DEATH'S HEAD,Villain,51984,542,1046,566932,0.091693536
DEATH-STALKER,Villain,175624,4388,3603,15809964,0.011108438
DEATHBIRD [SHI'AR],Villain,227436,7028,5037,35400036,0.006424739
DEATHCHARGE,Hero,1,1,1,1,1
DEATHCRY [SHI'AR],Hero,206985,6323,4319,27309037,0.007579359
DEATHLOK II/COL. JOH,Villain,62018,630,1189,749070,0.08279333
DEATHLOK III DOPPELG,Villain,14258,50,288,14400,0.990138889
DEATHLOK III/MICHAEL,Villain,245143,9211,5647,52014517,0.004712973
DEATHLOK IV,Villain,124574,1754,2297,4028938,0.030919811
DEATHLOK | MUTANT X-,Villain,45776,261,785,204885,0.223422896
DEATHLOK/COLONEL LUT,Villain,181278,4580,3733,17097140,0.010602826
DEATHRAVEN/JOSHUA RA,Hero,10822,135,286,38610,0.28029008
DEATHSHIELD/,Hero,102555,1776,1940,3445440,0.029765429
DEATHSTROKE/,Hero,130550,1792,2366,4239872,0.030791024
DEATHTOLL,Villain,21680,250,493,123250,0.175902637
DEATHUNT 9000,Hero,182941,5012,3652,18303824,0.009994687
DEATHURGE,Villain,234967,7918,5170,40936060,0.005739854
DEATHWATCH/STEPHAN L,Villain,139071,2802,2695,7551390,0.018416609
DECAY II/YOSHIRO HAC,Villain,197113,5247,4003,21003741,0.009384662
DECAY/,Villain,131150,1632,2330,3802560,0.034489923
DECIBEL,Hero,70638,529,1233,652257,0.108297803
DEFENSOR,Hero,249241,10106,5664,57240384,0.004354286
"DEGANN, KRIS",Hero,145009,2506,2607,6533142,0.022195905
DEIMOS,Hero,66090,716,1174,840584,0.078623909
"DEKKER, GENERAL LYLE",Hero,142322,2513,2705,6797665,0.020936895
"DEL HIERRO, BLANCA",Hero,144376,3319,2875,9542125,0.015130382
"DELACORTE, ARTHUR",Hero,51417,494,963,475722,0.108082031
"DELANY, CAPT.",Hero,129503,2105,2408,5068840,0.025548844
"DELAZNY, CHARLES L.",Hero,123454,1428,2215,3163020,0.03903042
"DELAZNY, DORIAN",Hero,66511,860,1112,956320,0.069548896
DELGADO,Hero,154845,2764,3029,8372156,0.018495236
"DELGADO, FATHER",Hero,215876,6578,4613,30344314,0.007114216
"DELGADO, LUZ",Hero,8823,120,297,35640,0.247558923
"DELGADO, RUFUS",Hero,121449,1722,2154,3709188,0.032742746
DELILAH,Hero,110921,1952,2195,4284640,0.025888056
DELPHI,Hero,181311,4901,3703,18148403,0.009990466
DELPHI II,Hero,98062,922,1608,1482576,0.066142984
"DELPHIS, SIR",Hero,149203,2295,2689,6171255,0.024177092
DELPHOS,Hero,50722,351,838,294138,0.172442867
DELUGE,Villain,157714,2786,3045,8483370,0.018590961
DELUGE II,Villain,114206,1571,2003,3146713,0.036293745
DEMEITYR,Hero,43721,237,680,161160,0.271289402
DEMI-GOD,Hero,111599,1247,1957,2440379,0.045730192
DEMITRIUS,Hero,90492,1158,1574,1822692,0.049647445
DEMOGOBLIN,Villain,143240,3443,2953,10167179,0.01408847
DEMOLITION MAN DOPPE,Hero,128600,1718,2305,3959990,0.032474829
DEMOLITION MAN/DENNI,Hero,233105,8358,5057,42266406,0.005515137
DEMON BEAR,Villain,117026,1385,2038,2822630,0.041459915
DEMONICUS/DR. DOUGLA,Hero,155318,3299,3073,10137827,0.01532064
DEMONSTAFF,Hero,68908,543,1094,594042,0.115998532
DENAK,Hero,63091,667,1127,751709,0.083930085
"DENNAGER, MICHAEL",Hero,95812,1632,1800,2937600,0.032615741
"DENNEHY, ROBERT",Hero,70756,894,1333,1191702,0.059373904
"DENNIS, MARTY",Hero,192693,4977,3804,18932508,0.010177891
"DEPALMA, MR.",Hero,127938,2069,2318,4795942,0.026676303
"DEPAUL, SHIELD SPECI",Hero,109919,1217,1960,2385320,0.046081448
DESADIA,Hero,327,11,34,374,0.874331551
DESAK/DESAK STERIXIA,Villain,104685,1255,1690,2120950,0.049357599
DESIGNATE/TARENE,Hero,128204,1807,2209,3991663,0.032117942
DESOLATION/,Hero,110067,1280,1880,2406400,0.045739279
"DESTINE, ADAM",Hero,129109,1893,2311,4374723,0.029512497
"DESTINE, NEWTON",Hero,129109,1893,2311,4374723,0.029512497
DESTINY II/IRENE ADL,Villain,243760,8911,5466,48707526,0.005004565
DESTINY/PAUL DESTINE,Villain,63111,557,1070,595990,0.105892716
DESTRAK,Hero,10229,114,278,31692,0.322762842
DESTROYER III,Villain,185990,5176,3772,19523872,0.009526287
DESTRUCTOR/PROFESSOR,Hero,181582,4673,3629,16958317,0.010707548
DETHSTRYK,Hero,34,3,9,27,1.259259259
DEUCE,Hero,93954,1134,1770,2007180,0.046808956
"DEUTSCH, GEN.",Hero,117778,1357,2055,2788635,0.042235
DEVASTATOR II/GREGOR,Hero,96196,1292,1712,2211904,0.043490133
DEVASTATOR/KIROV PET,Hero,66514,845,1100,929500,0.071558903
"DEVERAUX, INSPECTOR",Hero,57151,568,1017,577656,0.098936045
"DEVEREAUX, IRIS",Hero,58656,289,940,271660,0.215916955
"DEVEREAUX, MICHELLE",Hero,145956,2386,2601,6205986,0.023518584
DEVIL DINOSAUR,Hero,160852,3603,3250,11709750,0.013736587
DEVIL DINOSAUR | MUT,Hero,45776,261,785,204885,0.223422896
DEVIL-SLAYER/ERIC SI,Hero,248565,10176,5654,57535104,0.004320232
"DEVILLE, ARCADIA",Hero,53232,577,992,572384,0.093000503
"DEVILLE, JENNIFER CR",Hero,96938,1661,1839,3054579,0.031735306
"DEVINE, ANTON",Hero,118318,1478,2104,3109712,0.038047896
DEVLOR,Hero,195253,4911,4019,19737309,0.009892585
"DEVOOR, ALBERT",Hero,131415,1874,2362,4426388,0.029688992
DEVOS THE DEVESTATOR,Villain,223794,7391,4942,36526322,0.006126924
DEVOURER,Hero,101504,1388,1899,2635812,0.038509575
"DEWITT, KEARSON",Villain,137526,2372,2659,6307148,0.021804784
"DEWITT, LUCIUS",Hero,41683,367,776,284792,0.14636296
"DEWOLFF, JEAN",Hero,225872,8184,4885,39978840,0.005649789
"DEWOLFF, MEREDITH",Hero,48325,403,985,396955,0.12173924
DEX,Hero,93662,1583,1758,2782914,0.033656089
DEXAM,Hero,71702,697,1197,834309,0.085941779
"DEZOAN, JOHN",Hero,106264,1613,1946,3138898,0.033853919
DHEREK,Hero,21056,218,393,85674,0.245768845
DIABLO/ESTEBAN DE AB,Villain,244356,9077,5461,49569497,0.004929564
DIAMOND HEAD,Hero,112606,1366,1943,2654138,0.042426581
DIAMOND LIL/LILLIAN,Hero,206558,5943,4370,25970910,0.007953437
"DIAMOND, BOB",Hero,179866,5002,3703,18522406,0.009710725
"DIAMOND, CHUCKY",Hero,164432,3952,3182,12575264,0.013075829
"DIAMOND, KATHY",Hero,88968,1290,1607,2073030,0.04291689
DIAMONDBACK,Villain,34648,260,612,159120,0.217747612
DIAMONDBACK II/RACHE,Villain,227453,7391,4971,36740661,0.00619077
"DIAMONDE, YVETTE",Hero,106136,1318,1874,2469932,0.042971223
DIAMONDHEAD/DYKER,Villain,143955,2295,2777,6373215,0.022587501
"DIBBS, LIONEL",Hero,148104,2596,2736,7102656,0.020851918
DIBDEB,Hero,89081,849,1489,1264161,0.070466499
DICE/ROB FORTUNE,Hero,122669,1669,2246,3748574,0.032724177
"DICHINSON, RICKY",Hero,93980,1586,1769,2805634,0.033496885
DIE'ODE/,Hero,56861,353,999,352647,0.161240561
"DIEGO, MANUEL",Hero,81424,971,1472,1429312,0.056967268
"DIETZ, SUSAN",Hero,85153,863,1409,1215967,0.070029039
DIGGER,Hero,155136,3481,3044,10596164,0.01464077
DIGGER II/,Hero,98199,1393,1782,2482326,0.039559268
"DILLON, ANITA",Hero,95496,1627,1799,2926973,0.032626198
"DILLON, BERNIE",Hero,130473,2053,2299,4719847,0.027643481
"DILLON, JONATHAN",Hero,95496,1627,1799,2926973,0.032626198
DINAH-SOAR,Hero,191995,4751,3972,18870972,0.010174092
DINU,Hero,83645,903,1451,1310253,0.063838816
DIONYSUS [GREEK GOD],Hero,169630,3604,3252,11720208,0.014473293
"DIPALMA, JOHNNY",Hero,98403,1667,1864,3107288,0.031668452
DIRECTOR X,Hero,42240,243,680,165240,0.255628177
DIRGE/,Hero,110067,1280,1880,2406400,0.045739279
"DIRKSON, GUS",Hero,47097,276,908,250608,0.187930952
DIRT NAP,Hero,117606,1678,2142,3594276,0.032720359
DIRTY WOLFF,Hero,41010,250,763,190750,0.214993447
DISCUS,Hero,185942,4353,3782,16463046,0.011294508
DISPROSIUM,Hero,162158,2776,3080,8550080,0.01896567
DISTORTER,Hero,66380,841,1098,923418,0.071885105
DIVINITY,Hero,169948,3873,3294,12757662,0.01332125
"DIXON, GENERAL",Hero,99347,1327,1746,2316942,0.042878501
DIZZIE,Hero,124991,1820,2297,4180540,0.029898291
DMITRI,Hero,188135,4604,3744,17237376,0.010914364
DOC,Hero,71441,1002,1352,1354704,0.052735505
DOC SAMSON | MUTANT,Hero,45776,261,785,204885,0.223422896
DOC SAMSON/DR. LEONA,Hero,255369,10720,5922,63483840,0.004022583
"DOCKERY, RUPERT",Hero,97840,1695,1836,3112020,0.031439387
DOCTOR DREDD,Hero,70377,927,1293,1198611,0.058715463
DOCTOR MANDIBUS,Hero,51700,429,884,379236,0.13632672
"DOCTOR, DR. JOSHUA",Hero,10398,66,237,15642,0.664748753
DOGGEREL,Hero,63774,676,1130,763880,0.083486935
"DOLAN, CAPT. THOMAS",Hero,84612,1219,1609,1961371,0.043139212
"DOLAN, STACY",Hero,160092,3668,3324,12192432,0.01313044
DOLLAR BILL,Hero,226555,7694,4983,38339202,0.005909226
DOLMAN,Hero,132320,2255,2474,5578870,0.023718065
"DOMANI, DINO",Hero,71194,581,1109,644329,0.110493242
DOMINA,Hero,147830,2497,2836,7081492,0.020875544
DOMINEX,Hero,144203,2285,2722,6219770,0.023184619
DOMINO,Hero,91589,1192,1611,1920312,0.047694854
DOMINO II,Hero,115855,1399,2012,2814788,0.041159405
DOMINO III/BEATRICE/,Hero,218298,6051,4796,29020596,0.007522175
DOMINUS,Hero,110516,1206,1881,2268486,0.048717955
DOMINUS II,Hero,121879,1980,2236,4427280,0.027529092
DOMO,Hero,146583,2476,2676,6625776,0.022123145
"DON, GAI NO",Hero,23955,104,483,50232,0.476887243
"DONALDSON, LINDA",Hero,173301,3622,3488,12633536,0.013717537
DONAR,Hero,132531,2168,2426,5259568,0.025198077
"DONLEAVY, HANNAH",Hero,145351,2742,2735,7499370,0.019381761
"DONNELY, VICTORIA TO",Hero,53187,575,991,569825,0.093339183
"DONOHUE, TREVOR",Hero,143085,2733,2704,7390032,0.019361892
DONYELL,Hero,73169,630,1284,808920,0.090452702
"DOOM, DR. BOB",Hero,70271,415,1092,453180,0.155062006
DOOMSDAY MAN,Hero,178496,4383,3583,15704289,0.011366067
DOOMSDAY MAN II,Hero,103981,1170,1779,2081430,0.04995652
DOOP,Hero,105785,1308,1829,2392332,0.044218361
DOORMAN,Hero,191995,4751,3972,18870972,0.010174092
DOPPELGANGER,Villain,230455,7597,5081,38600357,0.005970282
"DORCAS, LEMUEL DR.",Hero,143913,3034,2809,8522506,0.01688623
DORMA II [ATLANTEAN],Hero,211012,6681,4441,29670321,0.007111888
DORMA [ATLANTEAN],Hero,206055,6548,4383,28699884,0.007179646
DORMAMMU,Villain,234045,8656,5171,44760176,0.005228867
"DORNOVA-BLONSKY, NAD",Hero,183510,5009,3792,18994128,0.009661407
DORREK II,Hero,136737,2369,2482,5879858,0.023255153
DORREK [SKRULL],Hero,201021,5505,4198,23109990,0.008698446
DOUGHBOY,Villain,164728,2890,3195,9233550,0.017840159
DOUGLOCK 2013,Hero,27883,279,470,131130,0.212636315
"DOVER, DONNA-LEE",Hero,130338,2042,2295,4686390,0.027812026
DOVINIA,Hero,1033,12,66,792,1.304292929
DR. ANGST/FLOYD MANG,Villain,71315,488,1117,545096,0.130830166
DR. BONG,Villain,101054,1033,1699,1755067,0.057578429
DR. DECIBEL/ANTON DE,Hero,18274,73,344,25112,0.727699904
DR. DOOM CLONE/VICTO,Villain,134408,2270,2566,5824820,0.023075048
DR. DOOM DOPPELGANGE,Villain,149049,3281,2916,9567396,0.015578847
DR. DOOM | MUTANT X-,Villain,45776,261,785,204885,0.223422896
DR. DOOM | TIMESLIDE,Villain,147358,2737,2699,7387163,0.019947847
DR. DOOM/VICTOR VON,Villain,262147,11587,6142,71167354,0.003683529
DR. DRUID/ANTHONY LU,Hero,261247,11187,6092,68151204,0.003833344
DR. FAUSTUS,Hero,174243,4307,3598,15496586,0.01124396
DR. GOODWRENCH,Hero,118472,1743,2122,3698646,0.032031181
DR. HYDRO,Hero,75052,630,1272,801360,0.093655785
DR. MIDAS/,Hero,90386,1152,1572,1810944,0.049910986
DR. MIME,Hero,85300,869,1452,1261788,0.067602482
DR. NEMESIS/DR. STOC,Hero,145557,2831,2689,7612559,0.01912064
DR. OCTOPUS II/CAROL,Villain,194244,5248,4061,21312128,0.009114247
DR. OCTOPUS | MUTANT,Villain,45776,261,785,204885,0.223422896
DR. OCTOPUS/OTTO OCT,Villain,249205,9756,5680,55414080,0.004497142
DR. PHOBOS,Hero,134012,2336,2454,5732544,0.023377405
DR. POWER/DR. MAXIMU,Hero,102075,1261,1781,2245841,0.04545068
DR. SPECTRUM II/DR.,Villain,188640,5219,3843,20056617,0.009405375
DR. SPECTRUM III/REV,Villain,180749,4497,3616,16261152,0.011115387
DR. SPECTRUM/JOSEPH,Villain,238777,8905,5268,46911540,0.005089942
DR. STRANGE DOPPELGA,Hero,113181,1427,1995,2846865,0.039756364
DR. STRANGE | MUTANT,Hero,45776,261,785,204885,0.223422896
DR. STRANGE/STEPHEN,Hero,264874,11898,6260,74481480,0.00355624
DR. STRANGER YET,Hero,64297,668,1126,752168,0.085482233
DR. SUN,Villain,120623,1703,2150,3661450,0.032944052
DR. SYNNE,Hero,59589,483,918,443394,0.134392888
DR. VAULT,Hero,66511,860,1112,956320,0.069548896
DR. VOLKH/VLADIMIR O,Hero,154830,2642,2935,7754270,0.019967063
DR. ZEUS,Hero,119558,1963,2230,4377490,0.027311998
DRACCHISS,Hero,3150,43,132,5676,0.554968288
DRACULA | MUTANT X-V,Hero,93247,878,1643,1442554,0.064640215
DRACULA/VLAD TEPES,Hero,249215,10123,5662,57316426,0.004348055
"DRAGO, VALERIE",Hero,65629,835,1078,900130,0.07291058
DRAGON MAN,Hero,221773,7156,4715,33740540,0.006572894
DRAGON OF THE MOON,Villain,146318,2480,2789,6916720,0.021154247
DRAGONA,Hero,97805,1180,1594,1880920,0.05199849
"DRAGONBLOOD, ULYSSES",Hero,53232,577,992,572384,0.093000503
DRAGONESS,Hero,151541,2484,2957,7345188,0.02063133
DRAGONFIST,Hero,111599,1247,1957,2440379,0.045730192
DRAGONFLY II/MEIKO Y,Hero,99359,1743,1914,3336102,0.029782962
DRAGONFLY/VERONICA D,Hero,217570,5844,4628,27046032,0.008044433
DRAGONHEAD,Hero,84061,825,1393,1149225,0.073145816
"DRAGONMEGAS, JESSIE",Hero,1048,40,78,3120,0.335897436
DRAGONUS,Hero,66260,813,1210,983730,0.06735588
DRAGONWING/,Hero,51236,344,905,311320,0.164576641
"DRAKE, CARLTON",Villain,135021,2370,2656,6294720,0.021449882
"DRAKE, FRANKLIN",Hero,93134,1659,1851,3070809,0.030328816
"DRAKE, MADELINE BEAT",Hero,135052,2048,2461,5040128,0.026795351
"DRAKE, MALCOLM",Hero,99808,996,1686,1679256,0.059435845
"DRAKE, WILLIAM ROBER",Hero,183343,4005,3792,15186960,0.012072396
"DRAN, DAMON",Hero,138077,2505,2665,6675825,0.020683137
DRAX DOPPELGANGER,Villain,213197,6181,4615,28525315,0.007473958
DRAX | MUTANT X-VERS,Hero,45776,261,785,204885,0.223422896
DRAX/ARTHUR DOUGLAS,Hero,255435,10377,5857,60778089,0.004202748
DREADFACE,Hero,169188,4493,3319,14912267,0.011345559
DREADKNIGHT/BRAM VEL,Villain,196046,5930,4152,24621360,0.007962436
DREADNAUGHT,Hero,106847,1536,2117,3251712,0.032858691
DREAM QUEEN,Villain,40211,257,648,166536,0.241455301
DREAMGUARD/DEPUTY WI,Hero,111774,1508,1943,2930044,0.03814755
DREAMING CELESTIAL/T,Hero,162497,3751,3210,12040710,0.013495633
"DREYFUSS, RACHEL",Hero,119202,1706,2182,3722492,0.032022097
"DRISCOLL, MAYOR",Hero,28161,187,480,89760,0.313736631
DROMEDAN,Hero,98990,1196,1621,1938716,0.051059567
DRUID/DREDMUND CROMW,Hero,187686,4491,3764,16904124,0.011102971
DRUIG,Hero,100900,1252,1661,2079572,0.048519599
"DRUMM, COLLETTE",Hero,95213,1696,1813,3074848,0.030965108
"DRUMM, JERICHO",Hero,246284,9970,5561,55443170,0.004442098
DRY,Hero,72473,610,1321,805810,0.089938075
"DUBOIS, DR. CLAUDIA",Hero,67560,798,1225,977550,0.069111554
"DUBOIS, HERVE",Hero,104878,1301,1840,2393840,0.043811616
"DUBOIS, NOAH",Hero,173360,3680,3504,12894720,0.013444262
DUCHARME,Villain,3322,175,128,22400,0.148303571
"DUCRESTE, ABRIAN",Hero,33702,197,618,121746,0.276822236
"DUFFY, SGT. MIKE",Hero,111580,1359,1932,2625588,0.042497147
"DUGAN, DUM DUM | MUT",Hero,54585,343,943,323449,0.168759217
"DUGAN, TIMOTHY ALOYI",Hero,257566,11326,5947,67355722,0.003823966
DULB,Hero,150543,3089,2853,8812917,0.017082085
"DULTRY, MARGARET",Hero,30050,119,536,63784,0.471121284
"DUNCAN, FRED",Hero,130396,1833,2425,4445025,0.029335268
"DUNER, MAJOR",Hero,111203,1334,1920,2561280,0.043416963
"DUNHAM, LAURA",Hero,110456,1284,2098,2693832,0.041003299
"DUNLEAVY, GEN. ARLEN",Hero,101323,1666,1883,3137078,0.032298527
"DURAN, CONAL",Hero,142496,2318,2688,6230784,0.022869674
DUSK,Villain,95487,1606,1785,2866710,0.033308915
DUSK III,Villain,20163,179,453,81087,0.248658848
"DUVALL, SNAKY",Hero,95048,1638,1800,2948400,0.032237146
DWELLER IN DARKNESS,Villain,167231,4185,3304,13827240,0.012094315
"DWORMAN, JIM",Hero,61786,703,1260,885780,0.069753212
"DWYER, MARISSA",Hero,91778,1213,1745,2116685,0.043359309
DYNA-MITE/ROGER AUBR,Hero,160943,3012,3194,9620328,0.016729471
"EARLE, CARYN",Hero,96873,1651,1839,3036189,0.031906117
EARTH-LORD/KYLE BROC,Hero,92783,1292,1651,2133092,0.043496952
EARTHQUAKE,Hero,193092,4798,3985,19120030,0.010098938
EBONY,Hero,242981,9259,5433,50304147,0.004830238
ECCE [WATCHER],Hero,100828,1233,1633,2013489,0.050076261
ECHO/MAYA LOPEZ,Hero,86350,1042,1576,1642192,0.052582158
ECLECTA/,Hero,41069,217,767,166439,0.246751062
ECLIPTIC,Hero,44603,263,711,186993,0.238527645
ECSTACY/MME. RENE DE,Hero,86326,1091,1574,1717234,0.050270377
EDDA,Hero,111643,1464,2002,2930928,0.038091349
"EDGERTON, GAYLE",Hero,149294,2531,2957,7484167,0.019947978
"EDGERTON, MR.",Hero,147784,2470,2922,7217340,0.020476242
EDITOR,Hero,39601,270,668,180360,0.219566423
"EDWARDS, MARTIN/DR.",Hero,95360,1280,1782,2280960,0.041806958
EEL II/EDWARD LAVELL,Hero,230072,7807,5035,39308245,0.005853021
EEL III,Hero,98945,1027,1707,1753089,0.056440375
EEL/LEOPOLD STRYKE,Hero,231851,8228,5064,41666592,0.005564434
EELAK,Hero,158686,3347,2960,9907120,0.016017369
EENY,Hero,209218,6172,4503,27792516,0.007527854
EFFIGY/LT. VELMAX/JA,Hero,172487,4437,3422,15183414,0.011360225
EGGHEAD/PROF. ELIHAS,Villain,229916,8236,4980,41015280,0.005605618
EGMA,Hero,111643,1464,2002,2930928,0.038091349
EGO,Villain,238254,8810,5310,46781100,0.005092954
EGO-PRIME,Hero,116668,1529,1996,3051884,0.03822819
"EHMAN, HEIDI",Hero,140791,2578,2617,6746626,0.020868357
EIGHTBALL,Hero,196233,5634,4136,23302224,0.008421213
EILIF DRAGONSLAYER,Hero,138117,2310,2445,5647950,0.02445436
"EISMAN, BETTY",Hero,63542,765,1141,872865,0.072797053
EITRI,Hero,192205,4849,3865,18741385,0.010255645
EJULP,Hero,129520,1995,2348,4684260,0.027650045
EKAK,Hero,110770,1670,1924,3213080,0.03447471
EL AGUILA,Hero,118506,1838,2155,3960890,0.029919033
EL CONQUISTADOR,Hero,109390,1182,1847,2183154,0.050106406
"EL GIBAR, ACHMED",Hero,130206,2018,2339,4720102,0.027585421
EL JAGUAR,Hero,145050,2627,2830,7434410,0.019510627
EL TIGRE,Hero,132789,1935,2444,4729140,0.02807889
EL TORO NEGRO/SERGIO,Hero,104858,1816,2032,3690112,0.02841594
EL TORO ROJO,Hero,81319,962,1319,1268878,0.064087328
EL UNO,Hero,100162,1737,1922,3338514,0.030001971
EL VAMPIRO,Hero,81319,962,1319,1268878,0.064087328
ELAMRON,Hero,72142,893,1212,1082316,0.06665521
ELATHAN,Hero,150543,3089,2853,8812917,0.017082085
ELEC'TRIX/,Hero,56861,353,999,352647,0.161240561
ELECTRA,Hero,62470,650,1102,716300,0.087212062
ELECTRO/MAX DILLON,Villain,251642,9703,5785,56131855,0.004483052
ELECTRON,Hero,206111,5826,4315,25139190,0.008198792
ELECTRYON,Hero,44735,416,833,346528,0.129094907
ELEJEA,Hero,54715,428,931,398468,0.13731341
ELEKTRA | MUTANT X-V,Hero,54181,340,908,308720,0.175502073
ELEKTRA/ELEKTRA NATC,Villain,210257,6237,4573,28521801,0.0073718
ELITE/,Hero,15941,299,488,145912,0.109250781
"ELLENTHORPE, MARIAH",Hero,98955,1246,1736,2163056,0.045747775
"ELLINGTON, DR./TRAVI",Hero,55416,619,998,617762,0.089704449
"ELLIS, KEN",Hero,136542,2828,2759,7802452,0.017499883
ELO,Hero,86174,681,1463,996303,0.086493767
