hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
LORELEI II/MELODI [A,Hero,538,44,123,5412,0.099408721
LORVEX,Hero,10,2,6,12,0.833333333
LOVE,Hero,162,6,55,330,0.490909091
"LOVECCHIO, ARGUS",Hero,8,1,8,8,1
"LOVEJOY, FRANKLIN",Hero,8,1,8,8,1
"LOWELL, DR.",Hero,13,1,13,13,1
"LU, MR.",Hero,16,1,16,16,1
"LUBENSKI, NATE",Hero,695,63,167,10521,0.066058359
"LUBOWSKI, LUGWRENCH",Hero,13,1,13,13,1
LUCAS,Hero,13,1,13,13,1
"LUCAS, JAMES",Hero,12,1,12,12,1
"LUCAS, JAMES JR.",Hero,21,2,17,34,0.617647059
LUCIFER,Hero,78,6,51,306,0.254901961
LUCIFER II,Hero,8,2,4,8,1
"LUCIFER, REV.",Hero,18,5,5,25,0.72
LUDI,Hero,8,1,8,8,1
"LUDLUM, ROSS",Hero,15,2,9,18,0.833333333
LULLABY/FELICITY HOP,Hero,8,1,8,8,1
LUMINOR,Hero,139,9,45,405,0.343209877
"LUMLEY, JUDY",Hero,14,1,14,14,1
LUMP,Hero,97,11,22,242,0.400826446
"LUMPKIN, WILHEMINA B",Hero,62,5,38,190,0.326315789
"LUMPKIN, WILLIAM WIL",Hero,437,24,209,5016,0.087121212
"LUMPKIN, WILLIE | TI",Hero,26,1,26,26,1
LUNA/LUNA MAXIMOFF [,Hero,828,46,254,11684,0.070866142
LUNATIK II,Hero,1,1,1,1,1
LUNATIK/ARISEN TYRK,Hero,105,11,38,418,0.251196172
LUPE,Hero,25,5,5,25,1
LUPO,Hero,206,10,81,810,0.254320988
LURKING UNKNOWN,Hero,31,5,18,90,0.344444444
LYJA LAZERFIST [SKRU,Hero,1318,103,260,26780,0.049215833
LYLLA,Hero,31,5,10,50,0.62
"LYNN, NORMA",Hero,20,1,20,20,1
"LYNNE, MONICA",Hero,400,48,92,4416,0.09057971
"LYTH'KA, COMMANDER",Hero,9,1,9,9,1
M,Hero,653,50,143,7150,0.091328671
M'DAKA,Hero,55,3,48,144,0.381944444
M'KAMBA,Hero,8,1,8,8,1
M'KUMBA,Hero,16,1,16,16,1
M'REEL,Hero,37,2,31,62,0.596774194
M'SHULLA,Hero,169,20,35,700,0.241428571
M-80/SAYURI KYOTO,Hero,7,1,7,7,1
M-PLATE,Hero,85,4,23,92,0.923913043
MAA-GOR,Hero,85,12,47,564,0.15070922
MACE,Hero,21,7,10,70,0.3
"MACENDALE, JASON JR.",Hero,7,1,7,7,1
"MACENDALE, KAREN",Hero,7,1,7,7,1
MACHETE/FERDINAND LO,Villain,88,11,37,407,0.216216216
MACHINE MAN/X-51,Hero,852,59,263,15517,0.054907521
"MACINTOSH, ANN",Hero,103,6,66,396,0.26010101
"MACKAY, AILSA",Hero,4,1,4,4,1
"MACKAY, MURDO",Hero,4,1,4,4,1
"MACKENZIE, AL",Hero,286,29,47,1363,0.209831255
"MACKENZIE, DR. NEIL",Hero,8,1,8,8,1
"MACLAIN, DR. MYRON",Hero,79,8,36,288,0.274305556
"MACON, ANGELO",Hero,224,13,81,1053,0.212725546
"MACRAE, TRUTH",Hero,33,2,27,54,0.611111111
"MACTAGGART, JOE",Hero,17,1,17,17,1
"MACTAGGART, MOIRA |",Hero,15,1,15,15,1
"MACTAGGERT, MOIRA KI",Hero,2773,179,470,84130,0.032960894
MAD DOG/COLONEL BUZZ,Hero,530,36,196,7056,0.075113379
MAD VIKING/KNUT CAIN,Villain,6,1,6,6,1
MADAME HYDRA VI,Villain,88,7,21,147,0.598639456
MADAME MASQUE II/,Villain,40,5,24,120,0.333333333
MADAME MASQUE III,Villain,266,15,66,990,0.268686869
MADAME MASQUE IV,Villain,17,1,17,17,1
MADAME MASQUE V,Villain,16,2,13,26,0.615384615
MADAME MASQUE VI,Villain,19,1,19,19,1
MADAME MASQUE/GIULIE,Villain,557,58,163,9454,0.058916861
MADAME MENACE/SUNSET,Hero,129,13,67,871,0.148105626
MADAME QWA,Hero,82,6,37,222,0.369369369
MADAME ROSE,Hero,9,1,9,9,1
MADAME SLAY,Villain,5,1,5,5,1
MADAME WEB/CASSANDRA,Hero,157,20,49,980,0.160204082
MADCAP,Villain,117,11,85,935,0.12513369
"MADDEN, CHET",Hero,66,8,19,152,0.434210526
"MADDICKS, ARTHUR ART",Hero,1084,65,231,15015,0.072194472
"MADDICKS, NADINE",Hero,5,1,5,5,1
"MADDICKS, PROFESSOR",Hero,53,3,36,108,0.490740741
"MADISON, TAYLOR",Hero,73,6,27,162,0.450617284
MADMAN/PHIL STERNS,Hero,27,5,15,75,0.36
"MADSDEN, TREVOR",Hero,8,1,8,8,1
MAELEN,Hero,47,2,35,70,0.671428571
MAELSTROM/MALCOLM ST,Villain,268,14,119,1666,0.160864346
MAESTRO,Villain,11,2,9,18,0.611111111
MAGDALENE/MARISSA DA,Hero,363,15,120,1800,0.201666667
MAGGOTT/JAPHETH,Hero,334,22,92,2024,0.165019763
MAGIC,Hero,72,3,63,189,0.380952381
MAGIK/ILLYANA RASPUT,Hero,1893,126,293,36918,0.0512758
MAGMA II/JONATHAN DA,Hero,35,6,15,90,0.388888889
MAGMA/AMARA AQUILLA/,Hero,1165,71,230,16330,0.07134109
MAGNESIUM,Hero,23,1,23,23,1
MAGNETO | MUTANT X-V,Villain,221,11,89,979,0.225740552
MAGNETO/MAGNUS/ERIC,Villain,3581,215,551,118465,0.030228337
MAGNIR,Hero,102,8,30,240,0.425
MAGNOR,Hero,17,2,10,20,0.85
"MAGNUM, MOSES",Villain,75,8,40,320,0.234375
MAGNUS,Hero,148,17,52,884,0.167420814
MAGOG,Hero,11,1,11,11,1
MAGOG II,Hero,58,5,41,205,0.282926829
"MAGRUDER, ALLIE",Hero,125,4,91,364,0.343406593
MAGUIRE,Hero,100,9,35,315,0.317460317
MAGUS,Villain,941,24,196,4704,0.200042517
MAGUS II,Villain,121,7,59,413,0.292978208
MAHA YOGI,Hero,79,11,40,440,0.179545455
MAHKIZMO,Hero,43,6,22,132,0.325757576
"MAHONEY, GINNY",Hero,6,1,6,6,1
MAINFRAME II,Hero,63,3,39,117,0.538461538
MAINFRAME/IAN WAJLER,Hero,29,3,20,60,0.483333333
MAINSPRING,Hero,39,5,17,85,0.458823529
"MAJCOMB, RENEE",Hero,76,6,40,240,0.316666667
MAJESTON ZELIA,Villain,103,8,39,312,0.330128205
MAJOR DOMO,Villain,224,14,95,1330,0.168421053
MAJOR LOVE,Hero,10,1,10,10,1
MAJOR MAPLELEAF/LOUI,Hero,10,1,10,10,1
MAJOR VICTORY/MAJ. V,Hero,61,4,43,172,0.354651163
"MAJOWSKI, SAM MOTHER",Hero,151,8,63,504,0.299603175
MAKKARI/MIKE KHARY/I,Hero,1133,71,306,21726,0.052149498
MAKO,Hero,43,2,36,72,0.597222222
MALACHI,Villain,77,4,42,168,0.458333333
MALAN Sometimes spel,Hero,73,5,27,135,0.540740741
MALEKITH/MALCOLM KEI,Villain,242,19,77,1463,0.165413534
MALEVOLENCE,Hero,17,1,17,17,1
MALICE,Villain,18,3,8,24,0.75
MALICE II,Villain,5,1,5,5,1
MALICE III,Villain,108,6,81,486,0.222222222
MALICE IV,Villain,244,16,67,1072,0.22761194
MALICE V/NAKIA,Villain,224,17,91,1547,0.14479638
"MALONE, JULIUS",Hero,11,1,11,11,1
MALOVICK/,Hero,20,2,12,24,0.833333333
"MALPHER, KATHY",Hero,91,9,38,342,0.266081871
MALPRACTICE,Hero,13,1,13,13,1
MALTESE,Hero,78,7,34,238,0.327731092
MALTZ,Hero,17,2,10,20,0.85
"MALUS, DR. KARL",Villain,131,17,67,1139,0.115013169
MAM'SELLE HEPZIBAH,Hero,746,37,165,6105,0.122194922
MAN-APE/M'BAKU,Villain,243,13,123,1599,0.151969981
MAN-BEAST,Villain,424,34,124,4216,0.10056926
MAN-BULL/BULL TAURUS,Hero,47,9,27,243,0.193415638
MAN-KILLER/KATRINA L,Hero,383,21,146,3066,0.124918461
MAN-MOUNTAIN MARKO,Hero,101,10,44,440,0.229545455
MAN-OF-WAR,Hero,10,1,10,10,1
MAN-SPIDER CLONE | M,Villain,8,1,8,8,1
MAN-SPIDER | MUTANT,Villain,114,4,69,276,0.413043478
MAN-THING/THEODORE T,Hero,540,121,201,24321,0.022203034
MANACLE/,Hero,18,1,18,18,1
MANAT,Hero,21,1,21,21,1
MANBOT/BERNIE LACHEN,Hero,286,16,75,1200,0.238333333
MANDARIN,Villain,757,82,240,19680,0.038465447
"MANDARIN, JAMES",Villain,26,4,17,68,0.382352941
MANDRILL/HENSLEY FAR,Villain,110,13,54,702,0.156695157
"MANELLI, DINO",Hero,103,12,40,480,0.214583333
MANGLER/,Hero,23,1,23,23,1
MANGOG,Villain,214,20,40,800,0.2675
"MANH, COY LEONG XUI",Hero,118,8,60,480,0.245833333
"MANH, COY NGA",Hero,118,8,60,480,0.245833333
"MANH, COY TRANH",Hero,25,2,20,40,0.625
MANIKIN/DR. WHITMAN,Hero,415,31,97,3007,0.138011307
MANIPULATOR II,Hero,24,1,24,24,1
MANIPULATOR/,Hero,39,4,21,84,0.464285714
MANITOU,Hero,50,1,50,50,1
"MANN, DR. J. VERNON",Hero,51,4,24,96,0.53125
"MANNING, DR.",Hero,20,2,14,28,0.714285714
"MANNING, ERIKA",Hero,8,1,8,8,1
"MANNING, JANICE",Hero,11,3,5,15,0.733333333
"MANOLIS, LT. NICK",Hero,103,11,47,517,0.199226306
MANSLAUGHTER,Hero,97,11,27,297,0.326599327
MANT/ERNEST,Hero,7,1,7,7,1
MANTA,Hero,64,3,57,171,0.374269006
MANTIS (SPACE PHANTO,Villain,142,8,39,312,0.455128205
MANTIS/? BRANDT,Villain,730,54,153,8262,0.08835633
"MANTLO, BILL",Hero,8,1,8,8,1
"MANTONE, JORGE",Hero,9,1,9,9,1
MANX,Hero,8,1,8,8,1
MARAUD,Hero,45,4,13,52,0.865384615
MARAUDER,Hero,46,7,21,147,0.31292517
MARAUDER II,Hero,2,1,2,2,1
"MARCEAUX, BELIZE",Hero,36,3,23,69,0.52173913
"MARCEAUX, THEOREN",Hero,81,4,34,136,0.595588235
MARCHALLA,Hero,4,1,4,4,1
MARCHALLA II,Hero,7,2,4,8,0.875
MARGOYLE,Hero,135,6,51,306,0.441176471
MARIK,Hero,9,1,9,9,1
MARILLA [INHUMAN],Hero,181,12,60,720,0.251388889
"MARIN, DR.",Hero,29,2,23,46,0.630434783
MARIONETTE/MARI,Hero,98,9,37,333,0.294294294
MARISSA (OF GENE-TEC,Hero,12,1,12,12,1
MARISTA,Hero,11,1,11,11,1
MARITA,Hero,64,8,24,192,0.333333333
MARKED MAN,Hero,6,1,6,6,1
"MARKO, KURT",Hero,43,2,39,78,0.551282051
"MARKS, DR. SHIELA",Hero,4,2,2,4,1
"MARLES, DR. THOMAS",Hero,19,1,19,19,1
"MARLEY, MITCH MADMAN",Hero,19,2,16,32,0.59375
"MARLOPOLIS, EDGAR",Hero,2,1,2,2,1
"MARLOWE, STEVE",Hero,19,2,10,20,0.95
"MARLOWE, STEVE JR.",Hero,19,2,10,20,0.95
"MARRERO, ED",Hero,133,9,49,441,0.301587302
MARRINA/MARRINA SMAL,Hero,446,37,122,4514,0.098803722
MARROW/SARAH,Villain,1178,73,243,17739,0.066407351
"MARRS(-PAYNE), PHOEB",Hero,342,31,100,3100,0.110322581
"MARRS, DESMOND",Hero,211,19,62,1178,0.179117148
"MARSHALL, GRANT",Hero,42,6,11,66,0.636363636
"MARTELL, SHIELD AGEN",Hero,31,5,14,70,0.442857143
MARTHA,Hero,129,10,53,530,0.243396226
"MARTIN, ASHLEY",Hero,160,9,49,441,0.362811791
"MARTIN, TERI",Hero,198,12,47,564,0.35106383
"MARTINELLI, VINCENT",Hero,158,24,57,1368,0.115497076
MARTINEX,Hero,61,4,43,172,0.354651163
"MARTINEZ, AKASHA",Villain,13,2,8,16,0.8125
"MARTINEZ, ALITHA",Hero,40,1,40,40,1
"MARTINEZ, CARMELLO",Hero,18,1,18,18,1
"MARTINEZ, ISADORA",Hero,96,5,41,205,0.468292683
"MARTINEZ, LINETTE",Hero,44,3,21,63,0.698412698
"MARTINEZ, MR.",Hero,13,2,8,16,0.8125
"MARTINEZ, MRS.",Hero,7,1,7,7,1
MARTINS,Hero,7,2,5,10,0.7
"MARTS, MR.",Hero,23,2,19,38,0.605263158
MARVEL BOY II/MARTIN,Hero,1,1,1,1,1
MARVEL BOY III/ROBER,Hero,47,11,19,209,0.224880383
MARVEL BOY VI,Hero,100,6,59,354,0.282485876
MARVEL BOY VII/DAVID,Hero,5,1,5,5,1
MARVEL BOY VIII/NOH-,Hero,9,2,6,12,0.75
MARVEL BOY/MARTIN BU,Hero,5,1,5,5,1
MARVEL GIRL DOPPELGA,Hero,117,2,81,162,0.722222222
MARVEL GIRL II/VALER,Hero,170,13,70,910,0.186813187
MARVEL GIRL/JEAN GRE,Hero,7654,466,1063,495358,0.015451451
MARVEL WOMAN | MUTAN,Hero,198,14,66,924,0.214285714
MARX,Hero,116,13,46,598,0.193979933
"MARX, DR.",Hero,10,1,10,10,1
MASKED MARAUDER/FRAN,Villain,56,10,16,160,0.35
"MASON, JOHN",Hero,6,1,6,6,1
"MASON, LOUISE",Hero,290,40,106,4240,0.068396226
"MASON, WANDA",Hero,51,6,28,168,0.303571429
MASQUE,Hero,407,28,131,3668,0.110959651
MASTER ELO,Hero,13,1,13,13,1
MASTER FOUR,Hero,5,1,5,5,1
MASTER KHAN/TYRONE K,Villain,209,23,74,1702,0.12279671
MASTER LINK/WILLIS H,Hero,27,2,20,40,0.675
MASTER MAN II/ALEXAN,Villain,13,2,12,24,0.541666667
MASTER MAN/WILHELM L,Villain,199,18,57,1026,0.193957115
MASTER MENACE/DR. EM,Hero,129,8,34,272,0.474264706
MASTER MOLD,Villain,86,5,65,325,0.264615385
MASTER MOLD II,Villain,576,51,201,10251,0.05618964
MASTER MOLD III,Villain,18,2,12,24,0.75
MASTER MONARCH/,Hero,14,1,14,14,1
MASTER OF VENGEANCE,Hero,2,1,2,2,1
MASTER OM,Hero,17,2,13,26,0.653846154
MASTER ORDER,Villain,318,14,121,1694,0.18772137
MASTER PANDEMONIUM/M,Villain,113,10,43,430,0.262790698
MASTER PROGRAMMER,Hero,97,8,22,176,0.551136364
MASTER TWELVE,Hero,8,1,8,8,1
MASTER ZEI,Hero,41,3,26,78,0.525641026
MASTER/ESHU,Hero,400,24,144,3456,0.115740741
MASTERBLASTER/,Hero,5,1,5,5,1
MASTERMIND II/BOWERS,Villain,3,1,3,3,1
MASTERMIND III,Villain,43,7,15,105,0.40952381
MASTERMIND IV/MARTIN,Villain,27,5,16,80,0.3375
MASTERMIND V,Villain,19,2,11,22,0.863636364
MASTERMIND/JASON WYN,Villain,638,39,178,6942,0.09190435
"MASTERS, ALICIA REIS",Hero,2261,206,478,98468,0.022961774
"MASTERS, DR. AUGUST",Hero,105,7,36,252,0.416666667
"MASTERSON, KEVIN",Hero,527,39,128,4992,0.10556891
MASTIFF,Hero,4,1,4,4,1
"MASTIFF, MINNIE",Hero,4,1,4,4,1
MASTON-DAR,Hero,12,1,12,12,1
MATADOR/MANUEL ELOGA,Villain,28,3,21,63,0.444444444
MATHEMANIC/THOMAS SO,Hero,154,9,49,441,0.349206349
MAULER/BRENDAN DOYLE,Hero,32,5,23,115,0.27826087
MAUVIUS,Hero,10,1,10,10,1
MAVERICK/CHRISTOPHER,Hero,179,24,53,1272,0.14072327
MAX,Hero,9,4,3,12,0.75
MAX II,Hero,28,5,12,60,0.466666667
"MAXIMOFF, DJANGO",Hero,125,8,43,344,0.363372093
MAXIMUS [INHUMAN],Villain,874,57,179,10203,0.08566108
MAXOV,Hero,70,5,39,195,0.358974359
"MAXWELL, DR. WILFRED",Hero,87,8,56,448,0.194196429
"MAXWELL, MORRIS",Hero,81,9,34,306,0.264705882
MAXXAM,Hero,8,1,8,8,1
"MAYE, APRIL",Hero,66,7,32,224,0.294642857
MAYHEM/DET. BRIGID O,Villain,231,31,55,1705,0.135483871
"MCBRIDE, BEATRICE",Hero,22,3,10,30,0.733333333
"MCBRIDE, MARTHA",Hero,9,1,9,9,1
"MCCABE, LINDSAY",Hero,317,40,107,4280,0.074065421
"MCCABE, NINA",Hero,38,7,14,98,0.387755102
"MCCALL, MEREDITH | T",Hero,26,1,26,26,1
"MCCAMBRIDGE, MEGAN",Hero,21,2,17,34,0.617647059
"MCCORMICK, BARRY",Hero,8,1,8,8,1
"MCCORMICK, FIONA",Hero,10,1,10,10,1
"MCCOURT, ALLISON",Hero,75,9,22,198,0.378787879
"MCCOY, EDNA ANDREWS",Hero,119,10,69,690,0.172463768
"MCCOY, NORTON",Hero,102,9,60,540,0.188888889
"MCCULLOUGH, DR. ANDR",Hero,9,1,9,9,1
"MCDONNELL, OSCAR",Hero,12,1,12,12,1
"MCDOWELL, SCOTTY",Hero,63,15,16,240,0.2625
"MCELROY, JAMES",Hero,27,2,22,44,0.613636364
"MCGIVENEY, BULL",Hero,11,1,11,11,1
"MCGRILL, MARY",Hero,84,13,13,169,0.49704142
"MCHELE, JEREMY",Hero,29,7,6,42,0.69047619
"MCKEEVER, TINY",Hero,188,17,49,833,0.225690276
"MCKENNA-DRAKE, MARLE",Hero,24,2,20,40,0.6
"MCKENZIE, LEON",Hero,13,1,13,13,1
"MCKENZIE, LEONARD",Hero,27,4,7,28,0.964285714
"MCKENZIE, LYDIA",Hero,60,4,42,168,0.357142857
"MCKENZIE, SCARLETT",Hero,31,6,12,72,0.430555556
"MCKNIGHT, BOB",Hero,9,1,9,9,1
"MCLAREN, MEGAN",Hero,291,10,140,1400,0.207857143
MCLEISH,Hero,10,4,3,12,0.833333333
"MCMURRAY, YVONNE",Hero,9,1,9,9,1
"MCNAIR, TAD",Hero,6,1,6,6,1
"MCPHAIL, NATALIE",Hero,9,1,9,9,1
"MCPHEE, LOUIE",Hero,31,3,21,63,0.492063492
"MCPHERSON, LING",Hero,76,10,31,310,0.24516129
"MCSHANE, PATRICK",Hero,4,1,4,4,1
"MEACHUM, HAROLD",Villain,22,4,10,40,0.55
"MEACHUM, JOY",Hero,188,18,75,1350,0.139259259
"MEACHUM, WARD",Hero,140,13,45,585,0.239316239
"MEAGHER, TYLER",Hero,23,3,16,48,0.479166667
MEANY,Hero,263,17,82,1394,0.18866571
MEATMARKET,Hero,28,2,18,36,0.777777778
MECHADOOM,Hero,39,3,20,60,0.65
MECHAMAGE/,Hero,89,2,83,166,0.536144578
MEDEA,Hero,96,7,32,224,0.428571429
"MEDINA, ANALISA MARI",Hero,86,8,33,264,0.325757576
MEDUSA II,Villain,10,1,10,10,1
MEDUSA | MUTANT X-VE,Villain,28,1,28,28,1
MEDUSA/MEDUSALITH AM,Villain,2456,163,464,75632,0.032473027
MEEK,Hero,36,2,23,46,0.782608696
"MEER, MAX",Hero,20,2,12,24,0.833333333
MEGA MAX/,Hero,11,1,11,11,1
MEGATAK,Villain,24,2,17,34,0.705882353
MEGGAN,Hero,1709,139,328,45592,0.037484646
MEGGAN 2013,Hero,9,1,9,9,1
"MELLACE, LUCY SANTIN",Hero,45,7,22,154,0.292207792
"MELLACE, TONY",Hero,12,2,7,14,0.857142857
MELLENCAMP,Hero,134,5,56,280,0.478571429
MELONIE,Hero,26,2,14,28,0.928571429
MELTER II/BRUNO HORG,Villain,8,1,8,8,1
MELTER/BRUNO HORGAN,Villain,416,23,203,4669,0.089098308
"MELTON, LORRIE",Hero,49,5,22,110,0.445454545
MEMBRAIN/,Hero,38,2,24,48,0.791666667
MEME,Hero,11,1,11,11,1
"MENDELSON, DR. MACK",Hero,18,3,12,36,0.5
MENDICUS,Hero,49,3,23,69,0.710144928
"MENDOSA, EMILIO",Hero,13,3,5,15,0.866666667
"MENGOCHAUZERAUS, GRI",Hero,33,3,25,75,0.44
"MENGOCHAUZERAUS, STA",Hero,33,3,25,75,0.44
"MENKEN, DONALD L.",Villain,40,5,27,135,0.296296296
"MENNINGER, CLARA",Hero,64,6,34,204,0.31372549
MENTALLO,Villain,205,19,126,2394,0.085630744
MENTOR II,Hero,184,8,88,704,0.261363636
MENTOR/ALARS [ETERNA,Hero,437,34,158,5372,0.081347729
MENTUS,Hero,25,4,15,60,0.416666667
MEPHISITOID,Hero,23,2,14,28,0.821428571
MEPHISTA,Villain,50,5,16,80,0.625
MEPHISTO,Villain,1280,111,396,43956,0.029120029
"MERCADO, JOY",Hero,654,54,140,7560,0.086507937
MERCURY,Villain,47,3,31,93,0.505376344
MERCURY II,Villain,23,1,23,23,1
MERCURY III/,Villain,34,2,19,38,0.894736842
MERCY,Villain,24,4,17,68,0.352941176
"MERENGUES, SMOOTH MA",Hero,13,1,13,13,1
"MERIDIAN, DR. ROBERT",Hero,10,2,5,10,1
MERLIN,Hero,133,13,67,871,0.152698048
MERLYN,Hero,39,1,39,39,1
MERREE,Hero,5,1,5,5,1
MERRIAN,Hero,19,2,11,22,0.863636364
"MERRYWEATHER, IRENE",Hero,427,45,150,6750,0.063259259
MESMERO,Villain,240,21,93,1953,0.122887865
"MESSENGER, TOBIAS",Hero,55,4,20,80,0.6875
METABO,Hero,16,1,16,16,1
METALSLASH/,Hero,16,2,11,22,0.727272727
METEORITE,Hero,208,14,71,994,0.209255533
METEORITE III/VALERI,Hero,139,7,47,329,0.422492401
METOXO,Hero,7,1,7,7,1
MEXXA RIEN,Hero,35,2,24,48,0.729166667
MIBA,Hero,12,1,12,12,1
"MICAWBER, TRISTRAM",Hero,15,1,15,15,1
"MICHAELS, DAWN",Hero,3,1,3,3,1
"MICHEL, RAFE",Hero,80,8,29,232,0.344827586
MICHELLE,Hero,10,1,10,10,1
"MICO, RODOLFO",Hero,21,2,11,22,0.954545455
MICROCHIP/LINUS LIEB,Hero,420,91,104,9464,0.044378698
MICROMAX/SCOTT WRIGH,Hero,133,6,61,366,0.363387978
MIDAS,Hero,95,9,45,405,0.234567901
MIDGARD SERPENT,Hero,56,1,56,56,1
MIDGET,Hero,72,2,51,102,0.705882353
MIDNIGHT III/JEFFREY,Hero,156,23,34,782,0.199488491
MIDNIGHT'S FIRE/,Villain,140,7,46,322,0.434782609
MIDNIGHT/M'NAI,Hero,77,10,34,340,0.226470588
MIDWIFE,Hero,9,2,6,12,0.75
MIESHO,Hero,12,1,12,12,1
"MIFUNE, DR.",Hero,9,1,9,9,1
MIKHLO,Hero,444,24,224,5376,0.082589286
MILAN,Villain,80,3,58,174,0.459770115
MILLENIUS,Hero,10,1,10,10,1
MILLENNIUM MONARCH,Hero,11,1,11,11,1
"MILLER, CHRIS",Hero,51,4,28,112,0.455357143
"MILLER, FRANK",Hero,40,1,40,40,1
"MILLER, JENETTE",Hero,7,1,7,7,1
"MILLER, STACI MURPHY",Hero,39,3,25,75,0.52
"MILLER, TRACE",Hero,19,2,14,28,0.678571429
MIMIC/CALVIN RANKIN,Hero,266,24,112,2688,0.098958333
MIND'S EYE/MEACHAM,Hero,37,6,7,42,0.880952381
MINDBLAST,Villain,139,5,57,285,0.487719298
MINDMELD/,Hero,11,1,11,11,1
MINDSINGER/GREGOR,Hero,104,9,23,207,0.502415459
MINDSTORM/,Hero,5,1,5,5,1
MINDWAVE,Hero,40,2,39,78,0.512820513
MINDWORM/WILLIAM TUR,Hero,5,2,3,6,0.833333333
MINERVA [KREE],Villain,172,15,77,1155,0.148917749
MINI MAX/,Hero,11,1,11,11,1
MINISTER BLOOD,Hero,59,4,37,148,0.398648649
MINISTER TOME,Hero,38,2,25,50,0.76
MINOR DOMO,Hero,17,1,17,17,1
MINOTAUR,Hero,17,1,17,17,1
MINOTAUR II,Hero,4,1,4,4,1
MINOTAUR III,Hero,10,1,10,10,1
MINOTAURUS,Hero,6,1,6,6,1
MINSTER HOARD,Hero,38,2,25,50,0.76
MINT JULEP,Hero,31,3,11,33,0.939393939
MINXI [INHUMAN],Hero,12,1,12,12,1
MIRACLE MAN,Villain,120,8,77,616,0.194805195
MIRAGE,Hero,98,3,90,270,0.362962963
MIRAGE II/DANIELLE M,Hero,2635,172,441,75852,0.034738702
MIRAGE III/MARGE,Hero,16,4,6,24,0.666666667
MISFIT/,Villain,83,4,28,112,0.741071429
MISS AMERICA/MADELIN,Hero,210,26,60,1560,0.134615385
MISS ITCH/BLISS,Hero,40,5,12,60,0.666666667
MISS LOCKE,Hero,205,18,80,1440,0.142361111
MISS MASS/,Hero,101,3,55,165,0.612121212
MISS SACCHARINE,Hero,11,1,11,11,1
MISS THING/MARY,Hero,7,1,7,7,1
MISSING LINK,Hero,36,4,24,96,0.375
MISSING LINK II/RAY,Hero,27,2,20,40,0.675
MIST,Hero,18,1,18,18,1
MIST MISTRESS,Hero,20,1,20,20,1
MISTER CLEAN,Villain,17,2,11,22,0.772727273
MISTER HYDE/CALVIN Z,Villain,527,50,210,10500,0.050190476
MISTY/VINCENTE,Hero,18,1,18,18,1
"MITCHELL, ROBERT",Hero,5,1,5,5,1
MO,Hero,18,1,18,18,1
MO MONEY,Hero,22,1,22,22,1
MOBIUS,Hero,11,1,11,11,1
"MOBIUS, DR.",Hero,21,1,21,21,1
MOCKINGBIRD/DR. BARB,Hero,2418,174,530,92220,0.026219909
MODAM,Villain,137,11,87,957,0.143155695
MODEM/,Hero,9,1,9,9,1
"MODINE, REP. BERNARD",Hero,9,2,6,12,0.75
MODOK/GEORGE TARLETO,Villain,399,41,182,7462,0.053470919
MODRED THE MYSTIC,Hero,167,17,98,1666,0.100240096
MODT,Hero,45,2,41,82,0.548780488
MODULAR MAN/STEPHEN,Hero,6,2,5,10,0.6
MOJO,Villain,303,21,124,2604,0.116359447
MOJO II,Villain,49,4,23,92,0.532608696
MOK,Hero,44,3,22,66,0.666666667
MOLE,Hero,34,3,13,39,0.871794872
MOLE MAN | MUTANT X-,Villain,28,2,18,36,0.777777778
MOLE MAN/HARVEY RUPE,Villain,930,64,336,21504,0.043247768
MOLECULE MAN/OWEN RE,Villain,734,35,171,5985,0.122639933
MOLGOTHA,Hero,17,1,17,17,1
"MOLLE, DR.",Hero,18,1,18,18,1
MOLTEN MAN/MARK RAXT,Villain,156,19,53,1007,0.154915591
MOLTO,Hero,23,3,16,48,0.479166667
MONDO,Villain,32,2,19,38,0.842105263
MONDO II,Villain,177,12,54,648,0.273148148
MONGOOSE,Villain,124,10,63,630,0.196825397
"MONGRAIN, ALISON",Hero,128,10,59,590,0.216949153
MONGU,Hero,12,2,11,22,0.545454545
MONMOUTH,Hero,50,2,30,60,0.833333333
MONOCLE,Hero,39,4,22,88,0.443181818
MONSTER FROM THE LOS,Hero,18,3,11,33,0.545454545
MONSTROID/BALIOX/7NH,Hero,16,2,15,30,0.533333333
MONTANA,Villain,123,12,58,696,0.176724138
MONTANA II,Villain,14,2,9,18,0.777777778
MONTENEGRO,Hero,8,2,5,10,0.8
"MONTESI, VICTORIA",Hero,62,8,34,272,0.227941176
MONTGOMERY,Hero,119,15,38,570,0.20877193
"MONTGOMERY, SIR BERN",Hero,8,1,8,8,1
"MONTOYA, JULIO",Hero,26,1,26,26,1
"MONTOYA, MARIA",Hero,26,1,26,26,1
"MOODY, RUNYAN",Hero,23,6,6,36,0.638888889
"MOOMJI, INDRIES",Hero,52,8,12,96,0.541666667
MOON KNIGHT DOPPELGA,Hero,227,4,99,396,0.573232323
MOON KNIGHT | MUTANT,Hero,49,1,49,49,1
MOON KNIGHT/MARC SPE,Hero,1863,187,449,83963,0.022188345
MOON WOLF/,Hero,25,2,16,32,0.78125
MOONBOY,Hero,106,20,31,620,0.170967742
MOONDANCER,Hero,26,1,26,26,1
MOONDARK,Hero,20,4,14,56,0.357142857
MOONDRAGON DOPPELGAN,Hero,122,2,80,160,0.7625
