hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
CROSSFIRE,Villain,60,7,26,182,0.32967033
CROTUS,Hero,34,3,27,81,0.419753086
"CROW, REV. JOSHUA",Hero,21,3,11,33,0.636363636
"CROWE, GERONIMO",Hero,17,2,11,22,0.772727273
CROWLEY,Hero,19,1,19,19,1
"CROWLEY, SEN.",Hero,3,1,3,3,1
CROWN,Hero,21,2,18,36,0.583333333
CRUCIBLE/BYRON CALLE,Hero,230,15,89,1335,0.172284644
CRULE,Hero,75,5,29,145,0.517241379
CRUSADER II/ARTHUR B,Villain,20,4,15,60,0.333333333
CRUSADER X/BRIAN BRA,Villain,42,4,22,88,0.477272727
CRUSHER II/JUAN APON,Villain,4,1,4,4,1
CRUSHER/EL PROFESSOR,Villain,23,2,21,42,0.547619048
CRUSHTACEAN,Hero,14,1,14,14,1
CRUX/CRISTAL LEMIUEX,Hero,34,2,19,38,0.894736842
CRYSTAL [INHUMAN],Hero,4279,262,711,186282,0.02297055
CUDGEL/,Hero,18,1,18,18,1
CUEBALL/,Hero,5,1,5,5,1
CUFFS/,Hero,35,3,17,51,0.68627451
"CUMMINGS, DIANE",Hero,57,7,22,154,0.37012987
CURSED LOTUS,Hero,11,2,6,12,0.916666667
"CURSON, LT. TARA",Hero,11,2,7,14,0.785714286
"CURZON, DETECTIVE IN",Hero,13,3,7,21,0.619047619
"CUSHING, KATE",Hero,782,65,169,10985,0.071187984
"CUSSLER, PHILLIP",Hero,18,2,12,24,0.75
"CUSSLER, PHILLIP JR.",Hero,18,2,12,24,0.75
CUT,Hero,117,6,46,276,0.423913043
CUTTER,Hero,17,1,17,17,1
CUTTHROAT/DANIEL LEI,Hero,110,12,42,504,0.218253968
CY-PHYRR 4,Hero,32,5,9,45,0.711111111
CYANIDE JANE,Hero,76,6,35,210,0.361904762
CYBELE [ETERNAL],Hero,113,6,44,264,0.428030303
CYBER,Hero,123,15,50,750,0.164
CYBERMANCER/DR. SUZI,Hero,80,7,32,224,0.357142857
CYBERSLIK,Hero,44,3,22,66,0.666666667
CYBERTOOTH/YEN HSIEH,Hero,50,3,20,60,0.833333333
CYBORG X/,Hero,24,2,16,32,0.75
CYCLONE,Villain,68,5,52,260,0.261538462
CYCLONE II/PIERRE FR,Villain,238,10,107,1070,0.222429907
CYCLOPS 2013,Hero,10,1,10,10,1
CYCLOPS DOPPELGANGER,Villain,296,5,127,635,0.466141732
CYCLOPS II,Hero,11,1,11,11,1
CYCLOPS | MUTANT X-V,Hero,19,2,14,28,0.678571429
CYCLOPS/SCOTT SUMMER,Hero,9896,585,1134,663390,0.014917319
CYLLA,Hero,4,1,4,4,1
CYLLA II,Hero,74,5,44,220,0.336363636
CYNAS,Hero,135,5,44,220,0.613636364
CYPHER/DOUG RAMSEY,Hero,1690,114,323,36822,0.045896475
CYPRESS/,Hero,5,1,5,5,1
CYRA [ASGARDIAN],Hero,34,2,27,54,0.62962963
CYTTORAK,Hero,21,2,19,38,0.552631579
"D'ALEXIS, AMBER",Hero,11,1,11,11,1
"D'ANGELO, LIEUTENANT",Hero,132,15,40,600,0.22
"D'AURIA, JACK",Hero,79,10,36,360,0.219444444
D'KAY,Villain,21,3,7,21,1
D'KEN [SHI'AR],Villain,174,9,69,621,0.280193237
D'SPAYRE,Villain,190,24,95,2280,0.083333333
D'SPRYTE,Hero,4,2,2,4,1
D'WON,Hero,14,1,14,14,1
D.K./DAVID KALEN,Villain,26,4,18,72,0.361111111
D.O.A.,Hero,243,15,44,660,0.368181818
"DA COSTA, EMMANUEL",Hero,101,5,70,350,0.288571429
"DABOIA, RUSSELL",Hero,23,1,23,23,1
"DABUTA, NIGEL",Hero,8,1,8,8,1
DADDY LONGLEGS/RAMSE,Hero,61,4,44,176,0.346590909
DADDY WRONGLEGS,Villain,22,2,14,28,0.785714286
DAGDA,Hero,10,1,10,10,1
DAGGER/TANDY BOWEN,Hero,1062,113,255,28815,0.036855804
DAGGER/TANDY BOWEN |,Hero,14,1,14,14,1
"DAHN, FARNOQ",Hero,55,4,18,72,0.763888889
DAI-KUMO,Hero,16,3,7,21,0.761904762
"DAKESIAN, NANCI",Hero,40,1,40,40,1
DAKIMH THE ENCHANTER,Hero,119,10,88,880,0.135227273
DAKINI,Hero,32,3,22,66,0.484848485
"DAKOR, YOGI",Hero,46,3,36,108,0.425925926
DAMAGE,Villain,9,2,5,10,0.9
DAMBALLAH,Hero,6,2,3,6,1
DAMBALLAH II,Hero,19,2,18,36,0.527777778
"DAMIAN, DR. DANIEL",Hero,130,10,63,630,0.206349206
"DAMIAN, MARGO",Hero,340,28,65,1820,0.186813187
DAN-FARR,Hero,72,1,72,72,1
DANGOR,Hero,29,3,11,33,0.878787879
DANIA,Hero,11,1,11,11,1
"DANIELS, BRIE",Hero,23,3,14,42,0.547619048
"DANNING, SHEILA",Hero,19,2,17,34,0.558823529
DANSEN MACABRE,Villain,281,14,93,1302,0.215821813
DANTE,Hero,10,1,10,10,1
"DANTES, DR. EDWINA",Hero,16,1,16,16,1
"DANVERS, JOE",Hero,11,2,9,18,0.611111111
"DANVERS, MRS. JOE",Hero,18,2,16,32,0.5625
"DANVILLE, SEN. OWEN",Hero,44,3,20,60,0.733333333
DARCO,Hero,80,5,26,130,0.615384615
"DARE, JOHNNY",Hero,13,1,13,13,1
"DARE, KATHLEEN",Hero,157,15,46,690,0.227536232
"DARE, ROSSALYN",Hero,22,1,22,22,1
DAREDEVIL DOPPELGANG,Hero,344,7,147,1029,0.334305151
DAREDEVIL | MUTANT X,Hero,61,2,53,106,0.575471698
DAREDEVIL/MATT MURDO,Hero,5691,619,998,617762,0.009212286
DARGIL,Hero,31,2,20,40,0.775
DARIA,Hero,31,2,23,46,0.673913043
DARK,Hero,81,4,32,128,0.6328125
DARK BEAST/HENRY MCC,Villain,450,30,183,5490,0.081967213
DARK COUNSEL/VARTU,Hero,87,7,36,252,0.345238095
DARK CRAWLER,Villain,50,5,34,170,0.294117647
DARK HUNTER,Hero,21,3,7,21,1
DARK MASTER,Hero,34,2,20,40,0.85
DARK MOTHER/FINALITY,Hero,71,8,31,248,0.286290323
DARK ONE,Hero,9,1,9,9,1
DARK RAIDER,Hero,47,4,25,100,0.47
DARK WIND/KENJI OYAM,Hero,32,5,18,90,0.355555556
DARKHAWK DOPPELGANGE,Hero,193,3,95,285,0.677192982
DARKHAWK/CHRIS POWEL,Hero,1396,66,357,23562,0.059247942
DARKOTH/MAJOR DESMON,Villain,80,8,31,248,0.322580645
"DARKOVER, PROFESSOR",Hero,8,1,8,8,1
DARKSTAR/LAYNIA SERG,Hero,897,46,335,15410,0.058208955
DARLA,Hero,184,15,98,1470,0.125170068
"DARLEGUNG, GEN.",Hero,7,1,7,7,1
"DARROW, MARISSA II",Hero,13,1,13,13,1
"DAVID, PETER",Hero,14,1,14,14,1
DAVIDOFF,Hero,27,3,13,39,0.692307692
"DAVIS, ABBY",Hero,10,1,10,10,1
"DAVIS, PRINCIPAL",Hero,13,2,10,20,0.65
DAWN,Hero,8,1,8,8,1
"DAWSON, DICTIONARY",Hero,13,1,13,13,1
DAY,Hero,29,4,14,56,0.517857143
DAYDREAMER/CATHERINE,Hero,135,10,44,440,0.306818182
DAYTRIPPER/AMANDA SE,Hero,840,58,241,13978,0.060094434
DAZZLER II/ALLISON B,Hero,1760,141,381,53721,0.032761862
DAZZLER/BURTRAM WORT,Hero,85,7,31,217,0.391705069
DE LA COURTE,Hero,32,2,19,38,0.842105263
"DE LA FONTAINE, CONT",Hero,916,86,270,23220,0.039448751
"DE LA JOYA, SISTER M",Hero,10,1,10,10,1
"DE LA SALLE, BEATRIC",Hero,5,1,5,5,1
"DE LA SPIROSA, COUNT",Hero,35,6,10,60,0.583333333
DEAD HEAD/,Hero,25,2,14,28,0.892857143
DEAD RINGER/LOU,Hero,20,2,14,28,0.714285714
DEADAIR,Hero,19,1,19,19,1
DEADBOLT,Hero,102,8,32,256,0.3984375
DEADEYE/,Hero,7,1,7,7,1
DEADHEAD,Hero,35,2,27,54,0.648148148
DEADLY DORIS,Hero,11,1,11,11,1
DEADMAKER/GREGORI AN,Hero,8,1,8,8,1
DEADPOOL/JACK/WADE W,Villain,610,67,210,14070,0.043354655
"DEAN, BETTY",Hero,17,2,11,22,0.772727273
"DEAN, DARBY",Hero,58,3,32,96,0.604166667
"DEAN, SUSAN",Hero,58,3,32,96,0.604166667
"DEANGELO, DEVLIN",Hero,23,4,9,36,0.638888889
DEATH,Hero,778,42,289,12138,0.064096227
DEATH ADDER,Villain,212,13,106,1378,0.153846154
DEATH STING/MIRANDA,Hero,19,3,8,24,0.791666667
DEATH'S HEAD,Villain,48,6,9,54,0.888888889
DEATH-STALKER,Villain,116,15,41,615,0.188617886
DEATHBIRD [SHI'AR],Villain,649,41,208,8528,0.076102251
DEATHCHARGE,Hero,1,1,1,1,1
DEATHCRY [SHI'AR],Hero,315,26,104,2704,0.116494083
DEATHLOK II/COL. JOH,Villain,35,4,24,96,0.364583333
DEATHLOK III DOPPELG,Villain,4,1,4,4,1
DEATHLOK III/MICHAEL,Villain,453,40,194,7760,0.058376289
DEATHLOK IV,Villain,42,3,16,48,0.875
DEATHLOK | MUTANT X-,Villain,31,2,16,32,0.96875
DEATHLOK/COLONEL LUT,Villain,116,25,48,1200,0.096666667
DEATHRAVEN/JOSHUA RA,Hero,17,3,9,27,0.62962963
DEATHSHIELD/,Hero,12,1,12,12,1
DEATHSTROKE/,Hero,23,1,23,23,1
DEATHTOLL,Villain,15,2,10,20,0.75
DEATHUNT 9000,Hero,67,3,36,108,0.62037037
DEATHURGE,Villain,193,11,103,1133,0.170344219
DEATHWATCH/STEPHAN L,Villain,129,16,40,640,0.2015625
DECAY II/YOSHIRO HAC,Villain,104,6,39,234,0.444444444
DECAY/,Villain,98,4,43,172,0.569767442
DECIBEL,Hero,16,1,16,16,1
DEFENSOR,Hero,250,4,138,552,0.452898551
"DEGANN, KRIS",Hero,12,1,12,12,1
DEIMOS,Hero,13,1,13,13,1
"DEKKER, GENERAL LYLE",Hero,19,3,13,39,0.487179487
"DEL HIERRO, BLANCA",Hero,21,2,14,28,0.75
"DELACORTE, ARTHUR",Hero,35,3,19,57,0.614035088
"DELANY, CAPT.",Hero,37,2,35,70,0.528571429
"DELAZNY, CHARLES L.",Hero,27,4,13,52,0.519230769
"DELAZNY, DORIAN",Hero,38,5,11,55,0.690909091
DELGADO,Hero,79,3,37,111,0.711711712
"DELGADO, FATHER",Hero,204,27,54,1458,0.139917695
"DELGADO, LUZ",Hero,10,1,10,10,1
"DELGADO, RUFUS",Hero,42,2,30,60,0.7
DELILAH,Hero,207,15,62,930,0.222580645
DELPHI,Hero,144,12,62,744,0.193548387
DELPHI II,Hero,13,1,13,13,1
"DELPHIS, SIR",Hero,125,7,58,406,0.307881773
DELPHOS,Hero,45,2,28,56,0.803571429
DELUGE,Villain,33,2,20,40,0.825
DELUGE II,Villain,35,2,21,42,0.833333333
DEMEITYR,Hero,9,2,6,12,0.75
DEMI-GOD,Hero,22,1,22,22,1
DEMITRIUS,Hero,7,1,7,7,1
DEMOGOBLIN,Villain,102,13,33,429,0.237762238
DEMOLITION MAN DOPPE,Hero,27,2,22,44,0.613636364
DEMOLITION MAN/DENNI,Hero,552,37,172,6364,0.086737901
DEMON BEAR,Villain,60,4,39,156,0.384615385
DEMONICUS/DR. DOUGLA,Hero,120,14,40,560,0.214285714
DEMONSTAFF,Hero,20,1,20,20,1
DENAK,Hero,15,1,15,15,1
"DENNAGER, MICHAEL",Hero,11,1,11,11,1
"DENNEHY, ROBERT",Hero,11,1,11,11,1
"DENNIS, MARTY",Hero,35,3,25,75,0.466666667
"DEPALMA, MR.",Hero,9,1,9,9,1
"DEPAUL, SHIELD SPECI",Hero,27,2,19,38,0.710526316
DESADIA,Hero,6,3,2,6,1
DESAK/DESAK STERIXIA,Villain,12,1,12,12,1
DESIGNATE/TARENE,Hero,126,9,43,387,0.325581395
DESOLATION/,Hero,9,1,9,9,1
"DESTINE, ADAM",Hero,36,2,21,42,0.857142857
"DESTINE, NEWTON",Hero,36,2,21,42,0.857142857
DESTINY II/IRENE ADL,Villain,760,42,238,9996,0.076030412
DESTINY/PAUL DESTINE,Villain,18,4,9,36,0.5
DESTRAK,Hero,45,4,13,52,0.865384615
DESTROYER III,Villain,422,38,132,5016,0.084130781
DESTRUCTOR/PROFESSOR,Hero,45,5,30,150,0.3
DETHSTRYK,Hero,4,1,4,4,1
DEUCE,Hero,80,9,31,279,0.286738351
"DEUTSCH, GEN.",Hero,31,3,18,54,0.574074074
DEVASTATOR II/GREGOR,Hero,19,3,13,39,0.487179487
DEVASTATOR/KIROV PET,Hero,4,1,4,4,1
"DEVERAUX, INSPECTOR",Hero,30,2,16,32,0.9375
"DEVEREAUX, IRIS",Hero,16,1,16,16,1
"DEVEREAUX, MICHELLE",Hero,52,2,30,60,0.866666667
DEVIL DINOSAUR,Hero,106,20,31,620,0.170967742
DEVIL DINOSAUR | MUT,Hero,49,1,49,49,1
DEVIL-SLAYER/ERIC SI,Hero,404,27,160,4320,0.093518519
"DEVILLE, ARCADIA",Hero,88,5,35,175,0.502857143
"DEVILLE, JENNIFER CR",Hero,8,1,8,8,1
"DEVINE, ANTON",Hero,17,1,17,17,1
DEVLOR,Hero,300,24,89,2136,0.140449438
"DEVOOR, ALBERT",Hero,14,2,11,22,0.636363636
DEVOS THE DEVESTATOR,Villain,190,7,95,665,0.285714286
DEVOURER,Hero,31,3,23,69,0.449275362
"DEWITT, KEARSON",Villain,68,10,23,230,0.295652174
"DEWITT, LUCIUS",Hero,13,1,13,13,1
"DEWOLFF, JEAN",Hero,327,37,116,4292,0.076188257
"DEWOLFF, MEREDITH",Hero,4,1,4,4,1
DEX,Hero,15,3,7,21,0.714285714
DEXAM,Hero,42,3,24,72,0.583333333
"DEZOAN, JOHN",Hero,10,2,6,12,0.833333333
DHEREK,Hero,16,2,9,18,0.888888889
DIABLO/ESTEBAN DE AB,Villain,341,29,174,5046,0.06757828
DIAMOND HEAD,Hero,4,1,4,4,1
DIAMOND LIL/LILLIAN,Hero,695,49,111,5439,0.127780842
"DIAMOND, BOB",Hero,322,43,80,3440,0.093604651
"DIAMOND, CHUCKY",Hero,12,1,12,12,1
"DIAMOND, KATHY",Hero,7,1,7,7,1
DIAMONDBACK,Villain,9,2,6,12,0.75
DIAMONDBACK II/RACHE,Villain,984,78,245,19110,0.051491366
"DIAMONDE, YVETTE",Hero,30,2,22,44,0.681818182
DIAMONDHEAD/DYKER,Villain,187,16,79,1264,0.147943038
"DIBBS, LIONEL",Hero,17,2,12,24,0.708333333
DIBDEB,Hero,21,1,21,21,1
DICE/ROB FORTUNE,Hero,32,5,10,50,0.64
"DICHINSON, RICKY",Hero,4,1,4,4,1
DIE'ODE/,Hero,16,1,16,16,1
"DIEGO, MANUEL",Hero,10,1,10,10,1
"DIETZ, SUSAN",Hero,12,1,12,12,1
DIGGER,Hero,122,8,41,328,0.37195122
DIGGER II/,Hero,25,2,20,40,0.625
"DILLON, ANITA",Hero,20,1,20,20,1
"DILLON, BERNIE",Hero,118,13,28,364,0.324175824
"DILLON, JONATHAN",Hero,20,1,20,20,1
DINAH-SOAR,Hero,221,12,104,1248,0.177083333
DINU,Hero,118,7,28,196,0.602040816
DIONYSUS [GREEK GOD],Hero,110,8,32,256,0.4296875
"DIPALMA, JOHNNY",Hero,16,1,16,16,1
DIRECTOR X,Hero,16,1,16,16,1
DIRGE/,Hero,9,1,9,9,1
"DIRKSON, GUS",Hero,16,1,16,16,1
DIRT NAP,Hero,130,8,47,376,0.345744681
DIRTY WOLFF,Hero,17,3,9,27,0.62962963
DISCUS,Hero,105,7,54,378,0.277777778
DISPROSIUM,Hero,54,2,39,78,0.692307692
DISTORTER,Hero,3,1,3,3,1
DIVINITY,Hero,72,6,26,156,0.461538462
"DIXON, GENERAL",Hero,14,1,14,14,1
DIZZIE,Hero,12,1,12,12,1
DMITRI,Hero,29,2,26,52,0.557692308
DOC,Hero,27,2,18,36,0.75
DOC SAMSON | MUTANT,Hero,15,1,15,15,1
DOC SAMSON/DR. LEONA,Hero,1338,129,307,39603,0.033785319
"DOCKERY, RUPERT",Hero,32,6,13,78,0.41025641
DOCTOR DREDD,Hero,35,5,15,75,0.466666667
DOCTOR MANDIBUS,Hero,22,3,8,24,0.916666667
"DOCTOR, DR. JOSHUA",Hero,9,1,9,9,1
DOGGEREL,Hero,5,1,5,5,1
"DOLAN, CAPT. THOMAS",Hero,65,8,25,200,0.325
"DOLAN, STACY",Hero,154,19,49,931,0.165413534
DOLLAR BILL,Hero,172,17,60,1020,0.168627451
DOLMAN,Hero,47,4,26,104,0.451923077
"DOMANI, DINO",Hero,3,1,3,3,1
DOMINA,Hero,126,7,69,483,0.260869565
DOMINEX,Hero,17,1,17,17,1
DOMINO,Hero,14,3,7,21,0.666666667
DOMINO II,Hero,6,1,6,6,1
DOMINO III/BEATRICE/,Hero,1158,87,334,29058,0.039851332
DOMINUS,Hero,9,1,9,9,1
DOMINUS II,Hero,29,3,12,36,0.805555556
DOMO,Hero,118,9,51,459,0.25708061
"DON, GAI NO",Hero,12,2,7,14,0.857142857
"DONALDSON, LINDA",Hero,71,7,30,210,0.338095238
DONAR,Hero,25,2,17,34,0.735294118
"DONLEAVY, HANNAH",Hero,55,5,28,140,0.392857143
"DONNELY, VICTORIA TO",Hero,34,2,21,42,0.80952381
"DONOHUE, TREVOR",Hero,26,3,16,48,0.541666667
DONYELL,Hero,33,3,19,57,0.578947368
"DOOM, DR. BOB",Hero,4,1,4,4,1
DOOMSDAY MAN,Hero,71,6,34,204,0.348039216
DOOMSDAY MAN II,Hero,11,1,11,11,1
DOOP,Hero,25,2,21,42,0.595238095
DOORMAN,Hero,221,12,104,1248,0.177083333
DOPPELGANGER,Villain,149,8,111,888,0.167792793
"DORCAS, LEMUEL DR.",Hero,70,10,24,240,0.291666667
DORMA II [ATLANTEAN],Hero,108,8,45,360,0.3
DORMA [ATLANTEAN],Hero,365,66,83,5478,0.066630157
DORMAMMU,Villain,565,67,154,10318,0.054758674
"DORNOVA-BLONSKY, NAD",Hero,62,7,36,252,0.246031746
DORREK II,Hero,12,1,12,12,1
DORREK [SKRULL],Hero,155,12,65,780,0.198717949
DOUGHBOY,Villain,68,5,40,200,0.34
DOUGLOCK 2013,Hero,9,1,9,9,1
"DOVER, DONNA-LEE",Hero,85,9,25,225,0.377777778
DOVINIA,Hero,6,1,6,6,1
DR. ANGST/FLOYD MANG,Villain,33,3,11,33,1
DR. BONG,Villain,48,13,19,247,0.194331984
DR. DECIBEL/ANTON DE,Hero,96,6,24,144,0.666666667
DR. DOOM CLONE/VICTO,Villain,61,7,20,140,0.435714286
DR. DOOM DOPPELGANGE,Villain,26,2,15,30,0.866666667
DR. DOOM | MUTANT X-,Villain,102,3,68,204,0.5
DR. DOOM | TIMESLIDE,Villain,26,1,26,26,1
DR. DOOM/VICTOR VON,Villain,3463,270,668,180360,0.019200488
DR. DRUID/ANTHONY LU,Hero,1730,96,495,47520,0.036405724
DR. FAUSTUS,Hero,70,14,26,364,0.192307692
DR. GOODWRENCH,Hero,6,1,6,6,1
DR. HYDRO,Hero,14,3,6,18,0.777777778
DR. MIDAS/,Hero,14,3,10,30,0.466666667
DR. MIME,Hero,15,1,15,15,1
DR. NEMESIS/DR. STOC,Hero,30,8,9,72,0.416666667
DR. OCTOPUS II/CAROL,Villain,225,21,63,1323,0.170068027
DR. OCTOPUS | MUTANT,Villain,49,1,49,49,1
DR. OCTOPUS/OTTO OCT,Villain,1328,101,247,24947,0.053232854
DR. PHOBOS,Hero,22,2,12,24,0.916666667
DR. POWER/DR. MAXIMU,Hero,5,1,5,5,1
DR. SPECTRUM II/DR.,Villain,123,11,41,451,0.272727273
DR. SPECTRUM III/REV,Villain,24,1,24,24,1
DR. SPECTRUM/JOSEPH,Villain,738,41,181,7421,0.099447514
DR. STRANGE DOPPELGA,Hero,11,1,11,11,1
DR. STRANGE | MUTANT,Hero,92,3,66,198,0.464646465
DR. STRANGE/STEPHEN,Hero,6318,631,1089,687159,0.009194379
DR. STRANGER YET,Hero,16,3,6,18,0.888888889
DR. SUN,Villain,115,17,29,493,0.23326572
DR. SYNNE,Hero,26,6,9,54,0.481481481
DR. VAULT,Hero,31,4,11,44,0.704545455
DR. VOLKH/VLADIMIR O,Hero,26,2,14,28,0.928571429
DR. ZEUS,Hero,10,1,10,10,1
DRACCHISS,Hero,9,1,9,9,1
DRACULA | MUTANT X-V,Hero,146,6,83,498,0.293172691
DRACULA/VLAD TEPES,Hero,628,151,169,25519,0.024609115
"DRAGO, VALERIE",Hero,4,2,2,4,1
DRAGON MAN,Hero,318,32,112,3584,0.088727679
DRAGON OF THE MOON,Villain,20,2,15,30,0.666666667
DRAGONA,Hero,16,1,16,16,1
"DRAGONBLOOD, ULYSSES",Hero,100,6,38,228,0.438596491
DRAGONESS,Hero,123,6,56,336,0.366071429
DRAGONFIST,Hero,22,1,22,22,1
DRAGONFLY II/MEIKO Y,Hero,53,4,29,116,0.456896552
DRAGONFLY/VERONICA D,Hero,331,12,168,2016,0.164186508
DRAGONHEAD,Hero,6,1,6,6,1
"DRAGONMEGAS, JESSIE",Hero,8,2,5,10,0.8
DRAGONUS,Hero,12,2,11,22,0.545454545
DRAGONWING/,Hero,33,2,18,36,0.916666667
"DRAKE, CARLTON",Villain,97,8,43,344,0.281976744
"DRAKE, FRANKLIN",Hero,324,64,45,2880,0.1125
"DRAKE, MADELINE BEAT",Hero,80,10,33,330,0.242424242
"DRAKE, MALCOLM",Hero,10,1,10,10,1
"DRAKE, WILLIAM ROBER",Hero,131,14,51,714,0.183473389
"DRAN, DAMON",Hero,43,8,16,128,0.3359375
DRAX DOPPELGANGER,Villain,60,1,60,60,1
DRAX | MUTANT X-VERS,Hero,49,1,49,49,1
DRAX/ARTHUR DOUGLAS,Hero,1569,80,306,24480,0.064093137
DREADFACE,Hero,29,3,23,69,0.420289855
DREADKNIGHT/BRAM VEL,Villain,83,6,73,438,0.189497717
DREADNAUGHT,Hero,32,3,20,60,0.533333333
DREAM QUEEN,Villain,19,1,19,19,1
DREAMGUARD/DEPUTY WI,Hero,15,2,8,16,0.9375
DREAMING CELESTIAL/T,Hero,77,5,40,200,0.385
"DREYFUSS, RACHEL",Hero,98,5,26,130,0.753846154
"DRISCOLL, MAYOR",Hero,10,1,10,10,1
DROMEDAN,Hero,30,3,20,60,0.5
DRUID/DREDMUND CROMW,Hero,101,12,39,468,0.215811966
DRUIG,Hero,81,6,47,282,0.287234043
"DRUMM, COLLETTE",Hero,9,1,9,9,1
"DRUMM, JERICHO",Hero,243,28,144,4032,0.060267857
DRY,Hero,81,4,32,128,0.6328125
"DUBOIS, DR. CLAUDIA",Hero,26,4,9,36,0.722222222
"DUBOIS, HERVE",Hero,13,1,13,13,1
"DUBOIS, NOAH",Hero,79,8,41,328,0.240853659
DUCHARME,Villain,14,4,5,20,0.7
"DUCRESTE, ABRIAN",Hero,4,1,4,4,1
"DUFFY, SGT. MIKE",Hero,9,5,3,15,0.6
"DUGAN, DUM DUM | MUT",Hero,41,3,26,78,0.525641026
"DUGAN, TIMOTHY ALOYI",Hero,2028,227,505,114635,0.017690932
DULB,Hero,33,2,17,34,0.970588235
"DULTRY, MARGARET",Hero,3,1,3,3,1
"DUNCAN, FRED",Hero,51,8,25,200,0.255
"DUNER, MAJOR",Hero,14,2,7,14,1
"DUNHAM, LAURA",Hero,99,8,45,360,0.275
"DUNLEAVY, GEN. ARLEN",Hero,14,2,7,14,1
"DURAN, CONAL",Hero,59,4,43,172,0.343023256
DUSK,Villain,9,2,6,12,0.75
DUSK III,Villain,8,1,8,8,1
"DUVALL, SNAKY",Hero,7,1,7,7,1
DWELLER IN DARKNESS,Villain,102,14,34,476,0.214285714
"DWORMAN, JIM",Hero,52,5,21,105,0.495238095
"DWYER, MARISSA",Hero,50,4,21,84,0.595238095
DYNA-MITE/ROGER AUBR,Hero,348,22,84,1848,0.188311688
"EARLE, CARYN",Hero,16,2,12,24,0.666666667
EARTH-LORD/KYLE BROC,Hero,26,3,22,66,0.393939394
EARTHQUAKE,Hero,211,9,111,999,0.211211211
EBONY,Hero,449,30,143,4290,0.104662005
ECCE [WATCHER],Hero,18,2,9,18,1
ECHO/MAYA LOPEZ,Hero,26,6,6,36,0.722222222
ECLECTA/,Hero,20,2,12,24,0.833333333
ECLIPTIC,Hero,34,2,22,44,0.772727273
ECSTACY/MME. RENE DE,Hero,37,5,20,100,0.37
EDDA,Hero,35,1,35,35,1
"EDGERTON, GAYLE",Hero,114,5,69,345,0.330434783
"EDGERTON, MR.",Hero,52,1,52,52,1
EDITOR,Hero,2,1,2,2,1
"EDWARDS, MARTIN/DR.",Hero,71,5,40,200,0.355
EEL II/EDWARD LAVELL,Hero,242,12,148,1776,0.136261261
EEL III,Hero,6,1,6,6,1
EEL/LEOPOLD STRYKE,Hero,188,15,92,1380,0.136231884
EELAK,Hero,135,6,51,306,0.441176471
EENY,Hero,263,17,82,1394,0.18866571
EFFIGY/LT. VELMAX/JA,Hero,183,11,79,869,0.210586881
EGGHEAD/PROF. ELIHAS,Villain,205,20,74,1480,0.138513514
EGMA,Hero,35,1,35,35,1
EGO,Villain,347,26,152,3952,0.087803644
EGO-PRIME,Hero,103,6,51,306,0.336601307
"EHMAN, HEIDI",Hero,8,1,8,8,1
EIGHTBALL,Hero,87,9,46,414,0.210144928
EILIF DRAGONSLAYER,Hero,22,1,22,22,1
"EISMAN, BETTY",Hero,4,1,4,4,1
EITRI,Hero,228,12,73,876,0.260273973
EJULP,Hero,52,3,24,72,0.722222222
EKAK,Hero,15,1,15,15,1
EL AGUILA,Hero,57,7,24,168,0.339285714
EL CONQUISTADOR,Hero,29,4,9,36,0.805555556
"EL GIBAR, ACHMED",Hero,29,2,19,38,0.763157895
EL JAGUAR,Hero,79,5,50,250,0.316
EL TIGRE,Hero,35,5,16,80,0.4375
EL TORO NEGRO/SERGIO,Hero,55,4,42,168,0.327380952
EL TORO ROJO,Hero,4,1,4,4,1
EL UNO,Hero,22,2,13,26,0.846153846
EL VAMPIRO,Hero,4,1,4,4,1
ELAMRON,Hero,11,1,11,11,1
ELATHAN,Hero,33,2,17,34,0.970588235
ELEC'TRIX/,Hero,16,1,16,16,1
ELECTRA,Hero,7,1,7,7,1
ELECTRO/MAX DILLON,Villain,736,57,290,16530,0.044525106
ELECTRON,Hero,171,8,96,768,0.22265625
ELECTRYON,Hero,12,1,12,12,1
ELEJEA,Hero,31,2,20,40,0.775
ELEKTRA | MUTANT X-V,Hero,228,13,82,1066,0.213883677
ELEKTRA/ELEKTRA NATC,Villain,257,42,102,4284,0.059990663
ELITE/,Hero,41,5,9,45,0.911111111
"ELLENTHORPE, MARIAH",Hero,26,2,20,40,0.65
"ELLINGTON, DR./TRAVI",Hero,4,2,2,4,1
"ELLIS, KEN",Hero,398,31,129,3999,0.099524881
ELO,Hero,13,1,13,13,1
ELSIE DEE,Hero,161,17,57,969,0.166150671
ELWOOD,Hero,85,4,23,92,0.923913043
ELYSIA,Hero,42,2,30,60,0.7
ELYSIUS,Hero,227,18,102,1836,0.123638344
EMBER,Hero,71,6,35,210,0.338095238
EMPATH/MANUEL ALFONS,Villain,287,18,61,1098,0.261384335
EMPLATE/MARIUS ST. C,Hero,321,18,108,1944,0.165123457
EMPRESS R'KILL [SKRU,Hero,55,3,41,123,0.447154472
EMPRESS S'BYLL [SKRU,Hero,80,11,36,396,0.202020202
ENCHANTER,Hero,7,1,7,7,1
ENCHANTRESS/AMORA/HE,Villain,1982,129,370,47730,0.041525246
"ENDO, DR. SUZI",Hero,56,5,31,155,0.361290323
