hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
"MARLES, DR. THOMAS",Hero,21,na,7,21.0,1.0
"MARLEY, MITCH MADMAN",Hero,0,na,1,0.0,
"MARLOPOLIS, EDGAR",Hero,0,na,1,0.0,
"MARLOWE, STEVE JR.",Hero,1,na,2,1.0,1.0
"MARLOWE, STEVE",Hero,1,na,2,1.0,1.0
"MARRERO, ED",Hero,85,na,15,105.0,0.8095238095238095
MARRINA/MARRINA SMAL,Hero,44,na,19,171.0,0.2573099415204678
MARROW/SARAH,Villain,340,na,51,1275.0,0.26666666666666666
"MARRS, DESMOND",Hero,13,na,9,36.0,0.3611111111111111
"MARRS(-PAYNE), PHOEB",Hero,42,na,16,120.0,0.35
"MARSHALL, GRANT",Hero,1,na,2,1.0,1.0
"MARTELL, SHIELD AGEN",Hero,1,na,2,1.0,1.0
MARTHA,Hero,24,na,8,28.0,0.8571428571428571
"MARTIN, ASHLEY",Hero,47,na,13,78.0,0.6025641025641025
"MARTINELLI, VINCENT",Hero,51,na,16,120.0,0.425
MARTINEX,Hero,3,na,3,3.0,1.0
"MARTINEZ, AKASHA",Villain,1,na,2,1.0,1.0
"MARTINEZ, ALITHA",Hero,15,na,6,15.0,1.0
"MARTINEZ, CARMELLO",Hero,3,na,3,3.0,1.0
"MARTINEZ, ISADORA",Hero,68,na,14,91.0,0.7472527472527473
"MARTINEZ, LINETTE",Hero,13,na,6,15.0,0.8666666666666667
"MARTINEZ, MR.",Hero,3,na,3,3.0,1.0
"MARTINEZ, MRS.",Hero,3,na,3,3.0,1.0
MARTINS,Hero,0,na,1,0.0,
"MARTIN, TERI",Hero,40,na,12,66.0,0.6060606060606061
"MARTS, MR.",Hero,21,na,7,21.0,1.0
MARVEL BOY III/ROBER,Hero,1,na,2,1.0,1.0
MARVEL BOY II/MARTIN,Hero,0,na,1,0.0,
MARVEL BOY/MARTIN BU,Hero,1,na,2,1.0,1.0
MARVEL BOY VII/DAVID,Hero,0,na,1,0.0,
MARVEL BOY VIII/NOH-,Hero,0,na,1,0.0,
MARVEL BOY VI,Hero,27,na,9,36.0,0.75
MARVEL GIRL DOPPELGA,Hero,123,na,17,136.0,0.9044117647058824
MARVEL GIRL II/VALER,Hero,16,na,10,45.0,0.35555555555555557
MARVEL GIRL/JEAN GRE,Hero,2822,na,237,27966.0,0.10090824572695416
MARVEL WOMAN | MUTAN,Hero,65,na,16,120.0,0.5416666666666666
MARX,Hero,17,na,9,36.0,0.4722222222222222
"MARX, DR.",Hero,3,na,3,3.0,1.0
MASKED MARAUDER/FRAN,Villain,7,na,5,10.0,0.7
"MASON, JOHN",Hero,1,na,2,1.0,1.0
"MASON, LOUISE",Hero,82,na,30,435.0,0.18850574712643678
"MASON, WANDA",Hero,27,na,11,55.0,0.4909090909090909
MASQUE,Hero,279,na,36,630.0,0.44285714285714284
MASTERBLASTER/,Hero,0,na,1,0.0,
MASTER ELO,Hero,1,na,2,1.0,1.0
MASTER/ESHU,Hero,190,na,37,666.0,0.2852852852852853
MASTER FOUR,Hero,1,na,2,1.0,1.0
MASTER KHAN/TYRONE K,Villain,12,na,9,36.0,0.3333333333333333
MASTER LINK/WILLIS H,Hero,3,na,3,3.0,1.0
MASTER MAN II/ALEXAN,Villain,1,na,2,1.0,1.0
MASTER MAN/WILHELM L,Villain,9,na,7,21.0,0.42857142857142855
MASTER MENACE/DR. EM,Hero,5,na,4,6.0,0.8333333333333334
MASTERMIND II/BOWERS,Villain,0,na,1,0.0,
MASTERMIND III,Villain,8,na,5,10.0,0.8
MASTERMIND IV/MARTIN,Villain,10,na,5,10.0,1.0
MASTERMIND/JASON WYN,Villain,178,na,30,435.0,0.4091954022988506
MASTERMIND V,Villain,3,na,3,3.0,1.0
MASTER MOLD,Villain,33,na,10,45.0,0.7333333333333333
MASTER MOLD II,Villain,209,na,39,741.0,0.28205128205128205
MASTER MOLD III,Villain,3,na,3,3.0,1.0
MASTER MONARCH/,Hero,6,na,4,6.0,1.0
MASTER OF VENGEANCE,Hero,0,na,1,0.0,
MASTER OM,Hero,0,na,1,0.0,
MASTER ORDER,Villain,111,na,21,210.0,0.5285714285714286
MASTER PANDEMONIUM/M,Villain,9,na,6,15.0,0.6
MASTER PROGRAMMER,Hero,13,na,6,15.0,0.8666666666666667
"MASTERS, ALICIA REIS",Hero,1129,na,108,5778.0,0.1953963309103496
"MASTERS, DR. AUGUST",Hero,15,na,6,15.0,1.0
"MASTERSON, KEVIN",Hero,146,na,24,276.0,0.5289855072463768
MASTER TWELVE,Hero,1,na,2,1.0,1.0
MASTER ZEI,Hero,14,na,6,15.0,0.9333333333333333
MASTIFF,Hero,0,na,1,0.0,
"MASTIFF, MINNIE",Hero,0,na,1,0.0,
MASTON-DAR,Hero,6,na,4,6.0,1.0
MATADOR/MANUEL ELOGA,Villain,19,na,8,28.0,0.6785714285714286
MATHEMANIC/THOMAS SO,Hero,4,na,4,6.0,0.6666666666666666
MAULER/BRENDAN DOYLE,Hero,2,na,3,3.0,0.6666666666666666
MAUVIUS,Hero,1,na,2,1.0,1.0
MAVERICK/CHRISTOPHER,Hero,34,na,9,36.0,0.9444444444444444
MAX II,Hero,1,na,2,1.0,1.0
"MAXIMOFF, DJANGO",Hero,12,na,7,21.0,0.5714285714285714
MAXIMUS [INHUMAN],Villain,230,na,35,595.0,0.3865546218487395
MAX,Hero,0,na,1,0.0,
MAXOV,Hero,11,na,6,15.0,0.7333333333333333
"MAXWELL, DR. WILFRED",Hero,18,na,9,36.0,0.5
"MAXWELL, MORRIS",Hero,6,na,4,6.0,1.0
MAXXAM,Hero,1,na,2,1.0,1.0
"MAYE, APRIL",Hero,44,na,11,55.0,0.8
MAYHEM/DET. BRIGID O,Villain,32,na,12,66.0,0.48484848484848486
"MCBRIDE, BEATRICE",Hero,6,na,4,6.0,1.0
"MCBRIDE, MARTHA",Hero,10,na,5,10.0,1.0
"MCCABE, LINDSAY",Hero,81,na,20,190.0,0.4263157894736842
"MCCABE, NINA",Hero,5,na,4,6.0,0.8333333333333334
"MCCALL, MEREDITH | T",Hero,10,na,5,10.0,1.0
"MCCAMBRIDGE, MEGAN",Hero,0,na,1,0.0,
"MCCORMICK, BARRY",Hero,3,na,3,3.0,1.0
"MCCORMICK, FIONA",Hero,1,na,2,1.0,1.0
"MCCOURT, ALLISON",Hero,4,na,4,6.0,0.6666666666666666
"MCCOY, EDNA ANDREWS",Hero,49,na,13,78.0,0.6282051282051282
"MCCOY, NORTON",Hero,37,na,10,45.0,0.8222222222222222
"MCCULLOUGH, DR. ANDR",Hero,1,na,2,1.0,1.0
"MCDONNELL, OSCAR",Hero,15,na,6,15.0,1.0
"MCDOWELL, SCOTTY",Hero,3,na,4,6.0,0.5
"MCELROY, JAMES",Hero,3,na,3,3.0,1.0
"MCGIVENEY, BULL",Hero,0,na,1,0.0,
"MCGRILL, MARY",Hero,3,na,3,3.0,1.0
"MCHELE, JEREMY",Hero,0,na,1,0.0,
"MCKEEVER, TINY",Hero,24,na,8,28.0,0.8571428571428571
"MCKENNA-DRAKE, MARLE",Hero,3,na,3,3.0,1.0
"MCKENZIE, LEONARD",Hero,1,na,2,1.0,1.0
"MCKENZIE, LEON",Hero,3,na,3,3.0,1.0
"MCKENZIE, LYDIA",Hero,15,na,6,15.0,1.0
"MCKENZIE, SCARLETT",Hero,3,na,3,3.0,1.0
"MCKNIGHT, BOB",Hero,0,na,1,0.0,
"MCLAREN, MEGAN",Hero,104,na,20,190.0,0.5473684210526316
MCLEISH,Hero,0,na,1,0.0,
"MCMURRAY, YVONNE",Hero,0,na,1,0.0,
"MCNAIR, TAD",Hero,1,na,2,1.0,1.0
"MCPHAIL, NATALIE",Hero,3,na,3,3.0,1.0
"MCPHEE, LOUIE",Hero,3,na,3,3.0,1.0
"MCPHERSON, LING",Hero,47,na,12,66.0,0.7121212121212122
"MCSHANE, PATRICK",Hero,0,na,1,0.0,
M'DAKA,Hero,120,na,19,171.0,0.7017543859649122
"MEACHUM, HAROLD",Villain,1,na,2,1.0,1.0
"MEACHUM, JOY",Hero,19,na,12,66.0,0.2878787878787879
"MEACHUM, WARD",Hero,14,na,9,36.0,0.3888888888888889
"MEAGHER, TYLER",Hero,3,na,3,3.0,1.0
MEANY,Hero,67,na,16,120.0,0.5583333333333333
MEATMARKET,Hero,3,na,3,3.0,1.0
MECHADOOM,Hero,6,na,4,6.0,1.0
MECHAMAGE/,Hero,22,na,8,28.0,0.7857142857142857
MEDEA,Hero,46,na,11,55.0,0.8363636363636363
"MEDINA, ANALISA MARI",Hero,8,na,6,15.0,0.5333333333333333
MEDUSA II,Villain,3,na,3,3.0,1.0
MEDUSA/MEDUSALITH AM,Villain,815,na,83,3403.0,0.239494563620335
MEDUSA | MUTANT X-VE,Villain,36,na,9,36.0,1.0
MEEK,Hero,25,na,8,28.0,0.8928571428571429
"MEER, MAX",Hero,0,na,1,0.0,
MEGA MAX/,Hero,1,na,2,1.0,1.0
MEGATAK,Villain,2,na,3,3.0,0.6666666666666666
MEGGAN 2013,Hero,1,na,2,1.0,1.0
MEGGAN,Hero,318,na,59,1711.0,0.1858562244301578
"MELLACE, LUCY SANTIN",Hero,1,na,2,1.0,1.0
"MELLACE, TONY",Hero,0,na,1,0.0,
MELLENCAMP,Hero,95,na,16,120.0,0.7916666666666666
MELONIE,Hero,0,na,1,0.0,
MELTER/BRUNO HORGAN,Villain,639,na,62,1891.0,0.3379164463246959
MELTER II/BRUNO HORG,Villain,15,na,6,15.0,1.0
"MELTON, LORRIE",Hero,1,na,2,1.0,1.0
MEMBRAIN/,Hero,6,na,4,6.0,1.0
MEME,Hero,1,na,2,1.0,1.0
"MENDELSON, DR. MACK",Hero,0,na,1,0.0,
MENDICUS,Hero,15,na,6,15.0,1.0
"MENDOSA, EMILIO",Hero,3,na,3,3.0,1.0
"MENGOCHAUZERAUS, GRI",Hero,6,na,4,6.0,1.0
"MENGOCHAUZERAUS, STA",Hero,6,na,4,6.0,1.0
"MENKEN, DONALD L.",Villain,5,na,4,6.0,0.8333333333333334
"MENNINGER, CLARA",Hero,22,na,10,45.0,0.4888888888888889
MENTALLO,Villain,288,na,39,741.0,0.38866396761133604
MENTOR/ALARS [ETERNA,Hero,209,na,33,528.0,0.3958333333333333
MENTOR II,Hero,42,na,12,66.0,0.6363636363636364
MENTUS,Hero,0,na,1,0.0,
MEPHISITOID,Hero,1,na,2,1.0,1.0
MEPHISTA,Villain,15,na,6,15.0,1.0
MEPHISTO,Villain,766,na,79,3081.0,0.24862057773450177
"MERCADO, JOY",Hero,362,na,43,903.0,0.4008859357696567
MERCURY,Villain,1,na,2,1.0,1.0
MERCURY III/,Villain,6,na,4,6.0,1.0
MERCURY II,Villain,15,na,6,15.0,1.0
MERCY,Villain,2,na,3,3.0,0.6666666666666666
"MERENGUES, SMOOTH MA",Hero,1,na,2,1.0,1.0
"MERIDIAN, DR. ROBERT",Hero,0,na,1,0.0,
MERLIN,Hero,13,na,8,28.0,0.4642857142857143
MERLYN,Hero,3,na,3,3.0,1.0
MERREE,Hero,0,na,1,0.0,
MERRIAN,Hero,3,na,3,3.0,1.0
"MERRYWEATHER, IRENE",Hero,106,na,28,378.0,0.2804232804232804
MESMERO,Villain,42,na,14,91.0,0.46153846153846156
"MESSENGER, TOBIAS",Hero,2,na,3,3.0,0.6666666666666666
METABO,Hero,1,na,2,1.0,1.0
METALSLASH/,Hero,1,na,2,1.0,1.0
METEORITE,Hero,73,na,17,136.0,0.5367647058823529
METEORITE III/VALERI,Hero,59,na,12,66.0,0.8939393939393939
METOXO,Hero,0,na,1,0.0,
MEXXA RIEN,Hero,0,na,1,0.0,
M,Hero,89,na,25,300.0,0.2966666666666667
MIBA,Hero,0,na,1,0.0,
"MICAWBER, TRISTRAM",Hero,6,na,4,6.0,1.0
"MICHAELS, DAWN",Hero,0,na,1,0.0,
MICHELLE,Hero,0,na,1,0.0,
"MICHEL, RAFE",Hero,5,na,4,6.0,0.8333333333333334
"MICO, RODOLFO",Hero,1,na,2,1.0,1.0
MICROCHIP/LINUS LIEB,Hero,110,na,26,325.0,0.3384615384615385
MICROMAX/SCOTT WRIGH,Hero,3,na,3,3.0,1.0
MIDAS,Hero,30,na,9,36.0,0.8333333333333334
MIDGARD SERPENT,Hero,6,na,4,6.0,1.0
MIDGET,Hero,6,na,4,6.0,1.0
MIDNIGHT III/JEFFREY,Hero,21,na,10,45.0,0.4666666666666667
MIDNIGHT/M'NAI,Hero,13,na,7,21.0,0.6190476190476191
MIDNIGHT'S FIRE/,Villain,11,na,6,15.0,0.7333333333333333
MIDWIFE,Hero,0,na,1,0.0,
MIESHO,Hero,3,na,3,3.0,1.0
"MIFUNE, DR.",Hero,3,na,3,3.0,1.0
MIKHLO,Hero,480,na,48,1128.0,0.425531914893617
MILAN,Villain,51,na,12,66.0,0.7727272727272727
MILLENIUS,Hero,0,na,1,0.0,
MILLENNIUM MONARCH,Hero,6,na,4,6.0,1.0
"MILLER, CHRIS",Hero,13,na,6,15.0,0.8666666666666667
"MILLER, FRANK",Hero,15,na,6,15.0,1.0
"MILLER, JENETTE",Hero,0,na,1,0.0,
"MILLER, STACI MURPHY",Hero,10,na,5,10.0,1.0
"MILLER, TRACE",Hero,2,na,3,3.0,0.6666666666666666
MIMIC/CALVIN RANKIN,Hero,69,na,16,120.0,0.575
MINDBLAST,Villain,340,na,31,465.0,0.7311827956989247
MINDMELD/,Hero,6,na,4,6.0,1.0
MIND'S EYE/MEACHAM,Hero,1,na,2,1.0,1.0
MINDSINGER/GREGOR,Hero,3,na,3,3.0,1.0
MINDSTORM/,Hero,1,na,2,1.0,1.0
MINDWAVE,Hero,154,na,19,171.0,0.9005847953216374
MINDWORM/WILLIAM TUR,Hero,0,na,1,0.0,
MINERVA [KREE],Villain,33,na,13,78.0,0.4230769230769231
MINI MAX/,Hero,1,na,2,1.0,1.0
MINISTER BLOOD,Hero,21,na,7,21.0,1.0
MINISTER TOME,Hero,6,na,4,6.0,1.0
MINOR DOMO,Hero,10,na,5,10.0,1.0
MINOTAUR,Hero,10,na,5,10.0,1.0
MINOTAUR II,Hero,3,na,3,3.0,1.0
MINOTAUR III,Hero,6,na,4,6.0,1.0
MINOTAURUS,Hero,0,na,1,0.0,
MINSTER HOARD,Hero,6,na,4,6.0,1.0
MINT JULEP,Hero,1,na,2,1.0,1.0
MINXI [INHUMAN],Hero,10,na,5,10.0,1.0
MIRACLE MAN,Villain,165,na,20,190.0,0.868421052631579
MIRAGE,Hero,262,na,30,435.0,0.6022988505747127
MIRAGE II/DANIELLE M,Hero,820,na,89,3916.0,0.2093973442288049
MIRAGE III/MARGE,Hero,0,na,1,0.0,
MISFIT/,Villain,15,na,6,15.0,1.0
MISS AMERICA/MADELIN,Hero,22,na,10,45.0,0.4888888888888889
MISSING LINK,Hero,3,na,3,3.0,1.0
MISSING LINK II/RAY,Hero,3,na,3,3.0,1.0
MISS ITCH/BLISS,Hero,1,na,2,1.0,1.0
MISS LOCKE,Hero,62,na,16,120.0,0.5166666666666667
MISS MASS/,Hero,28,na,8,28.0,1.0
MISS SACCHARINE,Hero,1,na,2,1.0,1.0
MISS THING/MARY,Hero,0,na,1,0.0,
MISTER CLEAN,Villain,0,na,1,0.0,
MISTER HYDE/CALVIN Z,Villain,673,na,67,2211.0,0.3043871551334238
MIST MISTRESS,Hero,36,na,9,36.0,1.0
MIST,Hero,6,na,4,6.0,1.0
MISTY/VINCENTE,Hero,1,na,2,1.0,1.0
"MITCHELL, ROBERT",Hero,1,na,2,1.0,1.0
M'KAMBA,Hero,3,na,3,3.0,1.0
M'KUMBA,Hero,3,na,3,3.0,1.0
MO,Hero,1,na,2,1.0,1.0
"MOBIUS, DR.",Hero,10,na,5,10.0,1.0
MOBIUS,Hero,1,na,2,1.0,1.0
MOCKINGBIRD/DR. BARB,Hero,1299,na,134,8911.0,0.1457748849736281
MODAM,Villain,287,na,31,465.0,0.6172043010752688
MODEM/,Hero,1,na,2,1.0,1.0
"MODINE, REP. BERNARD",Hero,0,na,1,0.0,
MODOK/GEORGE TARLETO,Villain,358,na,47,1081.0,0.33117483811285847
MODRED THE MYSTIC,Hero,30,na,11,55.0,0.5454545454545454
MODT,Hero,3,na,3,3.0,1.0
MODULAR MAN/STEPHEN,Hero,1,na,2,1.0,1.0
MOJO II,Villain,10,na,5,10.0,1.0
MOJO,Villain,84,na,19,171.0,0.49122807017543857
MOK,Hero,1,na,2,1.0,1.0
MOLECULE MAN/OWEN RE,Villain,446,na,49,1176.0,0.3792517006802721
MOLE MAN/HARVEY RUPE,Villain,847,na,81,3240.0,0.26141975308641974
MOLE MAN | MUTANT X-,Villain,6,na,4,6.0,1.0
MOLE,Hero,6,na,4,6.0,1.0
MOLGOTHA,Hero,28,na,8,28.0,1.0
"MOLLE, DR.",Hero,10,na,5,10.0,1.0
MOLTEN MAN/MARK RAXT,Villain,75,na,17,136.0,0.5514705882352942
MOLTO,Hero,0,na,1,0.0,
MO MONEY,Hero,36,na,9,36.0,1.0
MONDO,Villain,10,na,5,10.0,1.0
MONDO II,Villain,23,na,9,36.0,0.6388888888888888
MONGOOSE,Villain,46,na,11,55.0,0.8363636363636363
"MONGRAIN, ALISON",Hero,27,na,9,36.0,0.75
MONGU,Hero,1,na,2,1.0,1.0
MONMOUTH,Hero,45,na,10,45.0,1.0
MONOCLE,Hero,3,na,3,3.0,1.0
MONSTER FROM THE LOS,Hero,0,na,1,0.0,
MONSTROID/BALIOX/7NH,Hero,4,na,4,6.0,0.6666666666666666
MONTANA,Villain,48,na,12,66.0,0.7272727272727273
MONTANA II,Villain,0,na,1,0.0,
MONTENEGRO,Hero,0,na,1,0.0,
"MONTESI, VICTORIA",Hero,5,na,5,10.0,0.5
MONTGOMERY,Hero,23,na,10,45.0,0.5111111111111111
"MONTGOMERY, SIR BERN",Hero,0,na,1,0.0,
"MONTOYA, JULIO",Hero,21,na,7,21.0,1.0
"MONTOYA, MARIA",Hero,21,na,7,21.0,1.0
"MOODY, RUNYAN",Hero,3,na,3,3.0,1.0
"MOOMJI, INDRIES",Hero,3,na,3,3.0,1.0
MOONBOY,Hero,23,na,9,36.0,0.6388888888888888
MOONDANCER,Hero,3,na,3,3.0,1.0
MOONDARK,Hero,4,na,4,6.0,0.6666666666666666
MOONDRAGON DOPPELGAN,Hero,151,na,19,171.0,0.8830409356725146
MOONDRAGON/HEATHER D,Hero,1214,na,119,7021.0,0.17290984190286285
MOONGLOW/,Hero,3,na,3,3.0,1.0
MOONHUNTER/ZACK MOON,Hero,138,na,24,276.0,0.5
MOON KNIGHT DOPPELGA,Hero,98,na,15,105.0,0.9333333333333333
MOON KNIGHT/MARC SPE,Hero,731,na,97,4656.0,0.15700171821305842
MOON KNIGHT | MUTANT,Hero,55,na,11,55.0,1.0
MOONRAKER/SLADE TRUM,Hero,10,na,5,10.0,1.0
MOONSTALKER/KIANA,Hero,6,na,5,10.0,0.6
MOONSTOMP/,Hero,3,na,3,3.0,1.0
MOONSTONE II/KARLA S,Villain,1204,na,97,4656.0,0.25859106529209624
MOONSTONE/LLOYD BLOC,Villain,27,na,10,45.0,0.6
MOON WOLF/,Hero,3,na,3,3.0,1.0
"MOORE, CONNIE",Hero,0,na,1,0.0,
"MOORE, TONI",Hero,0,na,1,0.0,
MOOT,Hero,1,na,2,1.0,1.0
"MORAN, KEVIN",Hero,2,na,3,3.0,0.6666666666666666
MORBIUS/DR. MICHAEL,Villain,57,na,17,136.0,0.41911764705882354
"MORDO, ASTRID",Hero,1,na,2,1.0,1.0
MORDRED THE EVIL,Hero,11,na,6,15.0,0.7333333333333333
"MOREAU, DAVID",Hero,11,na,6,15.0,0.7333333333333333
"MOREAU, PHILLIP",Hero,86,na,20,190.0,0.45263157894736844
"MORELLE, NOLAN",Hero,15,na,6,15.0,1.0
MORETTI,Hero,10,na,5,10.0,1.0
MORGAN,Hero,37,na,16,120.0,0.30833333333333335
"MORGAN, DR. VIVIAN",Hero,4,na,4,6.0,0.6666666666666666
"MORGAN, JERROLD JERR",Hero,75,na,17,136.0,0.5514705882352942
MORG,Villain,25,na,8,28.0,0.8928571428571429
"MORLAK, MARIS",Hero,60,na,15,105.0,0.5714285714285714
MORLEY,Hero,13,na,6,15.0,0.8666666666666667
MORLUN,Villain,0,na,1,0.0,
MORNING STAR/ZVEZDA,Hero,0,na,1,0.0,
MORPHEUS/ROBERT MARK,Hero,0,na,1,0.0,
MORPH,Hero,0,na,1,0.0,
"MORRELL, SABRINA",Hero,131,na,22,231.0,0.5670995670995671
"MORRISON, AMANDA PAY",Hero,1,na,2,1.0,1.0
"MORRISON, JESSICA",Hero,1,na,2,1.0,1.0
MOSES,Hero,0,na,1,0.0,
MOSH/GLENN,Hero,1,na,2,1.0,1.0
"MOSLEY, WARDEN",Hero,0,na,1,0.0,
MOTHER INFERIOR,Hero,10,na,5,10.0,1.0
MOTHER NIGHT/SUSAN S,Hero,84,na,17,136.0,0.6176470588235294
MOTHER-OF-PAIN,Hero,6,na,4,6.0,1.0
MOTHER OF PEARL/,Hero,1,na,2,1.0,1.0
MOTHER SUPERIOR,Hero,24,na,8,28.0,0.8571428571428571
MOTH/,Hero,0,na,1,0.0,
MOUNTJOY,Hero,5,na,4,6.0,0.8333333333333334
MOURNING PREY,Hero,0,na,1,0.0,
MOUSE,Hero,6,na,5,10.0,0.6
"MOWAT, FARLEY",Hero,38,na,12,66.0,0.5757575757575758
"MOY, ALYSSA",Hero,17,na,11,55.0,0.3090909090909091
M-PLATE,Hero,1,na,2,1.0,1.0
MR. DEATH,Hero,0,na,1,0.0,
MR. DOLL/NATHAN DOLL,Hero,0,na,1,0.0,
M'REEL,Hero,77,na,14,91.0,0.8461538461538461
MR. FANTASTIC DOPPEL,Hero,400,na,38,703.0,0.5689900426742532
MR. FANTASTIC/REED R,Hero,3650,na,293,42778.0,0.08532423208191127
MR. FEAR III/PROF. L,Villain,18,na,7,21.0,0.8571428571428571
MR. FEAR IV/ALAN FAG,Villain,0,na,1,0.0,
MR. FEAR V/,Villain,1,na,2,1.0,1.0
MR. FEAR/ZOLTAN DRAG,Villain,6,na,4,6.0,1.0
MR. FX/,Hero,1,na,2,1.0,1.0
MR. IMMORTAL,Hero,158,na,25,300.0,0.5266666666666666
MR. JIP,Villain,124,na,19,171.0,0.7251461988304093
MR. JUSTICE/TIMOTHY,Hero,8,na,6,15.0,0.5333333333333333
MR. LUCK II/PHILIP G,Hero,1,na,2,1.0,1.0
MR. LUCK/RAMON GARCI,Hero,0,na,1,0.0,
MR. MOBIUS,Hero,1,na,2,1.0,1.0
MR. NACHT,Hero,54,na,12,66.0,0.8181818181818182
MROTH,Hero,24,na,8,28.0,0.8571428571428571
MR. PAYBACK/,Villain,3,na,3,3.0,1.0
MR. SCRATCH II/BLISS,Hero,1,na,2,1.0,1.0
MR. SCRATCH,Hero,0,na,1,0.0,
MR. SINISTER | AOA,Villain,1,na,2,1.0,1.0
MR. SINISTER | MUTAN,Villain,10,na,5,10.0,1.0
MR. SINISTER/NATHAN,Villain,272,na,42,861.0,0.3159117305458769
MR. TERMINEUS/AMODEU,Hero,1,na,2,1.0,1.0
MR. X,Villain,1,na,2,1.0,1.0
MS. FORTUNE/,Hero,6,na,4,6.0,1.0
M'SHULLA,Hero,3,na,4,6.0,0.5
MS. MARVEL II/SHARON,Hero,790,na,83,3403.0,0.23214810461357627
MS. NOVA,Hero,0,na,1,0.0,
"MUELLER, AMANDA",Hero,21,na,8,28.0,0.75
"MUGGINS, MAMIE",Hero,203,na,37,666.0,0.3048048048048048
"MULDOON, SGT. BRIAN",Hero,22,na,9,36.0,0.6111111111111112
"MULDOON, TEXAS JACK",Hero,3,na,3,3.0,1.0
"MULLANY, MIKE",Hero,0,na,1,0.0,
MULTIPLE MAN DOPPELG,Hero,100,na,15,105.0,0.9523809523809523
MULTIPLE MAN/JAMES A,Hero,684,na,78,3003.0,0.22777222777222778
"MUMM, MAX",Hero,3,na,3,3.0,1.0
"MUNDY, SHANE",Hero,0,na,1,0.0,
MUNIN,Hero,11,na,7,21.0,0.5238095238095238
MUNIPOOR,Hero,3,na,3,3.0,1.0
"MUNOZ, CARLOS",Hero,3,na,3,3.0,1.0
"MUNROE, DAVID",Hero,3,na,3,3.0,1.0
"MUNROE, N'DARE",Hero,8,na,5,10.0,0.8
"MUNSON, CLAUDIA",Hero,0,na,1,0.0,
MUNSON,Hero,0,na,1,0.0,
MURDER,Hero,3,na,3,3.0,1.0
"MURDOCK, BATTLING JA",Hero,21,na,7,21.0,1.0
"MURDOCK, MATT | TIME",Hero,10,na,5,10.0,1.0
"MURDOCK, SISTER MAGG",Hero,43,na,12,66.0,0.6515151515151515
MURMUR/,Hero,1,na,2,1.0,1.0
MURMUR II/ARLETTE TR,Hero,29,na,12,66.0,0.4393939393939394
"MURPHY, JOBOA",Hero,3,na,3,3.0,1.0
"MURPHY, MELISSA",Hero,3,na,3,3.0,1.0
"MURPHY, SEAN",Hero,3,na,3,3.0,1.0
"MURRAY, WILLIAM T. B",Hero,0,na,1,0.0,
MUSE/SHANNON FITZPAT,Hero,10,na,5,10.0,1.0
MUSTANG/,Hero,1,na,2,1.0,1.0
MUTANT MASTER,Hero,82,na,14,91.0,0.9010989010989011
MUTAURUS,Hero,6,na,4,6.0,1.0
"MUTO, JUNZO",Hero,5,na,5,10.0,0.5
MYCROFT,Hero,6,na,4,6.0,1.0
"MYLZOB'RYN, CHIEF",Hero,0,na,1,0.0,
MYSTERIA/,Villain,297,na,25,300.0,0.99
MYSTERIO II/DANIEL B,Villain,60,na,13,78.0,0.7692307692307693
MYSTERIO/QUENTIN BEC,Villain,213,na,30,435.0,0.4896551724137931
MYSTERIUM/DR. JOSEPH,Hero,3,na,3,3.0,1.0
MYSTIQUE | MUTANT X-,Villain,6,na,4,6.0,1.0
MYSTIQUE/RAVEN DARKH,Villain,796,na,77,2926.0,0.27204374572795625
"NACHT, HERR",Hero,1,na,2,1.0,1.0
NAGALA,Hero,10,na,5,10.0,1.0
"NAGAN, DR. ARTHUR",Hero,75,na,17,136.0,0.5514705882352942
NAGA,Hero,0,na,1,0.0,
NAHREES [INHUMAN],Hero,15,na,6,15.0,1.0
NAILS II/JOANIE EATO,Hero,0,na,1,0.0,
NAILS/,Hero,0,na,1,0.0,
"NAIP, SYNTHIA",Hero,0,na,1,0.0,
NAKKA,Hero,3,na,3,3.0,1.0
NAKOTA,Hero,6,na,5,10.0,0.6
"NALES, DET. REBECCA",Hero,61,na,16,120.0,0.5083333333333333
NAMELESS ONE,Hero,1,na,2,1.0,1.0
NAMELESS ONE II,Hero,0,na,1,0.0,
NAMORA/AQUARIA NAUTI,Villain,5,na,5,10.0,0.5
NAMORITA DOPPELGANGE,Hero,107,na,16,120.0,0.8916666666666667
NAMORITA | MUTANT X-,Hero,55,na,11,55.0,1.0
NAMORITA/NITA PRENTI,Hero,1226,na,131,8515.0,0.14398120963006458
NANABOZHO,Hero,0,na,1,0.0,
NANNY II,Villain,95,na,17,136.0,0.6985294117647058
NANNY,Villain,12,na,6,15.0,0.8
"NAPIER, RAMONA DR.",Hero,6,na,5,10.0,0.6
NARDI,Hero,10,na,5,10.0,1.0
"NASH, JOHN JOHNNY TH",Hero,1,na,2,1.0,1.0
"NASH, SABRINA",Hero,1,na,2,1.0,1.0
N'ASTIRH,Villain,117,na,22,231.0,0.5064935064935064
NAUDA,Hero,0,na,1,0.0,
NAUTILUS,Hero,0,na,1,0.0,
NAVARRO,Hero,0,na,1,0.0,
NAZE,Hero,139,na,20,190.0,0.7315789473684211
N'DELE,Hero,6,na,4,6.0,1.0
NEBULA,Villain,103,na,19,171.0,0.6023391812865497
