hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
"DESTINE, NEWTON",Hero,0,na,1,0.0,
DESTINY II/IRENE ADL,Villain,567,na,58,1653.0,0.3430127041742287
DESTINY/PAUL DESTINE,Villain,3,na,3,3.0,1.0
DESTRAK,Hero,0,na,1,0.0,
DESTROYER III,Villain,66,na,18,153.0,0.43137254901960786
DESTRUCTOR/PROFESSOR,Hero,12,na,6,15.0,0.8
DETHSTRYK,Hero,0,na,1,0.0,
DEUCE,Hero,13,na,7,21.0,0.6190476190476191
"DEUTSCH, GEN.",Hero,0,na,1,0.0,
DEVASTATOR II/GREGOR,Hero,5,na,4,6.0,0.8333333333333334
DEVASTATOR/KIROV PET,Hero,0,na,1,0.0,
"DEVERAUX, INSPECTOR",Hero,6,na,4,6.0,1.0
"DEVEREAUX, IRIS",Hero,1,na,2,1.0,1.0
"DEVEREAUX, MICHELLE",Hero,36,na,9,36.0,1.0
DEVIL DINOSAUR,Hero,23,na,9,36.0,0.6388888888888888
DEVIL DINOSAUR | MUT,Hero,55,na,11,55.0,1.0
"DEVILLE, ARCADIA",Hero,1,na,2,1.0,1.0
"DEVILLE, JENNIFER CR",Hero,1,na,2,1.0,1.0
DEVIL-SLAYER/ERIC SI,Hero,98,na,20,190.0,0.5157894736842106
"DEVINE, ANTON",Hero,28,na,8,28.0,1.0
DEVLOR,Hero,68,na,15,105.0,0.6476190476190476
"DEVOOR, ALBERT",Hero,1,na,2,1.0,1.0
DEVOS THE DEVESTATOR,Villain,187,na,22,231.0,0.8095238095238095
DEVOURER,Hero,6,na,4,6.0,1.0
"DEWITT, KEARSON",Villain,8,na,5,10.0,0.8
"DEWITT, LUCIUS",Hero,0,na,1,0.0,
"DEWOLFF, JEAN",Hero,152,na,30,435.0,0.34942528735632183
"DEWOLFF, MEREDITH",Hero,1,na,2,1.0,1.0
DEXAM,Hero,3,na,3,3.0,1.0
DEX,Hero,1,na,2,1.0,1.0
"DEZOAN, JOHN",Hero,1,na,2,1.0,1.0
DHEREK,Hero,1,na,2,1.0,1.0
DIABLO/ESTEBAN DE AB,Villain,427,na,42,861.0,0.4959349593495935
DIAMONDBACK II/RACHE,Villain,898,na,80,3160.0,0.28417721518987343
DIAMONDBACK,Villain,0,na,1,0.0,
"DIAMOND, BOB",Hero,25,na,15,105.0,0.23809523809523808
"DIAMOND, CHUCKY",Hero,3,na,3,3.0,1.0
"DIAMONDE, YVETTE",Hero,1,na,2,1.0,1.0
DIAMOND HEAD,Hero,0,na,1,0.0,
DIAMONDHEAD/DYKER,Villain,25,na,11,55.0,0.45454545454545453
"DIAMOND, KATHY",Hero,1,na,2,1.0,1.0
DIAMOND LIL/LILLIAN,Hero,54,na,18,153.0,0.35294117647058826
"DIBBS, LIONEL",Hero,6,na,4,6.0,1.0
DIBDEB,Hero,3,na,3,3.0,1.0
DICE/ROB FORTUNE,Hero,3,na,3,3.0,1.0
"DICHINSON, RICKY",Hero,0,na,1,0.0,
"DIEGO, MANUEL",Hero,3,na,3,3.0,1.0
DIE'ODE/,Hero,0,na,1,0.0,
"DIETZ, SUSAN",Hero,3,na,3,3.0,1.0
DIGGER,Hero,25,na,8,28.0,0.8928571428571429
DIGGER II/,Hero,5,na,4,6.0,0.8333333333333334
"DILLON, ANITA",Hero,3,na,3,3.0,1.0
"DILLON, BERNIE",Hero,8,na,6,15.0,0.5333333333333333
"DILLON, JONATHAN",Hero,3,na,3,3.0,1.0
DINAH-SOAR,Hero,158,na,25,300.0,0.5266666666666666
DINU,Hero,15,na,6,15.0,1.0
DIONYSUS [GREEK GOD],Hero,14,na,6,15.0,0.9333333333333333
"DIPALMA, JOHNNY",Hero,6,na,4,6.0,1.0
DIRECTOR X,Hero,0,na,1,0.0,
DIRGE/,Hero,0,na,1,0.0,
"DIRKSON, GUS",Hero,10,na,5,10.0,1.0
DIRT NAP,Hero,4,na,4,6.0,0.6666666666666666
DIRTY WOLFF,Hero,6,na,4,6.0,1.0
DISCUS,Hero,74,na,14,91.0,0.8131868131868132
DISPROSIUM,Hero,20,na,8,28.0,0.7142857142857143
DISTORTER,Hero,0,na,1,0.0,
DIVINITY,Hero,1,na,2,1.0,1.0
"DIXON, GENERAL",Hero,1,na,2,1.0,1.0
DIZZIE,Hero,0,na,1,0.0,
D'KAY,Villain,0,na,1,0.0,
D.K./DAVID KALEN,Villain,17,na,7,21.0,0.8095238095238095
D'KEN [SHI'AR],Villain,12,na,7,21.0,0.5714285714285714
DMITRI,Hero,8,na,5,10.0,0.8
D.O.A.,Hero,10,na,6,15.0,0.6666666666666666
DOC,Hero,3,na,3,3.0,1.0
"DOCKERY, RUPERT",Hero,1,na,2,1.0,1.0
DOC SAMSON/DR. LEONA,Hero,394,na,60,1770.0,0.22259887005649717
DOC SAMSON | MUTANT,Hero,3,na,3,3.0,1.0
DOCTOR DREDD,Hero,2,na,3,3.0,0.6666666666666666
"DOCTOR, DR. JOSHUA",Hero,0,na,1,0.0,
DOCTOR MANDIBUS,Hero,10,na,5,10.0,1.0
DOGGEREL,Hero,1,na,2,1.0,1.0
"DOLAN, CAPT. THOMAS",Hero,11,na,6,15.0,0.7333333333333333
"DOLAN, STACY",Hero,16,na,9,36.0,0.4444444444444444
DOLLAR BILL,Hero,58,na,15,105.0,0.5523809523809524
DOLMAN,Hero,1,na,2,1.0,1.0
"DOMANI, DINO",Hero,0,na,1,0.0,
DOMINA,Hero,63,na,14,91.0,0.6923076923076923
DOMINEX,Hero,6,na,4,6.0,1.0
DOMINO II,Hero,3,na,3,3.0,1.0
DOMINO III/BEATRICE/,Hero,382,na,59,1711.0,0.2232612507305669
DOMINO,Hero,1,na,2,1.0,1.0
DOMINUS II,Hero,0,na,1,0.0,
DOMINUS,Hero,0,na,1,0.0,
DOMO,Hero,8,na,6,15.0,0.5333333333333333
"DONALDSON, LINDA",Hero,16,na,8,28.0,0.5714285714285714
DONAR,Hero,3,na,3,3.0,1.0
"DON, GAI NO",Hero,0,na,1,0.0,
"DONLEAVY, HANNAH",Hero,6,na,6,15.0,0.4
"DONNELY, VICTORIA TO",Hero,1,na,2,1.0,1.0
"DONOHUE, TREVOR",Hero,1,na,2,1.0,1.0
DONYELL,Hero,1,na,2,1.0,1.0
"DOOM, DR. BOB",Hero,0,na,1,0.0,
DOOMSDAY MAN,Hero,19,na,7,21.0,0.9047619047619048
DOOMSDAY MAN II,Hero,3,na,3,3.0,1.0
DOOP,Hero,3,na,3,3.0,1.0
DOORMAN,Hero,158,na,25,300.0,0.5266666666666666
DOPPELGANGER,Villain,220,na,25,300.0,0.7333333333333333
"DORCAS, LEMUEL DR.",Hero,18,na,8,28.0,0.6428571428571429
DORMA [ATLANTEAN],Hero,77,na,20,190.0,0.4052631578947368
DORMA II [ATLANTEAN],Hero,15,na,6,15.0,1.0
DORMAMMU,Villain,165,na,33,528.0,0.3125
"DORNOVA-BLONSKY, NAD",Hero,5,na,4,6.0,0.8333333333333334
DORREK II,Hero,3,na,3,3.0,1.0
DORREK [SKRULL],Hero,28,na,10,45.0,0.6222222222222222
DOUGHBOY,Villain,53,na,12,66.0,0.803030303030303
DOUGLOCK 2013,Hero,1,na,2,1.0,1.0
"DOVER, DONNA-LEE",Hero,6,na,5,10.0,0.6
DOVINIA,Hero,0,na,1,0.0,
DRACCHISS,Hero,1,na,2,1.0,1.0
DRACULA | MUTANT X-V,Hero,89,na,17,136.0,0.6544117647058824
DRACULA/VLAD TEPES,Hero,182,na,29,406.0,0.4482758620689655
DRAGONA,Hero,1,na,2,1.0,1.0
"DRAGONBLOOD, ULYSSES",Hero,1,na,2,1.0,1.0
DRAGONESS,Hero,17,na,7,21.0,0.8095238095238095
DRAGONFIST,Hero,15,na,6,15.0,1.0
DRAGONFLY II/MEIKO Y,Hero,8,na,5,10.0,0.8
DRAGONFLY/VERONICA D,Hero,504,na,48,1128.0,0.44680851063829785
DRAGONHEAD,Hero,0,na,1,0.0,
DRAGON MAN,Hero,255,na,37,666.0,0.38288288288288286
"DRAGONMEGAS, JESSIE",Hero,3,na,3,3.0,1.0
DRAGON OF THE MOON,Villain,1,na,2,1.0,1.0
DRAGONUS,Hero,3,na,3,3.0,1.0
DRAGONWING/,Hero,1,na,2,1.0,1.0
"DRAGO, VALERIE",Hero,0,na,1,0.0,
"DRAKE, CARLTON",Villain,82,na,18,153.0,0.5359477124183006
"DRAKE, FRANKLIN",Hero,11,na,8,28.0,0.39285714285714285
"DRAKE, MADELINE BEAT",Hero,22,na,8,28.0,0.7857142857142857
"DRAKE, MALCOLM",Hero,1,na,2,1.0,1.0
"DRAKE, WILLIAM ROBER",Hero,85,na,16,120.0,0.7083333333333334
"DRAN, DAMON",Hero,6,na,4,6.0,1.0
DR. ANGST/FLOYD MANG,Villain,10,na,5,10.0,1.0
DRAX/ARTHUR DOUGLAS,Hero,753,na,70,2415.0,0.31180124223602484
DRAX DOPPELGANGER,Villain,55,na,11,55.0,1.0
DRAX | MUTANT X-VERS,Hero,55,na,11,55.0,1.0
DR. BONG,Villain,2,na,3,3.0,0.6666666666666666
DR. DECIBEL/ANTON DE,Hero,3,na,3,3.0,1.0
DR. DOOM CLONE/VICTO,Villain,18,na,7,21.0,0.8571428571428571
DR. DOOM DOPPELGANGE,Villain,10,na,5,10.0,1.0
DR. DOOM | MUTANT X-,Villain,70,na,14,91.0,0.7692307692307693
DR. DOOM | TIMESLIDE,Villain,6,na,4,6.0,1.0
DR. DOOM/VICTOR VON,Villain,1975,na,170,14365.0,0.13748694744169856
DR. DRUID/ANTHONY LU,Hero,922,na,98,4753.0,0.19398274773827057
DREADFACE,Hero,0,na,1,0.0,
DREADKNIGHT/BRAM VEL,Villain,166,na,23,253.0,0.6561264822134387
DREADNAUGHT,Hero,8,na,5,10.0,0.8
DREAMGUARD/DEPUTY WI,Hero,0,na,1,0.0,
DREAMING CELESTIAL/T,Hero,0,na,1,0.0,
DREAM QUEEN,Villain,0,na,1,0.0,
"DREYFUSS, RACHEL",Hero,1,na,2,1.0,1.0
DR. FAUSTUS,Hero,8,na,5,10.0,0.8
DR. GOODWRENCH,Hero,0,na,1,0.0,
DR. HYDRO,Hero,0,na,1,0.0,
"DRISCOLL, MAYOR",Hero,6,na,4,6.0,1.0
DR. MIDAS/,Hero,0,na,1,0.0,
DR. MIME,Hero,0,na,1,0.0,
DR. NEMESIS/DR. STOC,Hero,0,na,1,0.0,
DR. OCTOPUS II/CAROL,Villain,42,na,12,66.0,0.6363636363636364
DR. OCTOPUS | MUTANT,Villain,45,na,10,45.0,1.0
DR. OCTOPUS/OTTO OCT,Villain,605,na,59,1711.0,0.35359438924605496
DROMEDAN,Hero,0,na,1,0.0,
DR. PHOBOS,Hero,3,na,3,3.0,1.0
DR. POWER/DR. MAXIMU,Hero,0,na,1,0.0,
DR. SPECTRUM II/DR.,Villain,11,na,7,21.0,0.5238095238095238
DR. SPECTRUM III/REV,Villain,1,na,2,1.0,1.0
DR. SPECTRUM/JOSEPH,Villain,60,na,20,190.0,0.3157894736842105
DR. STRANGE DOPPELGA,Hero,3,na,3,3.0,1.0
DR. STRANGE | MUTANT,Hero,79,na,14,91.0,0.8681318681318682
DR. STRANGER YET,Hero,1,na,2,1.0,1.0
DR. STRANGE/STEPHEN,Hero,2573,na,228,25878.0,0.09942808563258367
DR. SUN,Villain,3,na,3,3.0,1.0
DR. SYNNE,Hero,6,na,4,6.0,1.0
DRUID/DREDMUND CROMW,Hero,4,na,4,6.0,0.6666666666666666
DRUIG,Hero,3,na,3,3.0,1.0
"DRUMM, COLLETTE",Hero,1,na,2,1.0,1.0
"DRUMM, JERICHO",Hero,64,na,17,136.0,0.47058823529411764
DR. VAULT,Hero,1,na,2,1.0,1.0
DR. VOLKH/VLADIMIR O,Hero,0,na,1,0.0,
DRY,Hero,0,na,1,0.0,
DR. ZEUS,Hero,6,na,4,6.0,1.0
D'SPAYRE,Villain,61,na,20,190.0,0.32105263157894737
D'SPRYTE,Hero,0,na,1,0.0,
"DUBOIS, DR. CLAUDIA",Hero,1,na,2,1.0,1.0
"DUBOIS, HERVE",Hero,1,na,2,1.0,1.0
"DUBOIS, NOAH",Hero,12,na,7,21.0,0.5714285714285714
DUCHARME,Villain,1,na,2,1.0,1.0
"DUCRESTE, ABRIAN",Hero,0,na,1,0.0,
"DUFFY, SGT. MIKE",Hero,1,na,2,1.0,1.0
"DUGAN, DUM DUM | MUT",Hero,8,na,5,10.0,0.8
"DUGAN, TIMOTHY ALOYI",Hero,1035,na,110,5995.0,0.17264386989157632
DULB,Hero,0,na,1,0.0,
"DULTRY, MARGARET",Hero,0,na,1,0.0,
"DUNCAN, FRED",Hero,6,na,5,10.0,0.6
"DUNER, MAJOR",Hero,0,na,1,0.0,
"DUNHAM, LAURA",Hero,4,na,4,6.0,0.6666666666666666
"DUNLEAVY, GEN. ARLEN",Hero,1,na,2,1.0,1.0
"DURAN, CONAL",Hero,36,na,9,36.0,1.0
DUSK III,Villain,0,na,1,0.0,
DUSK,Villain,3,na,3,3.0,1.0
"DUVALL, SNAKY",Hero,0,na,1,0.0,
DWELLER IN DARKNESS,Villain,15,na,7,21.0,0.7142857142857143
D'WON,Hero,3,na,3,3.0,1.0
"DWORMAN, JIM",Hero,8,na,5,10.0,0.8
"DWYER, MARISSA",Hero,10,na,5,10.0,1.0
DYNA-MITE/ROGER AUBR,Hero,112,na,20,190.0,0.5894736842105263
"EARLE, CARYN",Hero,3,na,3,3.0,1.0
EARTH-LORD/KYLE BROC,Hero,2,na,3,3.0,0.6666666666666666
EARTHQUAKE,Hero,81,na,18,153.0,0.5294117647058824
EBONY,Hero,284,na,39,741.0,0.3832658569500675
ECCE [WATCHER],Hero,1,na,2,1.0,1.0
ECHO/MAYA LOPEZ,Hero,3,na,3,3.0,1.0
ECLECTA/,Hero,25,na,8,28.0,0.8928571428571429
ECLIPTIC,Hero,10,na,5,10.0,1.0
ECSTACY/MME. RENE DE,Hero,12,na,7,21.0,0.5714285714285714
EDDA,Hero,21,na,7,21.0,1.0
"EDGERTON, GAYLE",Hero,44,na,11,55.0,0.8
"EDGERTON, MR.",Hero,28,na,8,28.0,1.0
EDITOR,Hero,1,na,2,1.0,1.0
"EDWARDS, MARTIN/DR.",Hero,12,na,7,21.0,0.5714285714285714
EELAK,Hero,34,na,9,36.0,0.9444444444444444
EEL II/EDWARD LAVELL,Hero,300,na,38,703.0,0.4267425320056899
EEL III,Hero,0,na,1,0.0,
EEL/LEOPOLD STRYKE,Hero,215,na,26,325.0,0.6615384615384615
EENY,Hero,67,na,16,120.0,0.5583333333333333
EFFIGY/LT. VELMAX/JA,Hero,8,na,6,15.0,0.5333333333333333
EGGHEAD/PROF. ELIHAS,Villain,59,na,14,91.0,0.6483516483516484
EGMA,Hero,21,na,7,21.0,1.0
EGO,Villain,97,na,26,325.0,0.29846153846153844
EGO-PRIME,Hero,35,na,12,66.0,0.5303030303030303
"EHMAN, HEIDI",Hero,0,na,1,0.0,
EIGHTBALL,Hero,25,na,9,36.0,0.6944444444444444
EILIF DRAGONSLAYER,Hero,1,na,2,1.0,1.0
"EISMAN, BETTY",Hero,1,na,2,1.0,1.0
EITRI,Hero,60,na,15,105.0,0.5714285714285714
EJULP,Hero,15,na,6,15.0,1.0
EKAK,Hero,3,na,3,3.0,1.0
EL AGUILA,Hero,6,na,5,10.0,0.6
ELAMRON,Hero,1,na,2,1.0,1.0
ELATHAN,Hero,0,na,1,0.0,
EL CONQUISTADOR,Hero,0,na,1,0.0,
ELECTRA,Hero,0,na,1,0.0,
ELEC'TRIX/,Hero,0,na,1,0.0,
ELECTRO/MAX DILLON,Villain,948,na,82,3321.0,0.28545618789521227
ELECTRON,Hero,19,na,9,36.0,0.5277777777777778
ELECTRYON,Hero,0,na,1,0.0,
ELEJEA,Hero,10,na,5,10.0,1.0
ELEKTRA/ELEKTRA NATC,Villain,39,na,15,105.0,0.37142857142857144
ELEKTRA | MUTANT X-V,Hero,94,na,21,210.0,0.44761904761904764
"EL GIBAR, ACHMED",Hero,8,na,5,10.0,0.8
ELITE/,Hero,6,na,4,6.0,1.0
EL JAGUAR,Hero,164,na,20,190.0,0.8631578947368421
"ELLENTHORPE, MARIAH",Hero,1,na,2,1.0,1.0
"ELLINGTON, DR./TRAVI",Hero,0,na,1,0.0,
"ELLIS, KEN",Hero,132,na,23,253.0,0.5217391304347826
ELO,Hero,1,na,2,1.0,1.0
ELSIE DEE,Hero,22,na,9,36.0,0.6111111111111112
EL TIGRE,Hero,0,na,1,0.0,
EL TORO NEGRO/SERGIO,Hero,25,na,9,36.0,0.6944444444444444
EL TORO ROJO,Hero,0,na,1,0.0,
EL UNO,Hero,0,na,1,0.0,
EL VAMPIRO,Hero,0,na,1,0.0,
ELWOOD,Hero,1,na,2,1.0,1.0
ELYSIA,Hero,24,na,8,28.0,0.8571428571428571
ELYSIUS,Hero,58,na,14,91.0,0.6373626373626373
EMBER,Hero,10,na,5,10.0,1.0
EMPATH/MANUEL ALFONS,Villain,36,na,11,55.0,0.6545454545454545
EMPLATE/MARIUS ST. C,Hero,59,na,14,91.0,0.6483516483516484
EMPRESS R'KILL [SKRU,Hero,4,na,4,6.0,0.6666666666666666
EMPRESS S'BYLL [SKRU,Hero,12,na,7,21.0,0.5714285714285714
ENCHANTER,Hero,0,na,1,0.0,
ENCHANTRESS/AMORA/HE,Villain,974,na,89,3916.0,0.2487231869254341
"ENDO, DR. SUZI",Hero,5,na,5,10.0,0.5
ENFORCER/DELAZNY,Villain,16,na,8,28.0,0.5714285714285714
"ENGLEHART, STEVE",Hero,5,na,4,6.0,0.8333333333333334
ENRAGED,Hero,1,na,2,1.0,1.0
ENRAKT,Hero,28,na,9,36.0,0.7777777777777778
ENTITY II,Hero,1,na,2,1.0,1.0
ENTITY,Hero,1,na,2,1.0,1.0
ENT,Hero,10,na,5,10.0,1.0
EON,Hero,79,na,24,276.0,0.286231884057971
EPHESUS,Hero,0,na,1,0.0,
EPOCH,Hero,117,na,23,253.0,0.4624505928853755
"EPSTEIN, MORRIS",Hero,0,na,1,0.0,
"EPSTEIN, MRS.",Hero,0,na,1,0.0,
"EPSTEIN, PROF. NORA",Hero,1,na,2,1.0,1.0
"EPURER, GISCARD",Hero,1,na,2,1.0,1.0
EQUILIBRIUS,Villain,26,na,8,28.0,0.9285714285714286
EQUINOX/TERRY SORENS,Villain,0,na,1,0.0,
ERBIUM,Hero,20,na,8,28.0,0.7142857142857143
ERG,Villain,241,na,24,276.0,0.8731884057971014
ERIC THE RED II,Hero,10,na,5,10.0,1.0
ERIC THE RED [SHI'AR,Hero,61,na,16,120.0,0.5083333333333333
ERISHKIGEL II/HOLLY,Hero,33,na,12,66.0,0.5
ERISHKIGEL,Hero,6,na,4,6.0,1.0
EROS,Hero,1,na,2,1.0,1.0
"ERWIN, CLYTEMNESTRA",Hero,50,na,18,153.0,0.32679738562091504
"ERWIN, MORLEY",Hero,66,na,22,231.0,0.2857142857142857
ESON [CELESTIAL],Villain,15,na,9,36.0,0.4166666666666667
ESON II,Villain,15,na,6,15.0,1.0
ESSEX,Hero,0,na,1,0.0,
"ESSEX, REBECCA",Hero,3,na,3,3.0,1.0
"ESTAVES, DR. ROSA",Hero,1,na,2,1.0,1.0
"ESTAVES, MARIE",Hero,1,na,2,1.0,1.0
ETERNAL BRAIN/PROFES,Hero,1,na,2,1.0,1.0
ETERNITY/ADAM QADMON,Hero,836,na,82,3321.0,0.2517314062029509
ETUBAN,Hero,1,na,2,1.0,1.0
"ETZION, GENERAL",Hero,1,na,2,1.0,1.0
EUROPIUM,Hero,21,na,7,21.0,1.0
"EVANS, DORIS",Hero,34,na,11,55.0,0.6181818181818182
"EVE 3,031",Hero,0,na,1,0.0,
"EVERETT, BILL",Hero,15,na,6,15.0,1.0
EVER,Hero,14,na,6,15.0,0.9333333333333333
EVERWRAITH/,Villain,1,na,2,1.0,1.0
EVERY-MAN,Hero,40,na,10,45.0,0.8888888888888888
EVILHAWK/DARGIN BOKK,Hero,0,na,1,0.0,
EXALTED ONE,Hero,3,na,3,3.0,1.0
EXALT,Hero,1,na,2,1.0,1.0
EXECUTIONER III/BRUT,Hero,10,na,5,10.0,1.0
EXECUTIONER II/SKURG,Hero,552,na,58,1653.0,0.3339382940108893
EXECUTIONER IV,Hero,3,na,3,3.0,1.0
EXECUTIONER,Hero,0,na,1,0.0,
EXECUTIONER V,Hero,1,na,2,1.0,1.0
"EXETER, LT.",Hero,0,na,1,0.0,
EXILE,Villain,0,na,1,0.0,
EXITAR,Villain,0,na,1,0.0,
EXODUS/BENNET DUPARI,Villain,241,na,34,561.0,0.4295900178253119
EXPEDITER II/ZOE CUL,Hero,30,na,13,78.0,0.38461538461538464
EXPEDITER/JOHN WRAIT,Hero,6,na,4,6.0,1.0
EZEKEEL,Hero,1,na,2,1.0,1.0
FACADE,Hero,1,na,2,1.0,1.0
FACE/COL. EISEN,Hero,0,na,1,0.0,
FAGIN,Hero,0,na,1,0.0,
FAHE,Hero,1,na,2,1.0,1.0
"FAIRMONT, AMANDA MAN",Hero,29,na,10,45.0,0.6444444444444445
"FAIRMONT, HANNAH",Hero,120,na,23,253.0,0.4743083003952569
FAITH,Hero,10,na,5,10.0,1.0
FALCONA [INHUMAN],Hero,18,na,7,21.0,0.8571428571428571
"FALCONER, CALVIN",Hero,3,na,3,3.0,1.0
FALCON/SAM WILSON,Hero,1558,na,131,8515.0,0.1829712272460364
"FALK, DR. JENNIE",Hero,3,na,3,3.0,1.0
FALLEN | MUTANT X-VE,Hero,77,na,19,171.0,0.4502923976608187
"FALLON, HOWARD",Hero,15,na,6,15.0,1.0
"FALLON, MEG",Hero,15,na,6,15.0,1.0
"FALLON, RIGBY",Hero,0,na,1,0.0,
"FALSWORTH, KENNETH",Hero,0,na,1,0.0,
FALZON,Hero,33,na,9,36.0,0.9166666666666666
FAMINE/AUTUMN ROLFSO,Villain,74,na,14,91.0,0.8131868131868132
FAMINE | MUTANT X-VE,Villain,10,na,5,10.0,1.0
FANCY DAN,Villain,48,na,12,66.0,0.7272727272727273
FANDRAL [ASGARDIAN],Hero,522,na,76,2850.0,0.1831578947368421
FANDRAL | MUTANT X-V,Hero,55,na,11,55.0,1.0
FANG,Hero,1,na,2,1.0,1.0
FANG III,Hero,3,na,3,3.0,1.0
FANG II,Hero,27,na,9,36.0,0.75
FANTASIA,Hero,3,na,3,3.0,1.0
FANTASMA,Hero,24,na,10,45.0,0.5333333333333333
FARAHD,Hero,0,na,1,0.0,
"FARGO, FLAGG",Hero,3,na,3,3.0,1.0
FAROUK,Hero,0,na,1,0.0,
"FARREL, MIKE",Hero,126,na,24,276.0,0.45652173913043476
FATALE/PAMELA GREENW,Hero,18,na,8,28.0,0.6428571428571429
"FATE, IAN",Hero,5,na,4,6.0,0.8333333333333334
FATHER TIME,Hero,1,na,2,1.0,1.0
FATH,Hero,28,na,11,55.0,0.509090909090909
"FAVERSHAM, DAPHNE",Hero,0,na,1,0.0,
FAWKES,Hero,45,na,10,45.0,1.0
"FAWN, FELICIA",Hero,21,na,7,21.0,1.0
FAYRELYTE STRONGHEAR,Hero,26,na,9,36.0,0.7222222222222222
FAZE,Hero,1,na,2,1.0,1.0
FEAR EATER/KKALLAKKU,Hero,27,na,9,36.0,0.75
"FEIFFER, DEPUTY BEAU",Hero,1,na,2,1.0,1.0
"FELDSTADT, DR. HANS",Hero,0,na,1,0.0,
FENRIS,Villain,0,na,1,0.0,
"FENSTER, RICHARD",Hero,18,na,8,28.0,0.6428571428571429
"FENTON, BARNEY",Hero,1,na,2,1.0,1.0
FENWAY,Hero,8,na,5,10.0,0.8
FERAL/MARIA CALLASAN,Hero,337,na,49,1176.0,0.28656462585034015
FERA,Hero,3,na,3,3.0,1.0
FER DE LANCE/TERESA,Villain,189,na,22,231.0,0.8181818181818182
"FERGUSON, ISABEL",Hero,3,na,3,3.0,1.0
FEROCIA/,Villain,276,na,24,276.0,1.0
FERON,Hero,8,na,5,10.0,0.8
"FERRARI, CONNIE",Hero,26,na,13,78.0,0.3333333333333333
FERRIS,Hero,32,na,9,36.0,0.8888888888888888
FERRO2,Hero,5,na,4,6.0,0.8333333333333334
FEUER,Hero,1,na,2,1.0,1.0
FEVER PITCH/,Villain,3,na,3,3.0,1.0
"FIDDLER, BARNEY",Hero,1,na,2,1.0,1.0
FIELDER,Hero,0,na,1,0.0,
"FIELDING, CLARENCE",Hero,10,na,5,10.0,1.0
"FIELDS, MARJORIE",Hero,1,na,2,1.0,1.0
"FIELDS, PROF. WILLIA",Hero,1,na,2,1.0,1.0
"FIELDS, TODD",Hero,1,na,2,1.0,1.0
FIELDSTONE/,Hero,3,na,3,3.0,1.0
"FIELDS, TRACI",Hero,15,na,6,15.0,1.0
"FIELSTEIN, FIREWORKS",Hero,93,na,19,171.0,0.543859649122807
FIFOLET,Hero,25,na,9,36.0,0.6944444444444444
"FILLMORE, BETTY",Hero,0,na,1,0.0,
"FILLMORE, GARRET",Hero,0,na,1,0.0,
"FILLMORE, SHERIFF DO",Hero,1,na,2,1.0,1.0
FIM,Hero,0,na,1,0.0,
FIN FANG FOOM/MIDGAR,Villain,11,na,7,21.0,0.5238095238095238
FIN FANG FOOM | MUTA,Villain,45,na,10,45.0,1.0
FIN/PETER NOBLE,Hero,4,na,4,6.0,0.6666666666666666
FIREARM/,Hero,32,na,9,36.0,0.8888888888888888
FIREBALLS/JACK FARLE,Hero,15,na,6,15.0,1.0
FIREBIRD/BONITA JUAR,Hero,340,na,43,903.0,0.37652270210409744
FIREBOLT,Hero,0,na,1,0.0,
FIREBRAND/GARY GILBE,Hero,191,na,25,300.0,0.6366666666666667
FIREBRAND II/BROXTEL,Hero,11,na,6,15.0,0.7333333333333333
FIREBRAND III/RICHAR,Hero,1,na,2,1.0,1.0
FIREBUG/,Hero,28,na,8,28.0,1.0
FIRE EATER/TOMAS,Villain,15,na,6,15.0,1.0
FIREFALL III/ARCHIE,Hero,6,na,4,6.0,1.0
FIREFALL II,Hero,1,na,2,1.0,1.0
FIREFALL IV/TARN,Hero,1,na,2,1.0,1.0
FIREFALL/KARAS,Hero,7,na,5,10.0,0.7
FIREFIGHT/,Hero,43,na,12,66.0,0.6515151515151515
FIREFIST II/,Hero,6,na,4,6.0,1.0
FIREFIST/RUSTY COLLI,Hero,597,na,64,2016.0,0.2961309523809524
FIREFLY II,Hero,0,na,1,0.0,
FIREFLY,Hero,1,na,2,1.0,1.0
FIRELORD/PYREUS KRIL,Villain,204,na,31,465.0,0.43870967741935485
FIRESTAR/ANGELICA JO,Hero,1139,na,124,7626.0,0.14935746131654865
FIRESTAR DOPPELGANGE,Hero,66,na,12,66.0,1.0
FIRESTAR | MUTANT X-,Hero,3,na,3,3.0,1.0
FIRESTRIKE/DALTON BE,Hero,4,na,4,6.0,0.6666666666666666
FIREWALL/THEARY/MIN,Hero,16,na,7,21.0,0.7619047619047619
"FISHER, PROF. FRANCE",Hero,1,na,2,1.0,1.0
"FISHMAN, DR. JONATHA",Hero,1,na,2,1.0,1.0
"FISK, VANESSA",Villain,52,na,13,78.0,0.6666666666666666
FIST/,Hero,1,na,2,1.0,1.0
FITCH/,Hero,15,na,6,15.0,1.0
"FITZGERALD, KENNY",Hero,6,na,4,6.0,1.0
"FITZGERALD, MOLLY",Hero,6,na,4,6.0,1.0
"FITZPATRICK, WILL",Hero,3,na,3,3.0,1.0
"FITZROY, TREVOR",Villain,72,na,19,171.0,0.42105263157894735
FIXER II/PAUL NORBER,Villain,625,na,65,2080.0,0.3004807692307692
FIXER/SWEENEY,Villain,15,na,6,15.0,1.0
FIXX,Hero,5,na,4,6.0,0.8333333333333334
FIZGIG/,Hero,3,na,3,3.0,1.0
