,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
1697,EL TIGRE,Hero,24031,1935,2444,4729140,0.00508147358716384
1698,EL TORO NEGRO/SERGIO,Hero,17482,1816,2032,3690112,0.0047375255818793574
1699,EL TORO ROJO,Hero,12593,962,1319,1268878,0.009924515989716899
1700,EL UNO,Hero,16642,1737,1922,3338514,0.0049848525421789455
1701,EL VAMPIRO,Hero,12593,962,1319,1268878,0.009924515989716899
1702,ELAMRON,Hero,9278,893,1212,1082316,0.008572357795689984
1703,ELATHAN,Hero,32351,3089,2853,8812917,0.0036708617589386126
1704,ELEC'TRIX/,Hero,5477,353,999,352647,0.015531111848392301
1705,ELECTRA,Hero,6446,650,1102,716300,0.008999022755828564
1706,ELECTRO/MAX DILLON,Villain,85191,9703,5785,56131855,0.0015176943644566886
1707,ELECTRON,Hero,58153,5826,4315,25139190,0.0023132408005190302
1708,ELECTRYON,Hero,6292,416,833,346528,0.018157262905162064
1709,ELEJEA,Hero,6114,428,931,398468,0.015343766626178262
1710,ELEKTRA | MUTANT X-V,Hero,5840,340,908,308720,0.01891681782845297
1711,ELEKTRA/ELEKTRA NATC,Villain,60051,6237,4573,28521801,0.0021054420792010996
1712,ELITE/,Hero,1816,299,488,145912,0.012445857777290422
1713,"ELLENTHORPE, MARIAH",Hero,16200,1246,1736,2163056,0.007489403880435828
1714,"ELLINGTON, DR./TRAVI",Hero,5691,619,998,617762,0.009212285637510887
1715,"ELLIS, KEN",Hero,26199,2828,2759,7802452,0.0033577906022363227
1716,ELO,Hero,10920,681,1463,996303,0.010960521046308201
1717,ELSIE DEE,Hero,39772,3587,3403,12206561,0.0032582477570873565
1718,ELWOOD,Hero,6275,435,848,368880,0.017010952071134244
1719,ELYSIA,Hero,21761,1722,2154,3709188,0.005866782702844935
1720,ELYSIUS,Hero,78722,9078,5257,47723046,0.0016495594183154193
1721,EMBER,Hero,36116,3534,3161,11170974,0.003233021578959901
1722,EMPATH/MANUEL ALFONS,Villain,48813,4368,3839,16768752,0.0029109500814371875
1723,EMPLATE/MARIUS ST. C,Hero,32244,2690,3042,8182980,0.003940373800253697
1724,EMPRESS R'KILL [SKRU,Hero,36089,3134,3147,9862698,0.003659140734107442
1725,EMPRESS S'BYLL [SKRU,Hero,46339,4966,3881,19273046,0.0024043423130936333
1726,ENCHANTER,Hero,8853,767,1201,921167,0.009610635205125673
1727,ENCHANTRESS/AMORA/HE,Villain,87322,10431,5746,59936526,0.0014569079295653539
1728,"ENDO, DR. SUZI",Hero,23079,1950,2287,4459650,0.0051750697924725034
1729,ENFORCER/DELAZNY,Villain,44116,4380,3650,15987000,0.0027594920873209483
1730,"ENGLEHART, STEVE",Hero,22728,1686,2183,3680538,0.006175184171444501
1731,ENRAGED,Hero,52951,4816,4086,19678176,0.0026908489892559146
1732,ENRAKT,Hero,29803,2713,2663,7224719,0.004125143137054881
1733,ENT,Hero,17388,1827,1965,3590055,0.004843379836799158
1734,ENTITY,Hero,24035,1918,2304,4419072,0.005438924733518711
1735,ENTITY II,Hero,22955,1750,2209,3865750,0.005938045657375671
1736,EON,Hero,65543,6920,4735,32766200,0.002000323504098736
1737,EPHESUS,Hero,15748,1400,1872,2620800,0.0060088522588522585
1738,EPOCH,Hero,78851,8784,5400,47433600,0.00166234483572826
1739,"EPSTEIN, MORRIS",Hero,287,25,139,3475,0.08258992805755395
1740,"EPSTEIN, MRS.",Hero,287,25,139,3475,0.08258992805755395
1741,"EPSTEIN, PROF. NORA",Hero,1735,176,381,67056,0.025873896444762585
1742,"EPURER, GISCARD",Hero,9244,1061,1492,1583012,0.005839500900814397
1743,EQUILIBRIUS,Villain,42661,3773,3449,13013077,0.003278317649238531
1744,EQUINOX/TERRY SORENS,Villain,41009,3806,3378,12856668,0.003189706695389505
1745,ERBIUM,Hero,34456,2776,3080,8550080,0.004029903813765485
1746,ERG,Villain,30519,2482,2835,7036470,0.0043372600181625165
1747,ERIC THE RED II,Hero,25567,1999,2437,4871563,0.005248212945208755
1748,ERIC THE RED [SHI'AR,Hero,62723,6390,4611,29464290,0.0021287802964198355
1749,ERISHKIGEL,Hero,15328,1233,1556,1918548,0.00798937529840275
1750,ERISHKIGEL II/HOLLY,Hero,64274,6496,4679,30394784,0.0021146391433477536
1751,EROS,Hero,32910,3103,2931,9094893,0.003618514258496499
1752,"ERWIN, CLYTEMNESTRA",Hero,32151,3050,3027,9232350,0.003482428634096411
1753,"ERWIN, MORLEY",Hero,52214,5624,4020,22608480,0.0023094874135722527
1754,ESON II,Villain,5050,344,831,285864,0.01766574315058909
1755,ESON [CELESTIAL],Villain,67452,7396,4651,34398796,0.0019608825843788254
1756,ESSEX,Hero,4325,315,776,244440,0.017693503518245786
1757,"ESSEX, REBECCA",Hero,11429,715,1358,970970,0.011770703523280843
1758,"ESTAVES, DR. ROSA",Hero,6265,594,949,563706,0.011113949470113854
1759,"ESTAVES, MARIE",Hero,6265,594,949,563706,0.011113949470113854
1760,ETERNAL BRAIN/PROFES,Hero,30286,3038,2870,8719060,0.003473539578807807
1761,ETERNITY/ADAM QADMON,Hero,88949,10412,6002,62492824,0.0014233474230577257
1762,ETUBAN,Hero,9090,1082,1425,1541850,0.0058955151279307325
1763,"ETZION, GENERAL",Hero,19695,1353,1854,2508462,0.007851424498357958
1764,EUROPIUM,Hero,28068,2881,2908,8377948,0.0033502237063299987
1765,"EVANS, DORIS",Hero,40826,3874,3523,13648102,0.0029913316884648137
1766,"EVE 3,031",Hero,9248,616,1199,738584,0.012521256891565483
1767,EVER,Hero,47372,4433,3929,17417257,0.002719831257011365
1768,"EVERETT, BILL",Hero,45757,4923,3730,18362790,0.0024918326681294075
1769,EVERWRAITH/,Villain,1441,89,487,43343,0.03324642964261818
1770,EVERY-MAN,Hero,47449,4944,3772,18648768,0.0025443503828242167
1771,EVILHAWK/DARGIN BOKK,Hero,14801,1208,1771,2139368,0.00691839833072197
1772,EXALT,Hero,15278,1301,1840,2393840,0.006382214350165424
1773,EXALTED ONE,Hero,6788,354,911,322494,0.021048453614640892
1774,EXECUTIONER,Hero,12672,966,1354,1307964,0.009688340046056313
1775,EXECUTIONER II/SKURG,Hero,84767,9853,5563,54812239,0.0015464976718064737
1776,EXECUTIONER III/BRUT,Hero,31763,2810,2730,7671300,0.0041404976992165604
1777,EXECUTIONER IV,Hero,16141,1222,1682,2055404,0.007852957374803201
1778,EXECUTIONER V,Hero,8428,785,1250,981250,0.008589044585987261
1779,"EXETER, LT.",Hero,6702,435,1109,482415,0.013892602841951433
1780,EXILE,Villain,14597,1238,1775,2197450,0.006642699492593688
1781,EXITAR,Villain,13380,1035,1371,1418985,0.009429275150900114
1782,EXODUS/BENNET DUPARI,Villain,54379,5107,4364,22286948,0.002439948260300154
1783,EXPEDITER II/ZOE CUL,Hero,44904,4162,3727,15511774,0.002894833305333097
1784,EXPEDITER/JOHN WRAIT,Hero,22826,1910,2389,4562990,0.005002421657728814
1785,EZEKEEL,Hero,1822,300,488,146400,0.01244535519125683
1786,FACADE,Hero,17256,1794,2018,3620292,0.004766466351332987
1787,FACE/COL. EISEN,Hero,21214,1752,2196,3847392,0.005513864976586737
1788,FAGIN,Hero,15,2,9,18,0.8333333333333334
1789,FAHE,Hero,24792,1935,2401,4645935,0.005336277842888461
1790,"FAIRMONT, AMANDA MAN",Hero,35960,3443,2980,10260140,0.0035048254702177554
1791,"FAIRMONT, HANNAH",Hero,56424,6084,4129,25120836,0.0022461035930492123
1792,FAITH,Hero,9994,760,1455,1105800,0.009037800687285224
1793,FALCON/SAM WILSON,Hero,91277,11196,6100,68295600,0.0013364989838291193
1794,FALCONA [INHUMAN],Hero,26763,2485,2527,6279595,0.004261899055591961
1795,"FALCONER, CALVIN",Hero,16728,1745,1944,3392280,0.004931196717252113
1796,"FALK, DR. JENNIE",Hero,24171,2061,2382,4909302,0.004923510511270238
1797,FALLEN | MUTANT X-VE,Hero,4913,275,800,220000,0.022331818181818182
1798,"FALLON, HOWARD",Hero,5882,350,1089,381150,0.015432244523153614
1799,"FALLON, MEG",Hero,9978,703,1527,1073481,0.00929499450851948
1800,"FALLON, RIGBY",Hero,19410,1576,2057,3241832,0.005987355297868612
1801,"FALSWORTH, KENNETH",Hero,987,82,280,22960,0.04298780487804878
1802,FALZON,Hero,40617,4257,3353,14273721,0.0028455789488949657
1803,FAMINE | MUTANT X-VE,Villain,4913,275,800,220000,0.022331818181818182
1804,FAMINE/AUTUMN ROLFSO,Villain,52532,4885,4112,20087120,0.0026152081532842936
1805,FANCY DAN,Villain,39590,4483,3406,15269098,0.002592818514885424
1806,FANDRAL [ASGARDIAN],Hero,86684,10137,5707,57851859,0.0014983788161414139
1807,FANDRAL | MUTANT X-V,Hero,4695,261,785,204885,0.022915293945383997
1808,FANG,Hero,17569,1354,1937,2622698,0.006698826933181022
1809,FANG II,Hero,33181,2849,2924,8330476,0.003983085720431822
1810,FANG III,Hero,21415,2447,2275,5566925,0.003846827467587582
1811,FANTASIA,Hero,22738,1788,2423,4332324,0.005248453255112037
1812,FANTASMA,Hero,37462,3713,3232,12000416,0.003121725113529398
1813,FARAHD,Hero,18816,1283,1885,2418455,0.007780173705940363
1814,"FARGO, FLAGG",Hero,1812,201,521,104721,0.017303119718108117
1815,FAROUK,Hero,3723,376,777,292152,0.012743366466770722
1816,"FARREL, MIKE",Hero,56265,6057,4402,26662914,0.00211023446274477
1817,FATALE/PAMELA GREENW,Hero,28893,2324,2832,6581568,0.004389987310014878
1818,"FATE, IAN",Hero,36157,3691,3311,12220901,0.0029586198268032773
1819,FATH,Hero,55307,5360,4295,23021200,0.002402437753027644
1820,FATHER TIME,Hero,36217,3539,3094,10949666,0.003307589473505402
1821,"FAVERSHAM, DAPHNE",Hero,282,33,81,2673,0.10549943883277217
1822,FAWKES,Hero,29371,2675,2766,7399050,0.00396956366019962
1823,"FAWN, FELICIA",Hero,25786,2430,2543,6179490,0.004172836269659794
1824,FAYRELYTE STRONGHEAR,Hero,72159,7870,4968,39098160,0.0018455855723133773
1825,FAZE,Hero,15472,1598,1771,2830058,0.005467025764136282
1826,FEAR EATER/KKALLAKKU,Hero,7347,759,1234,936606,0.007844280305699515
1827,"FEIFFER, DEPUTY BEAU",Hero,14636,1241,1778,2206498,0.0066331354027966485
1828,"FELDSTADT, DR. HANS",Hero,8446,835,1078,900130,0.009383089109350871
1829,FENRIS,Villain,1,1,1,1,1.0
1830,"FENSTER, RICHARD",Hero,26813,2137,2493,5327541,0.0050329035478093925
1831,"FENTON, BARNEY",Hero,15400,1593,1766,2813238,0.005474119146691464
1832,FENWAY,Hero,877,107,276,29532,0.02969660029798185
1833,FER DE LANCE/TERESA,Villain,58716,5895,4387,25861365,0.002270413800663654
1834,FERA,Hero,3758,381,787,299847,0.012533058526515189
1835,FERAL/MARIA CALLASAN,Hero,65281,6477,4940,31996380,0.0020402620546449315
1836,"FERGUSON, ISABEL",Hero,4583,320,749,239680,0.019121328437917223
1837,FEROCIA/,Villain,38298,3190,3303,10536570,0.0036347691895939572
1838,FERON,Hero,28568,2511,2671,6706881,0.004259506020756892
1839,"FERRARI, CONNIE",Hero,35006,3467,3083,10688761,0.003275028789585622
1840,FERRIS,Hero,30548,2406,2756,6630936,0.004606891093504748
1841,FERRO2,Hero,61409,6341,4423,28046243,0.0021895624308753228
1842,FEUER,Hero,8691,726,1124,816024,0.0106504220464104
1843,FEVER PITCH/,Villain,7311,535,965,516275,0.014161057575904315
1844,"FIDDLER, BARNEY",Hero,23716,1888,2341,4419808,0.0053658439461623676
1845,FIELDER,Hero,1690,114,323,36822,0.04589647493346369
1846,"FIELDING, CLARENCE",Hero,17767,1959,2093,4100187,0.004333216997175982
1847,"FIELDS, MARJORIE",Hero,15967,1652,1837,3034724,0.005261433988725169
1848,"FIELDS, PROF. WILLIA",Hero,15967,1652,1837,3034724,0.005261433988725169
1849,"FIELDS, TODD",Hero,15967,1652,1837,3034724,0.005261433988725169
1850,"FIELDS, TRACI",Hero,20258,1958,2273,4450534,0.004551813332961842
1851,FIELDSTONE/,Hero,12031,833,1504,1252832,0.009603043344997574
1852,"FIELSTEIN, FIREWORKS",Hero,56168,5815,4125,23986875,0.0023416139034367752
1853,FIFOLET,Hero,17835,1242,1944,2414448,0.007386781574918988
1854,"FILLMORE, BETTY",Hero,1065,66,237,15642,0.06808592251630226
1855,"FILLMORE, GARRET",Hero,1065,66,237,15642,0.06808592251630226
1856,"FILLMORE, SHERIFF DO",Hero,8944,990,1383,1369170,0.006532424753682888
1857,FIM,Hero,3649,310,688,213280,0.017108964741185298
1858,FIN FANG FOOM | MUTA,Villain,4695,261,785,204885,0.022915293945383997
1859,FIN FANG FOOM/MIDGAR,Villain,56492,5876,4051,23803676,0.0023732468884217713
1860,FIN/PETER NOBLE,Hero,36467,3503,3133,10974899,0.0033227640637057345
1861,FIRE EATER/TOMAS,Villain,39256,4240,3324,14093760,0.002785346139000522
1862,FIREARM/,Hero,19815,1373,2198,3017854,0.00656592399764866
1863,FIREBALLS/JACK FARLE,Hero,18822,1501,2050,3077050,0.006116897677970783
1864,FIREBIRD/BONITA JUAR,Hero,87253,10322,5767,59526974,0.0014657724748447652
1865,FIREBOLT,Hero,100,7,80,560,0.17857142857142858
1866,FIREBRAND II/BROXTEL,Hero,24707,2365,2659,6288535,0.003928895998829616
1867,FIREBRAND III/RICHAR,Hero,17350,1500,1907,2860500,0.006065373186505856
1868,FIREBRAND/GARY GILBE,Hero,36976,3633,3084,11204172,0.003300199247208986
1869,FIREBUG/,Hero,53635,5166,4057,20958462,0.002559109537713216
1870,FIREFALL II,Hero,26830,2631,2565,6748515,0.003975689466497444
1871,FIREFALL III/ARCHIE,Hero,14529,976,1618,1579168,0.009200414395428479
1872,FIREFALL IV/TARN,Hero,827,92,254,23368,0.035390277302293736
1873,FIREFALL/KARAS,Hero,2216,177,525,92925,0.023847188592951304
1874,FIREFIGHT/,Hero,42810,3836,3615,13867140,0.0030871542365621175
1875,FIREFIST II/,Hero,16766,1747,1945,3397915,0.004934202297585431
1876,FIREFIST/RUSTY COLLI,Hero,73140,7576,5162,39107312,0.0018702384863475148
1877,FIREFLY,Hero,7484,592,1274,754208,0.009922992065849208
1878,FIREFLY II,Hero,436,33,187,6171,0.07065305461027387
1879,FIRELORD/PYREUS KRIL,Villain,82960,9479,5558,52684282,0.0015746631984089677
1880,FIRESTAR DOPPELGANGE,Hero,66412,7075,4911,34745325,0.0019113938349979457
1881,FIRESTAR | MUTANT X-,Hero,4695,261,785,204885,0.022915293945383997
1882,FIRESTAR/ANGELICA JO,Hero,90745,10817,6091,65886347,0.0013772959669474465
1883,FIRESTRIKE/DALTON BE,Hero,20441,1770,2220,3929400,0.005202066473252914
1884,FIREWALL/THEARY/MIN,Hero,22737,2123,2540,5392420,0.00421647423605728
1885,"FISHER, PROF. FRANCE",Hero,13027,1050,1623,1704150,0.007644280139659068
1886,"FISHMAN, DR. JONATHA",Hero,20193,1666,2246,3741836,0.005396548646172628
1887,"FISK, VANESSA",Villain,43510,4448,3804,16920192,0.002571483822405798
1888,FIST/,Hero,22309,1870,2183,4082210,0.00546493198537067
1889,FITCH/,Hero,5885,351,1090,382590,0.015382001620533731
1890,"FITZGERALD, KENNY",Hero,19694,2167,2108,4568036,0.004311261995308268
1891,"FITZGERALD, MOLLY",Hero,15829,1512,1971,2980152,0.00531147404561915
1892,"FITZPATRICK, WILL",Hero,21882,1858,2269,4215802,0.005190471469011116
1893,"FITZROY, TREVOR",Villain,38223,3324,3414,11348136,0.0033682183576227848
1894,FIXER II/PAUL NORBER,Villain,83137,9711,5559,53983449,0.0015400460982031735
1895,FIXER/SWEENEY,Villain,7913,788,1271,1001548,0.007900769608645816
1896,FIXX,Hero,15391,1010,1655,1671550,0.009207621668511261
1897,FIZ [SKRULL],Hero,78854,8585,5363,46041355,0.0017126776568587088
1898,FIZGIG/,Hero,12031,833,1504,1252832,0.009603043344997574
1899,FLAG-SMASHER,Villain,57262,5994,4402,26385588,0.002170199883360568
1900,FLAMBE/,Hero,14127,870,1673,1455510,0.009705876290784673
1901,FLAME,Villain,7244,778,1155,898590,0.00806151860136436
1902,FLAME II,Villain,14646,1154,1493,1722922,0.008500675016048318
1903,FLARE/,Hero,2517,230,431,99130,0.025390900837284375
1904,FLASH/BARRY ALLEN/BU,Hero,13175,771,1600,1233600,0.010680123216601816
1905,FLATIRON/RUSSELL,Hero,33829,3552,3109,11043168,0.003063341968536565
1906,FLATMAN,Hero,48954,4751,3972,18870972,0.0025941430043985017
1907,"FLEET, JONAS",Hero,921,120,297,35640,0.025841750841750843
1908,"FLEET, TAMARA",Hero,921,120,297,35640,0.025841750841750843
1909,"FLEMING, PHILIP",Hero,28178,2485,2538,6306930,0.004467783850462904
1910,FLEX/ADRIAN CORBO,Hero,26844,2296,2650,6084400,0.004411938728551706
1911,FLINCH/,Hero,3800,229,585,133965,0.02836561788526854
1912,"FLINN, LANCELOT LANC",Hero,8446,835,1078,900130,0.009383089109350871
1913,"FLINT, LT.",Hero,1867,189,450,85050,0.021951793062904176
1914,FLO,Hero,628,68,242,16456,0.038162372386971316
1915,"FLORES, DAHLIA",Hero,6078,375,1034,387750,0.015675048355899418
1916,"FLORES, JAMIE",Hero,71111,7442,5126,38147692,0.001864097046814785
1917,"FLORES, SHANICE",Hero,6078,375,1034,387750,0.015675048355899418
1918,"FLORESCU, ANTON",Hero,651,159,176,27984,0.02326329331046312
1919,FLUFFY,Hero,15374,1590,1760,2798400,0.005493853630646084
1920,FLUX/PRIVATE BENNY T,Villain,12595,1295,1623,2101785,0.005992525401028174
1921,FLY,Hero,41804,4179,3521,14714259,0.0028410537017188567
1922,FLYING DUTCHMAN,Hero,34205,3310,3000,9930000,0.0034446122860020143
1923,FLYING FOX,Hero,3253,306,698,213588,0.015230256381444651
1924,FLYING TIGER,Hero,54647,5481,4169,22850289,0.002391523363227485
1925,FLYNN,Hero,18334,1755,2035,3571425,0.0051335251335251336
1926,"FOGELSTROM, HIRAM",Hero,6292,416,833,346528,0.018157262905162064
1927,"FOGG, ARCHIMEDES ARC",Hero,14456,902,1581,1426062,0.010137006665909337
1928,FOGG/THOMAS FOGG,Hero,17376,1828,1994,3645032,0.004767036338775627
1929,FOLD,Villain,2165,152,403,61256,0.03534347655739846
1930,"FONDOZZI, MICKEY",Hero,10591,1197,1571,1880487,0.005632051697246511
1931,"FONG, DR. CHARLES WA",Hero,28897,2780,2759,7670020,0.0037675260299190874
1932,"FONG, KATY",Hero,311,20,121,2420,0.12851239669421488
1933,"FONG, LI",Hero,28690,2402,2648,6360496,0.0045106545149938
1934,"FONTAINE, CINDER",Hero,47057,4436,3823,16958828,0.0027747790118515265
1935,FONTANELLE/GLORIA DA,Hero,22837,1841,2305,4243505,0.005381636171042569
1936,"FONTREAUX, GUY",Hero,3476,263,807,212241,0.016377608473386387
1937,FOOL,Hero,42237,3937,3515,13838555,0.003052125023168965
1938,FOOLKILLER II/GREG S,Villain,42043,4539,3524,15995436,0.002628437261728908
1939,FOOLKILLER III/KURT,Villain,15408,1592,1778,2830576,0.0054434150505056214
1940,FOOLKILLER/ROSS EVER,Villain,647,139,224,31136,0.020779804727646456
1941,FORCE/CLAYTON WILSON,Hero,47143,4947,3872,19154784,0.002461160616585392
1942,FORD,Hero,10963,905,1524,1379220,0.007948695639564391
1943,"FORD, GERALD",Hero,8545,845,1100,929500,0.009193114577729962
1944,FOREARM,Hero,53095,5121,4204,21528684,0.002466244569338284
1945,FOREIGNER/RAFAEL BAS,Hero,69289,7589,5051,38332039,0.0018076001644472916
1946,FORGE,Hero,88585,10538,6130,64597940,0.0013713285593936896
1947,FORGE | EARTH 998,Hero,821,88,259,22792,0.03602141102141102
1948,FORGE | MUTANT X-VER,Hero,5622,326,896,292096,0.01924709684487292
1949,FORGOTTEN ONE/GILGAM,Hero,68139,6986,4755,33218430,0.002051240832272928
1950,FOROPULIST,Hero,9229,613,1191,730083,0.0126410284858023
1951,"FORRESTER, CAPT. ALE",Hero,35608,3145,3272,10290440,0.00346029907370336
1952,"FORRESTER, DR. CEDRI",Hero,15776,1643,1807,2968901,0.005313750778486719
1953,"FORTHWARD, KENT",Hero,16054,1096,1793,1965128,0.008169442397645344
1954,FORTUNATO,Hero,38224,4081,3439,14034559,0.0027235626000075954
1955,"FORTUNATO, GIACOMO J",Hero,22878,2649,2492,6601308,0.003465676802233739
1956,"FORTUNATO, JAMES",Hero,15399,1592,1761,2803512,0.005492753375052434
1957,"FORTUNATO, MARY",Hero,15399,1592,1761,2803512,0.005492753375052434
1958,FORTUNE,Hero,3463,270,668,180360,0.019200487913062763
1959,"FORTUNE, DOMINIC",Hero,36000,3683,3142,11571986,0.0031109612472742364
1960,FOUNDRY,Hero,19054,1571,2003,3146713,0.006055207449805559
1961,"FOWLER, RED",Hero,1196,176,345,60720,0.019696969696969695
1962,"FOX, PHIL",Hero,2444,260,612,159120,0.015359477124183006
1963,FOXBAT,Hero,49734,4442,4022,17865724,0.0027837662778177922
1964,FOXFIRE/OLIVIA UNDER,Hero,1322,73,344,25112,0.05264415418923224
1965,FRANKENSTEIN MONSTER,Hero,59130,6073,4333,26314309,0.0022470664154624013
1966,"FRANKENSTEIN, BASIL",Hero,21277,1783,2203,3927949,0.005416821857921271
1967,FRANKENSURFER/BORGO,Hero,10559,1161,1505,1747305,0.006043020537341792
1968,FRANKIE THE FISH,Hero,35591,3473,3071,10665583,0.0033369952678629945
1969,"FRANKLIN, JEREMY",Hero,18117,1843,2053,3783679,0.004788196884566582
1970,"FRASER, DET. KATE",Hero,6390,485,921,446685,0.014305382988011687
1971,FREAK QUINCY,Hero,13275,1162,1588,1845256,0.007194123742179947
1972,FREDD,Hero,6815,547,1024,560128,0.012166861860146252
1973,"FREDERICKS, GENERAL",Hero,42006,3730,3633,13551090,0.003099824442166645
1974,"FREDERICKSON, KOLINA",Hero,15740,1614,1808,2918112,0.0053938985206873485
1975,FREE SPIRIT/CATHY WE,Hero,35501,3374,3190,10763060,0.0032984114183141227
1976,"FREEMAN, DEREK",Hero,38599,3356,3419,11474164,0.003363992357090242
1977,"FREEMAN, DUANE JEROM",Hero,69804,7620,4987,38000940,0.0018369019292680654
1978,FRENCHIE/JEAN-PAUL D,Hero,70794,7792,5051,39357392,0.001798747234064696
1979,FRIDAY,Hero,28044,2531,2755,6972905,0.0040218531587623806
1980,"FRIEDLANDER, SHARON",Hero,50334,4627,4029,18642183,0.0027000056806651884
1981,FRIGGA,Hero,62611,6318,4424,27950832,0.002240040654245999
1982,FROG MAN/FROG LE BLA,Hero,48324,4634,3950,18304300,0.002640035401517676
1983,FROG-MAN II/EUGENE P,Villain,45586,4288,3706,15891328,0.0028686085895401566
1984,FROH,Hero,24763,2168,2426,5259568,0.004708181356339532
1985,FROST,Villain,12496,1360,1582,2151520,0.005807986911578791
1986,"FROST, ADRIENNE",Hero,14789,978,1634,1598052,0.009254392222530931
1987,"FROST, BYRON",Hero,44610,4124,3659,15089716,0.002956318064567948
1988,"FROST, CARMILLA",Hero,9260,617,1201,741017,0.012496339490187134
1989,"FROST, CORDELIA",Hero,8894,618,1079,666822,0.013337892271100833
1990,"FROST, DEACON",Villain,671,101,228,23028,0.029138440159805455
1991,FROSTBITE/DR. SLOANE,Hero,18073,1570,2022,3174540,0.005693108292855028
1992,FU MANCHU,Villain,34252,3991,3342,13337922,0.0025680162172188443
1993,FU'SE,Hero,19670,1374,2172,2984328,0.006591098565573221
1994,"FUANARO, RENEE",Hero,1716,252,451,113652,0.015098722415795587
1995,FUGUE,Hero,25343,2385,2514,5995890,0.004226728642453414
1996,"FUJIKAWA, KENJIRO",Hero,14100,1215,1640,1992600,0.00707618187292984
1997,"FUJIKAWA, RUMIKO",Hero,57554,5818,4387,25523566,0.002254935693546897
1998,"FULLERTON, MARY ELLE",Hero,16112,1678,1820,3053960,0.0052757730946050374
1999,"FULLERTON-SMITH, CAS",Hero,11373,724,1350,977400,0.011635972989564149
2000,"FUNARO, DONNA",Hero,23396,2083,2427,5055441,0.004627885084604884
2001,FURGAR,Hero,29387,2705,2599,7030295,0.004180052188421681
2002,"FURMAN, RICHARD",Hero,16919,1724,2236,3854864,0.004389000493921446
2003,"FURMINTZ, HARMON",Hero,39943,3261,3439,11214579,0.003561703029601022
2004,"FURY, COL. NICHOLAS",Hero,93990,11852,6231,73849812,0.0012727182027220327
2005,"FURY, DAWN",Hero,43384,4410,3497,15421770,0.0028131660632988303
2006,"FURY, NICK II",Hero,18532,1484,2025,3005100,0.006166849688862268
2007,"FURY, NICK L.M.D.",Hero,20255,2490,2377,5918730,0.0034221868542744813
2008,"FURY, NICK | MUTANT",Hero,5830,343,943,323449,0.018024479902550326
2009,FUSION/MARKLEY,Hero,15985,1651,1839,3036189,0.005264823764265005
2010,FUTURIST,Hero,29201,2577,2696,6947592,0.0042030389809879455
2011,G'ANYM,Hero,20734,1632,2159,3523488,0.005884509894740666
2012,G'RATH,Hero,174,22,36,792,0.2196969696969697
2013,GAARD/JOHNNY STORM E,Hero,20493,1790,2209,3954110,0.0051827086246968345
2014,GAARK,Hero,18883,1670,1924,3213080,0.005876915607454529
2015,GABRIEL III,Hero,11553,1092,1612,1760304,0.006563070924113108
2016,GADFLY/RUTH MACRAE,Hero,30286,3038,2870,8719060,0.003473539578807807
2017,GADRIEL,Hero,8487,986,1440,1419840,0.005977434077079107
2018,GAEA,Hero,65701,7043,4635,32644305,0.0020126328313621626
2019,GAFF/SIDNEY E. LEVIN,Hero,60542,6250,4395,27468750,0.0022040318543799773
2020,GAIA,Hero,10511,744,1304,970176,0.010834116696352002
2021,GALACTUS/GALAN,Villain,88647,10536,5950,62689200,0.001414071323290136
2022,GALADRIEL,Hero,18816,1283,1885,2418455,0.007780173705940363
2023,"GALANNAN, BILL",Hero,15972,1658,1821,3019218,0.005290111545439912
2024,"GALE, SHERIFF",Hero,1065,66,237,15642,0.06808592251630226
2025,GALEN,Hero,31046,2270,2667,6054090,0.005128103480457014
2026,"GALEN KOR, ADMIRAL [",Hero,38316,3587,3184,11421008,0.003354870253133524
2027,"GALLAGHER, BOB",Hero,18679,1619,2000,3238000,0.005768684373069796
2028,GALTUS,Hero,6446,650,1102,716300,0.008999022755828564
2029,"GALVIN, TOMMY",Hero,15753,1638,1800,2948400,0.005342897842897843
2030,GAMBIT DOPPELGANGER,Villain,75741,8295,5344,44328480,0.0017086306591157648
2031,GAMBIT | MUTANT X-VE,Hero,13247,903,1685,1521555,0.008706224881782125
2032,GAMBIT/REMY LEBEAU,Hero,90179,10839,6119,66323841,0.0013596769825197548
2033,"GAMBLE, GRACIE",Hero,24337,1893,2311,4374723,0.005563095080534242
2034,"GAMBONNO, ERNESTO",Hero,78822,8968,5299,47521432,0.0016586621379591424
2035,"GAMBONNO, LUIGI",Hero,78822,8968,5299,47521432,0.0016586621379591424
2036,GAMECOCK/,Hero,27470,2188,2628,5750064,0.00477733813049733
2037,"GAMELIN, JOHN T J.T.",Hero,32997,3305,2994,9895170,0.003334657211548665
2038,GAMESMASTER/JEREMY,Villain,27355,2224,2602,5786848,0.004727098413505936
2039,GAMMA-BURN/,Hero,7118,390,1046,407940,0.017448644408491445
2040,GAMMENON [CELESTIAL],Hero,70425,7498,4880,36590240,0.0019246935794900498
2041,GAMORA,Hero,84761,9684,5706,55256904,0.001533944066066387
2042,"GANCE, TABITHA TABBY",Hero,7066,489,953,466017,0.015162536988993964
2043,"GANGER, CARMEN",Hero,19612,2021,2097,4238037,0.004627614152495601
2044,"GANGER, DR. ALEXEI",Hero,26893,2735,2609,7135615,0.0037688412281211923
2045,"GANNON, RICH",Hero,16472,1715,1899,3256785,0.005057748669316519
