hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
FERRIS,Hero,2871,na,256,32640.0,0.08795955882352942
FERRO2,Hero,2360,na,214,22791.0,0.10354964679039971
FEUER,Hero,7,na,6,15.0,0.4666666666666667
FEVER PITCH/,Villain,143,na,27,351.0,0.4074074074074074
"FIDDLER, BARNEY",Hero,834,na,71,2485.0,0.3356136820925553
FIELDER,Hero,0,na,1,0.0,
"FIELDING, CLARENCE",Hero,2242,na,209,21736.0,0.10314685314685315
"FIELDS, MARJORIE",Hero,1968,na,194,18721.0,0.10512258960525613
"FIELDS, PROF. WILLIA",Hero,1968,na,194,18721.0,0.10512258960525613
"FIELDS, TODD",Hero,1968,na,194,18721.0,0.10512258960525613
FIELDSTONE/,Hero,1486,na,116,6670.0,0.22278860569715142
"FIELDS, TRACI",Hero,3382,na,283,39903.0,0.08475553216550134
"FIELSTEIN, FIREWORKS",Hero,4027,na,318,50403.0,0.07989603793424994
FIFOLET,Hero,1485,na,145,10440.0,0.14224137931034483
"FILLMORE, BETTY",Hero,0,na,1,0.0,
"FILLMORE, GARRET",Hero,0,na,1,0.0,
"FILLMORE, SHERIFF DO",Hero,1,na,2,1.0,1.0
FIM,Hero,0,na,1,0.0,
FIN FANG FOOM/MIDGAR,Villain,2959,na,255,32385.0,0.09136946117029489
FIN FANG FOOM | MUTA,Villain,102,na,28,378.0,0.2698412698412698
FIN/PETER NOBLE,Hero,370,na,55,1485.0,0.24915824915824916
FIREARM/,Hero,2608,na,177,15576.0,0.16743708269132
FIREBALLS/JACK FARLE,Hero,1267,na,129,8256.0,0.1534641472868217
FIREBIRD/BONITA JUAR,Hero,6399,na,560,156520.0,0.04088295425504728
FIREBOLT,Hero,0,na,1,0.0,
FIREBRAND/GARY GILBE,Hero,2640,na,206,21115.0,0.12502959981056122
FIREBRAND II/BROXTEL,Hero,2780,na,244,29646.0,0.09377319031235243
FIREBRAND III/RICHAR,Hero,2385,na,214,22791.0,0.10464657101487429
FIREBUG/,Hero,1228,na,132,8646.0,0.14203099699282906
FIRE EATER/TOMAS,Villain,2789,na,231,26565.0,0.10498776585733108
FIREFALL III/ARCHIE,Hero,251,na,45,990.0,0.25353535353535356
FIREFALL II,Hero,2,na,3,3.0,0.6666666666666666
FIREFALL IV/TARN,Hero,1,na,2,1.0,1.0
FIREFALL/KARAS,Hero,341,na,59,1711.0,0.19929865575686734
FIREFIGHT/,Hero,5404,na,415,85905.0,0.06290669926081136
FIREFIST II/,Hero,1977,na,195,18915.0,0.10452022204599525
FIREFIST/RUSTY COLLI,Hero,5745,na,458,104653.0,0.054895702942103906
FIREFLY II,Hero,0,na,1,0.0,
FIREFLY,Hero,26,na,12,66.0,0.3939393939393939
FIRELORD/PYREUS KRIL,Villain,5626,na,494,121771.0,0.04620147654203382
FIRESTAR/ANGELICA JO,Hero,6972,na,636,201930.0,0.034526816223443765
FIRESTAR DOPPELGANGE,Hero,3899,na,329,53956.0,0.07226258432797093
FIRESTAR | MUTANT X-,Hero,104,na,29,406.0,0.2561576354679803
FIRESTRIKE/DALTON BE,Hero,94,na,20,190.0,0.49473684210526314
FIREWALL/THEARY/MIN,Hero,407,na,55,1485.0,0.2740740740740741
"FISHER, PROF. FRANCE",Hero,1976,na,171,14535.0,0.13594771241830064
"FISHMAN, DR. JONATHA",Hero,173,na,38,703.0,0.2460881934566145
"FISK, VANESSA",Villain,2969,na,266,35245.0,0.08423889913462902
FIST/,Hero,1159,na,122,7381.0,0.15702479338842976
FITCH/,Hero,1630,na,142,10011.0,0.1628208970132854
"FITZGERALD, KENNY",Hero,1517,na,146,10585.0,0.14331601322626358
"FITZGERALD, MOLLY",Hero,2507,na,224,24976.0,0.10037636130685458
"FITZPATRICK, WILL",Hero,642,na,83,3403.0,0.1886570672935645
"FITZROY, TREVOR",Villain,2931,na,276,37950.0,0.07723320158102767
FIXER II/PAUL NORBER,Villain,6272,na,537,143916.0,0.04358097779260124
FIXER/SWEENEY,Villain,1858,na,147,10731.0,0.1731432298946976
FIXX,Hero,1016,na,100,4950.0,0.20525252525252524
FIZGIG/,Hero,1486,na,116,6670.0,0.22278860569715142
FIZ [SKRULL],Hero,5186,na,400,79800.0,0.06498746867167919
FLAG-SMASHER,Villain,3724,na,303,45753.0,0.08139356982055822
FLAMBE/,Hero,0,na,1,0.0,
FLAME,Villain,1158,na,121,7260.0,0.15950413223140497
FLAME II,Villain,114,na,26,325.0,0.3507692307692308
FLARE/,Hero,0,na,1,0.0,
FLASH/BARRY ALLEN/BU,Hero,61,na,21,210.0,0.2904761904761905
FLATIRON/RUSSELL,Hero,21,na,14,91.0,0.23076923076923078
FLATMAN,Hero,3495,na,258,33153.0,0.10542032395258348
"FLEET, JONAS",Hero,0,na,1,0.0,
"FLEET, TAMARA",Hero,0,na,1,0.0,
"FLEMING, PHILIP",Hero,2782,na,239,28441.0,0.09781653247072888
FLEX/ADRIAN CORBO,Hero,1917,na,177,15576.0,0.12307395993836671
FLINCH/,Hero,2,na,3,3.0,0.6666666666666666
"FLINN, LANCELOT LANC",Hero,2,na,3,3.0,0.6666666666666666
"FLINT, LT.",Hero,0,na,1,0.0,
FLO,Hero,270,na,40,780.0,0.34615384615384615
"FLORESCU, ANTON",Hero,0,na,1,0.0,
"FLORES, DAHLIA",Hero,0,na,1,0.0,
"FLORES, JAMIE",Hero,3398,na,294,43071.0,0.07889299064335632
"FLORES, SHANICE",Hero,0,na,1,0.0,
FLUFFY,Hero,466,na,66,2145.0,0.21724941724941724
FLUX/PRIVATE BENNY T,Villain,1,na,2,1.0,1.0
FLY,Hero,2398,na,232,26796.0,0.08949096880131363
FLYING DUTCHMAN,Hero,1130,na,114,6441.0,0.17543859649122806
FLYING FOX,Hero,347,na,49,1176.0,0.2950680272108844
FLYING TIGER,Hero,5085,na,390,75855.0,0.06703579197152462
FLYNN,Hero,0,na,1,0.0,
"FOGELSTROM, HIRAM",Hero,0,na,1,0.0,
"FOGG, ARCHIMEDES ARC",Hero,1677,na,149,11026.0,0.15209504806820243
FOGG/THOMAS FOGG,Hero,2659,na,242,29161.0,0.091183429923528
FOLD,Villain,72,na,19,171.0,0.42105263157894735
"FONDOZZI, MICKEY",Hero,1331,na,132,8646.0,0.15394402035623408
"FONG, DR. CHARLES WA",Hero,1653,na,147,10731.0,0.15403969807100923
"FONG, KATY",Hero,333,na,39,741.0,0.4493927125506073
"FONG, LI",Hero,2573,na,232,26796.0,0.09602179429765637
"FONTAINE, CINDER",Hero,116,na,27,351.0,0.33048433048433046
FONTANELLE/GLORIA DA,Hero,2599,na,226,25425.0,0.10222222222222223
"FONTREAUX, GUY",Hero,243,na,46,1035.0,0.23478260869565218
FOOL,Hero,2895,na,255,32385.0,0.08939323761000463
FOOLKILLER II/GREG S,Villain,4346,na,342,58311.0,0.07453139201865858
FOOLKILLER III/KURT,Villain,162,na,25,300.0,0.54
FOOLKILLER/ROSS EVER,Villain,0,na,1,0.0,
FORCE/CLAYTON WILSON,Hero,2650,na,198,19503.0,0.13587653181561812
"FORD, GERALD",Hero,0,na,1,0.0,
FORD,Hero,0,na,1,0.0,
FOREARM,Hero,3609,na,317,50086.0,0.07205606357065847
FOREIGNER/RAFAEL BAS,Hero,5835,na,474,112101.0,0.052051275189338185
FORGE,Hero,6697,na,594,176121.0,0.03802499418013752
FORGE | EARTH 998,Hero,0,na,1,0.0,
FORGE | MUTANT X-VER,Hero,105,na,29,406.0,0.25862068965517243
FORGOTTEN ONE/GILGAM,Hero,5691,na,461,106030.0,0.0536734886352919
FOROPULIST,Hero,0,na,1,0.0,
"FORRESTER, CAPT. ALE",Hero,3173,na,285,40470.0,0.0784037558685446
"FORRESTER, DR. CEDRI",Hero,607,na,77,2926.0,0.20745044429254955
"FORTHWARD, KENT",Hero,0,na,1,0.0,
FORTUNATO,Hero,3381,na,281,39340.0,0.08594306049822065
"FORTUNATO, GIACOMO J",Hero,3210,na,271,36585.0,0.08774087740877409
"FORTUNATO, JAMES",Hero,499,na,69,2346.0,0.21270247229326514
"FORTUNATO, MARY",Hero,499,na,69,2346.0,0.21270247229326514
"FORTUNE, DOMINIC",Hero,922,na,91,4095.0,0.22515262515262516
FORTUNE,Hero,1976,na,171,14535.0,0.13594771241830064
FOUNDRY,Hero,564,na,61,1830.0,0.3081967213114754
"FOWLER, RED",Hero,30,na,10,45.0,0.6666666666666666
FOXBAT,Hero,2877,na,263,34453.0,0.08350506487098366
FOXFIRE/OLIVIA UNDER,Hero,137,na,31,465.0,0.2946236559139785
"FOX, PHIL",Hero,0,na,1,0.0,
"FRANKENSTEIN, BASIL",Hero,0,na,1,0.0,
FRANKENSTEIN MONSTER,Hero,2044,na,183,16653.0,0.12274064733081126
FRANKENSURFER/BORGO,Hero,998,na,97,4656.0,0.21434707903780068
FRANKIE THE FISH,Hero,1480,na,139,9591.0,0.15431133354186216
"FRANKLIN, JEREMY",Hero,2362,na,214,22791.0,0.10363740072835768
"FRASER, DET. KATE",Hero,1762,na,173,14878.0,0.1184298964914639
FREAK QUINCY,Hero,11,na,8,28.0,0.39285714285714285
FREDD,Hero,36,na,13,78.0,0.46153846153846156
"FREDERICKS, GENERAL",Hero,2961,na,224,24976.0,0.11855381165919282
"FREDERICKSON, KOLINA",Hero,551,na,75,2775.0,0.19855855855855856
"FREEMAN, DEREK",Hero,3840,na,273,37128.0,0.10342598577892695
"FREEMAN, DUANE JEROM",Hero,5111,na,405,81810.0,0.06247402518029581
FREE SPIRIT/CATHY WE,Hero,4081,na,319,50721.0,0.08045977011494253
FRENCHIE/JEAN-PAUL D,Hero,4399,na,369,67896.0,0.06479026746789207
FRIDAY,Hero,2201,na,184,16836.0,0.13073176526490854
"FRIEDLANDER, SHARON",Hero,5165,na,407,82621.0,0.06251437285920045
FRIGGA,Hero,3074,na,248,30628.0,0.10036567846415045
FROG MAN/FROG LE BLA,Hero,547,na,67,2211.0,0.2473993668023519
FROG-MAN II/EUGENE P,Villain,2292,na,202,20301.0,0.11290084232303828
FROH,Hero,252,na,39,741.0,0.340080971659919
"FROST, ADRIENNE",Hero,1528,na,133,8778.0,0.17407154249259513
FROSTBITE/DR. SLOANE,Hero,0,na,1,0.0,
"FROST, BYRON",Hero,3306,na,286,40755.0,0.08111888111888112
"FROST, CARMILLA",Hero,2,na,3,3.0,0.6666666666666666
"FROST, CORDELIA",Hero,876,na,98,4753.0,0.18430464969492952
"FROST, DEACON",Villain,0,na,1,0.0,
FROST,Villain,679,na,69,2346.0,0.2894288150042626
"FUANARO, RENEE",Hero,26,na,12,66.0,0.3939393939393939
FUGUE,Hero,848,na,82,3321.0,0.25534477566997893
"FUJIKAWA, KENJIRO",Hero,0,na,1,0.0,
"FUJIKAWA, RUMIKO",Hero,5265,na,426,90525.0,0.05816072908036454
"FULLERTON, MARY ELLE",Hero,33,na,13,78.0,0.4230769230769231
"FULLERTON-SMITH, CAS",Hero,0,na,1,0.0,
FU MANCHU,Villain,3607,na,304,46056.0,0.07831770019107173
"FUNARO, DONNA",Hero,962,na,90,4005.0,0.24019975031210986
FURGAR,Hero,1028,na,110,5995.0,0.17147623019182653
"FURMAN, RICHARD",Hero,236,na,48,1128.0,0.20921985815602837
"FURMINTZ, HARMON",Hero,841,na,89,3916.0,0.21475995914198162
"FURY, COL. NICHOLAS",Hero,7263,na,704,247456.0,0.029350672442777705
"FURY, DAWN",Hero,2385,na,214,22791.0,0.10464657101487429
"FURY, NICK II",Hero,2,na,3,3.0,0.6666666666666666
"FURY, NICK L.M.D.",Hero,5,na,5,10.0,0.5
"FURY, NICK | MUTANT",Hero,140,na,41,820.0,0.17073170731707318
FU'SE,Hero,0,na,1,0.0,
FUSION/MARKLEY,Hero,1976,na,195,18915.0,0.10446735395189004
FUTURIST,Hero,64,na,19,171.0,0.3742690058479532
GAARD/JOHNNY STORM E,Hero,0,na,1,0.0,
GAARK,Hero,1016,na,94,4371.0,0.23244108899565316
GABRIEL III,Hero,3346,na,282,39621.0,0.08445016531637263
GADFLY/RUTH MACRAE,Hero,0,na,1,0.0,
GADRIEL,Hero,1,na,2,1.0,1.0
GAEA,Hero,3252,na,303,45753.0,0.0710773064061373
GAFF/SIDNEY E. LEVIN,Hero,3115,na,262,34191.0,0.09110584656781025
GAIA,Hero,147,na,29,406.0,0.3620689655172414
GALACTUS/GALAN,Villain,6500,na,594,176121.0,0.03690644500088008
GALADRIEL,Hero,0,na,1,0.0,
"GALANNAN, BILL",Hero,20,na,10,45.0,0.4444444444444444
GALEN,Hero,2385,na,214,22791.0,0.10464657101487429
"GALEN KOR, ADMIRAL [",Hero,2628,na,233,27028.0,0.09723249963001332
"GALE, SHERIFF",Hero,0,na,1,0.0,
"GALLAGHER, BOB",Hero,70,na,21,210.0,0.3333333333333333
GALTUS,Hero,0,na,1,0.0,
"GALVIN, TOMMY",Hero,0,na,1,0.0,
GAMBIT DOPPELGANGER,Villain,4961,na,415,85905.0,0.057749839939468015
GAMBIT | MUTANT X-VE,Hero,154,na,41,820.0,0.1878048780487805
GAMBIT/REMY LEBEAU,Hero,6777,na,605,182710.0,0.037091565869410544
"GAMBLE, GRACIE",Hero,0,na,1,0.0,
"GAMBONNO, ERNESTO",Hero,4987,na,398,79003.0,0.06312418515752566
"GAMBONNO, LUIGI",Hero,4987,na,398,79003.0,0.06312418515752566
GAMECOCK/,Hero,1093,na,92,4186.0,0.26110845676063066
"GAMELIN, JOHN T J.T.",Hero,1970,na,194,18721.0,0.10522942150526148
GAMESMASTER/JEREMY,Villain,1287,na,140,9730.0,0.13227132579650566
GAMMA-BURN/,Hero,0,na,1,0.0,
GAMMENON [CELESTIAL],Hero,3507,na,295,43365.0,0.08087167070217918
GAMORA,Hero,5456,na,468,109278.0,0.04992770731528762
"GANCE, TABITHA TABBY",Hero,690,na,84,3486.0,0.19793459552495696
"GANGER, CARMEN",Hero,569,na,58,1653.0,0.3442226255293406
"GANGER, DR. ALEXEI",Hero,1657,na,153,11628.0,0.14250085999312007
"GANNON, RICH",Hero,0,na,1,0.0,
"GANNON, SGT. FRANK",Hero,0,na,1,0.0,
GANTRY,Hero,2358,na,216,23220.0,0.10155038759689923
GANYMEDE,Hero,875,na,97,4656.0,0.1879295532646048
G'ANYM,Hero,1026,na,111,6105.0,0.16805896805896806
"GAPON, DZHOKHAR",Hero,38,na,17,136.0,0.27941176470588236
GARABALDI,Hero,0,na,1,0.0,
GARABED/BASHUR,Hero,3533,na,257,32896.0,0.10739907587548637
"GARCIA, REV.",Hero,869,na,87,3741.0,0.2322908313285218
GARDENER/ORD ZYONYZ,Hero,2363,na,222,24531.0,0.09632709632709632
"GARFIELD, MURRAY",Hero,95,na,25,300.0,0.31666666666666665
GARGOUILLE/,Villain,1333,na,126,7875.0,0.16926984126984126
GARGOYLE/IGOR DRENKO,Hero,757,na,85,3570.0,0.21204481792717086
GARGOYLE II/ISAAC CH,Hero,5806,na,496,122760.0,0.047295536005213426
GARGOYLE | MUTANT X-,Hero,112,na,29,406.0,0.27586206896551724
GARM,Hero,391,na,60,1770.0,0.22090395480225988
GARNOK REBBAHN,Hero,0,na,1,0.0,
GAROKK,Villain,4208,na,355,62835.0,0.06696904591390149
GAROTTE/,Hero,0,na,1,0.0,
"GARRETT, JOHN",Villain,1395,na,141,9870.0,0.1413373860182371
"GARRISON, DR.",Hero,702,na,88,3828.0,0.1833855799373041
GARTHAN SAAL,Villain,0,na,1,0.0,
"GARTH, DONNA",Hero,26,na,12,66.0,0.3939393939393939
GARTH,Hero,81,na,23,253.0,0.3201581027667984
GAR-TOOM,Hero,391,na,60,1770.0,0.22090395480225988
"GARVIN, GEARS",Hero,3858,na,298,44253.0,0.08718053013355027
GATECRASHER,Hero,2360,na,214,22791.0,0.10354964679039971
"GATES, JUNIOR",Hero,0,na,1,0.0,
GATEWAY,Hero,5433,na,451,101475.0,0.05354028085735403
"GATOR, LORD",Hero,3258,na,245,29890.0,0.10899966543994646
GATTLING/,Hero,883,na,95,4465.0,0.19776035834266517
"GATZ, WILLIAM BILLY",Hero,2557,na,227,25651.0,0.09968422283731629
"GAULTHING, ANDERSON",Hero,2,na,3,3.0,0.6666666666666666
GAUNT II,Hero,1,na,2,1.0,1.0
GAUNTLET,Hero,3075,na,280,39060.0,0.07872503840245776
GAUNT/MENDEL STROMM,Hero,2395,na,220,24090.0,0.09941884599418846
"GAUNT, OFFICER KIM",Hero,1019,na,96,4560.0,0.22346491228070176
GAZA,Villain,4774,na,391,76245.0,0.06261394189782937
GAZELLE,Hero,2192,na,193,18528.0,0.11830742659758203
GEATAR,Hero,1149,na,112,6216.0,0.18484555984555984
"GEDDINGS, JUDITH GHO",Hero,77,na,19,171.0,0.4502923976608187
GEE/ALEX POWER,Hero,6413,na,536,143380.0,0.04472729808899428
"GEESEY, KARL",Hero,0,na,1,0.0,
GEIGER/DELILAH DEEDE,Hero,0,na,1,0.0,
GEIRRODUR,Hero,2295,na,171,14535.0,0.15789473684210525
GEIST,Villain,1676,na,148,10878.0,0.1540724397867255
"GELLER, URI",Hero,12,na,7,21.0,0.5714285714285714
GEMINI/JOSHUA LINK,Villain,3372,na,254,32131.0,0.104945379851234
GENECIDE,Hero,0,na,1,0.0,
GENERAL ADMISSION,Hero,0,na,1,0.0,
GENERAL OBSIDIAN,Hero,1,na,2,1.0,1.0
GENESIS/TYLER DAYSPR,Villain,1046,na,116,6670.0,0.1568215892053973
GENII/JASON KIMBALL,Hero,964,na,126,7875.0,0.12241269841269842
GENTRY,Hero,1017,na,107,5671.0,0.17933345089049552
"GENUARDI, MR.",Hero,0,na,1,0.0,
"GEORGE, DAVID LLOYD",Hero,73,na,16,120.0,0.6083333333333333
"GERARD, TERENCE",Hero,2090,na,200,19900.0,0.1050251256281407
"GERASI, DON MARIO",Hero,2765,na,241,28920.0,0.0956085753803596
"GERASI, JOEY",Hero,170,na,32,496.0,0.34274193548387094
"GERASI, LESLIE",Hero,12,na,7,21.0,0.5714285714285714
"GERASI, MARY ROSE",Hero,12,na,7,21.0,0.5714285714285714
"GERHARDT, JOSEPH HEI",Hero,2,na,3,3.0,0.6666666666666666
"GERVASE, LADY ALYSSA",Hero,0,na,1,0.0,
GESTALT,Hero,0,na,1,0.0,
GHAUR [DEVIANT],Hero,6469,na,562,157641.0,0.041036278633096716
GHOST,Villain,4051,na,335,55945.0,0.07241040307444811
GHOST GIRL II/LILLI,Hero,1330,na,142,10011.0,0.13285386075317152
GHOST GIRL/,Hero,0,na,1,0.0,
GHOST RIDER III/DAN,Hero,6345,na,563,158203.0,0.04010669835590981
GHOST RIDER II/JOHNN,Hero,6525,na,574,164451.0,0.03967747231698196
GIBBON/MARTIN BLANK,Villain,3535,na,282,39621.0,0.08922036293884557
"GIDEON, CLAIRE",Hero,816,na,84,3486.0,0.23407917383820998
GIDEON,Hero,3258,na,269,36046.0,0.09038450868334906
"GIDEON, GREGORY HUNG",Hero,816,na,84,3486.0,0.23407917383820998
GIGANTO,Villain,518,na,60,1770.0,0.29265536723163843
GIGANTUS,Hero,848,na,82,3321.0,0.25534477566997893
"GILBERTI, ROSE",Hero,361,na,49,1176.0,0.30697278911564624
"GILBERT, PROFESSOR G",Hero,1024,na,83,3403.0,0.3009109609168381
"GILBERT, ROXANNE",Hero,1845,na,163,13203.0,0.13974096796182686
GIL,Hero,210,na,40,780.0,0.2692307692307692
"GILLISPIE, ANDREW AN",Hero,2819,na,205,20910.0,0.13481587757054042
"GILMORE, BERT",Hero,1968,na,194,18721.0,0.10512258960525613
GIN GENIE/BECKAH,Hero,2,na,3,3.0,0.6666666666666666
GIRABOOR,Hero,743,na,71,2485.0,0.29899396378269616
"GIURESCU, RADU",Hero,0,na,1,0.0,
GLABOO,Hero,2994,na,261,33930.0,0.08824049513704686
GLADIATOR II,Villain,4717,na,412,84666.0,0.05571303711052843
GLADIATOR/MELVIN POT,Villain,5529,na,454,102831.0,0.0537678326574671
GLADIATRIX,Villain,128,na,28,378.0,0.3386243386243386
GLAMOUR GIRL/GLORIA,Hero,1960,na,147,10731.0,0.182648401826484
"GLAZER, FAST FREDDY",Hero,20,na,10,45.0,0.4444444444444444
"GLEASON, KAREN",Hero,0,na,1,0.0,
GLEEG,Hero,1025,na,110,5995.0,0.17097581317764804
"GLENN, HEATHER",Hero,5008,na,406,82215.0,0.06091345861460804
GLITCH/CHARLES J. AM,Hero,766,na,74,2701.0,0.283598667160311
GLITTER/,Hero,0,na,1,0.0,
GLOB/DR. SUMNER BECK,Hero,1191,na,110,5995.0,0.19866555462885738
GLOM,Hero,87,na,24,276.0,0.31521739130434784
GLORIAN/THOMAS GIDEO,Hero,964,na,99,4851.0,0.1987219130076273
GLORIOLE,Hero,0,na,1,0.0,
GLOUCESTER,Hero,1486,na,116,6670.0,0.22278860569715142
GLUB,Hero,692,na,95,4465.0,0.15498320268757
"GNUCCI, MA",Villain,3,na,3,3.0,1.0
GOBLYN,Hero,2893,na,268,35778.0,0.08085974621275645
GO-DEVIL/GO ISHIMORI,Hero,612,na,58,1653.0,0.3702359346642468
GODSTALKER,Hero,934,na,103,5253.0,0.17780316009899105
GODWULF,Hero,16,na,10,45.0,0.35555555555555557
GOG,Villain,3214,na,286,40755.0,0.07886148938780518
GOG II,Villain,324,na,49,1176.0,0.2755102040816326
GOG III,Villain,2901,na,246,30135.0,0.09626679940268791
GOGO TAMAGO/,Hero,182,na,34,561.0,0.3244206773618538
GOLDBUG,Villain,1366,na,122,7381.0,0.1850697737433952
GOLDDIGGER,Hero,5016,na,383,73153.0,0.06856861646138915
GOLDEN ARCHER II/WYA,Hero,1043,na,111,6105.0,0.17084357084357085
GOLDEN-BLADE,Hero,12,na,8,28.0,0.42857142857142855
GOLDEN GIRL/GWENNY L,Hero,118,na,26,325.0,0.3630769230769231
"GOLDFARB, AARON",Hero,0,na,1,0.0,
GOLDFIRE/AMEIKO SABU,Hero,3384,na,246,30135.0,0.11229467396714783
GOLDIELOCKS/,Hero,1,na,2,1.0,1.0
GOLD,Hero,2112,na,150,11175.0,0.18899328859060402
GOLEM II,Hero,0,na,1,0.0,
GOLEM III,Hero,0,na,1,0.0,
GOLEM/JACOB GOLDSTEI,Hero,1,na,2,1.0,1.0
GOMURR,Hero,1762,na,173,14878.0,0.1184298964914639
"GONZALEZ, RAYMOND",Hero,0,na,1,0.0,
GOOM,Hero,0,na,1,0.0,
"GOONER, MELVIN",Hero,1968,na,194,18721.0,0.10512258960525613
GORGEOUS GEORGE,Hero,387,na,53,1378.0,0.2808417997097242
GORGILLA,Hero,1386,na,136,9180.0,0.15098039215686274
GORGON [INHUMAN],Villain,6752,na,612,186966.0,0.03611351796583336
GORGON | MUTANT X-VE,Villain,102,na,28,378.0,0.2698412698412698
GORILLA-MAN,Villain,0,na,1,0.0,
GORNKAI,Hero,2597,na,211,22155.0,0.11721958925750395
GORN,Hero,768,na,81,3240.0,0.23703703703703705
GOROTH,Hero,108,na,24,276.0,0.391304347826087
GORR,Hero,1314,na,126,7875.0,0.16685714285714287
GOSAMYR,Hero,1865,na,169,14196.0,0.13137503522118907
GOTH,Hero,1990,na,191,18145.0,0.10967208597409754
"GOTTFRIED, WILLIS",Hero,2241,na,209,21736.0,0.10310084652189916
"GOULDING, DR.",Hero,1622,na,127,8001.0,0.2027246594175728
"GOYER, SAUL",Hero,620,na,66,2145.0,0.289044289044289
GRACE,Hero,692,na,95,4465.0,0.15498320268757
GRANDE DAME,Hero,24,na,10,45.0,0.5333333333333333
GRANDMASTER/EN DWI G,Villain,5611,na,480,114960.0,0.04880828114126653
GRAND OVERSEER,Hero,0,na,1,0.0,
GRANITOR,Hero,12,na,8,28.0,0.42857142857142855
"GRANT, DONALD",Hero,30,na,9,36.0,0.8333333333333334
"GRANT, GATOR",Hero,0,na,1,0.0,
"GRANT, GLORIA GLORY",Villain,5929,na,484,116886.0,0.050724637681159424
"GRANT, MARY MEEKS",Hero,30,na,9,36.0,0.8333333333333334
"GRANT, PHILLIP",Hero,1172,na,120,7140.0,0.16414565826330532
"GRANT, SILAS",Hero,1630,na,166,13695.0,0.1190215407082877
"GRANT, SILAS II",Hero,428,na,43,903.0,0.4739756367663344
GRAPPLER,Hero,2312,na,179,15931.0,0.14512585525076893
GRASP,Hero,440,na,48,1128.0,0.3900709219858156
"GRASSWIND, Z'OOFREY",Hero,934,na,103,5253.0,0.17780316009899105
G'RATH,Hero,0,na,1,0.0,
GRAVEMOSS,Hero,0,na,1,0.0,
GRAVITON/FRANK HALL,Villain,5496,na,453,102378.0,0.05368340854480455
"GRAY, CHARLES",Hero,2054,na,155,11935.0,0.17209886887306242
"GRAY, SGT.",Hero,849,na,82,3321.0,0.25564588979223124
"GRAZIA, VINCENT VINN",Hero,143,na,32,496.0,0.28830645161290325
GREASE,Hero,0,na,1,0.0,
GREASY,Hero,0,na,1,0.0,
"GREEN, ARNIE",Hero,25,na,11,55.0,0.45454545454545453
GREEN GOBLIN III/BAR,Villain,2098,na,203,20503.0,0.10232648880651612
GREEN GOBLIN IV/PHIL,Villain,3025,na,247,30381.0,0.09956880945327672
GREEN GOBLIN | MUTAN,Villain,102,na,28,378.0,0.2698412698412698
GREEN GOBLIN/NORMAN,Villain,6505,na,585,170820.0,0.03808102095773329
GREEN GOBLIN V/,Villain,4103,na,345,59340.0,0.06914391641388608
"GREEN, JAMES",Hero,0,na,1,0.0,
"GREEN, LILA",Hero,0,na,1,0.0,
GREENSONG,Hero,3802,na,303,45753.0,0.08309837606277184
"GREER, DAVID",Hero,0,na,1,0.0,
"GREER, GABRIELLE",Hero,2131,na,206,21115.0,0.10092351408950982
GREGOR,Hero,2940,na,266,35245.0,0.08341608738828203
"GREGORY, TODD",Hero,0,na,1,0.0,
"GREICO, LINDA",Hero,0,na,1,0.0,
GREMLIN/,Villain,4256,na,359,64261.0,0.06622990616392524
GRENDEL'S MOTHER,Villain,0,na,1,0.0,
GRESIG,Hero,0,na,1,0.0,
"GREY, DR. JOHN",Hero,4673,na,371,68635.0,0.06808479638668317
"GREY, ELAINE",Hero,4511,na,357,63546.0,0.07098794574009379
GREY GARGOYLE/PAUL P,Villain,5585,na,465,107880.0,0.051770485724879495
"GREY, JEAN | MUTANT",Hero,119,na,29,406.0,0.29310344827586204
GREY KING/ADDISON FA,Hero,396,na,58,1653.0,0.2395644283121597
GREYSTONE/BRIAN YOUN,Hero,1016,na,100,4950.0,0.20525252525252524
GRID,Hero,11,na,6,15.0,0.7333333333333333
GRIEFSAVOR,Hero,394,na,52,1326.0,0.2971342383107089
GRIFFIN III,Villain,1,na,2,1.0,1.0
GRIFFIN II/JOHNNY HO,Villain,4078,na,310,47895.0,0.0851445871176532
GRIFFIN,Villain,75,na,21,210.0,0.35714285714285715
"GRIFFITH, D.W.",Hero,5431,na,446,99235.0,0.05472867435884517
GRIM HUNTER/KRAVINOF,Hero,2310,na,219,23871.0,0.09677013949981149
"GRIMM, BEN | EARTH-A",Hero,0,na,1,0.0,
"GRIMM, BEN | MUTANT",Hero,109,na,29,406.0,0.2684729064039409
"GRIMM, BEN | TIMESLI",Hero,2790,na,232,26796.0,0.10412001791312137
"GRIMM, JAKE",Hero,926,na,92,4186.0,0.221213569039656
"GRIMM, PETUNIA PENNY",Hero,0,na,1,0.0,
"GRIMM, SUE STORM EAR",Hero,0,na,1,0.0,
GRIM REAPER/ERIC WIL,Villain,5056,na,407,82621.0,0.0611950956778543
"GRIPPO, BILLY",Hero,0,na,1,0.0,
GRIS-GRIS,Hero,2390,na,207,21321.0,0.1120960555321045
GRIZZLY II/THEODORE,Villain,804,na,106,5565.0,0.1444743935309973
GRIZZLY/MAXWELL MARK,Villain,2514,na,229,26106.0,0.09629970121811078
GROK,Hero,2,na,3,3.0,0.6666666666666666
