,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
1560,DORMA [ATLANTEAN],Hero,189,66,20,1320,0.1431818181818182
1561,DORMAMMU,Villain,326,67,33,2211,0.14744459520578923
1562,"DORNOVA-BLONSKY, NAD",Hero,21,7,4,28,0.75
1563,DORREK II,Hero,6,1,3,3,2.0
1564,DORREK [SKRULL],Hero,55,12,10,120,0.4583333333333333
1565,DOUGHBOY,Villain,81,5,12,60,1.35
1566,DOUGLOCK 2013,Hero,3,1,2,2,1.5
1567,"DOVER, DONNA-LEE",Hero,20,9,5,45,0.4444444444444444
1568,DOVINIA,Hero,1,1,1,1,1.0
1569,DR. ANGST/FLOYD MANG,Villain,25,3,5,15,1.6666666666666667
1570,DR. BONG,Villain,18,13,3,39,0.46153846153846156
1571,DR. DECIBEL/ANTON DE,Hero,19,6,3,18,1.0555555555555556
1572,DR. DOOM CLONE/VICTO,Villain,37,7,7,49,0.7551020408163265
1573,DR. DOOM DOPPELGANGE,Villain,20,2,5,10,2.0
1574,DR. DOOM | MUTANT X-,Villain,94,3,14,42,2.238095238095238
1575,DR. DOOM | TIMESLIDE,Villain,10,1,4,4,2.5
1576,DR. DOOM/VICTOR VON,Villain,2844,270,170,45900,0.06196078431372549
1577,DR. DRUID/ANTHONY LU,Hero,1225,96,98,9408,0.13020833333333334
1578,DR. FAUSTUS,Hero,26,14,5,70,0.37142857142857144
1579,DR. GOODWRENCH,Hero,1,1,1,1,1.0
1580,DR. HYDRO,Hero,3,3,1,3,1.0
1581,DR. MIDAS/,Hero,3,3,1,3,1.0
1582,DR. MIME,Hero,1,1,1,1,1.0
1583,DR. NEMESIS/DR. STOC,Hero,8,8,1,8,1.0
1584,DR. OCTOPUS II/CAROL,Villain,92,21,12,252,0.36507936507936506
1585,DR. OCTOPUS | MUTANT,Villain,55,1,10,10,5.5
1586,DR. OCTOPUS/OTTO OCT,Villain,1049,101,59,5959,0.17603624769256587
1587,DR. PHOBOS,Hero,9,2,3,6,1.5
1588,DR. POWER/DR. MAXIMU,Hero,1,1,1,1,1.0
1589,DR. SPECTRUM II/DR.,Villain,34,11,7,77,0.44155844155844154
1590,DR. SPECTRUM III/REV,Villain,3,1,2,2,1.5
1591,DR. SPECTRUM/JOSEPH,Villain,150,41,20,820,0.18292682926829268
1592,DR. STRANGE DOPPELGA,Hero,6,1,3,3,2.0
1593,DR. STRANGE | MUTANT,Hero,103,3,14,42,2.4523809523809526
1594,DR. STRANGE/STEPHEN,Hero,4162,631,228,143868,0.028929296299385548
1595,DR. STRANGER YET,Hero,6,3,2,6,1.0
1596,DR. SUN,Villain,26,17,3,51,0.5098039215686274
1597,DR. SYNNE,Hero,22,6,4,24,0.9166666666666666
1598,DR. VAULT,Hero,7,4,2,8,0.875
1599,DR. VOLKH/VLADIMIR O,Hero,2,2,1,2,1.0
1600,DR. ZEUS,Hero,10,1,4,4,2.5
1601,DRACCHISS,Hero,3,1,2,2,1.5
1602,DRACULA | MUTANT X-V,Hero,124,6,17,102,1.2156862745098038
1603,DRACULA/VLAD TEPES,Hero,379,151,29,4379,0.08654944051153231
1604,"DRAGO, VALERIE",Hero,2,2,1,2,1.0
1605,DRAGON MAN,Hero,354,32,37,1184,0.2989864864864865
1606,DRAGON OF THE MOON,Villain,4,2,2,4,1.0
1607,DRAGONA,Hero,3,1,2,2,1.5
1608,"DRAGONBLOOD, ULYSSES",Hero,8,6,2,12,0.6666666666666666
1609,DRAGONESS,Hero,38,6,7,42,0.9047619047619048
1610,DRAGONFIST,Hero,21,1,6,6,3.5
1611,DRAGONFLY II/MEIKO Y,Hero,18,4,5,20,0.9
1612,DRAGONFLY/VERONICA D,Hero,631,12,48,576,1.0954861111111112
1613,DRAGONHEAD,Hero,1,1,1,1,1.0
1614,"DRAGONMEGAS, JESSIE",Hero,8,2,3,6,1.3333333333333333
1615,DRAGONUS,Hero,7,2,3,6,1.1666666666666667
1616,DRAGONWING/,Hero,5,2,2,4,1.25
1617,"DRAKE, CARLTON",Villain,117,8,18,144,0.8125
1618,"DRAKE, FRANKLIN",Hero,95,64,8,512,0.185546875
1619,"DRAKE, MADELINE BEAT",Hero,41,10,8,80,0.5125
1620,"DRAKE, MALCOLM",Hero,3,1,2,2,1.5
1621,"DRAKE, WILLIAM ROBER",Hero,122,14,16,224,0.5446428571428571
1622,"DRAN, DAMON",Hero,25,8,4,32,0.78125
1623,DRAX DOPPELGANGER,Villain,66,1,11,11,6.0
1624,DRAX | MUTANT X-VERS,Hero,66,1,11,11,6.0
1625,DRAX/ARTHUR DOUGLAS,Hero,1082,80,70,5600,0.19321428571428573
1626,DREADFACE,Hero,3,3,1,3,1.0
1627,DREADKNIGHT/BRAM VEL,Villain,197,6,23,138,1.4275362318840579
1628,DREADNAUGHT,Hero,16,3,5,15,1.0666666666666667
1629,DREAM QUEEN,Villain,1,1,1,1,1.0
1630,DREAMGUARD/DEPUTY WI,Hero,2,2,1,2,1.0
1631,DREAMING CELESTIAL/T,Hero,5,5,1,5,1.0
1632,"DREYFUSS, RACHEL",Hero,11,5,2,10,1.1
1633,"DRISCOLL, MAYOR",Hero,10,1,4,4,2.5
1634,DROMEDAN,Hero,3,3,1,3,1.0
1635,DRUID/DREDMUND CROMW,Hero,23,12,4,48,0.4791666666666667
1636,DRUIG,Hero,11,6,3,18,0.6111111111111112
1637,"DRUMM, COLLETTE",Hero,3,1,2,2,1.5
1638,"DRUMM, JERICHO",Hero,115,28,17,476,0.2415966386554622
1639,DRY,Hero,4,4,1,4,1.0
1640,"DUBOIS, DR. CLAUDIA",Hero,9,4,2,8,1.125
1641,"DUBOIS, HERVE",Hero,3,1,2,2,1.5
1642,"DUBOIS, NOAH",Hero,32,8,7,56,0.5714285714285714
1643,DUCHARME,Villain,9,4,2,8,1.125
1644,"DUCRESTE, ABRIAN",Hero,1,1,1,1,1.0
1645,"DUFFY, SGT. MIKE",Hero,7,5,2,10,0.7
1646,"DUGAN, DUM DUM | MUT",Hero,17,3,5,15,1.1333333333333333
1647,"DUGAN, TIMOTHY ALOYI",Hero,1535,227,110,24970,0.06147376852222667
1648,DULB,Hero,2,2,1,2,1.0
1649,"DULTRY, MARGARET",Hero,1,1,1,1,1.0
1650,"DUNCAN, FRED",Hero,18,8,5,40,0.45
1651,"DUNER, MAJOR",Hero,2,2,1,2,1.0
1652,"DUNHAM, LAURA",Hero,15,8,4,32,0.46875
1653,"DUNLEAVY, GEN. ARLEN",Hero,5,2,2,4,1.25
1654,"DURAN, CONAL",Hero,49,4,9,36,1.3611111111111112
1655,DUSK,Villain,8,2,3,6,1.3333333333333333
1656,DUSK III,Villain,1,1,1,1,1.0
1657,"DUVALL, SNAKY",Hero,1,1,1,1,1.0
1658,DWELLER IN DARKNESS,Villain,50,14,7,98,0.5102040816326531
1659,"DWORMAN, JIM",Hero,21,5,5,25,0.84
1660,"DWYER, MARISSA",Hero,20,4,5,20,1.0
1661,DYNA-MITE/ROGER AUBR,Hero,209,22,20,440,0.475
1662,"EARLE, CARYN",Hero,7,2,3,6,1.1666666666666667
1663,EARTH-LORD/KYLE BROC,Hero,7,3,3,9,0.7777777777777778
1664,EARTHQUAKE,Hero,119,9,18,162,0.7345679012345679
1665,EBONY,Hero,402,30,39,1170,0.3435897435897436
1666,ECCE [WATCHER],Hero,5,2,2,4,1.25
1667,ECHO/MAYA LOPEZ,Hero,17,6,3,18,0.9444444444444444
1668,ECLECTA/,Hero,37,2,8,16,2.3125
1669,ECLIPTIC,Hero,17,2,5,10,1.7
1670,ECSTACY/MME. RENE DE,Hero,25,5,7,35,0.7142857142857143
1671,EDDA,Hero,28,1,7,7,4.0
1672,"EDGERTON, GAYLE",Hero,62,5,11,55,1.1272727272727272
1673,"EDGERTON, MR.",Hero,36,1,8,8,4.5
1674,EDITOR,Hero,3,1,2,2,1.5
1675,"EDWARDS, MARTIN/DR.",Hero,24,5,7,35,0.6857142857142857
1676,EEL II/EDWARD LAVELL,Hero,382,12,38,456,0.8377192982456141
1677,EEL III,Hero,1,1,1,1,1.0
1678,EEL/LEOPOLD STRYKE,Hero,276,15,26,390,0.7076923076923077
1679,EELAK,Hero,57,6,9,54,1.0555555555555556
1680,EENY,Hero,124,17,16,272,0.45588235294117646
1681,EFFIGY/LT. VELMAX/JA,Hero,28,11,6,66,0.42424242424242425
1682,EGGHEAD/PROF. ELIHAS,Villain,107,20,14,280,0.3821428571428571
1683,EGMA,Hero,28,1,7,7,4.0
1684,EGO,Villain,168,26,26,676,0.2485207100591716
1685,EGO-PRIME,Hero,59,6,12,72,0.8194444444444444
1686,"EHMAN, HEIDI",Hero,1,1,1,1,1.0
1687,EIGHTBALL,Hero,44,9,9,81,0.5432098765432098
1688,EILIF DRAGONSLAYER,Hero,3,1,2,2,1.5
1689,"EISMAN, BETTY",Hero,3,1,2,2,1.5
1690,EITRI,Hero,107,12,15,180,0.5944444444444444
1691,EJULP,Hero,28,3,6,18,1.5555555555555556
1692,EKAK,Hero,6,1,3,3,2.0
1693,EL AGUILA,Hero,19,7,5,35,0.5428571428571428
1694,EL CONQUISTADOR,Hero,4,4,1,4,1.0
1695,"EL GIBAR, ACHMED",Hero,14,2,5,10,1.4
1696,EL JAGUAR,Hero,191,5,20,100,1.91
1697,EL TIGRE,Hero,5,5,1,5,1.0
1698,EL TORO NEGRO/SERGIO,Hero,41,4,9,36,1.1388888888888888
1699,EL TORO ROJO,Hero,1,1,1,1,1.0
1700,EL UNO,Hero,2,2,1,2,1.0
1701,EL VAMPIRO,Hero,1,1,1,1,1.0
1702,ELAMRON,Hero,3,1,2,2,1.5
1703,ELATHAN,Hero,2,2,1,2,1.0
1704,ELEC'TRIX/,Hero,1,1,1,1,1.0
1705,ELECTRA,Hero,1,1,1,1,1.0
1706,ELECTRO/MAX DILLON,Villain,1218,57,82,4674,0.2605905006418485
1707,ELECTRON,Hero,40,8,9,72,0.5555555555555556
1708,ELECTRYON,Hero,1,1,1,1,1.0
1709,ELEJEA,Hero,20,2,5,10,2.0
1710,ELEKTRA | MUTANT X-V,Hero,154,13,21,273,0.5641025641025641
1711,ELEKTRA/ELEKTRA NATC,Villain,119,42,15,630,0.18888888888888888
1712,ELITE/,Hero,24,5,4,20,1.2
1713,"ELLENTHORPE, MARIAH",Hero,4,2,2,4,1.0
1714,"ELLINGTON, DR./TRAVI",Hero,2,2,1,2,1.0
1715,"ELLIS, KEN",Hero,233,31,23,713,0.3267882187938289
1716,ELO,Hero,3,1,2,2,1.5
1717,ELSIE DEE,Hero,64,17,9,153,0.41830065359477125
1718,ELWOOD,Hero,8,4,2,8,1.0
1719,ELYSIA,Hero,35,2,8,16,2.1875
1720,ELYSIUS,Hero,96,18,14,252,0.38095238095238093
1721,EMBER,Hero,25,6,5,30,0.8333333333333334
1722,EMPATH/MANUEL ALFONS,Villain,104,18,11,198,0.5252525252525253
1723,EMPLATE/MARIUS ST. C,Hero,99,18,14,252,0.39285714285714285
1724,EMPRESS R'KILL [SKRU,Hero,11,3,4,12,0.9166666666666666
1725,EMPRESS S'BYLL [SKRU,Hero,30,11,7,77,0.38961038961038963
1726,ENCHANTER,Hero,1,1,1,1,1.0
1727,ENCHANTRESS/AMORA/HE,Villain,1417,129,89,11481,0.12342130476439335
1728,"ENDO, DR. SUZI",Hero,15,5,5,25,0.6
1729,ENFORCER/DELAZNY,Villain,35,11,8,88,0.3977272727272727
1730,"ENGLEHART, STEVE",Hero,10,2,4,8,1.25
1731,ENRAGED,Hero,3,1,2,2,1.5
1732,ENRAKT,Hero,45,7,9,63,0.7142857142857143
1733,ENT,Hero,20,2,5,10,2.0
1734,ENTITY,Hero,7,5,2,10,0.7
1735,ENTITY II,Hero,3,1,2,2,1.5
1736,EON,Hero,138,22,24,528,0.26136363636363635
1737,EPHESUS,Hero,2,2,1,2,1.0
1738,EPOCH,Hero,174,12,23,276,0.6304347826086957
1739,"EPSTEIN, MORRIS",Hero,1,1,1,1,1.0
1740,"EPSTEIN, MRS.",Hero,1,1,1,1,1.0
1741,"EPSTEIN, PROF. NORA",Hero,3,1,2,2,1.5
1742,"EPURER, GISCARD",Hero,4,2,2,4,1.0
1743,EQUILIBRIUS,Villain,44,3,8,24,1.8333333333333333
1744,EQUINOX/TERRY SORENS,Villain,4,4,1,4,1.0
1745,ERBIUM,Hero,29,2,8,16,1.8125
1746,ERG,Villain,306,8,24,192,1.59375
1747,ERIC THE RED II,Hero,15,1,5,5,3.0
1748,ERIC THE RED [SHI'AR,Hero,94,12,16,192,0.4895833333333333
1749,ERISHKIGEL,Hero,10,1,4,4,2.5
1750,ERISHKIGEL II/HOLLY,Hero,59,12,12,144,0.4097222222222222
1751,EROS,Hero,6,4,2,8,0.75
1752,"ERWIN, CLYTEMNESTRA",Hero,113,33,18,594,0.19023569023569023
1753,"ERWIN, MORLEY",Hero,137,30,22,660,0.20757575757575758
1754,ESON II,Villain,21,1,6,6,3.5
1755,ESON [CELESTIAL],Villain,32,8,9,72,0.4444444444444444
1756,ESSEX,Hero,1,1,1,1,1.0
1757,"ESSEX, REBECCA",Hero,12,3,3,9,1.3333333333333333
1758,"ESTAVES, DR. ROSA",Hero,5,3,2,6,0.8333333333333334
1759,"ESTAVES, MARIE",Hero,4,2,2,4,1.0
1760,ETERNAL BRAIN/PROFES,Hero,7,5,2,10,0.7
1761,ETERNITY/ADAM QADMON,Hero,1058,44,82,3608,0.2932372505543237
1762,ETUBAN,Hero,5,3,2,6,0.8333333333333334
1763,"ETZION, GENERAL",Hero,3,1,2,2,1.5
1764,EUROPIUM,Hero,34,2,7,14,2.4285714285714284
1765,"EVANS, DORIS",Hero,62,15,11,165,0.37575757575757573
1766,"EVE 3,031",Hero,4,4,1,4,1.0
1767,EVER,Hero,27,4,6,24,1.125
1768,"EVERETT, BILL",Hero,21,1,6,6,3.5
1769,EVERWRAITH/,Villain,7,3,2,6,1.1666666666666667
1770,EVERY-MAN,Hero,58,6,10,60,0.9666666666666667
1771,EVILHAWK/DARGIN BOKK,Hero,3,3,1,3,1.0
1772,EXALT,Hero,3,1,2,2,1.5
1773,EXALTED ONE,Hero,6,1,3,3,2.0
1774,EXECUTIONER,Hero,1,1,1,1,1.0
1775,EXECUTIONER II/SKURG,Hero,720,40,58,2320,0.3103448275862069
1776,EXECUTIONER III/BRUT,Hero,19,2,5,10,1.9
1777,EXECUTIONER IV,Hero,8,2,3,6,1.3333333333333333
1778,EXECUTIONER V,Hero,3,1,2,2,1.5
1779,"EXETER, LT.",Hero,1,1,1,1,1.0
1780,EXILE,Villain,3,3,1,3,1.0
1781,EXITAR,Villain,3,3,1,3,1.0
1782,EXODUS/BENNET DUPARI,Villain,354,20,34,680,0.5205882352941177
1783,EXPEDITER II/ZOE CUL,Hero,85,21,13,273,0.31135531135531136
1784,EXPEDITER/JOHN WRAIT,Hero,22,7,4,28,0.7857142857142857
1785,EZEKEEL,Hero,3,1,2,2,1.5
1786,FACADE,Hero,8,4,2,8,1.0
1787,FACE/COL. EISEN,Hero,1,1,1,1,1.0
1788,FAGIN,Hero,2,2,1,2,1.0
1789,FAHE,Hero,4,2,2,4,1.0
1790,"FAIRMONT, AMANDA MAN",Hero,53,8,10,80,0.6625
1791,"FAIRMONT, HANNAH",Hero,199,25,23,575,0.34608695652173915
1792,FAITH,Hero,15,1,5,5,3.0
1793,FALCON/SAM WILSON,Hero,2127,221,131,28951,0.07346896480259749
1794,FALCONA [INHUMAN],Hero,49,6,7,42,1.1666666666666667
1795,"FALCONER, CALVIN",Hero,9,4,3,12,0.75
1796,"FALK, DR. JENNIE",Hero,6,1,3,3,2.0
1797,FALLEN | MUTANT X-VE,Hero,141,16,19,304,0.46381578947368424
1798,"FALLON, HOWARD",Hero,28,3,6,18,1.5555555555555556
1799,"FALLON, MEG",Hero,33,4,6,24,1.375
1800,"FALLON, RIGBY",Hero,4,4,1,4,1.0
1801,"FALSWORTH, KENNETH",Hero,1,1,1,1,1.0
1802,FALZON,Hero,79,10,9,90,0.8777777777777778
1803,FAMINE | MUTANT X-VE,Villain,18,2,5,10,1.8
1804,FAMINE/AUTUMN ROLFSO,Villain,148,16,14,224,0.6607142857142857
1805,FANCY DAN,Villain,89,12,12,144,0.6180555555555556
1806,FANDRAL [ASGARDIAN],Hero,1107,234,76,17784,0.062246963562753034
1807,FANDRAL | MUTANT X-V,Hero,66,1,11,11,6.0
1808,FANG,Hero,3,1,2,2,1.5
1809,FANG II,Hero,42,4,9,36,1.1666666666666667
1810,FANG III,Hero,9,2,3,6,1.5
1811,FANTASIA,Hero,8,2,3,6,1.3333333333333333
1812,FANTASMA,Hero,57,10,10,100,0.57
1813,FARAHD,Hero,1,1,1,1,1.0
1814,"FARGO, FLAGG",Hero,11,6,3,18,0.6111111111111112
1815,FAROUK,Hero,2,2,1,2,1.0
1816,"FARREL, MIKE",Hero,179,17,24,408,0.4387254901960784
1817,FATALE/PAMELA GREENW,Hero,55,14,8,112,0.49107142857142855
1818,"FATE, IAN",Hero,10,2,4,8,1.25
1819,FATH,Hero,44,4,11,44,1.0
1820,FATHER TIME,Hero,3,1,2,2,1.5
1821,"FAVERSHAM, DAPHNE",Hero,1,1,1,1,1.0
1822,FAWKES,Hero,62,2,10,20,3.1
1823,"FAWN, FELICIA",Hero,41,3,7,21,1.9523809523809523
1824,FAYRELYTE STRONGHEAR,Hero,40,3,9,27,1.4814814814814814
1825,FAZE,Hero,5,2,2,4,1.25
1826,FEAR EATER/KKALLAKKU,Hero,50,5,9,45,1.1111111111111112
1827,"FEIFFER, DEPUTY BEAU",Hero,4,2,2,4,1.0
1828,"FELDSTADT, DR. HANS",Hero,1,1,1,1,1.0
1829,FENRIS,Villain,1,1,1,1,1.0
1830,"FENSTER, RICHARD",Hero,42,7,8,56,0.75
1831,"FENTON, BARNEY",Hero,3,1,2,2,1.5
1832,FENWAY,Hero,15,2,5,10,1.5
1833,FER DE LANCE/TERESA,Villain,325,14,22,308,1.0551948051948052
1834,FERA,Hero,10,3,3,9,1.1111111111111112
1835,FERAL/MARIA CALLASAN,Hero,503,36,49,1764,0.28514739229024944
1836,"FERGUSON, ISABEL",Hero,11,6,3,18,0.6111111111111112
1837,FEROCIA/,Villain,333,6,24,144,2.3125
1838,FERON,Hero,23,8,5,40,0.575
1839,"FERRARI, CONNIE",Hero,59,16,13,208,0.28365384615384615
1840,FERRIS,Hero,59,6,9,54,1.0925925925925926
1841,FERRO2,Hero,19,11,4,44,0.4318181818181818
1842,FEUER,Hero,3,1,2,2,1.5
1843,FEVER PITCH/,Villain,9,2,3,6,1.5
1844,"FIDDLER, BARNEY",Hero,3,1,2,2,1.5
1845,FIELDER,Hero,2,2,1,2,1.0
1846,"FIELDING, CLARENCE",Hero,19,2,5,10,1.9
1847,"FIELDS, MARJORIE",Hero,3,1,2,2,1.5
1848,"FIELDS, PROF. WILLIA",Hero,3,1,2,2,1.5
1849,"FIELDS, TODD",Hero,3,1,2,2,1.5
1850,"FIELDS, TRACI",Hero,27,3,6,18,1.5
1851,FIELDSTONE/,Hero,9,2,3,6,1.5
1852,"FIELSTEIN, FIREWORKS",Hero,143,13,19,247,0.5789473684210527
1853,FIFOLET,Hero,45,5,9,45,1.0
1854,"FILLMORE, BETTY",Hero,1,1,1,1,1.0
1855,"FILLMORE, GARRET",Hero,1,1,1,1,1.0
1856,"FILLMORE, SHERIFF DO",Hero,9,4,2,8,1.125
1857,FIM,Hero,1,1,1,1,1.0
1858,FIN FANG FOOM | MUTA,Villain,55,1,10,10,5.5
1859,FIN FANG FOOM/MIDGAR,Villain,53,20,7,140,0.37857142857142856
1860,FIN/PETER NOBLE,Hero,11,3,4,12,0.9166666666666666
1861,FIRE EATER/TOMAS,Villain,39,6,6,36,1.0833333333333333
1862,FIREARM/,Hero,47,3,9,27,1.7407407407407407
1863,FIREBALLS/JACK FARLE,Hero,24,3,6,18,1.3333333333333333
1864,FIREBIRD/BONITA JUAR,Hero,447,39,43,1677,0.26654740608228983
1865,FIREBOLT,Hero,1,1,1,1,1.0
1866,FIREBRAND II/BROXTEL,Hero,25,4,6,24,1.0416666666666667
1867,FIREBRAND III/RICHAR,Hero,4,2,2,4,1.0
1868,FIREBRAND/GARY GILBE,Hero,229,11,25,275,0.8327272727272728
1869,FIREBUG/,Hero,37,2,8,16,2.3125
1870,FIREFALL II,Hero,5,3,2,6,0.8333333333333334
1871,FIREFALL III/ARCHIE,Hero,16,6,4,24,0.6666666666666666
1872,FIREFALL IV/TARN,Hero,11,5,2,10,1.1
1873,FIREFALL/KARAS,Hero,13,2,5,10,1.3
1874,FIREFIGHT/,Hero,56,2,12,24,2.3333333333333335
1875,FIREFIST II/,Hero,10,1,4,4,2.5
1876,FIREFIST/RUSTY COLLI,Hero,871,57,64,3648,0.23876096491228072
1877,FIREFLY,Hero,4,2,2,4,1.0
1878,FIREFLY II,Hero,1,1,1,1,1.0
1879,FIRELORD/PYREUS KRIL,Villain,355,48,31,1488,0.2385752688172043
1880,FIRESTAR DOPPELGANGE,Hero,81,2,12,24,3.375
1881,FIRESTAR | MUTANT X-,Hero,6,1,3,3,2.0
1882,FIRESTAR/ANGELICA JO,Hero,1605,156,124,19344,0.08297146401985112
1883,FIRESTRIKE/DALTON BE,Hero,14,5,4,20,0.7
1884,FIREWALL/THEARY/MIN,Hero,36,8,7,56,0.6428571428571429
1885,"FISHER, PROF. FRANCE",Hero,7,3,2,6,1.1666666666666667
1886,"FISHMAN, DR. JONATHA",Hero,3,1,2,2,1.5
1887,"FISK, VANESSA",Villain,130,22,13,286,0.45454545454545453
1888,FIST/,Hero,5,2,2,4,1.25
1889,FITCH/,Hero,37,5,6,30,1.2333333333333334
1890,"FITZGERALD, KENNY",Hero,10,1,4,4,2.5
1891,"FITZGERALD, MOLLY",Hero,10,1,4,4,2.5
1892,"FITZPATRICK, WILL",Hero,7,2,3,6,1.1666666666666667
1893,"FITZROY, TREVOR",Villain,129,20,19,380,0.3394736842105263
1894,FIXER II/PAUL NORBER,Villain,980,65,65,4225,0.2319526627218935
1895,FIXER/SWEENEY,Villain,24,3,6,18,1.3333333333333333
1896,FIXX,Hero,18,8,4,32,0.5625
1897,FIZ [SKRULL],Hero,192,13,22,286,0.6713286713286714
1898,FIZGIG/,Hero,9,2,3,6,1.5
1899,FLAG-SMASHER,Villain,36,15,8,120,0.3
1900,FLAMBE/,Hero,2,2,1,2,1.0
1901,FLAME,Villain,3,1,2,2,1.5
1902,FLAME II,Villain,4,2,2,4,1.0
1903,FLARE/,Hero,1,1,1,1,1.0
1904,FLASH/BARRY ALLEN/BU,Hero,3,1,2,2,1.5
1905,FLATIRON/RUSSELL,Hero,10,3,4,12,0.8333333333333334
1906,FLATMAN,Hero,207,12,25,300,0.69
1907,"FLEET, JONAS",Hero,1,1,1,1,1.0
1908,"FLEET, TAMARA",Hero,1,1,1,1,1.0
1909,"FLEMING, PHILIP",Hero,8,2,3,6,1.3333333333333333
1910,FLEX/ADRIAN CORBO,Hero,76,21,13,273,0.2783882783882784
1911,FLINCH/,Hero,3,1,2,2,1.5
1912,"FLINN, LANCELOT LANC",Hero,3,1,2,2,1.5
1913,"FLINT, LT.",Hero,2,2,1,2,1.0
1914,FLO,Hero,3,1,2,2,1.5
1915,"FLORES, DAHLIA",Hero,1,1,1,1,1.0
1916,"FLORES, JAMIE",Hero,49,9,9,81,0.6049382716049383
1917,"FLORES, SHANICE",Hero,1,1,1,1,1.0
1918,"FLORESCU, ANTON",Hero,2,2,1,2,1.0
1919,FLUFFY,Hero,5,2,2,4,1.25
1920,FLUX/PRIVATE BENNY T,Villain,9,4,2,8,1.125
1921,FLY,Hero,55,7,11,77,0.7142857142857143
1922,FLYING DUTCHMAN,Hero,21,9,4,36,0.5833333333333334
1923,FLYING FOX,Hero,6,1,3,3,2.0
1924,FLYING TIGER,Hero,356,11,33,363,0.9807162534435262
1925,FLYNN,Hero,1,1,1,1,1.0
1926,"FOGELSTROM, HIRAM",Hero,1,1,1,1,1.0
1927,"FOGG, ARCHIMEDES ARC",Hero,3,1,2,2,1.5
1928,FOGG/THOMAS FOGG,Hero,35,3,7,21,1.6666666666666667
1929,FOLD,Villain,8,2,3,6,1.3333333333333333
1930,"FONDOZZI, MICKEY",Hero,28,11,5,55,0.509090909090909
1931,"FONG, DR. CHARLES WA",Hero,18,4,5,20,0.9
1932,"FONG, KATY",Hero,3,1,2,2,1.5
1933,"FONG, LI",Hero,26,3,6,18,1.4444444444444444
1934,"FONTAINE, CINDER",Hero,8,4,3,12,0.6666666666666666
1935,FONTANELLE/GLORIA DA,Hero,90,11,15,165,0.5454545454545454
1936,"FONTREAUX, GUY",Hero,10,1,4,4,2.5
1937,FOOL,Hero,43,6,7,42,1.0238095238095237
1938,FOOLKILLER II/GREG S,Villain,220,20,25,500,0.44
1939,FOOLKILLER III/KURT,Villain,20,10,2,20,1.0
1940,FOOLKILLER/ROSS EVER,Villain,2,2,1,2,1.0
1941,FORCE/CLAYTON WILSON,Hero,35,9,7,63,0.5555555555555556
1942,FORD,Hero,4,4,1,4,1.0
1943,"FORD, GERALD",Hero,1,1,1,1,1.0
1944,FOREARM,Hero,163,18,22,396,0.4116161616161616
1945,FOREIGNER/RAFAEL BAS,Hero,250,28,32,896,0.27901785714285715
1946,FORGE,Hero,1557,124,108,13392,0.11626344086021505
1947,FORGE | EARTH 998,Hero,1,1,1,1,1.0
1948,FORGE | MUTANT X-VER,Hero,14,4,4,16,0.875
1949,FORGOTTEN ONE/GILGAM,Hero,188,40,32,1280,0.146875
1950,FOROPULIST,Hero,2,2,1,2,1.0
1951,"FORRESTER, CAPT. ALE",Hero,92,22,14,308,0.2987012987012987
1952,"FORRESTER, DR. CEDRI",Hero,4,2,2,4,1.0
1953,"FORTHWARD, KENT",Hero,1,1,1,1,1.0
1954,FORTUNATO,Hero,97,12,15,180,0.5388888888888889
1955,"FORTUNATO, GIACOMO J",Hero,106,13,16,208,0.5096153846153846
1956,"FORTUNATO, JAMES",Hero,10,1,4,4,2.5
1957,"FORTUNATO, MARY",Hero,10,1,4,4,2.5
1958,FORTUNE,Hero,3,1,2,2,1.5
1959,"FORTUNE, DOMINIC",Hero,24,17,4,68,0.35294117647058826
1960,FOUNDRY,Hero,9,2,3,6,1.5
1961,"FOWLER, RED",Hero,4,2,2,4,1.0
1962,"FOX, PHIL",Hero,3,3,1,3,1.0
1963,FOXBAT,Hero,60,9,10,90,0.6666666666666666
1964,FOXFIRE/OLIVIA UNDER,Hero,25,8,3,24,1.0416666666666667
1965,FRANKENSTEIN MONSTER,Hero,72,35,10,350,0.2057142857142857
1966,"FRANKENSTEIN, BASIL",Hero,1,1,1,1,1.0
1967,FRANKENSURFER/BORGO,Hero,16,2,5,10,1.6
1968,FRANKIE THE FISH,Hero,6,1,3,3,2.0
1969,"FRANKLIN, JEREMY",Hero,13,3,4,12,1.0833333333333333
1970,"FRASER, DET. KATE",Hero,4,2,2,4,1.0
1971,FREAK QUINCY,Hero,3,1,2,2,1.5
1972,FREDD,Hero,5,2,2,4,1.25
1973,"FREDERICKS, GENERAL",Hero,34,5,9,45,0.7555555555555555
1974,"FREDERICKSON, KOLINA",Hero,11,3,3,9,1.2222222222222223
1975,FREE SPIRIT/CATHY WE,Hero,234,15,24,360,0.65
1976,"FREEMAN, DEREK",Hero,137,6,20,120,1.1416666666666666
1977,"FREEMAN, DUANE JEROM",Hero,159,11,27,297,0.5353535353535354
1978,FRENCHIE/JEAN-PAUL D,Hero,173,95,21,1995,0.08671679197994987
1979,FRIDAY,Hero,33,11,9,99,0.3333333333333333
1980,"FRIEDLANDER, SHARON",Hero,409,19,37,703,0.5817923186344239
1981,FRIGGA,Hero,196,40,21,840,0.23333333333333334
