,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
3353,MAGNOR,Hero,4,2,2,4,1.0
3354,"MAGNUM, MOSES",Villain,15,8,4,32,0.46875
3355,MAGNUS,Hero,56,17,8,136,0.4117647058823529
3356,MAGOG,Hero,10,1,4,4,2.5
3357,MAGOG II,Hero,50,5,9,45,1.1111111111111112
3358,"MAGRUDER, ALLIE",Hero,47,4,10,40,1.175
3359,MAGUIRE,Hero,102,9,13,117,0.8717948717948718
3360,MAGUS,Villain,642,24,48,1152,0.5572916666666666
3361,MAGUS II,Villain,31,7,8,56,0.5535714285714286
3362,MAHA YOGI,Hero,20,11,4,44,0.45454545454545453
3363,MAHKIZMO,Hero,26,6,7,42,0.6190476190476191
3364,"MAHONEY, GINNY",Hero,3,1,2,2,1.5
3365,MAINFRAME II,Hero,15,3,4,12,1.25
3366,MAINFRAME/IAN WAJLER,Hero,14,3,4,12,1.1666666666666667
3367,MAINSPRING,Hero,9,5,3,15,0.6
3368,"MAJCOMB, RENEE",Hero,25,6,6,36,0.6944444444444444
3369,MAJESTON ZELIA,Villain,34,8,6,48,0.7083333333333334
3370,MAJOR DOMO,Villain,120,14,14,196,0.6122448979591837
3371,MAJOR LOVE,Hero,3,1,2,2,1.5
3372,MAJOR MAPLELEAF/LOUI,Hero,6,1,3,3,2.0
3373,MAJOR VICTORY/MAJ. V,Hero,11,4,3,12,0.9166666666666666
3374,"MAJOWSKI, SAM MOTHER",Hero,84,8,12,96,0.875
3375,MAKKARI/MIKE KHARY/I,Hero,330,71,44,3124,0.1056338028169014
3376,MAKO,Hero,7,2,3,6,1.1666666666666667
3377,MALACHI,Villain,25,4,6,24,1.0416666666666667
3378,MALAN Sometimes spel,Hero,7,5,2,10,0.7
3379,MALEKITH/MALCOLM KEI,Villain,69,19,9,171,0.40350877192982454
3380,MALEVOLENCE,Hero,36,1,8,8,4.5
3381,MALICE,Villain,6,3,2,6,1.0
3382,MALICE II,Villain,1,1,1,1,1.0
3383,MALICE III,Villain,156,6,19,114,1.368421052631579
3384,MALICE IV,Villain,240,16,23,368,0.6521739130434783
3385,MALICE V/NAKIA,Villain,58,17,12,204,0.28431372549019607
3386,"MALONE, JULIUS",Hero,3,1,2,2,1.5
3387,MALOVICK/,Hero,37,2,8,16,2.3125
3388,"MALPHER, KATHY",Hero,59,9,10,90,0.6555555555555556
3389,MALPRACTICE,Hero,6,1,3,3,2.0
3390,MALTESE,Hero,36,7,7,49,0.7346938775510204
3391,MALTZ,Hero,2,2,1,2,1.0
3392,"MALUS, DR. KARL",Villain,123,17,19,323,0.38080495356037153
3393,MAM'SELLE HEPZIBAH,Hero,171,37,21,777,0.22007722007722008
3394,MAN-APE/M'BAKU,Villain,300,13,31,403,0.7444168734491315
3395,MAN-BEAST,Villain,307,34,32,1088,0.2821691176470588
3396,MAN-BULL/BULL TAURUS,Hero,30,9,8,72,0.4166666666666667
3397,MAN-KILLER/KATRINA L,Hero,466,21,36,756,0.6164021164021164
3398,MAN-MOUNTAIN MARKO,Hero,28,10,5,50,0.56
3399,MAN-OF-WAR,Hero,3,1,2,2,1.5
3400,MAN-SPIDER CLONE | M,Villain,6,1,3,3,2.0
3401,MAN-SPIDER | MUTANT,Villain,99,4,15,60,1.65
3402,MAN-THING/THEODORE T,Hero,376,121,39,4719,0.07967789785971605
3403,MANACLE/,Hero,1,1,1,1,1.0
3404,MANAT,Hero,6,1,3,3,2.0
3405,MANBOT/BERNIE LACHEN,Hero,66,16,12,192,0.34375
3406,MANDARIN,Villain,778,82,60,4920,0.15813008130081302
3407,"MANDARIN, JAMES",Villain,8,4,3,12,0.6666666666666666
3408,MANDRILL/HENSLEY FAR,Villain,162,13,20,260,0.6230769230769231
3409,"MANELLI, DINO",Hero,21,12,4,48,0.4375
3410,MANGLER/,Hero,45,1,9,9,5.0
3411,MANGOG,Villain,83,20,10,200,0.415
3412,"MANH, COY LEONG XUI",Hero,55,8,10,80,0.6875
3413,"MANH, COY NGA",Hero,55,8,10,80,0.6875
3414,"MANH, COY TRANH",Hero,4,2,2,4,1.0
3415,MANIKIN/DR. WHITMAN,Hero,82,31,13,403,0.20347394540942929
3416,MANIPULATOR II,Hero,21,1,6,6,3.5
3417,MANIPULATOR/,Hero,4,4,1,4,1.0
3418,MANITOU,Hero,66,1,11,11,6.0
3419,"MANN, DR. J. VERNON",Hero,30,4,6,24,1.25
3420,"MANNING, DR.",Hero,5,2,2,4,1.25
3421,"MANNING, ERIKA",Hero,1,1,1,1,1.0
3422,"MANNING, JANICE",Hero,7,3,2,6,1.1666666666666667
3423,"MANOLIS, LT. NICK",Hero,77,11,12,132,0.5833333333333334
3424,MANSLAUGHTER,Hero,20,11,4,44,0.45454545454545453
3425,MANT/ERNEST,Hero,1,1,1,1,1.0
3426,MANTA,Hero,20,3,6,18,1.1111111111111112
3427,MANTIS (SPACE PHANTO,Villain,30,8,4,32,0.9375
3428,MANTIS/? BRANDT,Villain,339,54,35,1890,0.17936507936507937
3429,"MANTLO, BILL",Hero,1,1,1,1,1.0
3430,"MANTONE, JORGE",Hero,1,1,1,1,1.0
3431,MANX,Hero,3,1,2,2,1.5
3432,MARAUD,Hero,4,4,1,4,1.0
3433,MARAUDER,Hero,21,7,5,35,0.6
3434,MARAUDER II,Hero,1,1,1,1,1.0
3435,"MARCEAUX, BELIZE",Hero,29,3,7,21,1.380952380952381
3436,"MARCEAUX, THEOREN",Hero,44,4,9,36,1.2222222222222223
3437,MARCHALLA,Hero,1,1,1,1,1.0
3438,MARCHALLA II,Hero,2,2,1,2,1.0
3439,MARGOYLE,Hero,57,6,9,54,1.0555555555555556
3440,MARIK,Hero,3,1,2,2,1.5
3441,MARILLA [INHUMAN],Hero,39,12,6,72,0.5416666666666666
3442,"MARIN, DR.",Hero,16,2,5,10,1.6
3443,MARIONETTE/MARI,Hero,19,9,4,36,0.5277777777777778
3444,MARISSA (OF GENE-TEC,Hero,1,1,1,1,1.0
3445,MARISTA,Hero,15,1,5,5,3.0
3446,MARITA,Hero,24,8,6,48,0.5
3447,MARKED MAN,Hero,3,1,2,2,1.5
3448,"MARKO, KURT",Hero,75,2,13,26,2.8846153846153846
3449,"MARKS, DR. SHIELA",Hero,2,2,1,2,1.0
3450,"MARLES, DR. THOMAS",Hero,28,1,7,7,4.0
3451,"MARLEY, MITCH MADMAN",Hero,2,2,1,2,1.0
3452,"MARLOPOLIS, EDGAR",Hero,1,1,1,1,1.0
3453,"MARLOWE, STEVE",Hero,5,2,2,4,1.25
3454,"MARLOWE, STEVE JR.",Hero,5,2,2,4,1.25
3455,"MARRERO, ED",Hero,119,9,15,135,0.8814814814814815
3456,MARRINA/MARRINA SMAL,Hero,113,37,19,703,0.16073968705547653
3457,MARROW/SARAH,Villain,574,73,51,3723,0.1541767391888262
3458,"MARRS(-PAYNE), PHOEB",Hero,104,31,16,496,0.20967741935483872
3459,"MARRS, DESMOND",Hero,50,19,9,171,0.29239766081871343
3460,"MARSHALL, GRANT",Hero,9,6,2,12,0.75
3461,"MARTELL, SHIELD AGEN",Hero,7,5,2,10,0.7
3462,MARTHA,Hero,44,10,8,80,0.55
3463,"MARTIN, ASHLEY",Hero,85,9,13,117,0.7264957264957265
3464,"MARTIN, TERI",Hero,83,12,12,144,0.5763888888888888
3465,"MARTINELLI, VINCENT",Hero,98,24,16,384,0.2552083333333333
3466,MARTINEX,Hero,11,4,3,12,0.9166666666666666
3467,"MARTINEZ, AKASHA",Villain,4,2,2,4,1.0
3468,"MARTINEZ, ALITHA",Hero,21,1,6,6,3.5
3469,"MARTINEZ, CARMELLO",Hero,6,1,3,3,2.0
3470,"MARTINEZ, ISADORA",Hero,101,5,14,70,1.4428571428571428
3471,"MARTINEZ, LINETTE",Hero,25,3,6,18,1.3888888888888888
3472,"MARTINEZ, MR.",Hero,8,2,3,6,1.3333333333333333
3473,"MARTINEZ, MRS.",Hero,6,1,3,3,2.0
3474,MARTINS,Hero,2,2,1,2,1.0
3475,"MARTS, MR.",Hero,31,2,7,14,2.2142857142857144
3476,MARVEL BOY II/MARTIN,Hero,1,1,1,1,1.0
3477,MARVEL BOY III/ROBER,Hero,15,11,2,22,0.6818181818181818
3478,MARVEL BOY VI,Hero,43,6,9,54,0.7962962962962963
3479,MARVEL BOY VII/DAVID,Hero,1,1,1,1,1.0
3480,MARVEL BOY VIII/NOH-,Hero,2,2,1,2,1.0
3481,MARVEL BOY/MARTIN BU,Hero,3,1,2,2,1.5
3482,MARVEL GIRL DOPPELGA,Hero,145,2,17,34,4.264705882352941
3483,MARVEL GIRL II/VALER,Hero,38,13,10,130,0.2923076923076923
3484,MARVEL GIRL/JEAN GRE,Hero,4460,466,237,110442,0.04038318755545897
3485,MARVEL WOMAN | MUTAN,Hero,117,14,16,224,0.5223214285714286
3486,MARX,Hero,42,13,9,117,0.358974358974359
3487,"MARX, DR.",Hero,6,1,3,3,2.0
3488,MASKED MARAUDER/FRAN,Villain,25,10,5,50,0.5
3489,"MASON, JOHN",Hero,3,1,2,2,1.5
3490,"MASON, LOUISE",Hero,176,40,30,1200,0.14666666666666667
3491,"MASON, WANDA",Hero,47,6,11,66,0.7121212121212122
3492,MASQUE,Hero,407,28,36,1008,0.4037698412698413
3493,MASTER ELO,Hero,3,1,2,2,1.5
3494,MASTER FOUR,Hero,3,1,2,2,1.5
3495,MASTER KHAN/TYRONE K,Villain,50,23,9,207,0.24154589371980675
3496,MASTER LINK/WILLIS H,Hero,7,2,3,6,1.1666666666666667
3497,MASTER MAN II/ALEXAN,Villain,4,2,2,4,1.0
3498,MASTER MAN/WILHELM L,Villain,40,18,7,126,0.31746031746031744
3499,MASTER MENACE/DR. EM,Hero,27,8,4,32,0.84375
3500,MASTER MOLD,Villain,50,5,10,50,1.0
3501,MASTER MOLD II,Villain,331,51,39,1989,0.16641528406234288
3502,MASTER MOLD III,Villain,8,2,3,6,1.3333333333333333
3503,MASTER MONARCH/,Hero,10,1,4,4,2.5
3504,MASTER OF VENGEANCE,Hero,1,1,1,1,1.0
3505,MASTER OM,Hero,2,2,1,2,1.0
3506,MASTER ORDER,Villain,182,14,21,294,0.6190476190476191
3507,MASTER PANDEMONIUM/M,Villain,27,10,6,60,0.45
3508,MASTER PROGRAMMER,Hero,40,8,6,48,0.8333333333333334
3509,MASTER TWELVE,Hero,3,1,2,2,1.5
3510,MASTER ZEI,Hero,25,3,6,18,1.3888888888888888
3511,MASTER/ESHU,Hero,270,24,37,888,0.30405405405405406
3512,MASTERBLASTER/,Hero,1,1,1,1,1.0
3513,MASTERMIND II/BOWERS,Villain,1,1,1,1,1.0
3514,MASTERMIND III,Villain,26,7,5,35,0.7428571428571429
3515,MASTERMIND IV/MARTIN,Villain,21,5,5,25,0.84
3516,MASTERMIND V,Villain,8,2,3,6,1.3333333333333333
3517,MASTERMIND/JASON WYN,Villain,313,39,30,1170,0.2675213675213675
3518,"MASTERS, ALICIA REIS",Hero,1670,206,108,22248,0.07506292700467458
3519,"MASTERS, DR. AUGUST",Hero,38,7,6,42,0.9047619047619048
3520,"MASTERSON, KEVIN",Hero,266,39,24,936,0.2841880341880342
3521,MASTIFF,Hero,1,1,1,1,1.0
3522,"MASTIFF, MINNIE",Hero,1,1,1,1,1.0
3523,MASTON-DAR,Hero,10,1,4,4,2.5
3524,MATADOR/MANUEL ELOGA,Villain,29,3,8,24,1.2083333333333333
3525,MATHEMANIC/THOMAS SO,Hero,18,9,4,36,0.5
3526,MAULER/BRENDAN DOYLE,Hero,10,5,3,15,0.6666666666666666
3527,MAUVIUS,Hero,3,1,2,2,1.5
3528,MAVERICK/CHRISTOPHER,Hero,88,24,9,216,0.4074074074074074
3529,MAX,Hero,4,4,1,4,1.0
3530,MAX II,Hero,7,5,2,10,0.7
3531,"MAXIMOFF, DJANGO",Hero,26,8,7,56,0.4642857142857143
3532,MAXIMUS [INHUMAN],Villain,497,57,35,1995,0.24912280701754386
3533,MAXOV,Hero,25,5,6,30,0.8333333333333334
3534,"MAXWELL, DR. WILFRED",Hero,39,8,9,72,0.5416666666666666
3535,"MAXWELL, MORRIS",Hero,23,9,4,36,0.6388888888888888
3536,MAXXAM,Hero,3,1,2,2,1.5
3537,"MAYE, APRIL",Hero,66,7,11,77,0.8571428571428571
3538,MAYHEM/DET. BRIGID O,Villain,93,31,12,372,0.25
3539,"MCBRIDE, BEATRICE",Hero,16,3,4,12,1.3333333333333333
3540,"MCBRIDE, MARTHA",Hero,15,1,5,5,3.0
3541,"MCCABE, LINDSAY",Hero,155,40,20,800,0.19375
3542,"MCCABE, NINA",Hero,22,7,4,28,0.7857142857142857
3543,"MCCALL, MEREDITH | T",Hero,15,1,5,5,3.0
3544,"MCCAMBRIDGE, MEGAN",Hero,2,2,1,2,1.0
3545,"MCCORMICK, BARRY",Hero,6,1,3,3,2.0
3546,"MCCORMICK, FIONA",Hero,3,1,2,2,1.5
3547,"MCCOURT, ALLISON",Hero,16,9,4,36,0.4444444444444444
3548,"MCCOY, EDNA ANDREWS",Hero,71,10,13,130,0.5461538461538461
3549,"MCCOY, NORTON",Hero,55,9,10,90,0.6111111111111112
3550,"MCCULLOUGH, DR. ANDR",Hero,3,1,2,2,1.5
3551,"MCDONNELL, OSCAR",Hero,21,1,6,6,3.5
3552,"MCDOWELL, SCOTTY",Hero,25,15,4,60,0.4166666666666667
3553,"MCELROY, JAMES",Hero,8,2,3,6,1.3333333333333333
3554,"MCGIVENEY, BULL",Hero,1,1,1,1,1.0
3555,"MCGRILL, MARY",Hero,20,13,3,39,0.5128205128205128
3556,"MCHELE, JEREMY",Hero,7,7,1,7,1.0
3557,"MCKEEVER, TINY",Hero,65,17,8,136,0.47794117647058826
3558,"MCKENNA-DRAKE, MARLE",Hero,7,2,3,6,1.1666666666666667
3559,"MCKENZIE, LEON",Hero,6,1,3,3,2.0
3560,"MCKENZIE, LEONARD",Hero,9,4,2,8,1.125
3561,"MCKENZIE, LYDIA",Hero,28,4,6,24,1.1666666666666667
3562,"MCKENZIE, SCARLETT",Hero,12,6,3,18,0.6666666666666666
3563,"MCKNIGHT, BOB",Hero,1,1,1,1,1.0
3564,"MCLAREN, MEGAN",Hero,146,10,20,200,0.73
3565,MCLEISH,Hero,4,4,1,4,1.0
3566,"MCMURRAY, YVONNE",Hero,1,1,1,1,1.0
3567,"MCNAIR, TAD",Hero,3,1,2,2,1.5
3568,"MCPHAIL, NATALIE",Hero,6,1,3,3,2.0
3569,"MCPHEE, LOUIE",Hero,8,3,3,9,0.8888888888888888
3570,"MCPHERSON, LING",Hero,71,10,12,120,0.5916666666666667
3571,"MCSHANE, PATRICK",Hero,1,1,1,1,1.0
3572,"MEACHUM, HAROLD",Villain,7,4,2,8,0.875
3573,"MEACHUM, JOY",Hero,56,18,12,216,0.25925925925925924
3574,"MEACHUM, WARD",Hero,43,13,9,117,0.36752136752136755
3575,"MEAGHER, TYLER",Hero,9,3,3,9,1.0
3576,MEANY,Hero,124,17,16,272,0.45588235294117646
3577,MEATMARKET,Hero,7,2,3,6,1.1666666666666667
3578,MECHADOOM,Hero,14,3,4,12,1.1666666666666667
3579,MECHAMAGE/,Hero,31,2,8,16,1.9375
3580,MEDEA,Hero,74,7,11,77,0.961038961038961
3581,"MEDINA, ANALISA MARI",Hero,25,8,6,48,0.5208333333333334
3582,MEDUSA II,Villain,6,1,3,3,2.0
3583,MEDUSA | MUTANT X-VE,Villain,45,1,9,9,5.0
3584,MEDUSA/MEDUSALITH AM,Villain,1460,163,83,13529,0.10791632788824007
3585,MEEK,Hero,37,2,8,16,2.3125
3586,"MEER, MAX",Hero,2,2,1,2,1.0
3587,MEGA MAX/,Hero,3,1,2,2,1.5
3588,MEGATAK,Villain,6,2,3,6,1.0
3589,MEGGAN,Hero,586,139,59,8201,0.07145470064626265
3590,MEGGAN 2013,Hero,3,1,2,2,1.5
3591,"MELLACE, LUCY SANTIN",Hero,9,7,2,14,0.6428571428571429
3592,"MELLACE, TONY",Hero,2,2,1,2,1.0
3593,MELLENCAMP,Hero,134,5,16,80,1.675
3594,MELONIE,Hero,2,2,1,2,1.0
3595,MELTER II/BRUNO HORG,Villain,21,1,6,6,3.5
3596,MELTER/BRUNO HORGAN,Villain,771,23,62,1426,0.5406732117812062
3597,"MELTON, LORRIE",Hero,7,5,2,10,0.7
3598,MEMBRAIN/,Hero,14,2,4,8,1.75
3599,MEME,Hero,3,1,2,2,1.5
3600,"MENDELSON, DR. MACK",Hero,3,3,1,3,1.0
3601,MENDICUS,Hero,31,3,6,18,1.7222222222222223
3602,"MENDOSA, EMILIO",Hero,12,3,3,9,1.3333333333333333
3603,"MENGOCHAUZERAUS, GRI",Hero,12,3,4,12,1.0
3604,"MENGOCHAUZERAUS, STA",Hero,12,3,4,12,1.0
3605,"MENKEN, DONALD L.",Villain,15,5,4,20,0.75
3606,"MENNINGER, CLARA",Hero,44,6,10,60,0.7333333333333333
3607,MENTALLO,Villain,372,19,39,741,0.5020242914979757
3608,MENTOR II,Hero,69,8,12,96,0.71875
3609,MENTOR/ALARS [ETERNA,Hero,304,34,33,1122,0.2709447415329768
3610,MENTUS,Hero,4,4,1,4,1.0
3611,MEPHISITOID,Hero,5,2,2,4,1.25
3612,MEPHISTA,Villain,38,5,6,30,1.2666666666666666
3613,MEPHISTO,Villain,1086,111,79,8769,0.12384536435169347
3614,"MERCADO, JOY",Hero,561,54,43,2322,0.24160206718346253
3615,MERCURY,Villain,6,3,2,6,1.0
3616,MERCURY II,Villain,21,1,6,6,3.5
3617,MERCURY III/,Villain,13,2,4,8,1.625
3618,MERCY,Villain,8,4,3,12,0.6666666666666666
3619,"MERENGUES, SMOOTH MA",Hero,3,1,2,2,1.5
3620,"MERIDIAN, DR. ROBERT",Hero,2,2,1,2,1.0
3621,MERLIN,Hero,36,13,8,104,0.34615384615384615
3622,MERLYN,Hero,6,1,3,3,2.0
3623,MERREE,Hero,1,1,1,1,1.0
3624,MERRIAN,Hero,9,2,3,6,1.5
3625,"MERRYWEATHER, IRENE",Hero,199,45,28,1260,0.15793650793650793
3626,MESMERO,Villain,85,21,14,294,0.2891156462585034
3627,"MESSENGER, TOBIAS",Hero,9,4,3,12,0.75
3628,METABO,Hero,3,1,2,2,1.5
3629,METALSLASH/,Hero,5,2,2,4,1.25
3630,METEORITE,Hero,120,14,17,238,0.5042016806722689
3631,METEORITE III/VALERI,Hero,113,7,12,84,1.3452380952380953
3632,METOXO,Hero,1,1,1,1,1.0
3633,MEXXA RIEN,Hero,2,2,1,2,1.0
3634,MIBA,Hero,1,1,1,1,1.0
3635,"MICAWBER, TRISTRAM",Hero,10,1,4,4,2.5
3636,"MICHAELS, DAWN",Hero,1,1,1,1,1.0
3637,"MICHEL, RAFE",Hero,16,8,4,32,0.5
3638,MICHELLE,Hero,1,1,1,1,1.0
3639,"MICO, RODOLFO",Hero,5,2,2,4,1.25
3640,MICROCHIP/LINUS LIEB,Hero,266,91,26,2366,0.11242603550295859
3641,MICROMAX/SCOTT WRIGH,Hero,11,6,3,18,0.6111111111111112
3642,MIDAS,Hero,61,9,9,81,0.7530864197530864
3643,MIDGARD SERPENT,Hero,10,1,4,4,2.5
3644,MIDGET,Hero,12,2,4,8,1.5
3645,MIDNIGHT III/JEFFREY,Hero,60,23,10,230,0.2608695652173913
3646,MIDNIGHT'S FIRE/,Villain,23,7,6,42,0.5476190476190477
3647,MIDNIGHT/M'NAI,Hero,33,10,7,70,0.4714285714285714
3648,MIDWIFE,Hero,2,2,1,2,1.0
3649,MIESHO,Hero,6,1,3,3,2.0
3650,"MIFUNE, DR.",Hero,6,1,3,3,2.0
3651,MIKHLO,Hero,588,24,48,1152,0.5104166666666666
3652,MILAN,Villain,69,3,12,36,1.9166666666666667
3653,MILLENIUS,Hero,1,1,1,1,1.0
3654,MILLENNIUM MONARCH,Hero,10,1,4,4,2.5
3655,"MILLER, CHRIS",Hero,23,4,6,24,0.9583333333333334
3656,"MILLER, FRANK",Hero,21,1,6,6,3.5
3657,"MILLER, JENETTE",Hero,1,1,1,1,1.0
3658,"MILLER, STACI MURPHY",Hero,18,3,5,15,1.2
3659,"MILLER, TRACE",Hero,6,2,3,6,1.0
3660,MIMIC/CALVIN RANKIN,Hero,125,24,16,384,0.3255208333333333
3661,MIND'S EYE/MEACHAM,Hero,10,6,2,12,0.8333333333333334
3662,MINDBLAST,Villain,419,5,31,155,2.703225806451613
3663,MINDMELD/,Hero,10,1,4,4,2.5
3664,MINDSINGER/GREGOR,Hero,14,9,3,27,0.5185185185185185
3665,MINDSTORM/,Hero,3,1,2,2,1.5
3666,MINDWAVE,Hero,174,2,19,38,4.578947368421052
3667,MINDWORM/WILLIAM TUR,Hero,2,2,1,2,1.0
3668,MINERVA [KREE],Villain,69,15,13,195,0.35384615384615387
3669,MINI MAX/,Hero,3,1,2,2,1.5
3670,MINISTER BLOOD,Hero,32,4,7,28,1.1428571428571428
3671,MINISTER TOME,Hero,13,2,4,8,1.625
3672,MINOR DOMO,Hero,15,1,5,5,3.0
3673,MINOTAUR,Hero,15,1,5,5,3.0
3674,MINOTAUR II,Hero,6,1,3,3,2.0
3675,MINOTAUR III,Hero,10,1,4,4,2.5
3676,MINOTAURUS,Hero,1,1,1,1,1.0
3677,MINSTER HOARD,Hero,13,2,4,8,1.625
3678,MINT JULEP,Hero,7,3,2,6,1.1666666666666667
3679,MINXI [INHUMAN],Hero,15,1,5,5,3.0
3680,MIRACLE MAN,Villain,196,8,20,160,1.225
3681,MIRAGE,Hero,295,3,30,90,3.2777777777777777
3682,MIRAGE II/DANIELLE M,Hero,1299,172,89,15308,0.08485759080219493
3683,MIRAGE III/MARGE,Hero,4,4,1,4,1.0
3684,MISFIT/,Villain,38,4,6,24,1.5833333333333333
3685,MISS AMERICA/MADELIN,Hero,69,26,10,260,0.2653846153846154
3686,MISS ITCH/BLISS,Hero,8,5,2,10,0.8
3687,MISS LOCKE,Hero,111,18,16,288,0.3854166666666667
3688,MISS MASS/,Hero,38,3,8,24,1.5833333333333333
3689,MISS SACCHARINE,Hero,3,1,2,2,1.5
3690,MISS THING/MARY,Hero,1,1,1,1,1.0
3691,MISSING LINK,Hero,10,4,3,12,0.8333333333333334
3692,MISSING LINK II/RAY,Hero,7,2,3,6,1.1666666666666667
3693,MIST,Hero,10,1,4,4,2.5
3694,MIST MISTRESS,Hero,45,1,9,9,5.0
3695,MISTER CLEAN,Villain,2,2,1,2,1.0
3696,MISTER HYDE/CALVIN Z,Villain,874,50,67,3350,0.2608955223880597
3697,MISTY/VINCENTE,Hero,3,1,2,2,1.5
3698,"MITCHELL, ROBERT",Hero,3,1,2,2,1.5
3699,MO,Hero,3,1,2,2,1.5
3700,MO MONEY,Hero,45,1,9,9,5.0
3701,MOBIUS,Hero,3,1,2,2,1.5
3702,"MOBIUS, DR.",Hero,15,1,5,5,3.0
3703,MOCKINGBIRD/DR. BARB,Hero,1749,174,134,23316,0.07501286670097787
3704,MODAM,Villain,347,11,31,341,1.0175953079178885
3705,MODEM/,Hero,3,1,2,2,1.5
3706,"MODINE, REP. BERNARD",Hero,2,2,1,2,1.0
3707,MODOK/GEORGE TARLETO,Villain,476,41,47,1927,0.24701608718214843
3708,MODRED THE MYSTIC,Hero,57,17,11,187,0.3048128342245989
3709,MODT,Hero,7,2,3,6,1.1666666666666667
3710,MODULAR MAN/STEPHEN,Hero,4,2,2,4,1.0
3711,MOJO,Villain,164,21,19,399,0.41102756892230574
3712,MOJO II,Villain,24,4,5,20,1.2
3713,MOK,Hero,6,3,2,6,1.0
3714,MOLE,Hero,15,3,4,12,1.25
3715,MOLE MAN | MUTANT X-,Villain,13,2,4,8,1.625
3716,MOLE MAN/HARVEY RUPE,Villain,1032,64,81,5184,0.19907407407407407
3717,MOLECULE MAN/OWEN RE,Villain,678,35,49,1715,0.39533527696793
3718,MOLGOTHA,Hero,36,1,8,8,4.5
3719,"MOLLE, DR.",Hero,15,1,5,5,3.0
3720,MOLTEN MAN/MARK RAXT,Villain,125,19,17,323,0.38699690402476783
3721,MOLTO,Hero,3,3,1,3,1.0
3722,MONDO,Villain,18,2,5,10,1.8
3723,MONDO II,Villain,46,12,9,108,0.42592592592592593
3724,MONGOOSE,Villain,71,10,11,110,0.6454545454545455
3725,"MONGRAIN, ALISON",Hero,57,10,9,90,0.6333333333333333
3726,MONGU,Hero,4,2,2,4,1.0
3727,MONMOUTH,Hero,62,2,10,20,3.1
3728,MONOCLE,Hero,10,4,3,12,0.8333333333333334
3729,MONSTER FROM THE LOS,Hero,3,3,1,3,1.0
3730,MONSTROID/BALIOX/7NH,Hero,9,2,4,8,1.125
3731,MONTANA,Villain,89,12,12,144,0.6180555555555556
3732,MONTANA II,Villain,2,2,1,2,1.0
3733,MONTENEGRO,Hero,2,2,1,2,1.0
3734,"MONTESI, VICTORIA",Hero,17,8,5,40,0.425
3735,MONTGOMERY,Hero,66,15,10,150,0.44
3736,"MONTGOMERY, SIR BERN",Hero,1,1,1,1,1.0
3737,"MONTOYA, JULIO",Hero,28,1,7,7,4.0
3738,"MONTOYA, MARIA",Hero,28,1,7,7,4.0
3739,"MOODY, RUNYAN",Hero,21,6,3,18,1.1666666666666667
3740,"MOOMJI, INDRIES",Hero,20,8,3,24,0.8333333333333334
3741,MOON KNIGHT DOPPELGA,Hero,130,4,15,60,2.1666666666666665
3742,MOON KNIGHT | MUTANT,Hero,66,1,11,11,6.0
3743,MOON KNIGHT/MARC SPE,Hero,1115,187,97,18139,0.061469761287832846
3744,MOON WOLF/,Hero,7,2,3,6,1.1666666666666667
3745,MOONBOY,Hero,55,20,9,180,0.3055555555555556
3746,MOONDANCER,Hero,6,1,3,3,2.0
3747,MOONDARK,Hero,11,4,4,16,0.6875
3748,MOONDRAGON DOPPELGAN,Hero,177,2,19,38,4.657894736842105
3749,MOONDRAGON/HEATHER D,Hero,1701,154,119,18326,0.09281894576012223
3750,MOONGLOW/,Hero,12,3,3,9,1.3333333333333333
3751,MOONHUNTER/ZACK MOON,Hero,200,18,24,432,0.46296296296296297
3752,MOONRAKER/SLADE TRUM,Hero,34,9,5,45,0.7555555555555555
3753,MOONSTALKER/KIANA,Hero,19,9,5,45,0.4222222222222222
3754,MOONSTOMP/,Hero,15,5,3,15,1.0
3755,MOONSTONE II/KARLA S,Villain,1708,92,97,8924,0.1913939937247871
3756,MOONSTONE/LLOYD BLOC,Villain,52,11,10,110,0.4727272727272727
3757,"MOORE, CONNIE",Hero,2,2,1,2,1.0
3758,"MOORE, TONI",Hero,2,2,1,2,1.0
3759,MOOT,Hero,3,1,2,2,1.5
3760,"MORAN, KEVIN",Hero,12,6,3,18,0.6666666666666666
3761,MORBIUS/DR. MICHAEL,Villain,162,69,17,1173,0.13810741687979539
3762,"MORDO, ASTRID",Hero,5,2,2,4,1.25
3763,MORDRED THE EVIL,Hero,35,9,6,54,0.6481481481481481
3764,"MOREAU, DAVID",Hero,39,11,6,66,0.5909090909090909
3765,"MOREAU, PHILLIP",Hero,143,18,20,360,0.3972222222222222
3766,"MORELLE, NOLAN",Hero,21,1,6,6,3.5
3767,MORETTI,Hero,15,1,5,5,3.0
3768,MORG,Villain,80,15,8,120,0.6666666666666666
3769,MORGAN,Hero,73,18,16,288,0.2534722222222222
3770,"MORGAN, DR. VIVIAN",Hero,12,4,4,16,0.75
3771,"MORGAN, JERROLD JERR",Hero,115,13,17,221,0.5203619909502263
3772,"MORLAK, MARIS",Hero,87,12,15,180,0.48333333333333334
3773,MORLEY,Hero,21,3,6,18,1.1666666666666667
3774,MORLUN,Villain,4,4,1,4,1.0
3775,MORNING STAR/ZVEZDA,Hero,2,2,1,2,1.0
3776,MORPH,Hero,1,1,1,1,1.0
3777,MORPHEUS/ROBERT MARK,Hero,5,5,1,5,1.0
