,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
1216,CRIMSON COMMANDO/FRA,Hero,7885,804,376,302304,0.026083015772202817
1217,CRIMSON COWL II/,Villain,9222,1125,423,475875,0.019379038613081167
1218,CRIMSON CRUSADER/ROR,Hero,2,2,1,2,1.0
1219,CRIMSON DAFFODIL,Hero,2145,303,136,41208,0.05205299941758882
1220,CRIMSON DYNAMO II/BO,Villain,3367,385,213,82005,0.041058472044387534
1221,CRIMSON DYNAMO III/A,Villain,3762,448,223,99904,0.037656149903907754
1222,CRIMSON DYNAMO IV/YU,Villain,3495,413,220,90860,0.03846577151661897
1223,CRIMSON DYNAMO V/DIM,Villain,10524,1551,472,732072,0.01437563518342458
1224,CRIMSON DYNAMO VI/VA,Villain,3737,442,233,102986,0.03628648554172412
1225,CRIMSON DYNAMO VIII/,Villain,2844,270,170,45900,0.06196078431372549
1226,CRIMSON DYNAMO/PROF.,Villain,3367,385,213,82005,0.041058472044387534
1227,CRIPPLER/KARL STRIKL,Hero,6668,728,317,230776,0.028893819114639303
1228,CRITIC,Hero,759,60,63,3780,0.2007936507936508
1229,CRITICAL MASS,Hero,488,8,39,312,1.564102564102564
1230,CRIX,Hero,1,1,1,1,1.0
1231,"CROIX, ASHLEY",Hero,4407,648,224,145152,0.030361276455026454
1232,"CROMWELL, HAMILTON",Hero,843,91,74,6734,0.12518562518562518
1233,"CROSS, GENEVIEVE",Hero,175,42,25,1050,0.16666666666666666
1234,"CROSS, HAROLD",Hero,1,1,1,1,1.0
1235,"CROSS, JASON",Hero,1,1,1,1,1.0
1236,"CROSS, STANLEY",Hero,941,143,80,11440,0.08225524475524476
1237,"CROSS-WALLACE, SIR G",Hero,7,7,1,7,1.0
1238,CROSS/,Hero,2453,200,142,28400,0.08637323943661972
1239,"CROSSAN, ANNIE",Hero,94,9,13,117,0.8034188034188035
1240,CROSSBONES II/,Villain,4,2,2,4,1.0
1241,CROSSBONES/BROCK BIN,Villain,10546,1648,488,804224,0.013113261976762693
1242,CROSSBOW,Villain,1901,249,121,30129,0.06309535663314415
1243,CROSSFIRE,Villain,953,49,69,3381,0.2818692694469092
1244,CROTUS,Hero,595,82,57,4674,0.12729995721009843
1245,"CROW, REV. JOSHUA",Hero,18,14,3,42,0.42857142857142855
1246,"CROWE, GERONIMO",Hero,363,67,48,3216,0.11287313432835822
1247,CROWLEY,Hero,153,41,21,861,0.17770034843205576
1248,"CROWLEY, SEN.",Hero,1,1,1,1,1.0
1249,CROWN,Hero,4078,708,218,154344,0.026421500025916134
1250,CRUCIBLE/BYRON CALLE,Hero,7487,825,349,287925,0.02600329947034818
1251,CRULE,Hero,1470,192,112,21504,0.068359375
1252,CRUSADER II/ARTHUR B,Villain,549,75,53,3975,0.13811320754716983
1253,CRUSADER X/BRIAN BRA,Villain,2671,239,174,41586,0.06422834607800702
1254,CRUSHER II/JUAN APON,Villain,1,1,1,1,1.0
1255,CRUSHER/EL PROFESSOR,Villain,709,123,65,7995,0.08868042526579112
1256,CRUSHTACEAN,Hero,564,79,49,3871,0.1456987858434513
1257,CRUX/CRISTAL LEMIUEX,Hero,669,87,58,5046,0.13258026159334127
1258,CRYSTAL [INHUMAN],Hero,18445,4349,666,2896434,0.006368175487513266
1259,CUDGEL/,Hero,1,1,1,1,1.0
1260,CUEBALL/,Hero,1,1,1,1,1.0
1261,CUFFS/,Hero,3,3,1,3,1.0
1262,"CUMMINGS, DIANE",Hero,61,25,8,200,0.305
1263,CURSED LOTUS,Hero,2,2,1,2,1.0
1264,"CURSON, LT. TARA",Hero,1035,64,82,5248,0.19721798780487804
1265,"CURZON, DETECTIVE IN",Hero,1421,129,90,11610,0.12239448751076658
1266,"CUSHING, KATE",Hero,12464,2314,492,1138488,0.010947853644482858
1267,"CUSSLER, PHILLIP",Hero,3805,628,201,126228,0.03014386665399119
1268,"CUSSLER, PHILLIP JR.",Hero,3805,628,201,126228,0.03014386665399119
1269,CUT,Hero,3373,389,214,83246,0.04051846334959037
1270,CUTTER,Hero,4667,422,223,94106,0.04959301213525174
1271,CUTTHROAT/DANIEL LEI,Hero,2835,289,157,45373,0.06248209287461706
1272,CY-PHYRR 4,Hero,1558,161,96,15456,0.10080227743271221
1273,CYANIDE JANE,Hero,6,6,1,6,1.0
1274,CYBELE [ETERNAL],Hero,123,28,19,532,0.231203007518797
1275,CYBER,Hero,1609,154,113,17402,0.09246063670842432
1276,CYBERMANCER/DR. SUZI,Hero,3382,389,215,83635,0.04043761583069289
1277,CYBERSLIK,Hero,370,46,40,1840,0.20108695652173914
1278,CYBERTOOTH/YEN HSIEH,Hero,3,3,1,3,1.0
1279,CYBORG X/,Hero,3203,339,169,57291,0.05590755965160322
1280,CYCLONE,Villain,6298,855,285,243675,0.025845901302965015
1281,CYCLONE II/PIERRE FR,Villain,7995,935,376,351560,0.02274149505063147
1282,CYCLOPS 2013,Hero,1,1,1,1,1.0
1283,CYCLOPS DOPPELGANGER,Villain,8189,1235,416,513760,0.015939349112426036
1284,CYCLOPS II,Hero,4,2,2,4,1.0
1285,CYCLOPS | MUTANT X-V,Hero,193,31,29,899,0.21468298109010012
1286,CYCLOPS/SCOTT SUMMER,Hero,20576,5396,691,3728636,0.005518371865743934
1287,CYLLA,Hero,1,1,1,1,1.0
1288,CYLLA II,Hero,4366,487,220,107140,0.0407504200112003
1289,CYNAS,Hero,1863,252,110,27720,0.0672077922077922
1290,CYPHER/DOUG RAMSEY,Hero,14090,2849,553,1575497,0.008943209666536972
1291,CYPRESS/,Hero,1,1,1,1,1.0
1292,CYRA [ASGARDIAN],Hero,1801,254,107,27178,0.06626683346824637
1293,CYTTORAK,Hero,2830,273,178,48594,0.058237642507305426
1294,"D'ALEXIS, AMBER",Hero,93,14,13,182,0.510989010989011
1295,"D'ANGELO, LIEUTENANT",Hero,3964,697,206,143582,0.027607917426975527
1296,"D'AURIA, JACK",Hero,1270,152,95,14440,0.08795013850415513
1297,D'KAY,Villain,3,3,1,3,1.0
1298,D'KEN [SHI'AR],Villain,3656,398,204,81192,0.045029066903143164
1299,D'SPAYRE,Villain,4592,651,271,176421,0.026028647383248026
1300,D'SPRYTE,Hero,2,2,1,2,1.0
1301,D'WON,Hero,86,24,17,408,0.2107843137254902
1302,D.K./DAVID KALEN,Villain,4100,671,208,139568,0.029376361343574457
1303,D.O.A.,Hero,2990,304,171,51984,0.057517697753154816
1304,"DA COSTA, EMMANUEL",Hero,5652,564,293,165252,0.03420230920049379
1305,"DABOIA, RUSSELL",Hero,58,6,9,54,1.0740740740740742
1306,"DABUTA, NIGEL",Hero,3368,384,214,82176,0.04098520249221184
1307,DADDY LONGLEGS/RAMSE,Hero,2156,233,147,34251,0.06294706723891273
1308,DADDY WRONGLEGS,Villain,3366,384,213,81792,0.04115316901408451
1309,DAGDA,Hero,1,1,1,1,1.0
1310,DAGGER/TANDY BOWEN,Hero,12827,2638,537,1416606,0.00905474069713103
1311,DAGGER/TANDY BOWEN |,Hero,189,29,29,841,0.22473246135552913
1312,"DAHN, FARNOQ",Hero,69,21,13,273,0.25274725274725274
1313,DAI-KUMO,Hero,3,3,1,3,1.0
1314,"DAKESIAN, NANCI",Hero,3978,471,240,113040,0.03519108280254777
1315,DAKIMH THE ENCHANTER,Hero,6142,778,346,269188,0.022816767463631364
1316,DAKINI,Hero,483,93,50,4650,0.10387096774193548
1317,"DAKOR, YOGI",Hero,3534,370,206,76220,0.046365783258987145
1318,DAMAGE,Villain,2,2,1,2,1.0
1319,DAMBALLAH,Hero,2,2,1,2,1.0
1320,DAMBALLAH II,Hero,43,8,10,80,0.5375
1321,"DAMIAN, DR. DANIEL",Hero,223,50,32,1600,0.139375
1322,"DAMIAN, MARGO",Hero,241,66,32,2112,0.11410984848484848
1323,DAN-FARR,Hero,3817,379,236,89444,0.042674746209919054
1324,DANGOR,Hero,7,3,2,6,1.1666666666666667
1325,DANIA,Hero,995,148,88,13024,0.07639742014742015
1326,"DANIELS, BRIE",Hero,1291,84,84,7056,0.18296485260770975
1327,"DANNING, SHEILA",Hero,2521,216,149,32184,0.07833084762614964
1328,DANSEN MACABRE,Villain,6050,465,285,132525,0.04565176381814752
1329,DANTE,Hero,1,1,1,1,1.0
1330,"DANTES, DR. EDWINA",Hero,1,1,1,1,1.0
1331,"DANVERS, JOE",Hero,5,3,2,6,0.8333333333333334
1332,"DANVERS, MRS. JOE",Hero,4,2,2,4,1.0
1333,"DANVILLE, SEN. OWEN",Hero,430,50,42,2100,0.20476190476190476
1334,DARCO,Hero,1126,153,95,14535,0.07746818025455797
1335,"DARE, JOHNNY",Hero,52,14,10,140,0.37142857142857144
1336,"DARE, KATHLEEN",Hero,7232,970,358,347260,0.020825894142717273
1337,"DARE, ROSSALYN",Hero,75,37,13,481,0.15592515592515593
1338,DAREDEVIL DOPPELGANG,Hero,8722,1269,435,552015,0.01580029528183111
1339,DAREDEVIL | MUTANT X,Hero,202,30,29,870,0.23218390804597702
1340,DAREDEVIL/MATT MURDO,Hero,20690,5586,695,3882270,0.005329356278672014
1341,DARGIL,Hero,1092,113,80,9040,0.12079646017699115
1342,DARIA,Hero,775,112,72,8064,0.0961061507936508
1343,DARK,Hero,4,4,1,4,1.0
1344,DARK BEAST/HENRY MCC,Villain,9824,1565,455,712075,0.01379629954709827
1345,DARK COUNSEL/VARTU,Hero,7,7,1,7,1.0
1346,DARK CRAWLER,Villain,1801,310,123,38130,0.04723314975085235
1347,DARK HUNTER,Hero,148,32,23,736,0.20108695652173914
1348,DARK MASTER,Hero,8,5,2,10,0.8
1349,DARK MOTHER/FINALITY,Hero,8,8,1,8,1.0
1350,DARK ONE,Hero,1,1,1,1,1.0
1351,DARK RAIDER,Hero,398,43,43,1849,0.21525148729042726
1352,DARK WIND/KENJI OYAM,Hero,6228,748,332,248336,0.025078925326976354
1353,DARKHAWK DOPPELGANGE,Hero,8355,1197,416,497952,0.016778725660304607
1354,DARKHAWK/CHRIS POWEL,Hero,14024,2629,566,1488014,0.009424642510083911
1355,DARKOTH/MAJOR DESMON,Villain,5219,661,271,179131,0.029135102243609424
1356,"DARKOVER, PROFESSOR",Hero,1,1,1,1,1.0
1357,DARKSTAR/LAYNIA SERG,Hero,15111,2989,592,1769488,0.00853975839338837
1358,DARLA,Hero,8757,1242,419,520398,0.016827505101864343
1359,"DARLEGUNG, GEN.",Hero,1,1,1,1,1.0
1360,"DARROW, MARISSA II",Hero,3369,384,214,82176,0.0409973714953271
1361,"DAVID, PETER",Hero,1134,64,71,4544,0.24955985915492956
1362,DAVIDOFF,Hero,3618,404,227,91708,0.039451301958389674
1363,"DAVIS, ABBY",Hero,295,120,28,3360,0.08779761904761904
1364,"DAVIS, PRINCIPAL",Hero,3538,578,194,112132,0.0315520993115257
1365,DAWN,Hero,3,1,2,2,1.5
1366,"DAWSON, DICTIONARY",Hero,2846,270,171,46170,0.06164175871778211
1367,DAY,Hero,2724,348,159,55332,0.04923010193016699
1368,DAYDREAMER/CATHERINE,Hero,1270,229,97,22213,0.05717372709674515
1369,DAYTRIPPER/AMANDA SE,Hero,9147,1410,424,597840,0.015300080289040546
1370,DAZZLER II/ALLISON B,Hero,16368,3364,611,2055404,0.007963397949989393
1371,DAZZLER/BURTRAM WORT,Hero,3974,351,201,70551,0.05632804637779762
1372,DE LA COURTE,Hero,1180,93,98,9114,0.1294711432960281
1373,"DE LA FONTAINE, CONT",Hero,15684,3258,603,1964574,0.00798341014387852
1374,"DE LA JOYA, SISTER M",Hero,292,41,34,1394,0.20946915351506457
1375,"DE LA SALLE, BEATRIC",Hero,1,1,1,1,1.0
1376,"DE LA SPIROSA, COUNT",Hero,908,104,71,7384,0.12296858071505959
1377,DEAD HEAD/,Hero,295,68,30,2040,0.14460784313725492
1378,DEAD RINGER/LOU,Hero,1325,78,81,6318,0.20971826527382084
1379,DEADAIR,Hero,399,30,47,1410,0.28297872340425534
1380,DEADBOLT,Hero,1539,204,100,20400,0.07544117647058823
1381,DEADEYE/,Hero,2846,270,171,46170,0.06164175871778211
1382,DEADHEAD,Hero,1647,202,99,19998,0.08235823582358236
1383,DEADLY DORIS,Hero,1,1,1,1,1.0
1384,DEADMAKER/GREGORI AN,Hero,3537,577,194,111938,0.031597848809162214
1385,DEADPOOL/JACK/WADE W,Villain,10024,1300,458,595400,0.016835740678535438
1386,"DEAN, BETTY",Hero,2,2,1,2,1.0
1387,"DEAN, DARBY",Hero,3372,386,215,82990,0.040631401373659476
1388,"DEAN, SUSAN",Hero,3372,386,215,82990,0.040631401373659476
1389,"DEANGELO, DEVLIN",Hero,1284,99,94,9306,0.13797549967762734
1390,DEATH,Hero,13918,2743,573,1571739,0.008855159794342446
1391,DEATH ADDER,Villain,9307,1474,423,623502,0.014926976978421881
1392,DEATH STING/MIRANDA,Hero,498,24,41,984,0.5060975609756098
1393,DEATH'S HEAD,Villain,158,38,19,722,0.2188365650969529
1394,DEATH-STALKER,Villain,5008,613,285,174705,0.028665464640393806
1395,DEATHBIRD [SHI'AR],Villain,10984,1780,489,870420,0.012619195330989636
1396,DEATHCHARGE,Hero,1,1,1,1,1.0
1397,DEATHCRY [SHI'AR],Hero,7846,1017,375,381375,0.020572926909210094
1398,DEATHLOK II/COL. JOH,Villain,933,143,79,11297,0.0825882977781712
1399,DEATHLOK III DOPPELG,Villain,290,40,36,1440,0.2013888888888889
1400,DEATHLOK III/MICHAEL,Villain,11270,2019,489,987291,0.011415074177724704
1401,DEATHLOK IV,Villain,1384,202,100,20200,0.06851485148514852
1402,DEATHLOK | MUTANT X-,Villain,187,29,28,812,0.23029556650246305
1403,DEATHLOK/COLONEL LUT,Villain,3712,330,198,65340,0.056810529537802266
1404,DEATHRAVEN/JOSHUA RA,Hero,7,5,2,10,0.7
1405,DEATHSHIELD/,Hero,941,151,72,10872,0.08655261221486386
1406,DEATHSTROKE/,Hero,2327,227,128,29056,0.08008672907488987
1407,DEATHTOLL,Villain,2,2,1,2,1.0
1408,DEATHUNT 9000,Hero,4208,516,242,124872,0.03369850727144596
1409,DEATHURGE,Villain,3682,500,193,96500,0.038155440414507774
1410,DEATHWATCH/STEPHAN L,Villain,2620,366,151,55266,0.04740708573082908
1411,DECAY II/YOSHIRO HAC,Villain,4459,683,231,157773,0.02826212343049825
1412,DECAY/,Villain,2024,150,126,18900,0.1070899470899471
1413,DECIBEL,Hero,8,2,3,6,1.3333333333333333
1414,DEFENSOR,Hero,9174,1411,421,594031,0.015443638463312521
1415,"DEGANN, KRIS",Hero,1,1,1,1,1.0
1416,DEIMOS,Hero,292,94,34,3196,0.09136420525657071
1417,"DEKKER, GENERAL LYLE",Hero,3,3,1,3,1.0
1418,"DEL HIERRO, BLANCA",Hero,508,29,43,1247,0.4073777064955894
1419,"DELACORTE, ARTHUR",Hero,1181,94,98,9212,0.12820234476769432
1420,"DELANY, CAPT.",Hero,3135,292,198,57816,0.05422374429223744
1421,"DELAZNY, CHARLES L.",Hero,3743,410,232,95120,0.03935029436501262
1422,"DELAZNY, DORIAN",Hero,59,23,8,184,0.32065217391304346
1423,DELGADO,Hero,4565,453,243,110079,0.04147021684426639
1424,"DELGADO, FATHER",Hero,5247,727,267,194109,0.027031204117274315
1425,"DELGADO, LUZ",Hero,31,13,7,91,0.34065934065934067
1426,"DELGADO, RUFUS",Hero,4534,426,252,107352,0.04223489082644012
1427,DELILAH,Hero,5144,827,241,199307,0.025809429673819786
1428,DELPHI,Hero,1218,131,99,12969,0.09391626185519315
1429,DELPHI II,Hero,2520,215,149,32035,0.0786639612923365
1430,"DELPHIS, SIR",Hero,3800,240,201,48240,0.07877280265339967
1431,DELPHOS,Hero,1874,253,111,28083,0.06673076238293629
1432,DELUGE,Villain,336,33,34,1122,0.2994652406417112
1433,DELUGE II,Villain,778,82,60,4920,0.15813008130081302
1434,DEMEITYR,Hero,2,2,1,2,1.0
1435,DEMI-GOD,Hero,680,22,52,1144,0.5944055944055944
1436,DEMITRIUS,Hero,4,2,2,4,1.0
1437,DEMOGOBLIN,Villain,2596,357,149,53193,0.04880341398304288
1438,DEMOLITION MAN DOPPE,Hero,2068,213,123,26199,0.07893431046986527
1439,DEMOLITION MAN/DENNI,Hero,11630,1818,491,892638,0.01302879778812912
1440,DEMON BEAR,Villain,33,9,8,72,0.4583333333333333
1441,DEMONICUS/DR. DOUGLA,Hero,63,35,10,350,0.18
1442,DEMONSTAFF,Hero,659,71,61,4331,0.15215885476795196
1443,DENAK,Hero,391,74,40,2960,0.1320945945945946
1444,"DENNAGER, MICHAEL",Hero,1000,130,81,10530,0.0949667616334283
1445,"DENNEHY, ROBERT",Hero,1902,248,122,30256,0.06286356425171867
1446,"DENNIS, MARTY",Hero,5669,738,290,214020,0.026488178674890197
1447,"DEPALMA, MR.",Hero,476,26,43,1118,0.4257602862254025
1448,"DEPAUL, SHIELD SPECI",Hero,4749,522,270,140940,0.03369518944231588
1449,DESADIA,Hero,3,3,1,3,1.0
1450,DESAK/DESAK STERIXIA,Villain,1417,129,89,11481,0.12342130476439335
1451,DESIGNATE/TARENE,Hero,4672,549,241,132309,0.03531127890015041
1452,DESOLATION/,Hero,1,1,1,1,1.0
1453,"DESTINE, ADAM",Hero,2,2,1,2,1.0
1454,"DESTINE, NEWTON",Hero,2,2,1,2,1.0
1455,DESTINY II/IRENE ADL,Villain,10490,1569,466,731154,0.014347182672870558
1456,DESTINY/PAUL DESTINE,Villain,747,59,57,3363,0.22212310437109722
1457,DESTRAK,Hero,4,4,1,4,1.0
1458,DESTROYER III,Villain,4797,678,248,168144,0.028529117898943763
1459,DESTRUCTOR/PROFESSOR,Hero,5098,699,245,171255,0.029768473913170418
1460,DETHSTRYK,Hero,1,1,1,1,1.0
1461,DEUCE,Hero,918,139,85,11815,0.0776978417266187
1462,"DEUTSCH, GEN.",Hero,3,3,1,3,1.0
1463,DEVASTATOR II/GREGOR,Hero,120,34,22,748,0.16042780748663102
1464,DEVASTATOR/KIROV PET,Hero,1,1,1,1,1.0
1465,"DEVERAUX, INSPECTOR",Hero,2731,244,158,38552,0.07083938576468148
1466,"DEVEREAUX, IRIS",Hero,897,84,62,5208,0.17223502304147464
1467,"DEVEREAUX, MICHELLE",Hero,2767,236,159,37524,0.0737394734036883
1468,DEVIL DINOSAUR,Hero,4848,682,245,167090,0.02901430366868155
1469,DEVIL DINOSAUR | MUT,Hero,200,30,29,870,0.22988505747126436
1470,DEVIL-SLAYER/ERIC SI,Hero,7422,1098,370,406260,0.01826908876089204
1471,"DEVILLE, ARCADIA",Hero,13,8,3,24,0.5416666666666666
1472,"DEVILLE, JENNIFER CR",Hero,3537,577,194,111938,0.031597848809162214
1473,"DEVINE, ANTON",Hero,4667,422,223,94106,0.04959301213525174
1474,DEVLOR,Hero,5775,743,289,214727,0.026894615022796386
1475,"DEVOOR, ALBERT",Hero,1035,65,82,5330,0.19418386491557224
1476,DEVOS THE DEVESTATOR,Villain,8261,1231,413,508403,0.016248920639728718
1477,DEVOURER,Hero,2303,291,145,42195,0.05457992653157957
1478,"DEWITT, KEARSON",Villain,1541,192,109,20928,0.07363340978593272
1479,"DEWITT, LUCIUS",Hero,1,1,1,1,1.0
1480,"DEWOLFF, JEAN",Hero,9687,1625,411,667875,0.014504211117349803
1481,"DEWOLFF, MEREDITH",Hero,307,46,30,1380,0.22246376811594204
1482,DEX,Hero,8,4,2,8,1.0
1483,DEXAM,Hero,35,6,8,48,0.7291666666666666
1484,"DEZOAN, JOHN",Hero,58,13,9,117,0.49572649572649574
1485,DHEREK,Hero,88,11,14,154,0.5714285714285714
1486,DIABLO/ESTEBAN DE AB,Villain,12063,2197,507,1113879,0.010829722079328186
1487,DIAMOND HEAD,Hero,1,1,1,1,1.0
1488,DIAMOND LIL/LILLIAN,Hero,7807,1221,386,471306,0.016564609828858535
1489,"DIAMOND, BOB",Hero,4297,467,226,105542,0.040713649542362285
1490,"DIAMOND, CHUCKY",Hero,43,9,8,72,0.5972222222222222
1491,"DIAMOND, KATHY",Hero,10,4,4,16,0.625
1492,DIAMONDBACK,Villain,2,2,1,2,1.0
1493,DIAMONDBACK II/RACHE,Villain,12788,2204,546,1203384,0.010626699374430773
1494,"DIAMONDE, YVETTE",Hero,1035,65,82,5330,0.19418386491557224
1495,DIAMONDHEAD/DYKER,Villain,504,128,53,6784,0.07429245283018868
1496,"DIBBS, LIONEL",Hero,1578,189,92,17388,0.09075224292615597
1497,DIBDEB,Hero,351,57,41,2337,0.15019255455712452
1498,DICE/ROB FORTUNE,Hero,307,52,38,1976,0.15536437246963564
1499,"DICHINSON, RICKY",Hero,1,1,1,1,1.0
1500,DIE'ODE/,Hero,1,1,1,1,1.0
1501,"DIEGO, MANUEL",Hero,3462,373,201,74973,0.046176623584490414
1502,"DIETZ, SUSAN",Hero,1115,102,73,7446,0.14974482943862477
1503,DIGGER,Hero,1037,51,79,4029,0.25738396624472576
1504,DIGGER II/,Hero,1810,169,129,21801,0.08302371450850879
1505,"DILLON, ANITA",Hero,1274,69,86,5934,0.21469497809234916
1506,"DILLON, BERNIE",Hero,1465,184,102,18768,0.07805839727195225
1507,"DILLON, JONATHAN",Hero,1274,69,86,5934,0.21469497809234916
1508,DINAH-SOAR,Hero,5374,552,258,142416,0.037734524210762836
1509,DINU,Hero,1621,196,94,18424,0.0879830655666522
1510,DIONYSUS [GREEK GOD],Hero,3840,459,243,111537,0.034428037332902985
1511,"DIPALMA, JOHNNY",Hero,4069,623,215,133945,0.03037814028145881
1512,DIRECTOR X,Hero,1,1,1,1,1.0
1513,DIRGE/,Hero,1,1,1,1,1.0
1514,"DIRKSON, GUS",Hero,2964,165,150,24750,0.11975757575757576
1515,DIRT NAP,Hero,172,58,22,1276,0.13479623824451412
1516,DIRTY WOLFF,Hero,2363,171,148,25308,0.09336968547494863
1517,DISCUS,Hero,4313,322,227,73094,0.059006211180124224
1518,DISPROSIUM,Hero,4238,311,200,62200,0.06813504823151126
1519,DISTORTER,Hero,1,1,1,1,1.0
1520,DIVINITY,Hero,2851,273,171,46683,0.0610714821241137
1521,"DIXON, GENERAL",Hero,55,20,8,160,0.34375
1522,DIZZIE,Hero,1,1,1,1,1.0
1523,DMITRI,Hero,802,99,77,7623,0.10520792338974157
1524,DOC,Hero,189,81,21,1701,0.1111111111111111
1525,DOC SAMSON | MUTANT,Hero,190,29,29,841,0.2259215219976219
1526,DOC SAMSON/DR. LEONA,Hero,14235,2859,567,1621053,0.008781329173074538
1527,"DOCKERY, RUPERT",Hero,42,13,9,117,0.358974358974359
1528,DOCTOR DREDD,Hero,172,31,27,837,0.2054958183990442
1529,DOCTOR MANDIBUS,Hero,1639,178,98,17444,0.09395780784223802
1530,"DOCTOR, DR. JOSHUA",Hero,1,1,1,1,1.0
1531,DOGGEREL,Hero,186,73,23,1679,0.11078022632519356
1532,"DOLAN, CAPT. THOMAS",Hero,3174,452,183,82716,0.03837226171478311
1533,"DOLAN, STACY",Hero,3616,483,198,95634,0.03781082041951607
1534,DOLLAR BILL,Hero,8231,1055,363,382965,0.02149282571514368
1535,DOLMAN,Hero,3540,578,194,112132,0.031569935433239396
1536,"DOMANI, DINO",Hero,1,1,1,1,1.0
1537,DOMINA,Hero,6329,709,312,221208,0.02861108097356334
1538,DOMINEX,Hero,2863,149,147,21903,0.13071268775966763
1539,DOMINO,Hero,89,15,17,255,0.34901960784313724
1540,DOMINO II,Hero,1727,94,106,9964,0.17332396627860297
1541,DOMINO III/BEATRICE/,Hero,10209,1472,448,659456,0.015480941867236024
1542,DOMINUS,Hero,1,1,1,1,1.0
1543,DOMINUS II,Hero,3,3,1,3,1.0
1544,DOMO,Hero,596,160,52,8320,0.07163461538461538
1545,"DON, GAI NO",Hero,2,2,1,2,1.0
1546,"DONALDSON, LINDA",Hero,2131,181,135,24435,0.0872109678739513
1547,DONAR,Hero,356,33,39,1287,0.2766122766122766
1548,"DONLEAVY, HANNAH",Hero,783,95,72,6840,0.11447368421052631
1549,"DONNELY, VICTORIA TO",Hero,10,5,3,15,0.6666666666666666
1550,"DONOHUE, TREVOR",Hero,409,25,43,1075,0.38046511627906976
1551,DONYELL,Hero,969,83,81,6723,0.14413208389112003
1552,"DOOM, DR. BOB",Hero,1,1,1,1,1.0
1553,DOOMSDAY MAN,Hero,5290,739,258,190662,0.027745434328812244
1554,DOOMSDAY MAN II,Hero,251,23,31,713,0.3520336605890603
1555,DOOP,Hero,8,2,3,6,1.3333333333333333
1556,DOORMAN,Hero,5374,552,258,142416,0.037734524210762836
1557,DOPPELGANGER,Villain,8079,1185,405,479925,0.016833880293795907
1558,"DORCAS, LEMUEL DR.",Hero,3895,384,216,82944,0.046959394290123455
1559,DORMA II [ATLANTEAN],Hero,9390,1495,443,662285,0.014178186128328439
1560,DORMA [ATLANTEAN],Hero,8196,1061,398,422278,0.019409014914345525
1561,DORMAMMU,Villain,10773,1888,467,881696,0.012218497078358074
1562,"DORNOVA-BLONSKY, NAD",Hero,1250,109,86,9374,0.13334755707275442
1563,DORREK II,Hero,1176,126,95,11970,0.09824561403508772
1564,DORREK [SKRULL],Hero,3257,417,172,71724,0.04541018348112208
1565,DOUGHBOY,Villain,3244,294,175,51450,0.06305150631681244
1566,DOUGLOCK 2013,Hero,3,1,2,2,1.5
1567,"DOVER, DONNA-LEE",Hero,1448,171,102,17442,0.08301800252264649
1568,DOVINIA,Hero,1,1,1,1,1.0
1569,DR. ANGST/FLOYD MANG,Villain,25,3,5,15,1.6666666666666667
1570,DR. BONG,Villain,1007,111,85,9435,0.10673025967143614
1571,DR. DECIBEL/ANTON DE,Hero,252,46,31,1426,0.1767180925666199
1572,DR. DOOM CLONE/VICTO,Villain,3986,421,223,93883,0.04245710085958054
1573,DR. DOOM DOPPELGANGE,Villain,3911,435,211,91785,0.042610448330337204
1574,DR. DOOM | MUTANT X-,Villain,189,30,28,840,0.225
1575,DR. DOOM | TIMESLIDE,Villain,3896,397,231,91707,0.0424831256065513
1576,DR. DOOM/VICTOR VON,Villain,18559,4721,663,3130023,0.005929349400946894
1577,DR. DRUID/ANTHONY LU,Hero,16245,3622,616,2231152,0.007280992061500068
1578,DR. FAUSTUS,Hero,5481,753,257,193521,0.028322507634830327
1579,DR. GOODWRENCH,Hero,1,1,1,1,1.0
1580,DR. HYDRO,Hero,3,3,1,3,1.0
1581,DR. MIDAS/,Hero,3,3,1,3,1.0
1582,DR. MIME,Hero,1,1,1,1,1.0
1583,DR. NEMESIS/DR. STOC,Hero,8,8,1,8,1.0
1584,DR. OCTOPUS II/CAROL,Villain,6195,849,281,238569,0.025967330206355395
1585,DR. OCTOPUS | MUTANT,Villain,189,30,28,840,0.225
1586,DR. OCTOPUS/OTTO OCT,Villain,13987,3022,549,1659078,0.008430586144834662
1587,DR. PHOBOS,Hero,589,144,50,7200,0.08180555555555556
1588,DR. POWER/DR. MAXIMU,Hero,1,1,1,1,1.0
1589,DR. SPECTRUM II/DR.,Villain,1352,181,104,18824,0.0718232044198895
1590,DR. SPECTRUM III/REV,Villain,34,11,7,77,0.44155844155844154
1591,DR. SPECTRUM/JOSEPH,Villain,5837,840,312,262080,0.022271825396825397
1592,DR. STRANGE DOPPELGA,Hero,968,81,81,6561,0.14753848498704467
1593,DR. STRANGE | MUTANT,Hero,205,30,29,870,0.23563218390804597
1594,DR. STRANGE/STEPHEN,Hero,20321,5409,695,3759255,0.005405592331459292
1595,DR. STRANGER YET,Hero,118,14,17,238,0.4957983193277311
1596,DR. SUN,Villain,108,42,19,798,0.13533834586466165
1597,DR. SYNNE,Hero,2656,231,173,39963,0.06646147686610114
1598,DR. VAULT,Hero,58,22,8,176,0.32954545454545453
1599,DR. VOLKH/VLADIMIR O,Hero,2,2,1,2,1.0
1600,DR. ZEUS,Hero,3539,577,194,111938,0.031615715842698636
