,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
3649,MIESHO,Hero,78,1,12,12,6.5
3650,"MIFUNE, DR.",Hero,45,1,9,9,5.0
3651,MIKHLO,Hero,12855,24,224,5376,2.3911830357142856
3652,MILAN,Villain,1599,3,58,174,9.189655172413794
3653,MILLENIUS,Hero,55,1,10,10,5.5
3654,MILLENNIUM MONARCH,Hero,66,1,11,11,6.0
3655,"MILLER, CHRIS",Hero,350,4,28,112,3.125
3656,"MILLER, FRANK",Hero,820,1,40,40,20.5
3657,"MILLER, JENETTE",Hero,28,1,7,7,4.0
3658,"MILLER, STACI MURPHY",Hero,285,3,25,75,3.8
3659,"MILLER, TRACE",Hero,98,2,14,28,3.5
3660,MIMIC/CALVIN RANKIN,Hero,3156,24,112,2688,1.1741071428571428
3661,MIND'S EYE/MEACHAM,Hero,58,6,7,42,1.380952380952381
3662,MINDBLAST,Villain,1238,5,57,285,4.343859649122807
3663,MINDMELD/,Hero,66,1,11,11,6.0
3664,MINDSINGER/GREGOR,Hero,323,9,23,207,1.5603864734299517
3665,MINDSTORM/,Hero,15,1,5,5,3.0
3666,MINDWAVE,Hero,667,2,39,78,8.551282051282051
3667,MINDWORM/WILLIAM TUR,Hero,8,2,3,6,1.3333333333333333
3668,MINERVA [KREE],Villain,1778,15,77,1155,1.5393939393939393
3669,MINI MAX/,Hero,66,1,11,11,6.0
3670,MINISTER BLOOD,Hero,530,4,37,148,3.581081081081081
3671,MINISTER TOME,Hero,326,2,25,50,6.52
3672,MINOR DOMO,Hero,153,1,17,17,9.0
3673,MINOTAUR,Hero,153,1,17,17,9.0
3674,MINOTAUR II,Hero,10,1,4,4,2.5
3675,MINOTAUR III,Hero,55,1,10,10,5.5
3676,MINOTAURUS,Hero,21,1,6,6,3.5
3677,MINSTER HOARD,Hero,326,2,25,50,6.52
3678,MINT JULEP,Hero,86,3,11,33,2.606060606060606
3679,MINXI [INHUMAN],Hero,78,1,12,12,6.5
3680,MIRACLE MAN,Villain,2433,8,77,616,3.949675324675325
3681,MIRAGE,Hero,2511,3,90,270,9.3
3682,MIRAGE II/DANIELLE M,Hero,22241,172,441,75852,0.2932157359067658
3683,MIRAGE III/MARGE,Hero,31,4,6,24,1.2916666666666667
3684,MISFIT/,Villain,438,4,28,112,3.9107142857142856
3685,MISS AMERICA/MADELIN,Hero,1104,26,60,1560,0.7076923076923077
3686,MISS ITCH/BLISS,Hero,100,5,12,60,1.6666666666666667
3687,MISS LOCKE,Hero,1977,18,80,1440,1.3729166666666666
3688,MISS MASS/,Hero,1550,3,55,165,9.393939393939394
3689,MISS SACCHARINE,Hero,66,1,11,11,6.0
3690,MISS THING/MARY,Hero,28,1,7,7,4.0
3691,MISSING LINK,Hero,215,4,24,96,2.2395833333333335
3692,MISSING LINK II/RAY,Hero,187,2,20,40,4.675
3693,MIST,Hero,171,1,18,18,9.5
3694,MIST MISTRESS,Hero,210,1,20,20,10.5
3695,MISTER CLEAN,Villain,72,2,11,22,3.272727272727273
3696,MISTER HYDE/CALVIN Z,Villain,8204,50,210,10500,0.7813333333333333
3697,MISTY/VINCENTE,Hero,171,1,18,18,9.5
3698,"MITCHELL, ROBERT",Hero,15,1,5,5,3.0
3699,MO,Hero,171,1,18,18,9.5
3700,MO MONEY,Hero,253,1,22,22,11.5
3701,MOBIUS,Hero,66,1,11,11,6.0
3702,"MOBIUS, DR.",Hero,231,1,21,21,11.0
3703,MOCKINGBIRD/DR. BARB,Hero,32210,174,530,92220,0.3492734764693125
3704,MODAM,Villain,1935,11,87,957,2.0219435736677114
3705,MODEM/,Hero,45,1,9,9,5.0
3706,"MODINE, REP. BERNARD",Hero,24,2,6,12,2.0
3707,MODOK/GEORGE TARLETO,Villain,6400,41,182,7462,0.8576789064593943
3708,MODRED THE MYSTIC,Hero,2031,17,98,1666,1.2190876350540216
3709,MODT,Hero,814,2,41,82,9.926829268292684
3710,MODULAR MAN/STEPHEN,Hero,16,2,5,10,1.6
3711,MOJO,Villain,4020,21,124,2604,1.543778801843318
3712,MOJO II,Villain,234,4,23,92,2.5434782608695654
3713,MOK,Hero,239,3,22,66,3.621212121212121
3714,MOLE,Hero,112,3,13,39,2.871794871794872
3715,MOLE MAN | MUTANT X-,Villain,181,2,18,36,5.027777777777778
3716,MOLE MAN/HARVEY RUPE,Villain,18492,64,336,21504,0.8599330357142857
3717,MOLECULE MAN/OWEN RE,Villain,7498,35,171,5985,1.252798663324979
3718,MOLGOTHA,Hero,153,1,17,17,9.0
3719,"MOLLE, DR.",Hero,171,1,18,18,9.5
3720,MOLTEN MAN/MARK RAXT,Villain,847,19,53,1007,0.8411122144985105
3721,MOLTO,Hero,138,3,16,48,2.875
3722,MONDO,Villain,201,2,19,38,5.2894736842105265
3723,MONDO II,Villain,934,12,54,648,1.441358024691358
3724,MONGOOSE,Villain,1347,10,63,630,2.138095238095238
3725,"MONGRAIN, ALISON",Hero,1018,10,59,590,1.7254237288135594
3726,MONGU,Hero,50,2,11,22,2.272727272727273
3727,MONMOUTH,Hero,477,2,30,60,7.95
3728,MONOCLE,Hero,218,4,22,88,2.477272727272727
3729,MONSTER FROM THE LOS,Hero,73,3,11,33,2.212121212121212
3730,MONSTROID/BALIOX/7NH,Hero,99,2,15,30,3.3
3731,MONTANA,Villain,937,12,58,696,1.346264367816092
3732,MONTANA II,Villain,47,2,9,18,2.611111111111111
3733,MONTENEGRO,Hero,18,2,5,10,1.8
3734,"MONTESI, VICTORIA",Hero,321,8,34,272,1.1801470588235294
3735,MONTGOMERY,Hero,432,15,38,570,0.7578947368421053
3736,"MONTGOMERY, SIR BERN",Hero,36,1,8,8,4.5
3737,"MONTOYA, JULIO",Hero,351,1,26,26,13.5
3738,"MONTOYA, MARIA",Hero,351,1,26,26,13.5
3739,"MOODY, RUNYAN",Hero,36,6,6,36,1.0
3740,"MOOMJI, INDRIES",Hero,109,8,12,96,1.1354166666666667
3741,MOON KNIGHT DOPPELGA,Hero,4882,4,99,396,12.328282828282829
3742,MOON KNIGHT | MUTANT,Hero,1225,1,49,49,25.0
3743,MOON KNIGHT/MARC SPE,Hero,25728,187,449,83963,0.3064206853018592
3744,MOON WOLF/,Hero,141,2,16,32,4.40625
3745,MOONBOY,Hero,363,20,31,620,0.5854838709677419
3746,MOONDANCER,Hero,351,1,26,26,13.5
3747,MOONDARK,Hero,67,4,14,56,1.1964285714285714
3748,MOONDRAGON DOPPELGAN,Hero,3110,2,80,160,19.4375
3749,MOONDRAGON/HEATHER D,Hero,36952,154,576,88704,0.4165764790764791
3750,MOONGLOW/,Hero,264,3,21,63,4.190476190476191
3751,MOONHUNTER/ZACK MOON,Hero,1463,18,72,1296,1.128858024691358
3752,MOONRAKER/SLADE TRUM,Hero,590,9,36,324,1.8209876543209877
3753,MOONSTALKER/KIANA,Hero,796,9,44,396,2.01010101010101
3754,MOONSTOMP/,Hero,76,5,10,50,1.52
3755,MOONSTONE II/KARLA S,Villain,18600,92,430,39560,0.47017189079878663
3756,MOONSTONE/LLOYD BLOC,Villain,1427,11,72,792,1.8017676767676767
3757,"MOORE, CONNIE",Hero,135,2,16,32,4.21875
3758,"MOORE, TONI",Hero,62,2,10,20,3.1
3759,MOOT,Hero,78,1,12,12,6.5
3760,"MORAN, KEVIN",Hero,56,6,8,48,1.1666666666666667
3761,MORBIUS/DR. MICHAEL,Villain,3143,69,148,10212,0.30777516647081865
3762,"MORDO, ASTRID",Hero,34,2,7,14,2.4285714285714284
3763,MORDRED THE EVIL,Hero,2427,9,77,693,3.502164502164502
3764,"MOREAU, DAVID",Hero,1222,11,51,561,2.17825311942959
3765,"MOREAU, PHILLIP",Hero,3243,18,108,1944,1.6682098765432098
3766,"MORELLE, NOLAN",Hero,276,1,23,23,12.0
3767,MORETTI,Hero,55,1,10,10,5.5
3768,MORG,Villain,225,15,22,330,0.6818181818181818
3769,MORGAN,Hero,1192,18,73,1314,0.9071537290715372
3770,"MORGAN, DR. VIVIAN",Hero,314,4,27,108,2.9074074074074074
3771,"MORGAN, JERROLD JERR",Hero,1205,13,63,819,1.4713064713064714
3772,"MORLAK, MARIS",Hero,2002,12,76,912,2.1951754385964914
3773,MORLEY,Hero,224,3,22,66,3.393939393939394
3774,MORLUN,Villain,36,4,7,28,1.2857142857142858
3775,MORNING STAR/ZVEZDA,Hero,117,2,14,28,4.178571428571429
3776,MORPH,Hero,105,1,14,14,7.5
3777,MORPHEUS/ROBERT MARK,Hero,121,5,14,70,1.7285714285714286
3778,"MORRELL, SABRINA",Hero,1705,13,72,936,1.8215811965811965
3779,"MORRISON, AMANDA PAY",Hero,64,3,10,30,2.1333333333333333
3780,"MORRISON, JESSICA",Hero,64,3,10,30,2.1333333333333333
3781,MOSES,Hero,80,2,12,24,3.3333333333333335
3782,MOSH/GLENN,Hero,78,1,12,12,6.5
3783,"MOSLEY, WARDEN",Hero,15,1,5,5,3.0
3784,MOTH/,Hero,3,1,2,2,1.5
3785,MOTHER INFERIOR,Hero,494,2,30,60,8.233333333333333
3786,MOTHER NIGHT/SUSAN S,Hero,1517,24,74,1776,0.8541666666666666
3787,MOTHER OF PEARL/,Hero,136,1,16,16,8.5
3788,MOTHER SUPERIOR,Hero,782,13,43,559,1.3989266547406083
3789,MOTHER-OF-PAIN,Hero,78,1,12,12,6.5
3790,MOUNTJOY,Hero,580,8,36,288,2.013888888888889
3791,MOURNING PREY,Hero,15,1,5,5,3.0
3792,MOUSE,Hero,216,6,21,126,1.7142857142857142
3793,"MOWAT, FARLEY",Hero,3608,5,95,475,7.595789473684211
3794,"MOY, ALYSSA",Hero,2295,16,111,1776,1.2922297297297298
3795,MR. DEATH,Hero,50,2,9,18,2.7777777777777777
3796,MR. DOLL/NATHAN DOLL,Hero,155,3,17,51,3.0392156862745097
3797,MR. FANTASTIC DOPPEL,Hero,9417,11,162,1782,5.284511784511785
3798,MR. FANTASTIC/REED R,Hero,84310,854,1417,1210118,0.06967089159900108
3799,MR. FEAR III/PROF. L,Villain,392,11,34,374,1.0481283422459893
3800,MR. FEAR IV/ALAN FAG,Villain,6,1,3,3,2.0
3801,MR. FEAR V/,Villain,21,1,6,6,3.5
3802,MR. FEAR/ZOLTAN DRAG,Villain,52,2,12,24,2.1666666666666665
3803,MR. FX/,Hero,28,1,7,7,4.0
3804,MR. IMMORTAL,Hero,3203,12,104,1248,2.56650641025641
3805,MR. JIP,Villain,1373,18,63,1134,1.210758377425044
3806,MR. JUSTICE/TIMOTHY,Hero,1319,9,74,666,1.9804804804804805
3807,MR. LUCK II/PHILIP G,Hero,154,3,19,57,2.7017543859649122
3808,MR. LUCK/RAMON GARCI,Hero,18,2,5,10,1.8
3809,MR. MOBIUS,Hero,67,3,10,30,2.2333333333333334
3810,MR. NACHT,Hero,796,9,42,378,2.105820105820106
3811,MR. PAYBACK/,Villain,77,5,9,45,1.711111111111111
3812,MR. SCRATCH,Hero,25,4,6,24,1.0416666666666667
3813,MR. SCRATCH II/BLISS,Hero,100,5,12,60,1.6666666666666667
3814,MR. SINISTER | AOA,Villain,6,1,3,3,2.0
3815,MR. SINISTER | MUTAN,Villain,308,4,27,108,2.8518518518518516
3816,MR. SINISTER/NATHAN,Villain,6102,41,190,7790,0.7833119383825418
3817,MR. TERMINEUS/AMODEU,Hero,125,7,14,98,1.2755102040816326
3818,MR. X,Villain,56,3,9,27,2.074074074074074
3819,MROTH,Hero,932,10,50,500,1.864
3820,MS. FORTUNE/,Hero,105,1,14,14,7.5
3821,MS. MARVEL II/SHARON,Hero,15625,81,305,24705,0.6324630641570532
3822,MS. NOVA,Hero,53,2,9,18,2.9444444444444446
3823,"MUELLER, AMANDA",Hero,141,2,20,40,3.525
3824,"MUGGINS, MAMIE",Hero,2741,35,114,3990,0.6869674185463659
3825,"MULDOON, SGT. BRIAN",Hero,442,11,31,341,1.2961876832844574
3826,"MULDOON, TEXAS JACK",Hero,83,4,12,48,1.7291666666666667
3827,"MULLANY, MIKE",Hero,44,2,9,18,2.4444444444444446
3828,MULTIPLE MAN DOPPELG,Hero,4558,3,95,285,15.992982456140352
3829,MULTIPLE MAN/JAMES A,Hero,18330,65,324,21060,0.8703703703703703
3830,"MUMM, MAX",Hero,36,1,8,8,4.5
3831,"MUNDY, SHANE",Hero,43,2,8,16,2.6875
3832,MUNIN,Hero,817,3,45,135,6.051851851851852
3833,MUNIPOOR,Hero,120,1,15,15,8.0
3834,"MUNOZ, CARLOS",Hero,28,1,7,7,4.0
3835,"MUNROE, DAVID",Hero,120,1,15,15,8.0
3836,"MUNROE, N'DARE",Hero,181,2,19,38,4.7631578947368425
3837,MUNSON,Hero,66,1,11,11,6.0
3838,"MUNSON, CLAUDIA",Hero,120,1,15,15,8.0
3839,MURDER,Hero,216,3,21,63,3.4285714285714284
3840,"MURDOCK, BATTLING JA",Hero,87,3,12,36,2.4166666666666665
3841,"MURDOCK, MATT | TIME",Hero,351,1,26,26,13.5
3842,"MURDOCK, SISTER MAGG",Hero,458,9,38,342,1.3391812865497077
3843,MURMUR II/ARLETTE TR,Hero,1631,21,79,1659,0.9831223628691983
3844,MURMUR/,Hero,120,1,15,15,8.0
3845,"MURPHY, JOBOA",Hero,136,1,16,16,8.5
3846,"MURPHY, MELISSA",Hero,141,2,16,32,4.40625
3847,"MURPHY, SEAN",Hero,78,1,12,12,6.5
3848,"MURRAY, WILLIAM T. B",Hero,3,1,2,2,1.5
3849,MUSE/SHANNON FITZPAT,Hero,273,4,24,96,2.84375
3850,MUSTANG/,Hero,91,3,12,36,2.5277777777777777
3851,MUTANT MASTER,Hero,413,4,31,124,3.3306451612903225
3852,MUTAURUS,Hero,1596,1,56,56,28.5
3853,"MUTO, JUNZO",Hero,907,7,50,350,2.5914285714285716
3854,MYCROFT,Hero,28,1,7,7,4.0
3855,"MYLZOB'RYN, CHIEF",Hero,45,1,9,9,5.0
3856,MYSTERIA/,Villain,1100,5,45,225,4.888888888888889
3857,MYSTERIO II/DANIEL B,Villain,458,13,33,429,1.0675990675990676
3858,MYSTERIO/QUENTIN BEC,Villain,4653,49,163,7987,0.5825716789783398
3859,MYSTERIUM/DR. JOSEPH,Hero,190,1,19,19,10.0
3860,MYSTIQUE | MUTANT X-,Villain,201,2,19,38,5.2894736842105265
3861,MYSTIQUE/RAVEN DARKH,Villain,18902,114,405,46170,0.409400043318172
3862,N'ASTIRH,Villain,3489,22,109,2398,1.4549624687239366
3863,N'DELE,Hero,1596,1,56,56,28.5
3864,N'GAMI,Hero,116,5,12,60,1.9333333333333333
3865,N'GAMO,Hero,120,1,15,15,8.0
3866,N'GASSI,Hero,36,1,8,8,4.5
3867,"NACHT, HERR",Hero,225,2,21,42,5.357142857142857
3868,NAGA,Hero,14,3,4,12,1.1666666666666667
3869,NAGALA,Hero,105,1,14,14,7.5
3870,"NAGAN, DR. ARTHUR",Hero,1205,13,63,819,1.4713064713064714
3871,NAHREES [INHUMAN],Hero,439,7,28,196,2.239795918367347
3872,NAILS II/JOANIE EATO,Hero,28,1,7,7,4.0
3873,NAILS/,Hero,29,3,6,18,1.6111111111111112
3874,"NAIP, SYNTHIA",Hero,52,2,10,20,2.6
3875,NAKKA,Hero,294,2,23,46,6.391304347826087
3876,NAKOTA,Hero,299,6,28,168,1.7797619047619047
3877,"NALES, DET. REBECCA",Hero,1378,21,70,1470,0.9374149659863945
3878,NAMELESS ONE,Hero,15,2,5,10,1.5
3879,NAMELESS ONE II,Hero,21,1,6,6,3.5
3880,NAMORA/AQUARIA NAUTI,Villain,398,7,39,273,1.4578754578754578
3881,NAMORITA DOPPELGANGE,Hero,5009,4,101,404,12.398514851485148
3882,NAMORITA | MUTANT X-,Hero,1225,1,49,49,25.0
3883,NAMORITA/NITA PRENTI,Hero,35133,163,627,102201,0.34376375965010125
3884,NANABOZHO,Hero,36,1,8,8,4.5
3885,NANNY,Villain,462,5,32,160,2.8875
3886,NANNY II,Villain,1967,11,74,814,2.4164619164619165
3887,"NAPIER, RAMONA DR.",Hero,245,5,25,125,1.96
3888,NARDI,Hero,367,4,26,104,3.5288461538461537
3889,"NASH, JOHN JOHNNY TH",Hero,45,1,9,9,5.0
3890,"NASH, SABRINA",Hero,45,1,9,9,5.0
3891,NAUDA,Hero,117,3,13,39,3.0
3892,NAUTILUS,Hero,15,1,5,5,3.0
3893,NAVARRO,Hero,6,1,3,3,2.0
3894,NAZE,Hero,1362,10,61,610,2.232786885245902
3895,NEBULA,Villain,4420,28,124,3472,1.273041474654378
3896,NEBULO,Hero,932,5,46,230,4.052173913043478
3897,NEBULON,Villain,970,13,51,663,1.4630467571644041
3898,NECRODAMUS,Hero,788,7,48,336,2.3452380952380953
3899,NECROM,Hero,458,5,29,145,3.1586206896551725
3900,NECROMANCER/DR. STEP,Hero,157,2,18,36,4.361111111111111
3901,NEDDA,Hero,128,5,15,75,1.7066666666666668
3902,NEEDLE,Hero,725,9,40,360,2.013888888888889
3903,NEFFETHESK,Hero,611,3,38,114,5.359649122807017
3904,NEIFI [INHUMAN],Hero,390,6,26,156,2.5
3905,"NEKOBAH, ROMAN",Hero,233,5,24,120,1.9416666666666667
3906,NEKRA/ADRIENNE HATRO,Villain,2162,18,91,1638,1.3199023199023199
3907,NELIT,Hero,153,1,17,17,9.0
3908,"NELSON, CANDACE",Hero,1659,18,82,1476,1.1239837398373984
3909,"NELSON, DEBBIE HARRI",Hero,1174,45,66,2970,0.3952861952861953
3910,"NELSON, FRANKLIN FOG",Hero,22954,278,515,143170,0.16032688412376894
3911,NEMESIS,Villain,684,8,36,288,2.375
3912,NEOPHYTE/,Hero,1374,5,56,280,4.9071428571428575
3913,NEPHRI,Hero,29,3,6,18,1.6111111111111112
3914,NEPTUNE [OLYMPIAN],Hero,530,10,41,410,1.2926829268292683
3915,NEPTUNIUM,Hero,780,1,39,39,20.0
3916,NEREEL,Hero,1542,7,62,434,3.552995391705069
3917,NESTOR,Hero,640,3,38,114,5.614035087719298
3918,NETTLES,Hero,66,1,11,11,6.0
3919,NETWORK NINA,Hero,739,29,41,1189,0.6215306980656014
3920,NEUROTAP/MICHELLE BA,Hero,36,1,8,8,4.5
3921,NEUT,Hero,372,3,27,81,4.592592592592593
3922,NEUTRON,Hero,1113,3,57,171,6.508771929824562
3923,"NEVILLE, KATE",Hero,927,29,53,1537,0.6031229668184775
3924,NEW SUN,Villain,474,6,33,198,2.393939393939394
3925,"NEWELL, DIANE ARLISS",Hero,1241,32,71,2272,0.5462147887323944
3926,"NEWMARK, LOTUS",Hero,2138,18,87,1566,1.3652618135376755
3927,NEZARR,Hero,3325,11,114,1254,2.6515151515151514
3928,NHU'ABDAR,Hero,139,2,16,32,4.34375
3929,"NICHOLS, LORNA",Hero,15,1,5,5,3.0
3930,"NICHOLS, TOM",Hero,99,2,13,26,3.8076923076923075
3931,NICKEL,Hero,276,1,23,23,12.0
3932,NICODEMUS,Hero,12,2,4,8,1.5
3933,NICODEMUS II,Hero,426,2,33,66,6.454545454545454
3934,NIELS,Hero,700,9,47,423,1.6548463356973995
3935,NIGHT,Hero,273,8,22,176,1.5511363636363635
3936,NIGHT FLYER,Hero,100,4,15,60,1.6666666666666667
3937,NIGHT PHANTOM II,Hero,26,2,6,12,2.1666666666666665
3938,NIGHT PHANTOM/TRAVIS,Hero,6,1,3,3,2.0
3939,NIGHT RIDER,Hero,371,9,28,252,1.4722222222222223
3940,NIGHT RIDER III/HAMI,Hero,569,7,39,273,2.0842490842490844
3941,NIGHT THRASHER/DUANE,Hero,16887,91,405,36855,0.4582010582010582
3942,NIGHTCRAWLER 2013,Hero,56,2,10,20,2.8
3943,NIGHTCRAWLER | MUTAN,Hero,1762,7,72,504,3.496031746031746
3944,NIGHTCRAWLER/KURT WA,Hero,53667,444,878,389832,0.13766699501323648
3945,NIGHTEYES/ERIC,Hero,10,1,4,4,2.5
3946,NIGHTFIGHTER/,Hero,45,1,9,9,5.0
3947,NIGHTHAWK II/KYLE RI,Villain,12405,129,259,33411,0.3712849061686271
3948,NIGHTHAWK III/NEAL,Villain,190,1,19,19,10.0
3949,NIGHTHAWK/KYLE RICHM,Villain,7905,18,149,2682,2.947427293064877
3950,NIGHTINGALE/,Hero,965,6,58,348,2.7729885057471266
3951,NIGHTMARE/EDVARD HAB,Villain,3401,73,148,10804,0.3147908182154758
3952,NIGHTSHADE/TILDA,Hero,2813,20,118,2360,1.1919491525423729
3953,NIGHTSIDE,Hero,2291,7,81,567,4.040564373897707
3954,NIGHTSTICK/,Hero,156,3,17,51,3.0588235294117645
3955,NIGHTWATCH/,Hero,276,1,23,23,12.0
3956,NIGHTWIND/,Hero,184,2,18,36,5.111111111111111
3957,NIKKI/NICHOLETTE GOL,Hero,614,4,43,172,3.5697674418604652
3958,"NILES, SEN. CATHERIN",Hero,28,1,7,7,4.0
3959,NIMROD,Villain,5,2,2,4,1.25
3960,NIMROD III,Villain,124,2,15,30,4.133333333333334
3961,NINA,Hero,550,8,33,264,2.0833333333333335
3962,NINGAL,Hero,34,3,7,21,1.619047619047619
3963,NINJA/,Villain,174,8,18,144,1.2083333333333333
3964,NIRA,Hero,55,1,10,10,5.5
3965,"NITAL, DR.",Hero,36,1,8,8,4.5
3966,NITRO/ROBERT L. HUNT,Villain,2241,15,121,1815,1.234710743801653
3967,"NIVENA, JOANNA",Hero,136,1,16,16,8.5
3968,"NIXON, RICHARD",Hero,588,5,37,185,3.1783783783783783
3969,NOBILUS,Hero,1068,12,57,684,1.5614035087719298
3970,NOBLE,Hero,21,1,6,6,3.5
3971,"NOCENTI, ANN",Hero,931,2,44,88,10.579545454545455
3972,NOCTURNE II/ANGELA C,Hero,95,3,14,42,2.261904761904762
3973,NOCTURNE/,Hero,759,4,47,188,4.037234042553192
3974,NOM,Hero,282,12,26,312,0.9038461538461539
3975,NOMAD II/EDWARD FERB,Hero,39,2,8,16,2.4375
3976,NOMAD III/JACK MONRO,Hero,6160,85,206,17510,0.35179897201599086
3977,"NORRISS, JACK",Hero,1401,33,72,2376,0.5896464646464646
3978,"NORRISS, SISTER BARB",Hero,23834,192,395,75840,0.3142668776371308
3979,"NORTH, DAKOTA",Hero,656,18,55,990,0.6626262626262627
3980,"NORTH, RICKY",Hero,23,6,5,30,0.7666666666666667
3981,NORTHSTAR DOPPELGANG,Hero,4186,1,91,91,46.0
3982,NORTHSTAR | MUTANT X,Hero,136,1,16,16,8.5
3983,NORTHSTAR/JEAN-PAUL,Hero,27184,113,421,47573,0.5714165598133395
3984,NOSFERATA/PURPLE HAY,Hero,22,2,6,12,1.8333333333333333
3985,NOTE,Hero,89,2,12,24,3.7083333333333335
3986,NOVA 0:0,Hero,66,1,11,11,6.0
3987,NOVA DOPPELGANGER,Villain,4095,1,90,90,45.5
3988,NOVA DOPPELGANGER II,Villain,4003,3,93,279,14.347670250896057
3989,NOVA II | MUTANT X-V,Hero,103,2,14,28,3.6785714285714284
3990,NOVA II/FRANKIE RAYE,Hero,17464,74,303,22422,0.7788778877887789
3991,NOVA III/FRANKIE RAY,Hero,78,1,12,12,6.5
3992,NOVA OMEGA/GARTHAN S,Hero,364,4,28,112,3.25
3993,NOVA | MUTANT X-VERS,Hero,1225,1,49,49,25.0
3994,NOVA-PRIME,Hero,448,5,34,170,2.635294117647059
3995,NOVA/RICHARD RIDER,Hero,39914,174,698,121452,0.3286401212001449
3996,NOX,Hero,152,5,17,85,1.7882352941176471
3997,NOY,Hero,184,2,18,36,5.111111111111111
3998,NUADA,Hero,1275,1,50,50,25.5
3999,NUGENT,Hero,72,3,11,33,2.1818181818181817
4000,"NUGENT, ALICE",Hero,342,3,28,84,4.071428571428571
4001,NUKE,Villain,477,6,28,168,2.8392857142857144
4002,NUKLO/ROBERT FRANK J,Hero,2412,14,97,1358,1.776141384388807
4003,NULLITRON,Hero,55,1,10,10,5.5
4004,NUMBER NINE,Hero,160,12,14,168,0.9523809523809523
4005,NUMBER ONE FAN/PROF.,Villain,78,1,12,12,6.5
4006,NUMBERS,Hero,1760,8,65,520,3.3846153846153846
4007,NUNTOO,Hero,36,1,8,8,4.5
4008,NURIL,Hero,45,1,9,9,5.0
4009,NURO,Hero,3206,5,88,440,7.286363636363636
4010,NUTT,Hero,45,1,9,9,5.0
4011,NUWA,Hero,231,1,21,21,11.0
4012,"NYLES, JENNIFER",Hero,80,7,11,77,1.0389610389610389
4013,NZAGA,Hero,28,1,7,7,4.0
4014,"O'BREEN, GLORIANNA",Hero,572,26,40,1040,0.55
4015,"O'BRIEN, MICHAEL",Hero,15978,61,290,17690,0.9032221594120973
4016,"O'BRYAN, BOB",Hero,212,7,22,154,1.3766233766233766
4017,"O'CONNELL, TARYN",Hero,220,17,19,323,0.6811145510835913
4018,"O'CONNOR, A.C. ACE",Hero,78,6,13,78,1.0
4019,O'DONNELL,Hero,263,16,23,368,0.7146739130434783
4020,"O'DONNELL, EAMON",Hero,292,3,26,78,3.7435897435897436
4021,"O'HARA, GERALD",Hero,10,1,4,4,2.5
4022,"O'HARA, ROBERT IRONG",Hero,439,15,36,540,0.812962962962963
4023,"O'HOOLIHAN, SERGIUS",Hero,101,3,13,39,2.58974358974359
4024,"O'KEEFE, CHANDRA",Hero,339,4,29,116,2.9224137931034484
4025,"O'MEARA, KATHLEEN",Hero,78,1,12,12,6.5
4026,"O'NEIL, BRIDGET",Hero,383,5,28,140,2.7357142857142858
4027,"O'NEILL, DET. BRADY",Hero,815,9,43,387,2.1059431524547803
4028,"O'SHAUGNESSY, COLLEE",Hero,6,1,3,3,2.0
4029,OBLITERATOR II,Villain,105,1,14,14,7.5
4030,OBLITERATOR [ELDER],Villain,178,4,18,72,2.4722222222222223
4031,OBLIVION,Villain,2321,4,81,324,7.16358024691358
4032,OCCULT,Hero,1637,11,82,902,1.8148558758314857
4033,OCCULUS,Villain,84,3,11,33,2.5454545454545454
4034,"OCULUS, LT.",Hero,293,3,24,72,4.069444444444445
4035,ODDBALL/ELTON HEALEY,Villain,339,7,30,210,1.6142857142857143
4036,ODIN [ASGARDIAN],Hero,22705,321,438,140598,0.16148878362423363
4037,"OGADA, DR.",Hero,190,1,19,19,10.0
4038,OGRE,Hero,1746,11,82,902,1.93569844789357
4039,OGRE II,Hero,105,1,14,14,7.5
4040,OGRESS/,Villain,615,6,41,246,2.5
4041,OGUN,Hero,293,11,26,286,1.0244755244755244
4042,OGUR,Hero,142,2,18,36,3.9444444444444446
4043,OJANI,Hero,263,3,26,78,3.371794871794872
4044,OKOYE,Hero,2004,17,88,1496,1.339572192513369
4045,"OLAFSON, ERIC",Hero,44,2,8,16,2.75
4046,OLALLA,Hero,47,2,9,18,2.611111111111111
4047,OLAR,Hero,231,1,21,21,11.0
4048,OLD SKULL,Hero,361,19,30,570,0.6333333333333333
4049,OLD WOMAN,Hero,210,3,19,57,3.6842105263157894
4050,OLIVIER,Hero,74,4,12,48,1.5416666666666667
4051,"OLLSEN, BO",Hero,35,2,7,14,2.5
4052,"OLSEN, JIMMY",Hero,144,2,19,38,3.789473684210526
4053,"OLSON, MRS.",Hero,560,5,34,170,3.2941176470588234
4054,OMEGA,Hero,246,3,21,63,3.9047619047619047
4055,OMEGA II,Hero,644,16,45,720,0.8944444444444445
4056,OMEGA RED/ARKADY ROS,Villain,2818,21,112,2352,1.1981292517006803
4057,OMEGA-20/EUGENE,Hero,553,4,40,160,3.45625
4058,OMERTA/,Hero,91,1,13,13,7.0
4059,OMNIBUS/LT. DALLAS,Hero,719,9,45,405,1.7753086419753086
4060,OMORO,Hero,171,3,18,54,3.1666666666666665
4061,ONE ABOVE ALL [CELES,Hero,4783,13,126,1638,2.92002442002442
4062,ONEG,Hero,2859,6,99,594,4.813131313131313
4063,ONSLAUGHT,Villain,351,1,26,26,13.5
