,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
1162,COPPER,Hero,276,1,23,23,12.0
1163,COPPERHEAD II/,Hero,8,2,3,6,1.3333333333333333
1164,COPPERHEAD III/DAVIS,Hero,2007,11,75,825,2.4327272727272726
1165,COPPERHEAD IV/,Hero,45,1,9,9,5.0
1166,COPPERHEAD/LAWRENCE,Hero,32,2,7,14,2.2857142857142856
1167,"COPPERSMITH, ALFRED",Hero,18,2,5,10,1.8
1168,COPYCAT/VANESSA,Hero,4577,35,153,5355,0.8547152194211017
1169,CORAL,Hero,105,1,14,14,7.5
1170,"CORBEAU, DR. PETER",Hero,8052,28,207,5796,1.3892339544513457
1171,"CORD, EDWIN",Hero,1398,11,71,781,1.7900128040973111
1172,"CORD, JANICE",Hero,2006,16,93,1488,1.3481182795698925
1173,CORDITE,Hero,78,1,12,12,6.5
1174,"CORDOVA, JUAN",Hero,66,1,11,11,6.0
1175,"CORNELIUS, DR.",Hero,483,3,30,90,5.366666666666666
1176,CORONA/DAGNY FORREST,Hero,67,2,11,22,3.0454545454545454
1177,CORONARY/JIMMY SHARP,Hero,698,7,41,287,2.43205574912892
1178,CORONER,Hero,80,7,11,77,1.0389610389610389
1179,"CORRIGAN, ARCHIBALD",Hero,306,19,26,494,0.6194331983805668
1180,CORRUPTOR/JACKSON DA,Villain,1055,8,69,552,1.911231884057971
1181,CORSAIR,Hero,9398,52,202,10504,0.8947067783701447
1182,"CORSI, TOM",Hero,4483,18,137,2466,1.8179237631792375
1183,"CORTES, MARIA PILAR",Hero,107,3,13,39,2.7435897435897436
1184,"CORTEZ, FABIAN",Villain,5666,23,157,3611,1.5690944336748822
1185,COSMIC MESSIAH,Hero,60,2,10,20,3.0
1186,COTTONMOUTH,Villain,13,2,4,8,1.625
1187,COTTONMOUTH II,Villain,4109,18,129,2322,1.7695951765719207
1188,"COUNT NEFARIA, LUCHI",Villain,4299,27,148,3996,1.0758258258258258
1189,COUNTERWEIGHT II/KAT,Hero,7846,86,220,18920,0.41469344608879494
1190,COUNTERWEIGHT/JACK P,Hero,7498,84,209,17556,0.42709045340624285
1191,COURIER/JACOB GAVIN,Hero,999,12,60,720,1.3875
1192,"COURTNEY, DELPHINE",Hero,251,8,20,160,1.56875
1193,"COVEY, LAWRENCE K.",Hero,3,1,2,2,1.5
1194,"COWAN, EARL",Hero,21,1,6,6,3.5
1195,"COWEN, BUCK",Hero,378,32,33,1056,0.35795454545454547
1196,"COWEN, ELAINE",Hero,117,9,13,117,1.0
1197,"COY, GENERAL NGUYEN",Hero,1480,26,83,2158,0.6858202038924931
1198,COYOTE,Hero,136,1,16,16,8.5
1199,CR'REEE,Hero,5458,22,130,2860,1.9083916083916084
1200,"CRAIG, REV.",Hero,758,5,45,225,3.368888888888889
1201,"CRANDAL, BEN",Hero,48,3,9,27,1.7777777777777777
1202,CRANUS,Hero,105,1,14,14,7.5
1203,"CRAWFORD, GEN.",Hero,78,1,12,12,6.5
1204,"CRAWLEY, BETRAND",Hero,652,30,42,1260,0.5174603174603175
1205,CRAZY EIGHT/LESLIE A,Hero,36,1,8,8,4.5
1206,CREED,Hero,91,1,13,13,7.0
1207,"CREED, GRAYDON",Villain,1791,18,78,1404,1.2756410256410255
1208,"CREED, GRAYDON | MUT",Villain,210,1,20,20,10.5
1209,CREEP/,Hero,45,1,9,9,5.0
1210,CRIME-BUSTER/,Hero,91,1,13,13,7.0
1211,CRIME-MASTER/NICK LU,Villain,189,2,20,40,4.725
1212,CRIME-WAVE/HOLLIS,Villain,30,2,7,14,2.142857142857143
1213,CRIMEBUSTER/FRANK MO,Hero,468,8,35,280,1.6714285714285715
1214,CRIMEWAVE/,Villain,26,2,6,12,2.1666666666666665
1215,CRIMSON,Hero,260,4,22,88,2.9545454545454546
1216,CRIMSON COMMANDO/FRA,Hero,2825,21,97,2037,1.3868433971526755
1217,CRIMSON COWL II/,Villain,6038,21,182,3822,1.5798011512297228
1218,CRIMSON CRUSADER/ROR,Hero,246,2,21,42,5.857142857142857
1219,CRIMSON DAFFODIL,Hero,133,3,16,48,2.7708333333333335
1220,CRIMSON DYNAMO II/BO,Villain,21,1,6,6,3.5
1221,CRIMSON DYNAMO III/A,Villain,863,10,51,510,1.692156862745098
1222,CRIMSON DYNAMO IV/YU,Villain,125,4,13,52,2.4038461538461537
1223,CRIMSON DYNAMO V/DIM,Villain,9652,27,179,4833,1.9971032484998965
1224,CRIMSON DYNAMO VI/VA,Villain,251,7,30,210,1.1952380952380952
1225,CRIMSON DYNAMO VIII/,Villain,36,1,8,8,4.5
1226,CRIMSON DYNAMO/PROF.,Villain,31,2,7,14,2.2142857142857144
1227,CRIPPLER/KARL STRIKL,Hero,876,12,62,744,1.1774193548387097
1228,CRITIC,Hero,111,5,14,70,1.5857142857142856
1229,CRITICAL MASS,Hero,26,2,6,12,2.1666666666666665
1230,CRIX,Hero,78,1,12,12,6.5
1231,"CROIX, ASHLEY",Hero,276,1,23,23,12.0
1232,"CROMWELL, HAMILTON",Hero,55,1,10,10,5.5
1233,"CROSS, GENEVIEVE",Hero,120,2,15,30,4.0
1234,"CROSS, HAROLD",Hero,36,1,8,8,4.5
1235,"CROSS, JASON",Hero,190,1,19,19,10.0
1236,"CROSS, STANLEY",Hero,247,4,24,96,2.5729166666666665
1237,"CROSS-WALLACE, SIR G",Hero,42,7,6,42,1.0
1238,CROSS/,Hero,92,5,11,55,1.6727272727272726
1239,"CROSSAN, ANNIE",Hero,146,2,16,32,4.5625
1240,CROSSBONES II/,Villain,28,1,7,7,4.0
1241,CROSSBONES/BROCK BIN,Villain,3440,38,131,4978,0.6910405785456006
1242,CROSSBOW,Villain,47,3,8,24,1.9583333333333333
1243,CROSSFIRE,Villain,243,7,26,182,1.335164835164835
1244,CROTUS,Hero,300,3,27,81,3.7037037037037037
1245,"CROW, REV. JOSHUA",Hero,72,3,11,33,2.1818181818181817
1246,"CROWE, GERONIMO",Hero,72,2,11,22,3.272727272727273
1247,CROWLEY,Hero,190,1,19,19,10.0
1248,"CROWLEY, SEN.",Hero,6,1,3,3,2.0
1249,CROWN,Hero,143,2,18,36,3.9722222222222223
1250,CRUCIBLE/BYRON CALLE,Hero,1982,15,89,1335,1.4846441947565543
1251,CRULE,Hero,413,5,29,145,2.8482758620689657
1252,CRUSADER II/ARTHUR B,Villain,75,4,15,60,1.25
1253,CRUSADER X/BRIAN BRA,Villain,215,4,22,88,2.4431818181818183
1254,CRUSHER II/JUAN APON,Villain,10,1,4,4,2.5
1255,CRUSHER/EL PROFESSOR,Villain,209,2,21,42,4.976190476190476
1256,CRUSHTACEAN,Hero,105,1,14,14,7.5
1257,CRUX/CRISTAL LEMIUEX,Hero,204,2,19,38,5.368421052631579
1258,CRYSTAL [INHUMAN],Hero,43217,262,711,186282,0.23199772388099762
1259,CUDGEL/,Hero,171,1,18,18,9.5
1260,CUEBALL/,Hero,15,1,5,5,3.0
1261,CUFFS/,Hero,156,3,17,51,3.0588235294117645
1262,"CUMMINGS, DIANE",Hero,212,7,22,154,1.3766233766233766
1263,CURSED LOTUS,Hero,26,2,6,12,2.1666666666666665
1264,"CURSON, LT. TARA",Hero,30,2,7,14,2.142857142857143
1265,"CURZON, DETECTIVE IN",Hero,34,3,7,21,1.619047619047619
1266,"CUSHING, KATE",Hero,5836,65,169,10985,0.5312699135184342
1267,"CUSSLER, PHILLIP",Hero,82,2,12,24,3.4166666666666665
1268,"CUSSLER, PHILLIP JR.",Hero,82,2,12,24,3.4166666666666665
1269,CUT,Hero,828,6,46,276,3.0
1270,CUTTER,Hero,153,1,17,17,9.0
1271,CUTTHROAT/DANIEL LEI,Hero,658,12,42,504,1.3055555555555556
1272,CY-PHYRR 4,Hero,64,5,9,45,1.4222222222222223
1273,CYANIDE JANE,Hero,439,6,35,210,2.0904761904761906
1274,CYBELE [ETERNAL],Hero,858,6,44,264,3.25
1275,CYBER,Hero,792,15,50,750,1.056
1276,CYBERMANCER/DR. SUZI,Hero,391,7,32,224,1.7455357142857142
1277,CYBERSLIK,Hero,239,3,22,66,3.621212121212121
1278,CYBERTOOTH/YEN HSIEH,Hero,237,3,20,60,3.95
1279,CYBORG X/,Hero,137,2,16,32,4.28125
1280,CYCLONE,Villain,874,5,52,260,3.3615384615384616
1281,CYCLONE II/PIERRE FR,Villain,3348,10,107,1070,3.1289719626168226
1282,CYCLOPS 2013,Hero,55,1,10,10,5.5
1283,CYCLOPS DOPPELGANGER,Villain,7130,5,127,635,11.228346456692913
1284,CYCLOPS II,Hero,66,1,11,11,6.0
1285,CYCLOPS | MUTANT X-V,Hero,103,2,14,28,3.6785714285714284
1286,CYCLOPS/SCOTT SUMMER,Hero,75258,585,1134,663390,0.11344458011124678
1287,CYLLA,Hero,10,1,4,4,2.5
1288,CYLLA II,Hero,758,5,44,220,3.4454545454545453
1289,CYNAS,Hero,1024,5,44,220,4.654545454545454
1290,CYPHER/DOUG RAMSEY,Hero,16624,114,323,36822,0.45146923035142034
1291,CYPRESS/,Hero,15,1,5,5,3.0
1292,CYRA [ASGARDIAN],Hero,370,2,27,54,6.851851851851852
1293,CYTTORAK,Hero,158,2,19,38,4.157894736842105
1294,"D'ALEXIS, AMBER",Hero,66,1,11,11,6.0
1295,"D'ANGELO, LIEUTENANT",Hero,561,15,40,600,0.935
1296,"D'AURIA, JACK",Hero,355,10,36,360,0.9861111111111112
1297,D'KAY,Villain,42,3,7,21,2.0
1298,D'KEN [SHI'AR],Villain,1885,9,69,621,3.035426731078905
1299,D'SPAYRE,Villain,1541,24,95,2280,0.6758771929824562
1300,D'SPRYTE,Hero,5,2,2,4,1.25
1301,D'WON,Hero,105,1,14,14,7.5
1302,D.K./DAVID KALEN,Villain,155,4,18,72,2.1527777777777777
1303,D.O.A.,Hero,849,15,44,660,1.2863636363636364
1304,"DA COSTA, EMMANUEL",Hero,1814,5,70,350,5.182857142857143
1305,"DABOIA, RUSSELL",Hero,276,1,23,23,12.0
1306,"DABUTA, NIGEL",Hero,36,1,8,8,4.5
1307,DADDY LONGLEGS/RAMSE,Hero,717,4,44,176,4.073863636363637
1308,DADDY WRONGLEGS,Villain,113,2,14,28,4.035714285714286
1309,DAGDA,Hero,55,1,10,10,5.5
1310,DAGGER/TANDY BOWEN,Hero,10421,113,255,28815,0.3616519174041298
1311,DAGGER/TANDY BOWEN |,Hero,105,1,14,14,7.5
1312,"DAHN, FARNOQ",Hero,207,4,18,72,2.875
1313,DAI-KUMO,Hero,35,3,7,21,1.6666666666666667
1314,"DAKESIAN, NANCI",Hero,820,1,40,40,20.5
1315,DAKIMH THE ENCHANTER,Hero,3092,10,88,880,3.5136363636363637
1316,DAKINI,Hero,220,3,22,66,3.3333333333333335
1317,"DAKOR, YOGI",Hero,570,3,36,108,5.277777777777778
1318,DAMAGE,Villain,19,2,5,10,1.9
1319,DAMBALLAH,Hero,9,2,3,6,1.5
1320,DAMBALLAH II,Hero,148,2,18,36,4.111111111111111
1321,"DAMIAN, DR. DANIEL",Hero,1255,10,63,630,1.992063492063492
1322,"DAMIAN, MARGO",Hero,1467,28,65,1820,0.8060439560439561
1323,DAN-FARR,Hero,2628,1,72,72,36.5
1324,DANGOR,Hero,84,3,11,33,2.5454545454545454
1325,DANIA,Hero,66,1,11,11,6.0
1326,"DANIELS, BRIE",Hero,101,3,14,42,2.4047619047619047
1327,"DANNING, SHEILA",Hero,150,2,17,34,4.411764705882353
1328,DANSEN MACABRE,Villain,2194,14,93,1302,1.685099846390169
1329,DANTE,Hero,55,1,10,10,5.5
1330,"DANTES, DR. EDWINA",Hero,136,1,16,16,8.5
1331,"DANVERS, JOE",Hero,40,2,9,18,2.2222222222222223
1332,"DANVERS, MRS. JOE",Hero,104,2,16,32,3.25
1333,"DANVILLE, SEN. OWEN",Hero,217,3,20,60,3.6166666666666667
1334,DARCO,Hero,398,5,26,130,3.0615384615384613
1335,"DARE, JOHNNY",Hero,91,1,13,13,7.0
1336,"DARE, KATHLEEN",Hero,851,15,46,690,1.2333333333333334
1337,"DARE, ROSSALYN",Hero,253,1,22,22,11.5
1338,DAREDEVIL DOPPELGANG,Hero,8238,7,147,1029,8.005830903790088
1339,DAREDEVIL | MUTANT X,Hero,1316,2,53,106,12.415094339622641
1340,DAREDEVIL/MATT MURDO,Hero,55416,619,998,617762,0.08970444928629472
1341,DARGIL,Hero,212,2,20,40,5.3
1342,DARIA,Hero,263,2,23,46,5.717391304347826
1343,DARK,Hero,516,4,32,128,4.03125
1344,DARK BEAST/HENRY MCC,Villain,7014,30,183,5490,1.2775956284153005
1345,DARK COUNSEL/VARTU,Hero,409,7,36,252,1.623015873015873
1346,DARK CRAWLER,Villain,473,5,34,170,2.7823529411764705
1347,DARK HUNTER,Hero,42,3,7,21,2.0
1348,DARK MASTER,Hero,224,2,20,40,5.6
1349,DARK MOTHER/FINALITY,Hero,333,8,31,248,1.342741935483871
1350,DARK ONE,Hero,45,1,9,9,5.0
1351,DARK RAIDER,Hero,321,4,25,100,3.21
1352,DARK WIND/KENJI OYAM,Hero,146,5,18,90,1.6222222222222222
1353,DARKHAWK DOPPELGANGE,Hero,4558,3,95,285,15.992982456140352
1354,DARKHAWK/CHRIS POWEL,Hero,18123,66,357,23562,0.7691622103386809
1355,DARKOTH/MAJOR DESMON,Villain,456,8,31,248,1.8387096774193548
1356,"DARKOVER, PROFESSOR",Hero,36,1,8,8,4.5
1357,DARKSTAR/LAYNIA SERG,Hero,21258,46,335,15410,1.3794938351719663
1358,DARLA,Hero,2791,15,98,1470,1.898639455782313
1359,"DARLEGUNG, GEN.",Hero,28,1,7,7,4.0
1360,"DARROW, MARISSA II",Hero,91,1,13,13,7.0
1361,"DAVID, PETER",Hero,105,1,14,14,7.5
1362,DAVIDOFF,Hero,94,3,13,39,2.41025641025641
1363,"DAVIS, ABBY",Hero,55,1,10,10,5.5
1364,"DAVIS, PRINCIPAL",Hero,57,2,10,20,2.85
1365,DAWN,Hero,36,1,8,8,4.5
1366,"DAWSON, DICTIONARY",Hero,91,1,13,13,7.0
1367,DAY,Hero,114,4,14,56,2.0357142857142856
1368,DAYDREAMER/CATHERINE,Hero,802,10,44,440,1.8227272727272728
1369,DAYTRIPPER/AMANDA SE,Hero,9036,58,241,13978,0.6464444126484475
1370,DAZZLER II/ALLISON B,Hero,22564,141,381,53721,0.420021965339439
1371,DAZZLER/BURTRAM WORT,Hero,456,7,31,217,2.1013824884792625
1372,DE LA COURTE,Hero,201,2,19,38,5.2894736842105265
1373,"DE LA FONTAINE, CONT",Hero,11254,86,270,23220,0.4846683893195521
1374,"DE LA JOYA, SISTER M",Hero,55,1,10,10,5.5
1375,"DE LA SALLE, BEATRIC",Hero,15,1,5,5,3.0
1376,"DE LA SPIROSA, COUNT",Hero,71,6,10,60,1.1833333333333333
1377,DEAD HEAD/,Hero,116,2,14,28,4.142857142857143
1378,DEAD RINGER/LOU,Hero,111,2,14,28,3.9642857142857144
1379,DEADAIR,Hero,190,1,19,19,10.0
1380,DEADBOLT,Hero,472,8,32,256,1.84375
1381,DEADEYE/,Hero,28,1,7,7,4.0
1382,DEADHEAD,Hero,328,2,27,54,6.074074074074074
1383,DEADLY DORIS,Hero,66,1,11,11,6.0
1384,DEADMAKER/GREGORI AN,Hero,36,1,8,8,4.5
1385,DEADPOOL/JACK/WADE W,Villain,4329,67,210,14070,0.3076759061833689
1386,"DEAN, BETTY",Hero,71,2,11,22,3.227272727272727
1387,"DEAN, DARBY",Hero,519,3,32,96,5.40625
1388,"DEAN, SUSAN",Hero,519,3,32,96,5.40625
1389,"DEANGELO, DEVLIN",Hero,52,4,9,36,1.4444444444444444
1390,DEATH,Hero,17482,42,289,12138,1.4402702257373539
1391,DEATH ADDER,Villain,3076,13,106,1378,2.2322206095791
1392,DEATH STING/MIRANDA,Hero,45,3,8,24,1.875
1393,DEATH'S HEAD,Villain,84,6,9,54,1.5555555555555556
1394,DEATH-STALKER,Villain,534,15,41,615,0.8682926829268293
1395,DEATHBIRD [SHI'AR],Villain,7976,41,208,8528,0.9352720450281425
1396,DEATHCHARGE,Hero,1,1,1,1,1.0
1397,DEATHCRY [SHI'AR],Hero,2436,26,104,2704,0.900887573964497
1398,DEATHLOK II/COL. JOH,Villain,227,4,24,96,2.3645833333333335
1399,DEATHLOK III DOPPELG,Villain,10,1,4,4,2.5
1400,DEATHLOK III/MICHAEL,Villain,6162,40,194,7760,0.7940721649484536
1401,DEATHLOK IV,Villain,162,3,16,48,3.375
1402,DEATHLOK | MUTANT X-,Villain,151,2,16,32,4.71875
1403,DEATHLOK/COLONEL LUT,Villain,542,25,48,1200,0.45166666666666666
1404,DEATHRAVEN/JOSHUA RA,Hero,46,3,9,27,1.7037037037037037
1405,DEATHSHIELD/,Hero,78,1,12,12,6.5
1406,DEATHSTROKE/,Hero,276,1,23,23,12.0
1407,DEATHTOLL,Villain,56,2,10,20,2.8
1408,DEATHUNT 9000,Hero,665,3,36,108,6.157407407407407
1409,DEATHURGE,Villain,3373,11,103,1133,2.977052074139453
1410,DEATHWATCH/STEPHAN L,Villain,461,16,40,640,0.7203125
1411,DECAY II/YOSHIRO HAC,Villain,707,6,39,234,3.0213675213675213
1412,DECAY/,Villain,853,4,43,172,4.959302325581396
1413,DECIBEL,Hero,136,1,16,16,8.5
1414,DEFENSOR,Hero,8702,4,138,552,15.764492753623188
1415,"DEGANN, KRIS",Hero,78,1,12,12,6.5
1416,DEIMOS,Hero,91,1,13,13,7.0
1417,"DEKKER, GENERAL LYLE",Hero,97,3,13,39,2.4871794871794872
1418,"DEL HIERRO, BLANCA",Hero,106,2,14,28,3.7857142857142856
1419,"DELACORTE, ARTHUR",Hero,204,3,19,57,3.5789473684210527
1420,"DELANY, CAPT.",Hero,576,2,35,70,8.228571428571428
1421,"DELAZNY, CHARLES L.",Hero,100,4,13,52,1.9230769230769231
1422,"DELAZNY, DORIAN",Hero,89,5,11,55,1.6181818181818182
1423,DELGADO,Hero,675,3,37,111,6.081081081081081
1424,"DELGADO, FATHER",Hero,1118,27,54,1458,0.766803840877915
1425,"DELGADO, LUZ",Hero,55,1,10,10,5.5
1426,"DELGADO, RUFUS",Hero,423,2,30,60,7.05
1427,DELILAH,Hero,1112,15,62,930,1.1956989247311829
1428,DELPHI,Hero,933,12,62,744,1.2540322580645162
1429,DELPHI II,Hero,91,1,13,13,7.0
1430,"DELPHIS, SIR",Hero,1127,7,58,406,2.7758620689655173
1431,DELPHOS,Hero,413,2,28,56,7.375
1432,DELUGE,Villain,219,2,20,40,5.475
1433,DELUGE II,Villain,238,2,21,42,5.666666666666667
1434,DEMEITYR,Hero,24,2,6,12,2.0
1435,DEMI-GOD,Hero,253,1,22,22,11.5
1436,DEMITRIUS,Hero,28,1,7,7,4.0
1437,DEMOGOBLIN,Villain,401,13,33,429,0.9347319347319347
1438,DEMOLITION MAN DOPPE,Hero,224,2,22,44,5.090909090909091
1439,DEMOLITION MAN/DENNI,Hero,6075,37,172,6364,0.954588309239472
1440,DEMON BEAR,Villain,537,4,39,156,3.4423076923076925
1441,DEMONICUS/DR. DOUGLA,Hero,582,14,40,560,1.0392857142857144
1442,DEMONSTAFF,Hero,210,1,20,20,10.5
1443,DENAK,Hero,120,1,15,15,8.0
1444,"DENNAGER, MICHAEL",Hero,66,1,11,11,6.0
1445,"DENNEHY, ROBERT",Hero,66,1,11,11,6.0
1446,"DENNIS, MARTY",Hero,281,3,25,75,3.7466666666666666
1447,"DEPALMA, MR.",Hero,45,1,9,9,5.0
1448,"DEPAUL, SHIELD SPECI",Hero,196,2,19,38,5.157894736842105
1449,DESADIA,Hero,7,3,2,6,1.1666666666666667
1450,DESAK/DESAK STERIXIA,Villain,78,1,12,12,6.5
1451,DESIGNATE/TARENE,Hero,802,9,43,387,2.0723514211886305
1452,DESOLATION/,Hero,45,1,9,9,5.0
1453,"DESTINE, ADAM",Hero,246,2,21,42,5.857142857142857
1454,"DESTINE, NEWTON",Hero,246,2,21,42,5.857142857142857
1455,DESTINY II/IRENE ADL,Villain,9978,42,238,9996,0.9981992797118847
1456,DESTINY/PAUL DESTINE,Villain,54,4,9,36,1.5
1457,DESTRAK,Hero,123,4,13,52,2.3653846153846154
1458,DESTROYER III,Villain,3774,38,132,5016,0.7523923444976076
1459,DESTRUCTOR/PROFESSOR,Hero,425,5,30,150,2.8333333333333335
1460,DETHSTRYK,Hero,10,1,4,4,2.5
1461,DEUCE,Hero,285,9,31,279,1.021505376344086
1462,"DEUTSCH, GEN.",Hero,166,3,18,54,3.074074074074074
1463,DEVASTATOR II/GREGOR,Hero,70,3,13,39,1.794871794871795
1464,DEVASTATOR/KIROV PET,Hero,10,1,4,4,2.5
1465,"DEVERAUX, INSPECTOR",Hero,150,2,16,32,4.6875
1466,"DEVEREAUX, IRIS",Hero,136,1,16,16,8.5
1467,"DEVEREAUX, MICHELLE",Hero,476,2,30,60,7.933333333333334
1468,DEVIL DINOSAUR,Hero,363,20,31,620,0.5854838709677419
1469,DEVIL DINOSAUR | MUT,Hero,1225,1,49,49,25.0
1470,DEVIL-SLAYER/ERIC SI,Hero,8794,27,160,4320,2.035648148148148
1471,"DEVILLE, ARCADIA",Hero,512,5,35,175,2.9257142857142857
1472,"DEVILLE, JENNIFER CR",Hero,36,1,8,8,4.5
1473,"DEVINE, ANTON",Hero,153,1,17,17,9.0
1474,DEVLOR,Hero,2201,24,89,2136,1.030430711610487
1475,"DEVOOR, ALBERT",Hero,68,2,11,22,3.090909090909091
1476,DEVOS THE DEVESTATOR,Villain,3619,7,95,665,5.442105263157894
1477,DEVOURER,Hero,166,3,23,69,2.4057971014492754
1478,"DEWITT, KEARSON",Villain,258,10,23,230,1.1217391304347826
1479,"DEWITT, LUCIUS",Hero,91,1,13,13,7.0
1480,"DEWOLFF, JEAN",Hero,3013,37,116,4292,0.7020037278657968
1481,"DEWOLFF, MEREDITH",Hero,10,1,4,4,2.5
1482,DEX,Hero,33,3,7,21,1.5714285714285714
1483,DEXAM,Hero,237,3,24,72,3.2916666666666665
1484,"DEZOAN, JOHN",Hero,25,2,6,12,2.0833333333333335
1485,DHEREK,Hero,52,2,9,18,2.888888888888889
1486,DIABLO/ESTEBAN DE AB,Villain,6799,29,174,5046,1.3474038842647642
1487,DIAMOND HEAD,Hero,10,1,4,4,2.5
1488,DIAMOND LIL/LILLIAN,Hero,2951,49,111,5439,0.5425629711343997
1489,"DIAMOND, BOB",Hero,1264,43,80,3440,0.3674418604651163
1490,"DIAMOND, CHUCKY",Hero,78,1,12,12,6.5
1491,"DIAMOND, KATHY",Hero,28,1,7,7,4.0
1492,DIAMONDBACK,Villain,23,2,6,12,1.9166666666666667
1493,DIAMONDBACK II/RACHE,Villain,9118,78,245,19110,0.4771323914181057
1494,"DIAMONDE, YVETTE",Hero,217,2,22,44,4.931818181818182
1495,DIAMONDHEAD/DYKER,Villain,1352,16,79,1264,1.0696202531645569
1496,"DIBBS, LIONEL",Hero,83,2,12,24,3.4583333333333335
1497,DIBDEB,Hero,231,1,21,21,11.0
1498,DICE/ROB FORTUNE,Hero,76,5,10,50,1.52
1499,"DICHINSON, RICKY",Hero,10,1,4,4,2.5
1500,DIE'ODE/,Hero,136,1,16,16,8.5
1501,"DIEGO, MANUEL",Hero,55,1,10,10,5.5
1502,"DIETZ, SUSAN",Hero,78,1,12,12,6.5
1503,DIGGER,Hero,718,8,41,328,2.1890243902439024
1504,DIGGER II/,Hero,169,2,20,40,4.225
1505,"DILLON, ANITA",Hero,210,1,20,20,10.5
1506,"DILLON, BERNIE",Hero,365,13,28,364,1.0027472527472527
1507,"DILLON, JONATHAN",Hero,210,1,20,20,10.5
1508,DINAH-SOAR,Hero,3203,12,104,1248,2.56650641025641
1509,DINU,Hero,439,7,28,196,2.239795918367347
1510,DIONYSUS [GREEK GOD],Hero,497,8,32,256,1.94140625
1511,"DIPALMA, JOHNNY",Hero,136,1,16,16,8.5
1512,DIRECTOR X,Hero,136,1,16,16,8.5
1513,DIRGE/,Hero,45,1,9,9,5.0
1514,"DIRKSON, GUS",Hero,136,1,16,16,8.5
1515,DIRT NAP,Hero,676,8,47,376,1.797872340425532
1516,DIRTY WOLFF,Hero,49,3,9,27,1.8148148148148149
1517,DISCUS,Hero,915,7,54,378,2.4206349206349205
1518,DISPROSIUM,Hero,728,2,39,78,9.333333333333334
1519,DISTORTER,Hero,6,1,3,3,2.0
1520,DIVINITY,Hero,331,6,26,156,2.121794871794872
1521,"DIXON, GENERAL",Hero,105,1,14,14,7.5
1522,DIZZIE,Hero,78,1,12,12,6.5
1523,DMITRI,Hero,312,2,26,52,6.0
1524,DOC,Hero,173,2,18,36,4.805555555555555
1525,DOC SAMSON | MUTANT,Hero,120,1,15,15,8.0
1526,DOC SAMSON/DR. LEONA,Hero,16828,129,307,39603,0.4249173042446279
1527,"DOCKERY, RUPERT",Hero,86,6,13,78,1.1025641025641026
1528,DOCTOR DREDD,Hero,105,5,15,75,1.4
1529,DOCTOR MANDIBUS,Hero,50,3,8,24,2.0833333333333335
1530,"DOCTOR, DR. JOSHUA",Hero,45,1,9,9,5.0
1531,DOGGEREL,Hero,15,1,5,5,3.0
1532,"DOLAN, CAPT. THOMAS",Hero,247,8,25,200,1.235
1533,"DOLAN, STACY",Hero,578,19,49,931,0.6208378088077336
1534,DOLLAR BILL,Hero,1388,17,60,1020,1.3607843137254902
1535,DOLMAN,Hero,278,4,26,104,2.673076923076923
1536,"DOMANI, DINO",Hero,6,1,3,3,2.0
1537,DOMINA,Hero,1338,7,69,483,2.770186335403727
1538,DOMINEX,Hero,153,1,17,17,9.0
1539,DOMINO,Hero,32,3,7,21,1.5238095238095237
1540,DOMINO II,Hero,21,1,6,6,3.5
1541,DOMINO III/BEATRICE/,Hero,10579,87,334,29058,0.3640649735012733
1542,DOMINUS,Hero,45,1,9,9,5.0
1543,DOMINUS II,Hero,92,3,12,36,2.5555555555555554
1544,DOMO,Hero,902,9,51,459,1.9651416122004357
1545,"DON, GAI NO",Hero,32,2,7,14,2.2857142857142856
1546,"DONALDSON, LINDA",Hero,400,7,30,210,1.9047619047619047
1547,DONAR,Hero,153,2,17,34,4.5
1548,"DONLEAVY, HANNAH",Hero,306,5,28,140,2.1857142857142855
1549,"DONNELY, VICTORIA TO",Hero,230,2,21,42,5.476190476190476
1550,"DONOHUE, TREVOR",Hero,122,3,16,48,2.5416666666666665
1551,DONYELL,Hero,191,3,19,57,3.3508771929824563
1552,"DOOM, DR. BOB",Hero,10,1,4,4,2.5
1553,DOOMSDAY MAN,Hero,535,6,34,204,2.622549019607843
1554,DOOMSDAY MAN II,Hero,66,1,11,11,6.0
1555,DOOP,Hero,170,2,21,42,4.0476190476190474
1556,DOORMAN,Hero,3203,12,104,1248,2.56650641025641
1557,DOPPELGANGER,Villain,4558,8,111,888,5.132882882882883
1558,"DORCAS, LEMUEL DR.",Hero,235,10,24,240,0.9791666666666666
1559,DORMA II [ATLANTEAN],Hero,831,8,45,360,2.308333333333333
1560,DORMA [ATLANTEAN],Hero,1894,66,83,5478,0.3457466228550566
1561,DORMAMMU,Villain,3926,67,154,10318,0.38050009691800735
1562,"DORNOVA-BLONSKY, NAD",Hero,479,7,36,252,1.9007936507936507
1563,DORREK II,Hero,78,1,12,12,6.5
1564,DORREK [SKRULL],Hero,1148,12,65,780,1.471794871794872
1565,DOUGHBOY,Villain,578,5,40,200,2.89
1566,DOUGLOCK 2013,Hero,45,1,9,9,5.0
1567,"DOVER, DONNA-LEE",Hero,293,9,25,225,1.3022222222222222
1568,DOVINIA,Hero,21,1,6,6,3.5
1569,DR. ANGST/FLOYD MANG,Villain,88,3,11,33,2.6666666666666665
1570,DR. BONG,Villain,119,13,19,247,0.4817813765182186
