,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
1131,COMMANDER COURAGE/,Hero,96921,na,1950,1900275.0,0.051003670521371905
1132,COMMANDO/M-NELL,Hero,93268,na,1878,1762503.0,0.05291792411133485
1133,COMMCAST/GARABED BAS,Hero,104199,na,2263,2559453.0,0.0407114332632793
1134,COMPUTO,Villain,85674,na,1625,1319500.0,0.06492913982569155
1135,"CONAN, NEAL",Hero,144539,na,4103,8415253.0,0.01717583535515807
1136,"CONCIERGE, LE/",Hero,59960,na,1225,749700.0,0.07997865812991864
1137,CONDOR,Hero,83618,na,1741,1514670.0,0.0552054242838374
1138,"CONKLIN, CAPT.",Hero,95389,na,1924,1849926.0,0.051563684168988384
1139,"CONNORS, BILLY",Hero,137531,na,3878,7517503.0,0.018294771548478264
1140,"CONNORS, MARTHA",Hero,137531,na,3878,7517503.0,0.018294771548478264
1141,"CONOVER, ALYSSA",Hero,84079,na,1721,1480060.0,0.05680783211491426
1142,"CONOVER, HANNAH",Hero,88740,na,1969,1937496.0,0.04580138488027846
1143,"CONOVER, REV. WILLIA",Hero,88740,na,1969,1937496.0,0.04580138488027846
1144,"CONOWAY, SEKMEHT",Hero,81261,na,1707,1456071.0,0.05580840494728623
1145,CONQUEST/BRIDGET MAL,Hero,144111,na,4010,8038045.0,0.017928613238666864
1146,"CONRAD, LUTHER DUTCH",Hero,8140,na,261,33930.0,0.23990568818155025
1147,"CONROY, KAREN",Hero,46944,na,838,350703.0,0.1338568532347884
1148,CONSTRICTOR/FRANK PA,Villain,162853,na,5497,15105756.0,0.010780857310286225
1149,CONSUELA,Hero,131657,na,3386,5730805.0,0.022973561305959633
1150,CONSUMPTION,Hero,37104,na,650,210925.0,0.17591086879222473
1151,CONTEMPLATOR/TATH KI,Hero,152356,na,4526,10240075.0,0.014878406652295027
1152,"CONTONI, PAUL",Hero,83100,na,1944,1888596.0,0.04400094038110851
1153,"CONTRARES, ANASTASIA",Hero,87266,na,1778,1579753.0,0.05524028123383846
1154,CONTROLLER/BASIL SAN,Villain,152633,na,4725,11160450.0,0.013676240653378672
1155,CONUNDRUM/,Hero,82222,na,1864,1736316.0,0.04735428343688591
1156,"CONWAY, GERRY",Hero,123394,na,2878,4140003.0,0.029805292411623857
1157,"COOPER, COLE",Hero,93064,na,2186,2388205.0,0.03896817902985715
1158,"COOPER, DR. VALERIE",Hero,168722,na,5996,17973010.0,0.009387520509920153
1159,"COOPER, ROGER CAPS",Hero,128584,na,3340,5576130.0,0.023059720630616575
1160,"COOPER, TERI",Hero,27317,na,528,139128.0,0.19634437352653672
1161,"COOPER, WHITNEY III",Hero,84079,na,1721,1480060.0,0.05680783211491426
1162,COPPERHEAD II/,Hero,51148,na,1026,525825.0,0.09727190605239386
1163,COPPERHEAD III/DAVIS,Hero,149475,na,4326,9354975.0,0.015978129284150946
1164,COPPERHEAD IV/,Hero,88796,na,2108,2220778.0,0.039984185722300926
1165,COPPERHEAD/LAWRENCE,Hero,71182,na,1488,1106328.0,0.06434077416462387
1166,"COPPERSMITH, ALFRED",Hero,63129,na,1360,924120.0,0.0683125568108038
1167,COPPER,Hero,38374,na,762,289941.0,0.132351064526921
1168,COPYCAT/VANESSA,Hero,155402,na,4759,11321661.0,0.013726077825506345
1169,CORAL,Hero,92231,na,1919,1840321.0,0.05011680027560409
1170,"CORBEAU, DR. PETER",Hero,165604,na,5680,16128360.0,0.010267875965070224
1171,"CORD, EDWIN",Hero,130092,na,3268,5338278.0,0.02436965628241916
1172,CORDITE,Hero,13400,na,431,92665.0,0.14460691739060055
1173,"CORD, JANICE",Hero,146076,na,4132,8534646.0,0.017115648381901254
1174,"CORDOVA, JUAN",Hero,19381,na,454,102831.0,0.18847429277163502
1175,"CORNELIUS, DR.",Hero,105454,na,2416,2917320.0,0.03614756008939712
1176,CORONA/DAGNY FORREST,Hero,79354,na,1807,1631721.0,0.0486320884513958
1177,CORONARY/JIMMY SHARP,Hero,103705,na,2308,2662278.0,0.038953482694143886
1178,CORONER,Hero,54970,na,1057,558096.0,0.0984955993234139
1179,"CORRIGAN, ARCHIBALD",Hero,111603,na,2665,3549780.0,0.03143941314673022
1180,CORRUPTOR/JACKSON DA,Villain,140171,na,3848,7401628.0,0.018937860697673538
1181,CORSAIR,Hero,159512,na,5091,12956595.0,0.012311259246738824
1182,"CORSI, TOM",Hero,152727,na,4560,10394520.0,0.014693030558409623
1183,"CORTES, MARIA PILAR",Hero,91825,na,1869,1745646.0,0.05260230310154521
1184,"CORTEZ, FABIAN",Villain,152325,na,4618,10660653.0,0.014288524352119894
1185,COSMIC MESSIAH,Hero,83802,na,1795,1610115.0,0.05204721401887443
1186,COTTONMOUTH II,Villain,153660,na,4674,10920801.0,0.01407039648465346
1187,COTTONMOUTH,Villain,33053,na,633,200028.0,0.1652418661387406
1188,COUNTERWEIGHT II/KAT,Hero,158785,na,5104,13022856.0,0.012192793961631764
1189,COUNTERWEIGHT/JACK P,Hero,159042,na,5115,13079055.0,0.012160052847854834
1190,"COUNT NEFARIA, LUCHI",Villain,155448,na,4790,11469655.0,0.013552979579595026
1191,COURIER/JACOB GAVIN,Hero,103650,na,2305,2655360.0,0.03903425524222704
1192,"COURTNEY, DELPHINE",Hero,86125,na,1817,1649836.0,0.052202158275125525
1193,"COVEY, LAWRENCE K.",Hero,211,na,22,231.0,0.9134199134199135
1194,"COWAN, EARL",Hero,59002,na,1046,546535.0,0.10795648952034179
1195,"COWEN, BUCK",Hero,112698,na,2806,3935415.0,0.028636878194548732
1196,"COWEN, ELAINE",Hero,84133,na,1792,1604736.0,0.05242793830262423
1197,"COY, GENERAL NGUYEN",Hero,144287,na,4269,9110046.0,0.0158382295764478
1198,COYOTE,Hero,64150,na,1272,808356.0,0.07935859942896446
1199,"CRAIG, REV.",Hero,100941,na,2306,2657665.0,0.0379810848997146
1200,"CRANDAL, BEN",Hero,77716,na,1592,1266436.0,0.061365911897640305
1201,CRANUS,Hero,62830,na,1135,643545.0,0.09763109028894638
1202,"CRAWFORD, GEN.",Hero,109510,na,2597,3370906.0,0.03248681511736014
1203,"CRAWLEY, BETRAND",Hero,141631,na,4059,8235711.0,0.01719717945420863
1204,CRAZY EIGHT/LESLIE A,Hero,88555,na,1913,1828828.0,0.04842172145220874
1205,"CREED, GRAYDON",Villain,142099,na,4002,8006001.0,0.017749060985628156
1206,"CREED, GRAYDON | MUT",Villain,47415,na,896,400960.0,0.11825369114126097
1207,CREED,Hero,60757,na,1262,795691.0,0.0763575307500022
1208,CREEP/,Hero,81708,na,1857,1723296.0,0.04741379310344827
1209,CRIMEBUSTER/FRANK MO,Hero,109322,na,2472,3054156.0,0.0357945042754856
1210,CRIME-BUSTER/,Hero,41903,na,835,348195.0,0.12034348569048953
1211,CRIME-MASTER/NICK LU,Villain,96882,na,2264,2561716.0,0.03781918058051712
1212,CRIME-WAVE/HOLLIS,Villain,52294,na,1069,570846.0,0.09160789424818602
1213,CRIMEWAVE/,Villain,82419,na,1910,1823095.0,0.04520828590940132
1214,CRIMSON COMMANDO/FRA,Hero,137325,na,3745,7010640.0,0.019588083256307554
1215,CRIMSON COWL II/,Villain,154278,na,4737,11217216.0,0.013753680057511597
1216,CRIMSON CRUSADER/ROR,Hero,104772,na,2311,2669205.0,0.03925213687221476
1217,CRIMSON DAFFODIL,Hero,37761,na,835,348195.0,0.10844785249644595
1218,CRIMSON DYNAMO II/BO,Villain,87228,na,1843,1697403.0,0.05138909263150825
1219,CRIMSON DYNAMO III/A,Villain,126011,na,3191,5089645.0,0.024758308290656814
1220,CRIMSON DYNAMO IV/YU,Villain,101371,na,2068,2137278.0,0.04742995529828127
1221,CRIMSON DYNAMO/PROF.,Villain,87228,na,1843,1697403.0,0.05138909263150825
1222,CRIMSON DYNAMO V/DIM,Villain,165474,na,5722,16367781.0,0.010109739371512851
1223,CRIMSON DYNAMO VIII/,Villain,36138,na,668,222778.0,0.1622152995358608
1224,CRIMSON DYNAMO VI/VA,Villain,121501,na,3033,4598028.0,0.0264245889759697
1225,CRIMSON,Hero,99525,na,2133,2273778.0,0.04377076390043355
1226,CRIPPLER/KARL STRIKL,Hero,131750,na,3642,6630261.0,0.019871012619261896
1227,CRITICAL MASS,Hero,106871,na,2478,3069003.0,0.03482270952488479
1228,CRITIC,Hero,66618,na,1168,681528.0,0.09774800154945945
1229,CRIX,Hero,35775,na,688,236328.0,0.15137859246471005
1230,"CROIX, ASHLEY",Hero,86705,na,2001,2001000.0,0.043330834582708644
1231,"CROMWELL, HAMILTON",Hero,80448,na,1815,1646205.0,0.048868761788477134
1232,"CROSSAN, ANNIE",Hero,74594,na,1421,1008910.0,0.0739352370379915
1233,CROSSBONES/BROCK BIN,Villain,149561,na,4413,9735078.0,0.01536310238089515
1234,CROSSBONES II/,Villain,338,na,35,595.0,0.5680672268907563
1235,CROSSBOW,Villain,93956,na,2102,2208151.0,0.04254962636160299
1236,CROSSFIRE,Villain,121674,na,2974,4420851.0,0.02752275523422979
1237,"CROSS, GENEVIEVE",Hero,60980,na,1196,714610.0,0.08533325870054995
1238,"CROSS, HAROLD",Hero,3770,na,139,9591.0,0.3930768428735273
1239,"CROSS, JASON",Hero,30913,na,745,277140.0,0.11154290250414953
1240,CROSS/,Hero,56281,na,1090,593505.0,0.09482818173393653
1241,"CROSS, STANLEY",Hero,56364,na,1189,706266.0,0.07980562564246332
1242,"CROSS-WALLACE, SIR G",Hero,14242,na,290,41905.0,0.3398639780455793
1243,CROTUS,Hero,80489,na,1684,1417086.0,0.05679895221602641
1244,"CROWE, GERONIMO",Hero,80524,na,1618,1308153.0,0.0615554908332588
1245,"CROWLEY, SEN.",Hero,77774,na,1580,1247410.0,0.06234838585549258
1246,CROWLEY,Hero,6664,na,208,21528.0,0.3095503530286139
1247,CROWN,Hero,84930,na,1977,1953276.0,0.04348079841251313
1248,"CROW, REV. JOSHUA",Hero,24255,na,466,108345.0,0.223868198809359
1249,CR'REEE,Hero,152889,na,4564,10412766.0,0.014682842195820016
1250,CRUCIBLE/BYRON CALLE,Hero,147647,na,4280,9157060.0,0.016123843242263347
1251,CRULE,Hero,57270,na,1329,882456.0,0.06489841986455983
1252,CRUSADER II/ARTHUR B,Villain,89353,na,1748,1526878.0,0.05852006512635587
1253,CRUSADER X/BRIAN BRA,Villain,87960,na,1673,1398628.0,0.06289020382832318
1254,CRUSHER/EL PROFESSOR,Villain,89108,na,1898,1800253.0,0.04949748729761872
1255,CRUSHER II/JUAN APON,Villain,52219,na,1063,564453.0,0.09251257412043164
1256,CRUSHTACEAN,Hero,29739,na,698,243253.0,0.12225542953221542
1257,CRUX/CRISTAL LEMIUEX,Hero,87807,na,1821,1657110.0,0.052988033383420535
1258,CRYSTAL [INHUMAN],Hero,170073,na,6170,19031365.0,0.008936458314997373
1259,CUDGEL/,Hero,91393,na,1885,1775670.0,0.05146958612805307
1260,CUEBALL/,Hero,81549,na,1641,1345620.0,0.060603290676416816
1261,CUFFS/,Hero,84067,na,1700,1444150.0,0.058212097081328115
1262,"CUMMINGS, DIANE",Hero,103165,na,2177,2368576.0,0.043555706044475666
1263,CURSED LOTUS,Hero,2406,na,128,8128.0,0.29601377952755903
1264,"CURSON, LT. TARA",Hero,107597,na,2514,3158841.0,0.03406217660211451
1265,"CURZON, DETECTIVE IN",Hero,72159,na,1415,1000405.0,0.07212978743608839
1266,"CUSHING, KATE",Hero,158578,na,5115,13079055.0,0.012124576278637868
1267,"CUSSLER, PHILLIP JR.",Hero,82809,na,1923,1848003.0,0.04480999219157112
1268,"CUSSLER, PHILLIP",Hero,82809,na,1923,1848003.0,0.04480999219157112
1269,CUT,Hero,104478,na,2278,2593503.0,0.040284510949090864
1270,CUTTER,Hero,98489,na,2104,2212356.0,0.04451769968305282
1271,CUTTHROAT/DANIEL LEI,Hero,134181,na,3443,5925403.0,0.022645042033427938
1272,CYANIDE JANE,Hero,88349,na,1810,1637145.0,0.05396528713095053
1273,CYBELE [ETERNAL],Hero,123397,na,3056,4668040.0,0.026434435009125887
1274,CYBERMANCER/DR. SUZI,Hero,111850,na,2614,3415191.0,0.03275073048623049
1275,CYBER,Hero,118865,na,2881,4148640.0,0.02865155810096803
1276,CYBERSLIK,Hero,8480,na,242,29161.0,0.2907993553033161
1277,CYBERTOOTH/YEN HSIEH,Hero,104853,na,2357,2776546.0,0.037763825990997445
1278,CYBORG X/,Hero,100549,na,2532,3204246.0,0.031379925261668426
1279,CYCLONE,Villain,118552,na,2974,4420851.0,0.026816556359850172
1280,CYCLONE II/PIERRE FR,Villain,145584,na,4016,8062120.0,0.018057781327988173
1281,CYCLOPS 2013,Hero,33155,na,553,152628.0,0.21722750740362187
1282,CYCLOPS DOPPELGANGER,Villain,162434,na,5400,14577300.0,0.011142941422622845
1283,CYCLOPS II,Hero,90986,na,1900,1804050.0,0.05043430060142457
1284,CYCLOPS | MUTANT X-V,Hero,41081,na,785,307720.0,0.13350123488886
1285,CYCLOPS/SCOTT SUMMER,Hero,171141,na,6322,19980681.0,0.00856532367440329
1286,CYLLA II,Hero,104328,na,2392,2859636.0,0.03648296496477174
1287,CYLLA,Hero,59065,na,1029,528906.0,0.11167390802902595
1288,CYNAS,Hero,112278,na,2599,3376101.0,0.03325670647886423
1289,CYPHER/DOUG RAMSEY,Hero,166933,na,5747,16511131.0,0.010110331024567609
1290,CY-PHYRR 4,Hero,51343,na,996,495510.0,0.10361647595406753
1291,CYPRESS/,Hero,55406,na,1024,523776.0,0.1057818609481916
1292,CYRA [ASGARDIAN],Hero,95613,na,1888,1781328.0,0.053675123278812215
1293,CYTTORAK,Hero,74398,na,1539,1183491.0,0.06286317344196111
1294,"DABOIA, RUSSELL",Hero,112169,na,2606,3394315.0,0.033046137438629004
1295,"DABUTA, NIGEL",Hero,91660,na,1998,1995003.0,0.04594479306547409
1296,"DA COSTA, EMMANUEL",Hero,138299,na,3818,7286653.0,0.01897977027312814
1297,DADDY LONGLEGS/RAMSE,Hero,127095,na,3330,5542785.0,0.02292980875137679
1298,DADDY WRONGLEGS,Villain,115465,na,2904,4215156.0,0.027392817727267982
1299,DAGDA,Hero,25121,na,559,155961.0,0.16107231936189176
1300,DAGGER/TANDY BOWEN,Hero,165099,na,5762,16597441.0,0.009947256327044633
1301,DAGGER/TANDY BOWEN |,Hero,66270,na,1309,856086.0,0.07741044708125118
1302,"DAHN, FARNOQ",Hero,103421,na,2183,2381653.0,0.0434240420413889
1303,DAI-KUMO,Hero,72692,na,1393,969528.0,0.07497668968817817
1304,"DAKESIAN, NANCI",Hero,133338,na,3730,6954585.0,0.01917267529263069
1305,DAKIMH THE ENCHANTER,Hero,158887,na,5173,13377378.0,0.011877290153571201
1306,DAKINI,Hero,120336,na,3018,4552653.0,0.026432060602905604
1307,"DAKOR, YOGI",Hero,110680,na,2491,3101295.0,0.03568831729970867
1308,"D'ALEXIS, AMBER",Hero,93872,na,2059,2118711.0,0.04430618427902626
1309,DAMAGE,Villain,16937,na,541,146070.0,0.11595125624700486
1310,DAMBALLAH II,Hero,128113,na,3227,5205151.0,0.02461273457772887
1311,DAMBALLAH,Hero,8000,na,180,16110.0,0.4965859714463066
1312,"DAMIAN, DR. DANIEL",Hero,115168,na,2635,3470295.0,0.03318680400369421
1313,"DAMIAN, MARGO",Hero,94540,na,1872,1751256.0,0.053984111974491454
1314,DAN-FARR,Hero,156267,na,4907,12036871.0,0.012982360615146578
1315,"D'ANGELO, LIEUTENANT",Hero,126789,na,3205,5134410.0,0.024693976523105867
1316,DANGOR,Hero,88934,na,1821,1657110.0,0.05366813307505235
1317,DANIA,Hero,86000,na,1927,1855701.0,0.04634367282229195
1318,"DANIELS, BRIE",Hero,87101,na,1870,1747515.0,0.04984277674297503
1319,"DANNING, SHEILA",Hero,129410,na,3235,5230995.0,0.024739079276504757
1320,DANSEN MACABRE,Villain,136544,na,3768,7097028.0,0.01923960283093148
1321,DANTE,Hero,108237,na,2418,2922153.0,0.03704015498161801
1322,"DANTES, DR. EDWINA",Hero,87209,na,1776,1576200.0,0.055328638497652585
1323,"DANVERS, JOE",Hero,82386,na,1679,1408681.0,0.05848449719986285
1324,"DANVERS, MRS. JOE",Hero,83239,na,1703,1449253.0,0.057435796234335895
1325,"DANVILLE, SEN. OWEN",Hero,52296,na,1155,666435.0,0.07847126876589615
1326,DARCO,Hero,98949,na,2262,2557191.0,0.038694411172258934
1327,DAREDEVIL DOPPELGANG,Hero,162921,na,5453,14864878.0,0.010960130315230304
1328,DAREDEVIL/MATT MURDO,Hero,170660,na,6268,19640778.0,0.00868906516839608
1329,DAREDEVIL | MUTANT X,Hero,41081,na,785,307720.0,0.13350123488886
1330,"DARE, JOHNNY",Hero,99194,na,2176,2366400.0,0.04191768086544963
1331,"DARE, KATHLEEN",Hero,135856,na,3771,7108335.0,0.019112211228086463
1332,"DARE, ROSSALYN",Hero,96483,na,2081,2164240.0,0.04458054559568255
1333,DARGIL,Hero,49633,na,915,418155.0,0.11869522067176047
1334,DARIA,Hero,66181,na,1345,903840.0,0.07322203044786688
1335,DARK BEAST/HENRY MCC,Villain,161782,na,5250,13778625.0,0.011741519926698056
1336,DARK COUNSEL/VARTU,Hero,61520,na,1158,669903.0,0.091834190920178
1337,DARK CRAWLER,Villain,131413,na,3616,6535920.0,0.020106274250602824
1338,DARKHAWK/CHRIS POWEL,Hero,168757,na,5976,17853300.0,0.009452426162110086
1339,DARKHAWK DOPPELGANGE,Hero,161672,na,5342,14265811.0,0.011332829237678812
1340,DARK HUNTER,Hero,47584,na,895,400065.0,0.11894067214077712
1341,DARK MASTER,Hero,4307,na,178,15753.0,0.27340823970037453
1342,DARK MOTHER/FINALITY,Hero,101431,na,2179,2372931.0,0.042745027141539306
1343,DARK,Hero,64189,na,1321,871860.0,0.07362305874796413
1344,DARK ONE,Hero,91306,na,1877,1760626.0,0.0518599634448202
1345,DARKOTH/MAJOR DESMON,Villain,135689,na,3564,6349266.0,0.021370816721176904
1346,"DARKOVER, PROFESSOR",Hero,23865,na,449,100576.0,0.23728324848870505
1347,DARK RAIDER,Hero,101580,na,2235,2496495.0,0.040689046042551656
1348,DARKSTAR/LAYNIA SERG,Hero,169627,na,6124,18748626.0,0.009047436329467556
1349,DARK WIND/KENJI OYAM,Hero,129252,na,3329,5539456.0,0.023332977101000532
1350,DARLA,Hero,152910,na,4768,11364528.0,0.013455024264976074
1351,"DARLEGUNG, GEN.",Hero,21,na,7,21.0,1.0
1352,"DARROW, MARISSA II",Hero,96607,na,1953,1906128.0,0.05068232563605382
1353,"D'AURIA, JACK",Hero,99011,na,2209,2438736.0,0.04059931046246908
1354,DAVIDOFF,Hero,81112,na,1691,1428895.0,0.05676554260460006
1355,"DAVID, PETER",Hero,111882,na,2538,3219453.0,0.03475186623317688
1356,"DAVIS, ABBY",Hero,94837,na,2076,2153850.0,0.0440313856582399
1357,"DAVIS, PRINCIPAL",Hero,81633,na,1879,1764381.0,0.04626721779479602
1358,DAWN,Hero,18048,na,453,102378.0,0.17628787434800444
1359,"DAWSON, DICTIONARY",Hero,92176,na,1937,1875016.0,0.049160113833695285
1360,DAYDREAMER/CATHERINE,Hero,108807,na,2559,3272961.0,0.03324420914273039
1361,DAY,Hero,48786,na,1132,640146.0,0.07621073942506866
1362,DAYTRIPPER/AMANDA SE,Hero,158752,na,5143,13222653.0,0.012006062626010075
1363,DAZZLER/BURTRAM WORT,Hero,106113,na,2357,2776546.0,0.03821762722461648
1364,DAZZLER II/ALLISON B,Hero,168157,na,5955,17728035.0,0.00948537161619999
1365,DEADAIR,Hero,96523,na,2008,2015028.0,0.04790156762089658
1366,DEADBOLT,Hero,106496,na,2460,3024570.0,0.03521029435589191
1367,DEADEYE/,Hero,83117,na,1691,1428895.0,0.05816872478383646
1368,DEAD HEAD/,Hero,72002,na,1452,1053426.0,0.06835031601650235
1369,DEADHEAD,Hero,112404,na,2587,3344991.0,0.03360367785742921
1370,DEADLY DORIS,Hero,39708,na,742,274911.0,0.14443947313857938
1371,DEADMAKER/GREGORI AN,Hero,80890,na,1839,1690041.0,0.04786274415827782
1372,DEADPOOL/JACK/WADE W,Villain,160985,na,5265,13857480.0,0.011617191581730588
1373,DEAD RINGER/LOU,Hero,103579,na,2174,2362051.0,0.04385129702957303
1374,"DEAN, BETTY",Hero,102112,na,2201,2421100.0,0.04217587047209946
1375,"DEAN, DARBY",Hero,117123,na,2732,3730546.0,0.03139567237610795
1376,"DEANGELO, DEVLIN",Hero,65485,na,1233,759528.0,0.0862180196121802
1377,"DEAN, SUSAN",Hero,117123,na,2732,3730546.0,0.03139567237610795
1378,DEATH,Hero,169453,na,6072,18431556.0,0.00919363508973415
1379,DEATH ADDER,Villain,144934,na,4266,9097245.0,0.015931636445978975
1380,DEATHBIRD [SHI'AR],Villain,159345,na,5037,12683166.0,0.012563503465932718
1381,DEATHCHARGE,Hero,0,na,1,0.0,
1382,DEATHCRY [SHI'AR],Hero,147130,na,4319,9324721.0,0.01577848817138872
1383,DEATHLOK/COLONEL LUT,Villain,136364,na,3733,6965778.0,0.019576277050460122
1384,DEATHLOK II/COL. JOH,Villain,56364,na,1189,706266.0,0.07980562564246332
1385,DEATHLOK III DOPPELG,Villain,13293,na,288,41328.0,0.32164634146341464
1386,DEATHLOK III/MICHAEL,Villain,164814,na,5647,15941481.0,0.010338688105578146
1387,DEATHLOK IV,Villain,102590,na,2297,2636956.0,0.03890470679070868
1388,DEATHLOK | MUTANT X-,Villain,41081,na,785,307720.0,0.13350123488886
1389,DEATHRAVEN/JOSHUA RA,Hero,9589,na,286,40755.0,0.23528401423138265
1390,DEATH'S HEAD,Villain,46976,na,1046,546535.0,0.08595240926930571
1391,DEATHSHIELD/,Hero,85509,na,1940,1880830.0,0.04546343901362696
1392,DEATH-STALKER,Villain,133705,na,3603,6489003.0,0.020604860253570542
1393,DEATH STING/MIRANDA,Hero,31288,na,637,202566.0,0.15445830001086067
1394,DEATHSTROKE/,Hero,108164,na,2366,2797795.0,0.03866044510051666
1395,DEATHTOLL,Villain,19182,na,493,121278.0,0.15816553703062386
1396,DEATHUNT 9000,Hero,134948,na,3652,6666726.0,0.02024201984602337
1397,DEATHURGE,Villain,160515,na,5170,13361865.0,0.012012918855264591
1398,DEATHWATCH/STEPHAN L,Villain,110645,na,2695,3630165.0,0.03047933082931492
1399,DECAY/,Villain,109768,na,2330,2713285.0,0.04045575750427987
1400,DECAY II/YOSHIRO HAC,Villain,143972,na,4003,8010003.0,0.017974025727580875
1401,DECIBEL,Hero,63592,na,1233,759528.0,0.08372568226582826
1402,DEFENSOR,Hero,164504,na,5664,16037616.0,0.010257384888128012
1403,"DEGANN, KRIS",Hero,115543,na,2607,3396921.0,0.03401403800677143
1404,DEIMOS,Hero,59235,na,1174,688551.0,0.08602848590736198
1405,"DEKKER, GENERAL LYLE",Hero,114921,na,2705,3657160.0,0.03142356363954544
1406,"DELACORTE, ARTHUR",Hero,44287,na,963,463203.0,0.09561034794679654
1407,DE LA COURTE,Hero,44287,na,963,463203.0,0.09561034794679654
1408,"DE LA FONTAINE, CONT",Hero,165877,na,5836,17026530.0,0.00974226692109314
1409,"DE LA JOYA, SISTER M",Hero,86607,na,1755,1539135.0,0.056269917843464023
1410,"DELANY, CAPT.",Hero,104680,na,2408,2898028.0,0.03612111408171349
1411,"DE LA SALLE, BEATRIC",Hero,106542,na,2355,2771835.0,0.03843735287273593
1412,"DE LA SPIROSA, COUNT",Hero,79706,na,1627,1322751.0,0.060257750702891175
1413,"DELAZNY, CHARLES L.",Hero,105088,na,2215,2452005.0,0.04285798764684411
1414,"DELAZNY, DORIAN",Hero,57876,na,1112,617716.0,0.0936935420160721
1415,"DELGADO, FATHER",Hero,152493,na,4613,10637578.0,0.01433531204189525
1416,"DELGADO, LUZ",Hero,7902,na,297,43956.0,0.17977067977067976
1417,"DELGADO, RUFUS",Hero,99688,na,2154,2318781.0,0.04299155461425637
1418,DELGADO,Hero,121963,na,3029,4585906.0,0.026595180974053983
1419,"DEL HIERRO, BLANCA",Hero,113827,na,2875,4131375.0,0.027551844119693806
1420,DELILAH,Hero,92360,na,2195,2407915.0,0.038356835685645047
1421,DELPHI,Hero,135063,na,3703,6854253.0,0.019704991922533353
1422,DELPHI II,Hero,83406,na,1608,1292028.0,0.06455432854396344
1423,"DELPHIS, SIR",Hero,119066,na,2689,3614016.0,0.03294562060599621
1424,DELPHOS,Hero,45605,na,838,350703.0,0.13003880776611548
1425,DELUGE II,Villain,95152,na,2003,2005003.0,0.04745728560007142
1426,DELUGE,Villain,124387,na,3045,4634490.0,0.0268394149086523
1427,DEMEITYR,Hero,39714,na,680,230860.0,0.17202633630771896
1428,DEMI-GOD,Hero,95614,na,1957,1913946.0,0.049956477350980646
1429,DEMITRIUS,Hero,77293,na,1574,1237951.0,0.062436235359880965
1430,DEMOGOBLIN,Villain,111827,na,2953,4358628.0,0.025656468044531443
1431,DEMOLITION MAN/DENNI,Hero,157788,na,5057,12784096.0,0.012342523084933029
1432,DEMOLITION MAN DOPPE,Hero,107248,na,2305,2655360.0,0.040389250421788384
1433,DEMON BEAR,Villain,96879,na,2038,2075703.0,0.0466728621580255
1434,DEMONICUS/DR. DOUGLA,Hero,121299,na,3073,4720128.0,0.02569824377643996
1435,DEMONSTAFF,Hero,61366,na,1094,597871.0,0.10264087068949657
1436,DENAK,Hero,56455,na,1127,634501.0,0.08897543108679104
1437,"DENNAGER, MICHAEL",Hero,80013,na,1800,1619100.0,0.049418195293681674
1438,"DENNEHY, ROBERT",Hero,62078,na,1333,887778.0,0.06992513894239326
1439,"DENNIS, MARTY",Hero,140872,na,3804,7233306.0,0.019475465298993296
1440,"DEPALMA, MR.",Hero,104626,na,2318,2685403.0,0.038961005107985655
1441,"DEPAUL, SHIELD SPECI",Hero,94870,na,1960,1919820.0,0.0494160910918732
1442,DESADIA,Hero,253,na,34,561.0,0.45098039215686275
1443,DESAK/DESAK STERIXIA,Villain,87429,na,1690,1427205.0,0.061258894132237486
1444,DESIGNATE/TARENE,Hero,105069,na,2209,2438736.0,0.04308338417934537
1445,DESOLATION/,Hero,91286,na,1880,1766260.0,0.051683217646326135
1446,"DESTINE, ADAM",Hero,104772,na,2311,2669205.0,0.03925213687221476
1447,"DESTINE, NEWTON",Hero,104772,na,2311,2669205.0,0.03925213687221476
1448,DESTINY II/IRENE ADL,Villain,163413,na,5466,14935845.0,0.01094099463404983
1449,DESTINY/PAUL DESTINE,Villain,56430,na,1070,571915.0,0.09866850843219709
1450,DESTRAK,Hero,8870,na,278,38503.0,0.2303716593512194
1451,DESTROYER III,Villain,136793,na,3772,7112106.0,0.019233824692714084
1452,DESTRUCTOR/PROFESSOR,Hero,135467,na,3629,6583006.0,0.020578289006572378
1453,DETHSTRYK,Hero,20,na,9,36.0,0.5555555555555556
1454,DEUCE,Hero,82072,na,1770,1565565.0,0.05242324655954879
1455,"DEUTSCH, GEN.",Hero,98156,na,2055,2110485.0,0.046508740881835216
1456,DEVASTATOR II/GREGOR,Hero,81746,na,1712,1464616.0,0.055813947136997
1457,DEVASTATOR/KIROV PET,Hero,57969,na,1100,604450.0,0.09590371412027462
1458,"DEVERAUX, INSPECTOR",Hero,48817,na,1017,516636.0,0.09449012457513607
1459,"DEVEREAUX, IRIS",Hero,53726,na,940,441330.0,0.12173656900731879
1460,"DEVEREAUX, MICHELLE",Hero,116983,na,2601,3381300.0,0.034597048472481
1461,DEVIL DINOSAUR,Hero,125248,na,3250,5279625.0,0.02372289698605488
1462,DEVIL DINOSAUR | MUT,Hero,41081,na,785,307720.0,0.13350123488886
1463,"DEVILLE, ARCADIA",Hero,45960,na,992,491536.0,0.09350281566355262
1464,"DEVILLE, JENNIFER CR",Hero,80890,na,1839,1690041.0,0.04786274415827782
