,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
3022,"KREIGER, SIMON",Hero,167,na,21,210.0,0.7952380952380952
3023,"KREIGKOPH, GEN.",Hero,10,na,5,10.0,1.0
3024,"KRIEGHUND, COL.",Hero,115,na,17,136.0,0.8455882352941176
3025,K'RIN,Hero,45,na,10,45.0,1.0
3026,KRISTA,Hero,366,na,30,435.0,0.8413793103448276
3027,KRISTOFF/KRISTOFF VE,Hero,4911,na,149,11026.0,0.4454017776165427
3028,KRIVEN,Hero,119,na,17,136.0,0.875
3029,K'RK [SHI'AR],Hero,659,na,40,780.0,0.8448717948717949
3030,KRO [DEVIANT],Hero,3955,na,155,11935.0,0.3313782991202346
3031,KRONITT,Hero,66,na,12,66.0,1.0
3032,KRONOS,Hero,3082,na,101,5050.0,0.6102970297029703
3033,KROTOK,Hero,66,na,12,66.0,1.0
3034,KRUEGER,Hero,418,na,32,496.0,0.842741935483871
3035,KRUELLA,Hero,120,na,16,120.0,1.0
3036,KRUEL/VICTOR KRUELLE,Hero,76,na,14,91.0,0.8351648351648352
3037,KRUGGAR,Hero,465,na,31,465.0,1.0
3038,"KRUMA, TALIA",Hero,1105,na,57,1596.0,0.6923558897243107
3039,KRUSH,Hero,66,na,12,66.0,1.0
3040,"KRYPT, DR.",Hero,210,na,21,210.0,1.0
3041,"KRYZEWSKI, LEONARD M",Hero,166,na,19,171.0,0.9707602339181286
3042,KUBIK,Hero,469,na,38,703.0,0.6671408250355618
3043,KUKULCAN/VIRAKO/QUET,Hero,582,na,42,861.0,0.6759581881533101
3044,KULAN GATH,Villain,686,na,43,903.0,0.7596899224806202
3045,KULL,Hero,0,na,1,0.0,
3046,KURAGARI,Hero,10,na,5,10.0,1.0
3047,"KURASOV, SIMYON BORI",Hero,314,na,29,406.0,0.7733990147783252
3048,"KURLYCHEK, PATTY",Hero,1,na,2,1.0,1.0
3049,KUROKO/,Hero,327,na,28,378.0,0.8650793650793651
3050,"KUROV, WASSILY",Hero,44,na,10,45.0,0.9777777777777777
3051,KUROYAMA,Hero,27,na,8,28.0,0.9642857142857143
3052,KURRGO,Hero,21,na,7,21.0,1.0
3053,KURSE/ALGRIM [ASGARD,Villain,3357,na,119,7021.0,0.47813701751887194
3054,"KUTUZOV, COL.",Hero,105,na,15,105.0,1.0
3055,KWANNON,Hero,17,na,7,21.0,0.8095238095238095
3056,"KWAN, TERRY",Hero,574,na,40,780.0,0.735897435897436
3057,KYLUN/COLIN MCKAY,Hero,1188,na,60,1770.0,0.6711864406779661
3058,KYMRI,Hero,473,na,34,561.0,0.8431372549019608
3059,KYSA,Hero,3,na,3,3.0,1.0
3060,LA BANDERA,Hero,28,na,8,28.0,1.0
3061,LACE/,Hero,6,na,4,6.0,1.0
3062,"LACOSTE, RAE",Hero,746,na,61,1830.0,0.40765027322404374
3063,"LADONNA, HOLLY",Hero,311,na,30,435.0,0.7149425287356321
3064,LADY DEATHSTRIKE/YUR,Villain,3099,na,121,7260.0,0.4268595041322314
3065,LADY LARK/LINDA LEWI,Hero,3338,na,134,8911.0,0.3745931994164516
3066,LADY LOTUS,Hero,293,na,29,406.0,0.7216748768472906
3067,LADY OF THE LAKE,Hero,696,na,47,1081.0,0.6438482886216467
3068,"LAMBERT, WILSON",Hero,291,na,25,300.0,0.97
3069,LAMENT/,Hero,36,na,9,36.0,1.0
3070,"LAMY, KELLY",Hero,780,na,40,780.0,1.0
3071,"LANCELOT, SIR",Hero,6,na,4,6.0,1.0
3072,LANCER/SAMANTHA DUNB,Hero,237,na,28,378.0,0.626984126984127
3073,LANDA,Hero,55,na,11,55.0,1.0
3074,"LANDERS, DR.",Hero,21,na,7,21.0,1.0
3075,"LANDERS, GENA",Hero,301,na,34,561.0,0.5365418894830659
3076,"LANDERS, RAY",Hero,99,na,15,105.0,0.9428571428571428
3077,"LANDERS, RICKY",Hero,99,na,15,105.0,0.9428571428571428
3078,LANDSCAPE/BRETT,Hero,91,na,14,91.0,1.0
3079,LANDSLIDE,Hero,215,na,27,351.0,0.6125356125356125
3080,LANDSLIDE II/LEE BRO,Hero,170,na,19,171.0,0.9941520467836257
3081,"LANE, LOIS",Hero,3594,na,122,7381.0,0.48692589080070453
3082,"LANE, SILAS",Hero,201,na,26,325.0,0.6184615384615385
3083,"LANG, ALLISON",Hero,45,na,10,45.0,1.0
3084,"LANG, CASSANDRA CASS",Hero,4454,na,146,10585.0,0.42078412848370333
3085,"LANG, DR. STEVEN",Villain,1824,na,79,3081.0,0.5920155793573515
3086,"LANGFORD, DR. DAVID",Hero,66,na,12,66.0,1.0
3087,"LANGSTROM, LIEUTENAN",Hero,294,na,29,406.0,0.7241379310344828
3088,"LANG, TIMMY",Hero,50,na,11,55.0,0.9090909090909091
3089,"LANGTREE, GINA",Hero,23,na,9,36.0,0.6388888888888888
3090,"LANIEGE, BIANCA",Hero,379,na,29,406.0,0.9334975369458128
3091,LANN,Hero,326,na,31,465.0,0.7010752688172043
3092,"LANNING, DR.",Hero,78,na,13,78.0,1.0
3093,"LANSING, CHERYL",Hero,72,na,14,91.0,0.7912087912087912
3094,LA NUIT,Hero,55,na,11,55.0,1.0
3095,"LAO-TSE, GEN.",Hero,52,na,11,55.0,0.9454545454545454
3096,"LAPIN, EMIL",Hero,487,na,36,630.0,0.773015873015873
3097,"LARGO, CHIEF",Hero,388,na,34,561.0,0.6916221033868093
3098,"LARROCA, SALVADORE",Hero,276,na,24,276.0,1.0
3099,LASHER/,Villain,306,na,26,325.0,0.9415384615384615
3100,"LATHAM, JORGE",Hero,162,na,19,171.0,0.9473684210526315
3101,"LAU, KING",Hero,39,na,10,45.0,0.8666666666666667
3102,"LAVEAU, MARIE",Hero,215,na,28,378.0,0.5687830687830688
3103,"LAVENDER, MAXINE",Hero,161,na,22,231.0,0.696969696969697
3104,LAYLA,Hero,8,na,5,10.0,0.8
3105,LEADER/SAM STERNS,Villain,8373,na,191,18145.0,0.4614494351060898
3106,LEAD-IN,Hero,171,na,19,171.0,1.0
3107,LEAP FROG/LANG,Hero,15,na,6,15.0,1.0
3108,LEAP-FROG/VINCENT PA,Villain,1422,na,78,3003.0,0.47352647352647353
3109,"LEASH, MICAH",Hero,28,na,8,28.0,1.0
3110,LEATHER/,Hero,6,na,4,6.0,1.0
3111,"LEBEAU, JACQUE",Hero,440,na,39,741.0,0.5937921727395412
3112,"LEBEAU, JEAN-LUC",Hero,672,na,53,1378.0,0.4876632801161103
3113,"LEBEAU, MERCY",Hero,487,na,36,630.0,0.773015873015873
3114,"LECLAIRE, PROFESSOR",Hero,525,na,37,666.0,0.7882882882882883
3115,"LEEBRE, VEEDA",Hero,75,na,13,78.0,0.9615384615384616
3116,LEECH,Hero,7672,na,216,23220.0,0.33040482342807925
3117,"LEEDS, BETTY BRANT",Hero,14351,na,446,99235.0,0.14461631480828338
3118,"LEEDS, NED",Hero,6065,na,186,17205.0,0.35251380412670735
3119,"LEE, LITTLE LARRY",Hero,78,na,13,78.0,1.0
3120,LEESHA,Hero,15,na,6,15.0,1.0
3121,"LEE, STAN",Hero,6671,na,183,16653.0,0.4005884825556957
3122,"LE FEY, MORGAN",Villain,5251,na,157,12246.0,0.4287930752898906
3123,"LEFLER, BOB",Hero,15,na,6,15.0,1.0
3124,LEFT HAND/DIEGO CASS,Hero,627,na,41,820.0,0.7646341463414634
3125,LEFT-WINGER/HECTOR L,Hero,454,na,35,595.0,0.7630252100840336
3126,LEGAULT,Hero,297,na,27,351.0,0.8461538461538461
3127,LEGION,Villain,15,na,6,15.0,1.0
3128,LEGION II/DAVID HALL,Villain,5426,na,153,11628.0,0.46663226694186444
3129,LEGS II/,Hero,66,na,12,66.0,1.0
3130,LEGS/,Hero,169,na,22,231.0,0.7316017316017316
3131,"LEIGHTON, BRIAN",Hero,10,na,5,10.0,1.0
3132,"LEI KUNG, THE THUNDE",Hero,365,na,38,703.0,0.519203413940256
3133,LEIR,Hero,912,na,56,1540.0,0.5922077922077922
3134,"LELAND, HARRY",Villain,1710,na,78,3003.0,0.5694305694305695
3135,"LENO, JAY",Hero,105,na,15,105.0,1.0
3136,LEO/DANIEL RADFORD,Hero,733,na,42,861.0,0.851335656213705
3137,LEO II/,Hero,325,na,26,325.0,1.0
3138,"LEONARD, DR.",Hero,120,na,16,120.0,1.0
3139,LEONINUS,Hero,15,na,6,15.0,1.0
3140,LEONUS/LIONUS [INHUM,Hero,1137,na,58,1653.0,0.6878402903811253
3141,"LEOPOLD, ARCHER",Hero,64,na,12,66.0,0.9696969696969697
3142,"LEQUARRE, GERRY",Hero,89,na,16,120.0,0.7416666666666667
3143,"LESTRADE, DR.",Hero,45,na,10,45.0,1.0
3144,LETHA,Hero,2177,na,84,3486.0,0.6244979919678715
3145,"LETTERMAN, DAVID",Hero,74,na,17,136.0,0.5441176470588235
3146,LEVAN,Hero,301,na,27,351.0,0.8575498575498576
3147,"LEVESSEUR, LARENT",Hero,78,na,13,78.0,1.0
3148,LEVIATHAN II/EDWARD,Hero,328,na,31,465.0,0.7053763440860215
3149,LEVIATHAN IV,Hero,103,na,16,120.0,0.8583333333333333
3150,LEVIATHAN,Hero,21,na,7,21.0,1.0
3151,LEVIATHAN VI,Hero,66,na,12,66.0,1.0
3152,LEVIATHAN V,Hero,78,na,13,78.0,1.0
3153,"LEVINE, ABBY",Hero,300,na,25,300.0,1.0
3154,"LEVIN, MAJOR DEBRA",Hero,671,na,50,1225.0,0.5477551020408163
3155,LEVITICUS,Hero,15,na,6,15.0,1.0
3156,"LEWIS, DET. GARON",Hero,378,na,33,528.0,0.7159090909090909
3157,"LEWIS, DEVON",Hero,1335,na,80,3160.0,0.4224683544303797
3158,"LEWIS, SHIRLEY WASHI",Hero,2319,na,122,7381.0,0.3141850697737434
3159,LIBERATOR/PRINCE TRI,Hero,249,na,25,300.0,0.83
3160,LIBERTY GIRL/BEV,Hero,285,na,29,406.0,0.7019704433497537
3161,LIBRA/GUSTAV BRANDT,Hero,3053,na,126,7875.0,0.3876825396825397
3162,LIBRA III/,Hero,55,na,11,55.0,1.0
3163,LIBRA IV/,Hero,325,na,26,325.0,1.0
3164,LIBRITO,Hero,195,na,22,231.0,0.8441558441558441
3165,LICH,Hero,203,na,21,210.0,0.9666666666666667
3166,LIFEFORCE,Hero,443,na,34,561.0,0.7896613190730838
3167,LIFELINE/DEACON,Hero,153,na,18,153.0,1.0
3168,LIGHTMASTER/EDWARD L,Hero,434,na,39,741.0,0.5856950067476383
3169,LIGHTNINGBOLT II/RAN,Hero,66,na,12,66.0,1.0
3170,LIGHTNING FIST,Hero,91,na,14,91.0,1.0
3171,LIGHT,Hero,435,na,32,496.0,0.8770161290322581
3172,LIGHTSPEED/JULIE POW,Hero,6571,na,209,21736.0,0.30230953257269044
3173,LILANDRA NERAMANI [S,Hero,18607,na,364,66066.0,0.281642599824418
3174,LILITH/ANGEL O'HARA/,Hero,506,na,48,1128.0,0.44858156028368795
3175,LILITH II,Hero,286,na,33,528.0,0.5416666666666666
3176,"LILLIAN, BEA",Hero,36,na,9,36.0,1.0
3177,LINAK,Hero,91,na,14,91.0,1.0
3178,"LINCOLN, WILLIAM WIL",Hero,36,na,11,55.0,0.6545454545454545
3179,LINK,Hero,175,na,24,276.0,0.6340579710144928
3180,"LIN, MEI",Hero,45,na,10,45.0,1.0
3181,"LIN, PAULA",Hero,60,na,12,66.0,0.9090909090909091
3182,LIONMANE/GEN. LO CHI,Hero,105,na,15,105.0,1.0
3183,"LIPSCOMB, DR. ANGELA",Hero,302,na,34,561.0,0.5383244206773619
3184,"LIPTON, LAURA",Hero,127,na,19,171.0,0.7426900584795322
3185,"LIPTON, MILES",Hero,78,na,13,78.0,1.0
3186,"LIPTON, TRENTON III",Hero,55,na,11,55.0,1.0
3187,"LITTLE, ABNER",Hero,161,na,23,253.0,0.6363636363636364
3188,"LITTLETREE, LINDA",Hero,23,na,8,28.0,0.8214285714285714
3189,"LITTLEWING, SUSIE",Hero,120,na,16,120.0,1.0
3190,LIVEWIRE/RANCE PREST,Hero,792,na,51,1275.0,0.6211764705882353
3191,LIVING ERASER,Hero,28,na,9,36.0,0.7777777777777778
3192,LIVING LASER/ARTHUR,Hero,1888,na,84,3486.0,0.5415949512335054
3193,LIVING LIGHTNING/MIG,Hero,17974,na,363,65703.0,0.2735643730118868
3194,LIVING MONOLITH/AHME,Hero,1950,na,85,3570.0,0.5462184873949579
3195,LIVING MUMMY,Hero,6397,na,119,7021.0,0.9111237715425153
3196,LIVING TRIBUNAL,Hero,9090,na,185,17020.0,0.5340775558166863
3197,LIZARD/DR. CURTIS CO,Hero,4445,na,163,13203.0,0.3366659092630463
3198,LIZARD II,Hero,43,na,10,45.0,0.9555555555555556
3199,L'KLEKK'TAK,Hero,66,na,12,66.0,1.0
3200,LLAN,Hero,179,na,20,190.0,0.9421052631578948
3201,LLOIGOROTH,Hero,120,na,16,120.0,1.0
3202,LLYRA/LLYRA MORRIS,Hero,5354,na,158,12403.0,0.4316697573167782
3203,LLYRON,Hero,1254,na,70,2415.0,0.5192546583850932
3204,LOBLOLLY/,Hero,325,na,26,325.0,1.0
3205,LOBO,Hero,6796,na,125,7750.0,0.8769032258064516
3206,"LOBO, CARLOS",Hero,525,na,34,561.0,0.9358288770053476
3207,"LOBO, EDUARDO",Hero,959,na,49,1176.0,0.8154761904761905
3208,LOBO II,Hero,28,na,8,28.0,1.0
3209,LOBO III,Hero,66,na,12,66.0,1.0
3210,"LOBO, LUCKY",Hero,28,na,8,28.0,1.0
3211,LOCKDOWN,Hero,120,na,16,120.0,1.0
3212,"LOCKE, DR. ALEXANDER",Hero,613,na,48,1128.0,0.5434397163120568
3213,"LOCKE, DR. CASSANDRA",Hero,1041,na,71,2485.0,0.4189134808853119
3214,"LOCKER, MR.",Hero,232,na,23,253.0,0.9169960474308301
3215,LOCKHART,Hero,36,na,9,36.0,1.0
3216,LOCKHEED,Hero,14891,na,332,54946.0,0.27101153860153604
3217,LOCKHEED | MUTANT X-,Hero,21,na,7,21.0,1.0
3218,LOCKJAW [INHUMAN],Hero,20561,na,409,83436.0,0.24642840021094012
3219,"LOCKLIN, BEN",Hero,820,na,43,903.0,0.9080841638981174
3220,"LOCKLIN, GENERAL MER",Hero,1378,na,61,1830.0,0.7530054644808744
3221,LOCOMOTIVE BREATH/LA,Hero,103,na,18,153.0,0.673202614379085
3222,LOCUST,Hero,83,na,14,91.0,0.9120879120879121
3223,LOCUS,Hero,512,na,42,861.0,0.59465737514518
3224,LODESTONE/ANDREA,Hero,2064,na,81,3240.0,0.6370370370370371
3225,LOGA II,Hero,710,na,45,990.0,0.7171717171717171
3226,LOGA,Hero,128,na,17,136.0,0.9411764705882353
3227,"LOGAN, WAYNE",Hero,10,na,5,10.0,1.0
3228,LOGOS,Hero,18,na,7,21.0,0.8571428571428571
3229,"LOHAN, PETER",Hero,66,na,12,66.0,1.0
3230,"LO, JIMMY",Hero,21,na,7,21.0,1.0
3231,LOKI [ASGARDIAN],Hero,21312,na,442,97461.0,0.2186720842183027
3232,"LOMENZO, NICOLE",Hero,200,na,21,210.0,0.9523809523809523
3233,LONGARM/,Hero,6,na,4,6.0,1.0
3234,LONGBOW/AMELIA GREER,Hero,200,na,24,276.0,0.7246376811594203
3235,"LONGBOW, DESIREE",Hero,91,na,14,91.0,1.0
3236,LONGSHOT,Hero,9333,na,237,27966.0,0.3337266680969749
3237,LONKARR,Hero,120,na,16,120.0,1.0
3238,LOOP,Hero,92,na,16,120.0,0.7666666666666667
3239,"LOOPNER, LEXINGTON",Hero,10,na,5,10.0,1.0
3240,LOOTER/NORTON G. FES,Hero,1220,na,70,2415.0,0.505175983436853
3241,"LOPEZ, ANGELA",Hero,36,na,9,36.0,1.0
3242,"LOPEZ, ANTONIO",Hero,45,na,10,45.0,1.0
3243,"LOPEZ, DONNA",Hero,10,na,5,10.0,1.0
3244,"LOPEZ, JOSE",Hero,45,na,10,45.0,1.0
3245,"LOPEZ, MARIA II",Hero,105,na,15,105.0,1.0
3246,"LOPEZ, MARIA",Hero,45,na,10,45.0,1.0
3247,"LOPEZ, SALMA",Hero,45,na,10,45.0,1.0
3248,LORD BALDAR,Hero,226,na,23,253.0,0.8932806324110671
3249,LORD CHAOS,Hero,5031,na,136,9180.0,0.5480392156862746
3250,LORD GASPAR,Hero,249,na,25,300.0,0.83
3251,LORD KARNAJ,Hero,28,na,8,28.0,1.0
3252,LORD LEADER,Hero,21,na,7,21.0,1.0
3253,LORD OF LIGHT/BOWEN,Hero,3,na,3,3.0,1.0
3254,LORD TEMPLAR/,Hero,656,na,43,903.0,0.7264673311184939
3255,LORD YARU,Hero,3,na,3,3.0,1.0
3256,LORELEI,Hero,1059,na,55,1485.0,0.7131313131313132
3257,LORELEI II/MELODI [A,Hero,3183,na,123,7503.0,0.42423030787684923
3258,"LOR, KONA",Hero,315,na,31,465.0,0.6774193548387096
3259,LORVEX,Hero,15,na,6,15.0,1.0
3260,"LOVECCHIO, ARGUS",Hero,28,na,8,28.0,1.0
3261,LOVE,Hero,1361,na,55,1485.0,0.9164983164983165
3262,"LOVEJOY, FRANKLIN",Hero,28,na,8,28.0,1.0
3263,"LOWELL, DR.",Hero,78,na,13,78.0,1.0
3264,"LUBENSKI, NATE",Hero,4952,na,167,13861.0,0.35726138085275233
3265,"LUBOWSKI, LUGWRENCH",Hero,78,na,13,78.0,1.0
3266,LUCAS,Hero,78,na,13,78.0,1.0
3267,"LUCAS, JAMES",Hero,66,na,12,66.0,1.0
3268,"LUCAS, JAMES JR.",Hero,114,na,17,136.0,0.8382352941176471
3269,LUCIFER,Hero,857,na,51,1275.0,0.672156862745098
3270,LUCIFER II,Hero,6,na,4,6.0,1.0
3271,"LUCIFER, REV.",Hero,9,na,5,10.0,0.9
3272,LUDI,Hero,28,na,8,28.0,1.0
3273,"LUDLUM, ROSS",Hero,34,na,9,36.0,0.9444444444444444
3274,LULLABY/FELICITY HOP,Hero,28,na,8,28.0,1.0
3275,LUMINOR,Hero,709,na,45,990.0,0.7161616161616161
3276,"LUMLEY, JUDY",Hero,91,na,14,91.0,1.0
3277,"LUMPKIN, WILHEMINA B",Hero,451,na,38,703.0,0.6415362731152204
3278,"LUMPKIN, WILLIAM WIL",Hero,9350,na,209,21736.0,0.43016194331983804
3279,"LUMPKIN, WILLIE | TI",Hero,325,na,26,325.0,1.0
3280,LUMP,Hero,166,na,22,231.0,0.7186147186147186
3281,"LU, MR.",Hero,120,na,16,120.0,1.0
3282,LUNA/LUNA MAXIMOFF [,Hero,12203,na,254,32131.0,0.3797889888269895
3283,LUNATIK/ARISEN TYRK,Hero,543,na,38,703.0,0.7724039829302988
3284,LUNATIK II,Hero,0,na,1,0.0,
3285,LUPE,Hero,10,na,5,10.0,1.0
3286,LUPO,Hero,2142,na,81,3240.0,0.6611111111111111
3287,LURKING UNKNOWN,Hero,98,na,18,153.0,0.6405228758169934
3288,LYJA LAZERFIST [SKRU,Hero,11930,na,260,33670.0,0.3543213543213543
3289,LYLLA,Hero,45,na,10,45.0,1.0
3290,"LYNNE, MONICA",Hero,1736,na,92,4186.0,0.41471571906354515
3291,"LYNN, NORMA",Hero,190,na,20,190.0,1.0
3292,"LYTH'KA, COMMANDER",Hero,36,na,9,36.0,1.0
3293,M-80/SAYURI KYOTO,Hero,21,na,7,21.0,1.0
3294,MAA-GOR,Hero,884,na,47,1081.0,0.8177613320999075
3295,"MACENDALE, JASON JR.",Hero,21,na,7,21.0,1.0
3296,"MACENDALE, KAREN",Hero,21,na,7,21.0,1.0
3297,MACE,Hero,32,na,10,45.0,0.7111111111111111
3298,MACHETE/FERDINAND LO,Villain,356,na,37,666.0,0.5345345345345346
3299,MACHINE MAN/X-51,Hero,14883,na,263,34453.0,0.4319797985661626
3300,"MACINTOSH, ANN",Hero,1399,na,66,2145.0,0.6522144522144522
3301,"MACKAY, AILSA",Hero,6,na,4,6.0,1.0
3302,"MACKAY, MURDO",Hero,6,na,4,6.0,1.0
3303,"MACKENZIE, AL",Hero,523,na,47,1081.0,0.4838112858464385
3304,"MACKENZIE, DR. NEIL",Hero,28,na,8,28.0,1.0
3305,"MACLAIN, DR. MYRON",Hero,428,na,36,630.0,0.6793650793650794
3306,"MACON, ANGELO",Hero,2214,na,81,3240.0,0.6833333333333333
3307,"MACRAE, TRUTH",Hero,278,na,27,351.0,0.792022792022792
3308,"MACTAGGART, JOE",Hero,136,na,17,136.0,1.0
3309,"MACTAGGART, MOIRA |",Hero,105,na,15,105.0,1.0
3310,"MACTAGGERT, MOIRA KI",Hero,20543,na,470,110215.0,0.18639023726353038
3311,MADAME HYDRA VI,Villain,179,na,21,210.0,0.8523809523809524
3312,MADAME MASQUE/GIULIE,Villain,3847,na,163,13203.0,0.2913731727637658
3313,MADAME MASQUE II/,Villain,161,na,24,276.0,0.5833333333333334
3314,MADAME MASQUE III,Villain,1288,na,66,2145.0,0.6004662004662005
3315,MADAME MASQUE IV,Villain,136,na,17,136.0,1.0
3316,MADAME MASQUE VI,Villain,171,na,19,171.0,1.0
3317,MADAME MASQUE V,Villain,70,na,13,78.0,0.8974358974358975
3318,MADAME MENACE/SUNSET,Hero,881,na,67,2211.0,0.3984622342831298
3319,MADAME QWA,Hero,474,na,37,666.0,0.7117117117117117
3320,MADAME ROSE,Hero,36,na,9,36.0,1.0
3321,MADAME SLAY,Villain,10,na,5,10.0,1.0
3322,MADAME WEB/CASSANDRA,Hero,490,na,49,1176.0,0.4166666666666667
3323,MADCAP,Villain,1557,na,85,3570.0,0.4361344537815126
3324,"MADDEN, CHET",Hero,134,na,19,171.0,0.783625730994152
3325,"MADDICKS, ARTHUR ART",Hero,8751,na,231,26565.0,0.32941840767927727
3326,"MADDICKS, NADINE",Hero,10,na,5,10.0,1.0
3327,"MADDICKS, PROFESSOR",Hero,533,na,36,630.0,0.846031746031746
3328,MAD DOG/COLONEL BUZZ,Hero,6253,na,196,19110.0,0.3272108843537415
3329,"MADISON, TAYLOR",Hero,298,na,27,351.0,0.8490028490028491
3330,MADMAN/PHIL STERNS,Hero,80,na,15,105.0,0.7619047619047619
3331,"MADSDEN, TREVOR",Hero,28,na,8,28.0,1.0
3332,MAD VIKING/KNUT CAIN,Villain,15,na,6,15.0,1.0
3333,MAELEN,Hero,547,na,35,595.0,0.9193277310924369
3334,MAELSTROM/MALCOLM ST,Villain,3408,na,119,7021.0,0.48540094003703177
3335,MAESTRO,Villain,30,na,9,36.0,0.8333333333333334
3336,MAGDALENE/MARISSA DA,Hero,3768,na,120,7140.0,0.5277310924369748
3337,MAGGOTT/JAPHETH,Hero,2025,na,92,4186.0,0.4837553750597229
3338,MAGIC,Hero,1236,na,63,1953.0,0.6328725038402457
3339,MAGIK/ILLYANA RASPUT,Hero,14182,na,293,42778.0,0.3315255505166207
3340,MAGMA/AMARA AQUILLA/,Hero,9849,na,230,26335.0,0.3739889880387317
3341,MAGMA II/JONATHAN DA,Hero,78,na,15,105.0,0.7428571428571429
3342,MAGNESIUM,Hero,253,na,23,253.0,1.0
3343,MAGNETO/MAGNUS/ERIC,Villain,30400,na,551,151525.0,0.2006269592476489
3344,MAGNETO | MUTANT X-V,Villain,1951,na,89,3916.0,0.4982124616956078
3345,MAGNIR,Hero,327,na,30,435.0,0.7517241379310344
3346,MAGNOR,Hero,45,na,10,45.0,1.0
3347,"MAGNUM, MOSES",Villain,581,na,40,780.0,0.7448717948717949
3348,MAGNUS,Hero,823,na,52,1326.0,0.6206636500754148
3349,MAGOG,Hero,55,na,11,55.0,1.0
3350,MAGOG II,Hero,641,na,41,820.0,0.7817073170731708
3351,"MAGRUDER, ALLIE",Hero,3228,na,91,4095.0,0.7882783882783883
3352,MAGUIRE,Hero,375,na,35,595.0,0.6302521008403361
3353,MAGUS,Villain,11071,na,196,19110.0,0.5793301936159079
3354,MAGUS II,Villain,1231,na,59,1711.0,0.7194623027469316
3355,MAHA YOGI,Hero,350,na,40,780.0,0.44871794871794873
3356,MAHKIZMO,Hero,129,na,22,231.0,0.5584415584415584
3357,"MAHONEY, GINNY",Hero,15,na,6,15.0,1.0
3358,MAINFRAME/IAN WAJLER,Hero,147,na,20,190.0,0.7736842105263158
3359,MAINFRAME II,Hero,686,na,39,741.0,0.9257759784075573
3360,MAINSPRING,Hero,96,na,17,136.0,0.7058823529411765
3361,"MAJCOMB, RENEE",Hero,546,na,40,780.0,0.7
3362,MAJESTON ZELIA,Villain,503,na,39,741.0,0.6788124156545209
3363,MAJOR DOMO,Villain,2491,na,95,4465.0,0.5578947368421052
3364,MAJOR LOVE,Hero,45,na,10,45.0,1.0
3365,MAJOR MAPLELEAF/LOUI,Hero,45,na,10,45.0,1.0
3366,MAJOR VICTORY/MAJ. V,Hero,553,na,43,903.0,0.6124031007751938
3367,"MAJOWSKI, SAM MOTHER",Hero,1216,na,63,1953.0,0.6226318484383001
3368,MAKKARI/MIKE KHARY/I,Hero,11141,na,306,46665.0,0.2387442408657452
3369,MAKO,Hero,475,na,36,630.0,0.753968253968254
3370,MALACHI,Villain,636,na,42,861.0,0.7386759581881533
3371,MALAN Sometimes spel,Hero,292,na,27,351.0,0.8319088319088319
3372,MALEKITH/MALCOLM KEI,Villain,1349,na,77,2926.0,0.461038961038961
3373,MALEVOLENCE,Hero,136,na,17,136.0,1.0
3374,MALICE II,Villain,10,na,5,10.0,1.0
3375,MALICE III,Villain,2504,na,81,3240.0,0.7728395061728395
3376,MALICE IV,Villain,1469,na,67,2211.0,0.6644052464947987
3377,MALICE,Villain,28,na,8,28.0,1.0
3378,MALICE V/NAKIA,Villain,1805,na,91,4095.0,0.44078144078144077
3379,"MALONE, JULIUS",Hero,55,na,11,55.0,1.0
3380,MALOVICK/,Hero,63,na,12,66.0,0.9545454545454546
3381,"MALPHER, KATHY",Hero,373,na,38,703.0,0.5305832147937412
3382,MALPRACTICE,Hero,78,na,13,78.0,1.0
3383,MALTESE,Hero,319,na,34,561.0,0.5686274509803921
3384,MALTZ,Hero,45,na,10,45.0,1.0
3385,"MALUS, DR. KARL",Villain,1165,na,67,2211.0,0.5269109000452284
3386,MAM'SELLE HEPZIBAH,Hero,6686,na,165,13530.0,0.4941611234294161
3387,MANACLE/,Hero,153,na,18,153.0,1.0
3388,MAN-APE/M'BAKU,Villain,3485,na,123,7503.0,0.4644808743169399
3389,MANAT,Hero,210,na,21,210.0,1.0
3390,MAN-BEAST,Villain,2853,na,124,7626.0,0.37411487018095985
3391,MANBOT/BERNIE LACHEN,Hero,1237,na,75,2775.0,0.44576576576576576
3392,MAN-BULL/BULL TAURUS,Hero,168,na,27,351.0,0.47863247863247865
3393,MANDARIN,Villain,9109,na,240,28680.0,0.3176080892608089
3394,"MANDARIN, JAMES",Villain,94,na,17,136.0,0.6911764705882353
3395,MANDRILL/HENSLEY FAR,Villain,867,na,54,1431.0,0.6058700209643606
3396,"MANELLI, DINO",Hero,493,na,40,780.0,0.632051282051282
3397,MANGLER/,Hero,253,na,23,253.0,1.0
3398,MANGOG,Villain,522,na,40,780.0,0.6692307692307692
3399,"MANH, COY LEONG XUI",Hero,1292,na,60,1770.0,0.7299435028248588
3400,"MANH, COY NGA",Hero,1292,na,60,1770.0,0.7299435028248588
3401,"MANH, COY TRANH",Hero,183,na,20,190.0,0.9631578947368421
3402,MANIKIN/DR. WHITMAN,Hero,2855,na,97,4656.0,0.6131872852233677
3403,MANIPULATOR/,Hero,174,na,21,210.0,0.8285714285714286
3404,MANIPULATOR II,Hero,276,na,24,276.0,1.0
3405,MANITOU,Hero,1225,na,50,1225.0,1.0
3406,MAN-KILLER/KATRINA L,Hero,4142,na,146,10585.0,0.39130845536136044
3407,MAN-MOUNTAIN MARKO,Hero,497,na,44,946.0,0.5253699788583509
