,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
880,CARBON,Hero,674,na,39,741.0,0.9095816464237517
881,"CARBONE, JULIUS",Hero,28,na,8,28.0,1.0
882,"CARBONE, ROSALIE",Hero,77,na,15,105.0,0.7333333333333333
883,"CARBONE, SALVATORE",Hero,28,na,8,28.0,1.0
884,"CARDENAS, PACO",Hero,21,na,7,21.0,1.0
885,CARDIAC/DR. ELI WIRT,Hero,1146,na,72,2556.0,0.44835680751173707
886,CARDINAL/CLEMDENON,Hero,2562,na,100,4950.0,0.5175757575757576
887,"CARDINALE, CARLOS",Hero,55,na,11,55.0,1.0
888,CAREGIVER/RUBANNA LA,Hero,314,na,27,351.0,0.8945868945868946
889,CARETAKER,Hero,45,na,10,45.0,1.0
890,CARGIL/JOANNA CARGIL,Hero,8781,na,226,25425.0,0.34536873156342185
891,CARGO,Hero,55,na,11,55.0,1.0
892,CARINA/CARINA WALTER,Hero,768,na,42,861.0,0.89198606271777
893,"CARLISLE, JENNA",Hero,378,na,28,378.0,1.0
894,"CARLISLE, MELISSA BO",Hero,163,na,19,171.0,0.9532163742690059
895,"CARLISLE, PHILLIP",Hero,579,na,45,990.0,0.5848484848484848
896,"CARLTON, JAKE",Hero,55,na,11,55.0,1.0
897,"CARLTON, LUCY",Hero,55,na,11,55.0,1.0
898,CARLY,Hero,36,na,9,36.0,1.0
899,"CARMODY, MARY",Hero,190,na,20,190.0,1.0
900,"CARMODY, MRS.",Hero,153,na,18,153.0,1.0
901,CARNAGE/CLETUS KASAD,Villain,1241,na,74,2701.0,0.4594594594594595
902,CARNIVORE/COUNT ANDR,Villain,682,na,46,1035.0,0.6589371980676328
903,"CARPATHIAN, ANDREW",Hero,28,na,8,28.0,1.0
904,"CARPENTER, LARRY",Hero,727,na,51,1275.0,0.5701960784313725
905,"CARPENTER, RACHEL",Hero,1889,na,98,4753.0,0.3974332000841574
906,"CARRADINE, JESSICA J",Hero,534,na,43,903.0,0.5913621262458472
907,"CARR, DAN",Hero,36,na,9,36.0,1.0
908,"CARRERA, MIA",Hero,166,na,21,210.0,0.7904761904761904
909,CARRION,Villain,151,na,19,171.0,0.8830409356725146
910,CARRION III/DR. WILL,Villain,21,na,7,21.0,1.0
911,CARRION II/MALCOLM M,Villain,527,na,41,820.0,0.6426829268292683
912,"CARSON, LT. PAUL",Hero,248,na,29,406.0,0.6108374384236454
913,"CARTER, BRAD",Hero,59,na,14,91.0,0.6483516483516484
914,"CARTER, JIMMY",Hero,1513,na,67,2211.0,0.6843057440072365
915,"CARTER, PEGGY",Hero,12753,na,338,56953.0,0.22392147911435745
916,"CARTER, SHARON",Hero,7693,na,268,35778.0,0.21502040359997765
917,"CARTER, SHARON II",Hero,15,na,6,15.0,1.0
918,"CARTER, TAD",Hero,229,na,23,253.0,0.9051383399209486
919,CARTHUS,Hero,237,na,23,253.0,0.9367588932806324
920,CARVER,Hero,15,na,6,15.0,1.0
921,"CASE, COL. PRESTON",Hero,637,na,40,780.0,0.8166666666666667
922,CASEY,Hero,28,na,8,28.0,1.0
923,"CASIOLENA, QUEEN",Hero,305,na,26,325.0,0.9384615384615385
924,CASPER,Hero,105,na,15,105.0,1.0
925,"CASSADA, CARLOS",Hero,675,na,43,903.0,0.7475083056478405
926,"CASSADA, MICHAEL",Hero,652,na,42,861.0,0.7572590011614402
927,"CASSADA, ROBERTO",Hero,652,na,42,861.0,0.7572590011614402
928,"CASSADA, ROSA",Hero,910,na,53,1378.0,0.660377358490566
929,CASSANDRA,Hero,151,na,18,153.0,0.9869281045751634
930,CASSIOPEIA,Hero,292,na,29,406.0,0.7192118226600985
931,"CASS, LARRY MAD DOG",Hero,184,na,23,253.0,0.7272727272727273
932,CATAPHRAX,Hero,415,na,31,465.0,0.8924731182795699
933,CAT BURGLAR,Hero,94,na,16,120.0,0.7833333333333333
934,CATHERWOOD,Hero,54,na,12,66.0,0.8181818181818182
935,CATHODE/,Hero,102,na,15,105.0,0.9714285714285714
936,CAT III/SHEN KUEI,Hero,418,na,40,780.0,0.5358974358974359
937,CAT II,Hero,178,na,21,210.0,0.8476190476190476
938,CAT IV,Hero,6,na,4,6.0,1.0
939,CAT KING,Hero,169,na,20,190.0,0.8894736842105263
940,CAT MAN/HORGAN,Hero,671,na,43,903.0,0.743078626799557
941,CAT MAN III/,Hero,78,na,13,78.0,1.0
942,CATSEYE/SHARON SMITH,Villain,1707,na,79,3081.0,0.5540408958130477
943,CATWALK/KIMBERLY DEE,Hero,44,na,10,45.0,0.9777777777777777
944,"CAULDER, SAFRON",Hero,21,na,7,21.0,1.0
945,"CEAUSECU, IONEL",Hero,78,na,13,78.0,1.0
946,CELESTE,Hero,21,na,7,21.0,1.0
947,"CELLANOS, MARCELLA",Hero,66,na,12,66.0,1.0
948,CENTARIUS,Hero,201,na,21,210.0,0.9571428571428572
949,CENTURIUS,Hero,32,na,9,36.0,0.8888888888888888
950,CENTURY,Hero,1876,na,105,5460.0,0.3435897435897436
951,"CENTURY, TURNER D.",Villain,642,na,42,861.0,0.7456445993031359
952,"CERA, KAY",Hero,855,na,54,1431.0,0.5974842767295597
953,CERANDA,Hero,363,na,32,496.0,0.7318548387096774
954,CERBERUS,Hero,578,na,42,861.0,0.6713124274099884
955,CERBERUS II,Hero,45,na,10,45.0,1.0
956,CEREBRITE ALPHA,Hero,149,na,18,153.0,0.9738562091503268
957,CEREBRITE BETA,Hero,159,na,19,171.0,0.9298245614035088
958,CEREBRO MARK XIII |,Hero,190,na,20,190.0,1.0
959,CEREBRO | MUTANT-X V,Hero,512,na,43,903.0,0.5669988925802879
960,CEREBRO,Hero,239,na,25,300.0,0.7966666666666666
961,CERISE II [SHI'AR],Hero,4929,na,138,9453.0,0.5214217708663916
962,CERISE,Hero,149,na,18,153.0,0.9738562091503268
963,CESIUM,Hero,741,na,39,741.0,1.0
964,CETHLANN,Hero,136,na,17,136.0,1.0
965,C.F.,Hero,78,na,14,91.0,0.8571428571428571
966,"CHADWICK, CHEER",Hero,345,na,28,378.0,0.9126984126984127
967,"CHADWICK, DR. HESPER",Hero,345,na,28,378.0,0.9126984126984127
968,CHAIN,Hero,258,na,27,351.0,0.7350427350427351
969,CHAINSAW/,Hero,219,na,27,351.0,0.6239316239316239
970,CHAKA KHAN,Hero,82,na,15,105.0,0.780952380952381
971,CHAKA KHAN II,Hero,28,na,8,28.0,1.0
972,"CHAKARA, KANU",Hero,98,na,16,120.0,0.8166666666666667
973,"CHAKARA, MADAN",Hero,10,na,5,10.0,1.0
974,CHAKRA,Hero,387,na,31,465.0,0.832258064516129
975,CHAKRA II,Hero,1,na,2,1.0,1.0
976,"CHALIZ, HAZRAM",Hero,120,na,16,120.0,1.0
977,"CHALIZ, SHANAZ RAYNA",Hero,120,na,16,120.0,1.0
978,"CHALIZ, TABRIAZ",Hero,120,na,16,120.0,1.0
979,"CHALKER, PROF. VIC",Hero,267,na,26,325.0,0.8215384615384616
980,"CHALMER, JUDGE",Hero,73,na,13,78.0,0.9358974358974359
981,"CHALMERS, CYNTHIA",Hero,53,na,11,55.0,0.9636363636363636
982,"CHALMERS, JUDGE ROBE",Hero,623,na,39,741.0,0.8407557354925776
983,"CHALMERS, MR.",Hero,53,na,12,66.0,0.803030303030303
984,CHAMBER/JONOTHON STA,Hero,5348,na,212,22366.0,0.23911293928284003
985,"CHAMBERS, MR.",Hero,581,na,44,946.0,0.6141649048625792
986,CHAMBLISS,Hero,55,na,11,55.0,1.0
987,CHAMELEON/DMITRI SME,Villain,3103,na,125,7750.0,0.40038709677419354
988,"CHAMPION, IMUS",Hero,1251,na,57,1596.0,0.7838345864661654
989,CHAMPION/TRYCO SLATT,Hero,1467,na,64,2016.0,0.7276785714285714
990,CHANCE,Villain,188,na,21,210.0,0.8952380952380953
991,CHANCE II/NICHOLAS P,Villain,697,na,54,1431.0,0.48707197763801535
992,"CHANDLER, PEGGY",Hero,399,na,31,465.0,0.8580645161290322
993,"CHANDRA, DR.",Hero,520,na,41,820.0,0.6341463414634146
994,"CHANEY, AMANDA",Hero,694,na,45,990.0,0.701010101010101
995,"CHANG, DR. PHILLIP",Hero,1665,na,85,3570.0,0.46638655462184875
996,CHANGELING,Villain,566,na,46,1035.0,0.5468599033816425
997,"CHANG, IMEI",Hero,962,na,74,2701.0,0.3561643835616438
998,"CHAN, SARAH",Hero,45,na,10,45.0,1.0
999,CHAOS/DANIEL DASH,Villain,170,na,19,171.0,0.9941520467836257
1000,"CHAPMAN, DEVIN",Hero,120,na,16,120.0,1.0
1001,"CHAPMAN, GEN. ULYSSE",Hero,29,na,9,36.0,0.8055555555555556
1002,CHAR,Hero,195,na,22,231.0,0.8441558441558441
1003,"CHAR, BRON",Hero,87,na,15,105.0,0.8285714285714286
1004,CHARCOAL/CHARLIE BUR,Hero,7330,na,232,26796.0,0.2735482907896701
1005,CHARLIE 27,Hero,553,na,43,903.0,0.6124031007751938
1006,CHARLIE,Hero,65,na,12,66.0,0.9848484848484849
1007,CHARM,Villain,1918,na,87,3741.0,0.5126971398021919
1008,"CHASE, DETECTIVE SLO",Hero,160,na,22,231.0,0.6926406926406926
1009,"CHASE, TREVOR",Hero,66,na,12,66.0,1.0
1010,"CHASIN, MAJOR",Hero,591,na,40,780.0,0.7576923076923077
1011,"CHATTERTON, DAVE",Hero,290,na,26,325.0,0.8923076923076924
1012,CHAUFFARD,Hero,55,na,11,55.0,1.0
1013,CHECK,Hero,36,na,9,36.0,1.0
1014,CHEETAH,Hero,638,na,40,780.0,0.8179487179487179
1015,"CHEEVER, JOHN",Hero,474,na,34,561.0,0.8449197860962567
1016,"CHEKOV, ARTHUR ANTON",Hero,2265,na,92,4186.0,0.5410893454371716
1017,CHEMISTRO/CURTIS CAR,Villain,142,na,22,231.0,0.6147186147186147
1018,CHEMISTRO III,Villain,90,na,16,120.0,0.75
1019,CHEN,Hero,596,na,52,1326.0,0.4494720965309201
1020,"CHEN, DR.",Hero,153,na,18,153.0,1.0
1021,"CHENEY, LILA",Hero,5272,na,156,12090.0,0.4360628618693135
1022,"CHEN, JOANNA",Hero,10,na,5,10.0,1.0
1023,"CHERRYH, RANDOLPH WI",Hero,248,na,28,378.0,0.656084656084656
1024,CHESBRO,Hero,696,na,50,1225.0,0.5681632653061225
1025,"CHESNEY, SANFORD",Hero,351,na,27,351.0,1.0
1026,"CHIANG, PROF.",Hero,15,na,6,15.0,1.0
1027,CHI-CHEE,Hero,96,na,17,136.0,0.7058823529411765
1028,CHI DEMON/PROFESSOR,Hero,120,na,16,120.0,1.0
1029,CHIEF EXAMINER,Hero,1685,na,70,2415.0,0.6977225672877847
1030,CHIMERA II,Villain,330,na,28,378.0,0.873015873015873
1031,CHIMERA/ZUHN,Villain,66,na,12,66.0,1.0
1032,CHINA DOLL,Hero,1701,na,69,2346.0,0.7250639386189258
1033,CHINOOK,Hero,179,na,20,190.0,0.9421052631578948
1034,CHIRA,Hero,78,na,13,78.0,1.0
1035,CHLOE,Hero,19,na,7,21.0,0.9047619047619048
1036,CHLORINE,Hero,674,na,39,741.0,0.9095816464237517
1037,CH'OD,Hero,7283,na,174,15051.0,0.4838881137465949
1038,CHONDU,Hero,1241,na,75,2775.0,0.4472072072072072
1039,"CHORD, ANDREW",Hero,3910,na,146,10585.0,0.36939064714218234
1040,"CHORD, MIYAMI",Hero,332,na,30,435.0,0.7632183908045977
1041,CHROME/,Hero,422,na,30,435.0,0.9701149425287356
1042,CHROMIUM,Hero,253,na,23,253.0,1.0
1043,CH'THON,Hero,503,na,40,780.0,0.6448717948717949
1044,CHTYLOK,Hero,55,na,11,55.0,1.0
1045,"CHUNG, LAO WEI",Hero,276,na,24,276.0,1.0
1046,"CHURCHILL, LORD",Hero,814,na,49,1176.0,0.6921768707482994
1047,"CHURCHILL, SIR WINST",Hero,269,na,32,496.0,0.5423387096774194
1048,"CHURCH, LYNN",Hero,177,na,22,231.0,0.7662337662337663
1049,CH'VAYRE,Hero,100,na,16,120.0,0.8333333333333334
1050,"CICERO, CAESAR BIG C",Hero,962,na,65,2080.0,0.4625
1051,CINDER/,Hero,55,na,11,55.0,1.0
1052,"CIR, DYLON",Hero,315,na,31,465.0,0.6774193548387096
1053,"CIRE, EYLA",Hero,342,na,29,406.0,0.8423645320197044
1054,"CIRE, EZRA",Hero,171,na,19,171.0,1.0
1055,"CIRE, MANUEL",Hero,275,na,25,300.0,0.9166666666666666
1056,"CISCERNOS, SELENA",Hero,120,na,16,120.0,1.0
1057,CITIZEN V II/HELMUT,Hero,12253,na,338,56953.0,0.21514231032605832
1058,CITIZEN V III/DALLAS,Hero,7367,na,235,27495.0,0.2679396253864339
1059,CITIZEN V/JOHN WATKI,Hero,489,na,40,780.0,0.6269230769230769
1060,CITYDWELLER/JERRY |,Hero,42,na,10,45.0,0.9333333333333333
1061,"CLAREMONT, CHRIS",Hero,3513,na,122,7381.0,0.47595176805310935
1062,CLARISSA,Hero,78,na,13,78.0,1.0
1063,"CLARIS, SVEN",Hero,21,na,7,21.0,1.0
1064,CLARITY/,Hero,297,na,29,406.0,0.7315270935960592
1065,"CLARKE, GENERAL JERE",Hero,2117,na,115,6555.0,0.32295957284515636
1066,"CLARK, JOHN",Hero,726,na,66,2145.0,0.3384615384615385
1067,"CLARK, SARAH",Hero,726,na,66,2145.0,0.3384615384615385
1068,CLASH/,Hero,66,na,12,66.0,1.0
1069,CLASS CLOWN/GLASS,Villain,1,na,2,1.0,1.0
1070,"CLAYBORNE, REGINA",Hero,65,na,12,66.0,0.9848484848484849
1071,"CLAY, GORDON",Hero,195,na,22,231.0,0.8441558441558441
1072,"CLAYTON, KATRINKA JA",Hero,39,na,10,45.0,0.8666666666666667
1073,CLEA,Hero,7629,na,253,31878.0,0.23931865236213062
1074,CLEARCUT/,Hero,55,na,11,55.0,1.0
1075,"CLEARWATER, JUDGE MA",Hero,105,na,15,105.0,1.0
1076,"CLEMSON, MIKE",Hero,455,na,37,666.0,0.6831831831831832
1077,CLEOPATRA,Hero,33,na,9,36.0,0.9166666666666666
1078,"CLINTON, BILL",Hero,2604,na,109,5886.0,0.44240570846075433
1079,"CLINTON, CHELSEA",Hero,36,na,9,36.0,1.0
1080,CLOAK/TYRONE JOHNSON,Hero,10886,na,279,38781.0,0.28070446868311805
1081,"CLOONEY, DR.",Hero,91,na,14,91.0,1.0
1082,CLOUD,Hero,496,na,44,946.0,0.5243128964059197
1083,CLOWN/CRAFTY ELIOT F,Villain,4226,na,147,10731.0,0.3938123194483273
1084,CLUMSY FOULUP,Hero,0,na,1,0.0,
1085,CLUSTER,Hero,10,na,5,10.0,1.0
1086,COACHWHIP,Villain,2413,na,88,3828.0,0.630355276907001
1087,COACH,Villain,145,na,21,210.0,0.6904761904761905
1088,COAL TIGER/T'CHALLA,Hero,151,na,18,153.0,0.9869281045751634
1089,COBALT,Hero,674,na,39,741.0,0.9095816464237517
1090,COBALT II,Hero,149,na,18,153.0,0.9738562091503268
1091,COBALT MAN,Hero,270,na,29,406.0,0.6650246305418719
1092,COBRA/KLAUS VORHEES,Hero,8891,na,238,28203.0,0.3152501506931887
1093,COBWEB,Hero,80,na,14,91.0,0.8791208791208791
1094,COCKROACH/,Villain,239,na,26,325.0,0.7353846153846154
1095,"COCKRUM, DAVE",Hero,1103,na,61,1830.0,0.6027322404371585
1096,COCO,Hero,6,na,4,6.0,1.0
1097,"CODY, GARY",Hero,1651,na,82,3321.0,0.4971394158386028
1098,CODY,Hero,54,na,11,55.0,0.9818181818181818
1099,"COFFIN, RAY",Hero,13,na,6,15.0,0.8666666666666667
1100,"COFFIN, WARDEN JOHNS",Hero,43,na,10,45.0,0.9555555555555556
1101,"COFFY, DET.",Hero,93,na,15,105.0,0.8857142857142857
1102,COGGER,Hero,69,na,13,78.0,0.8846153846153846
1103,"COHEN, IZZY",Hero,69,na,13,78.0,0.8846153846153846
1104,COIL,Hero,255,na,27,351.0,0.7264957264957265
1105,COLDBLOOD/,Hero,281,na,27,351.0,0.8005698005698005
1106,COLDHEART,Villain,21,na,7,21.0,1.0
1107,COLD WARRIOR,Hero,21,na,7,21.0,1.0
1108,"COLE, LYNETTE",Hero,3,na,3,3.0,1.0
1109,"COLE, PRISCILLA",Hero,171,na,19,171.0,1.0
1110,"COLE, WADE",Hero,2393,na,87,3741.0,0.6396685378241111
1111,COLLECTIVE MAN,Hero,8453,na,139,9591.0,0.8813470962360547
1112,COLLECTIVE MAN II,Hero,210,na,21,210.0,1.0
1113,COLLECTOR/TANELEER T,Villain,8474,na,195,18915.0,0.44800422944752843
1114,COLLETTE,Hero,21,na,7,21.0,1.0
1115,"COLLINS, BRADBURY",Hero,136,na,17,136.0,1.0
1116,"COLLINS, DEMITRIUS",Hero,1241,na,67,2211.0,0.561284486657621
1117,"COLLINS, EMMA",Hero,41,na,10,45.0,0.9111111111111111
1118,"COLLINS, NICK",Hero,184,na,24,276.0,0.6666666666666666
1119,"COLLINS, TRACY",Hero,198,na,25,300.0,0.66
1120,"COLON, CHERYL",Hero,354,na,37,666.0,0.5315315315315315
1121,COLOSSUS 2013,Hero,551,na,40,780.0,0.7064102564102565
1122,COLOSSUS II DOPPELGA,Hero,7028,na,130,8385.0,0.8381633870005963
1123,COLOSSUS II | MUTANT,Hero,371,na,30,435.0,0.8528735632183908
1124,COLOSSUS II/PETER RA,Hero,61333,na,1048,548628.0,0.11179341922030957
1125,COLOSSUS,Hero,6,na,4,6.0,1.0
1126,COMANCHE,Hero,158,na,20,190.0,0.8315789473684211
1127,COMBAT/,Hero,55,na,11,55.0,1.0
1128,COMET/HARRIS MOORE,Hero,352,na,33,528.0,0.6666666666666666
1129,COMET MAN/DR. STEPHE,Hero,109,na,20,190.0,0.5736842105263158
1130,COMMANDER BLAZE,Hero,21,na,7,21.0,1.0
1131,COMMANDER COURAGE/,Hero,65,na,13,78.0,0.8333333333333334
1132,COMMANDO/M-NELL,Hero,133,na,17,136.0,0.9779411764705882
1133,COMMCAST/GARABED BAS,Hero,210,na,21,210.0,1.0
1134,COMPUTO,Villain,14,na,6,15.0,0.9333333333333333
1135,"CONAN, NEAL",Hero,588,na,40,780.0,0.7538461538461538
1136,"CONCIERGE, LE/",Hero,36,na,9,36.0,1.0
1137,CONDOR,Hero,297,na,30,435.0,0.6827586206896552
1138,"CONKLIN, CAPT.",Hero,591,na,36,630.0,0.9380952380952381
1139,"CONNORS, BILLY",Hero,794,na,55,1485.0,0.5346801346801346
1140,"CONNORS, MARTHA",Hero,810,na,56,1540.0,0.525974025974026
1141,"CONOVER, ALYSSA",Hero,229,na,31,465.0,0.4924731182795699
1142,"CONOVER, HANNAH",Hero,91,na,14,91.0,1.0
1143,"CONOVER, REV. WILLIA",Hero,91,na,14,91.0,1.0
1144,"CONOWAY, SEKMEHT",Hero,258,na,27,351.0,0.7350427350427351
1145,CONQUEST/BRIDGET MAL,Hero,608,na,40,780.0,0.7794871794871795
1146,"CONRAD, LUTHER DUTCH",Hero,3,na,3,3.0,1.0
1147,"CONROY, KAREN",Hero,21,na,7,21.0,1.0
1148,CONSTRICTOR/FRANK PA,Villain,9531,na,263,34453.0,0.27663773836821176
1149,CONSUELA,Hero,684,na,49,1176.0,0.5816326530612245
1150,CONSUMPTION,Hero,66,na,12,66.0,1.0
1151,CONTEMPLATOR/TATH KI,Hero,2114,na,85,3570.0,0.592156862745098
1152,"CONTONI, PAUL",Hero,66,na,12,66.0,1.0
1153,"CONTRARES, ANASTASIA",Hero,91,na,14,91.0,1.0
1154,CONTROLLER/BASIL SAN,Villain,2510,na,107,5671.0,0.4426027155704461
1155,CONUNDRUM/,Hero,120,na,16,120.0,1.0
1156,"CONWAY, GERRY",Hero,267,na,29,406.0,0.6576354679802956
1157,"COOPER, COLE",Hero,291,na,27,351.0,0.8290598290598291
1158,"COOPER, DR. VALERIE",Hero,27224,na,551,151525.0,0.1796667216630919
1159,"COOPER, ROGER CAPS",Hero,523,na,48,1128.0,0.46365248226950356
1160,"COOPER, TERI",Hero,1,na,2,1.0,1.0
1161,"COOPER, WHITNEY III",Hero,158,na,24,276.0,0.572463768115942
1162,COPPERHEAD II/,Hero,3,na,3,3.0,1.0
1163,COPPERHEAD III/DAVIS,Hero,1807,na,75,2775.0,0.6511711711711712
1164,COPPERHEAD IV/,Hero,36,na,9,36.0,1.0
1165,COPPERHEAD/LAWRENCE,Hero,21,na,7,21.0,1.0
1166,"COPPERSMITH, ALFRED",Hero,10,na,5,10.0,1.0
1167,COPPER,Hero,253,na,23,253.0,1.0
1168,COPYCAT/VANESSA,Hero,4034,na,153,11628.0,0.346921224630203
1169,CORAL,Hero,91,na,14,91.0,1.0
1170,"CORBEAU, DR. PETER",Hero,7588,na,207,21321.0,0.3558932507856104
1171,"CORD, EDWIN",Hero,1267,na,71,2485.0,0.5098591549295775
1172,CORDITE,Hero,66,na,12,66.0,1.0
1173,"CORD, JANICE",Hero,1837,na,93,4278.0,0.42940626460963066
1174,"CORDOVA, JUAN",Hero,55,na,11,55.0,1.0
1175,"CORNELIUS, DR.",Hero,417,na,30,435.0,0.9586206896551724
1176,CORONA/DAGNY FORREST,Hero,52,na,11,55.0,0.9454545454545454
1177,CORONARY/JIMMY SHARP,Hero,578,na,41,820.0,0.7048780487804878
1178,CORONER,Hero,39,na,11,55.0,0.7090909090909091
1179,"CORRIGAN, ARCHIBALD",Hero,183,na,26,325.0,0.563076923076923
1180,CORRUPTOR/JACKSON DA,Villain,964,na,69,2346.0,0.41091219096334186
1181,CORSAIR,Hero,8427,na,202,20301.0,0.4151027043002808
1182,"CORSI, TOM",Hero,4148,na,137,9316.0,0.44525547445255476
1183,"CORTES, MARIA PILAR",Hero,74,na,13,78.0,0.9487179487179487
1184,"CORTEZ, FABIAN",Villain,5137,na,157,12246.0,0.41948391311448635
1185,COSMIC MESSIAH,Hero,44,na,10,45.0,0.9777777777777777
1186,COTTONMOUTH II,Villain,3746,na,129,8256.0,0.45373062015503873
1187,COTTONMOUTH,Villain,6,na,4,6.0,1.0
1188,COUNTERWEIGHT II/KAT,Hero,6898,na,220,24090.0,0.2863428808634288
1189,COUNTERWEIGHT/JACK P,Hero,6571,na,209,21736.0,0.30230953257269044
1190,"COUNT NEFARIA, LUCHI",Villain,3868,na,148,10878.0,0.35558006986578417
1191,COURIER/JACOB GAVIN,Hero,845,na,60,1770.0,0.4774011299435028
1192,"COURTNEY, DELPHINE",Hero,175,na,20,190.0,0.9210526315789473
1193,"COVEY, LAWRENCE K.",Hero,1,na,2,1.0,1.0
1194,"COWAN, EARL",Hero,15,na,6,15.0,1.0
1195,"COWEN, BUCK",Hero,230,na,33,528.0,0.4356060606060606
1196,"COWEN, ELAINE",Hero,65,na,13,78.0,0.8333333333333334
1197,"COY, GENERAL NGUYEN",Hero,1259,na,83,3403.0,0.36996767558037025
1198,COYOTE,Hero,120,na,16,120.0,1.0
1199,"CRAIG, REV.",Hero,689,na,45,990.0,0.695959595959596
1200,"CRANDAL, BEN",Hero,31,na,9,36.0,0.8611111111111112
1201,CRANUS,Hero,91,na,14,91.0,1.0
1202,"CRAWFORD, GEN.",Hero,66,na,12,66.0,1.0
1203,"CRAWLEY, BETRAND",Hero,454,na,42,861.0,0.5272938443670151
1204,CRAZY EIGHT/LESLIE A,Hero,28,na,8,28.0,1.0
1205,"CREED, GRAYDON",Villain,1562,na,78,3003.0,0.5201465201465202
1206,"CREED, GRAYDON | MUT",Villain,190,na,20,190.0,1.0
1207,CREED,Hero,78,na,13,78.0,1.0
1208,CREEP/,Hero,36,na,9,36.0,1.0
1209,CRIMEBUSTER/FRANK MO,Hero,380,na,35,595.0,0.6386554621848739
1210,CRIME-BUSTER/,Hero,78,na,13,78.0,1.0
1211,CRIME-MASTER/NICK LU,Villain,164,na,20,190.0,0.8631578947368421
1212,CRIME-WAVE/HOLLIS,Villain,20,na,7,21.0,0.9523809523809523
1213,CRIMEWAVE/,Villain,15,na,6,15.0,1.0
1214,CRIMSON COMMANDO/FRA,Hero,2449,na,97,4656.0,0.5259879725085911
1215,CRIMSON COWL II/,Villain,5584,na,182,16471.0,0.33902009592617327
1216,CRIMSON CRUSADER/ROR,Hero,210,na,21,210.0,1.0
1217,CRIMSON DAFFODIL,Hero,107,na,16,120.0,0.8916666666666667
1218,CRIMSON DYNAMO II/BO,Villain,15,na,6,15.0,1.0
1219,CRIMSON DYNAMO III/A,Villain,756,na,51,1275.0,0.5929411764705882
1220,CRIMSON DYNAMO IV/YU,Villain,78,na,13,78.0,1.0
1221,CRIMSON DYNAMO/PROF.,Villain,20,na,7,21.0,0.9523809523809523
1222,CRIMSON DYNAMO V/DIM,Villain,9222,na,179,15931.0,0.578871382838491
1223,CRIMSON DYNAMO VIII/,Villain,28,na,8,28.0,1.0
1224,CRIMSON DYNAMO VI/VA,Villain,203,na,30,435.0,0.4666666666666667
1225,CRIMSON,Hero,205,na,22,231.0,0.8874458874458875
1226,CRIPPLER/KARL STRIKL,Hero,747,na,62,1891.0,0.3950290851401375
1227,CRITICAL MASS,Hero,15,na,6,15.0,1.0
1228,CRITIC,Hero,67,na,14,91.0,0.7362637362637363
1229,CRIX,Hero,66,na,12,66.0,1.0
1230,"CROIX, ASHLEY",Hero,253,na,23,253.0,1.0
1231,"CROMWELL, HAMILTON",Hero,45,na,10,45.0,1.0
1232,"CROSSAN, ANNIE",Hero,119,na,16,120.0,0.9916666666666667
1233,CROSSBONES/BROCK BIN,Villain,3050,na,131,8515.0,0.35819142689371697
1234,CROSSBONES II/,Villain,21,na,7,21.0,1.0
1235,CROSSBOW,Villain,28,na,8,28.0,1.0
1236,CROSSFIRE,Villain,183,na,26,325.0,0.563076923076923
1237,"CROSS, GENEVIEVE",Hero,97,na,15,105.0,0.9238095238095239
1238,"CROSS, HAROLD",Hero,28,na,8,28.0,1.0
1239,"CROSS, JASON",Hero,171,na,19,171.0,1.0
1240,CROSS/,Hero,53,na,11,55.0,0.9636363636363636
1241,"CROSS, STANLEY",Hero,196,na,24,276.0,0.7101449275362319
1242,"CROSS-WALLACE, SIR G",Hero,15,na,6,15.0,1.0
1243,CROTUS,Hero,266,na,27,351.0,0.7578347578347578
1244,"CROWE, GERONIMO",Hero,55,na,11,55.0,1.0
1245,"CROWLEY, SEN.",Hero,3,na,3,3.0,1.0
1246,CROWLEY,Hero,171,na,19,171.0,1.0
1247,CROWN,Hero,122,na,18,153.0,0.7973856209150327
1248,"CROW, REV. JOSHUA",Hero,51,na,11,55.0,0.9272727272727272
1249,CR'REEE,Hero,4938,na,130,8385.0,0.5889087656529517
1250,CRUCIBLE/BYRON CALLE,Hero,1752,na,89,3916.0,0.4473953013278856
1251,CRULE,Hero,338,na,29,406.0,0.8325123152709359
1252,CRUSADER II/ARTHUR B,Villain,55,na,15,105.0,0.5238095238095238
1253,CRUSADER X/BRIAN BRA,Villain,173,na,22,231.0,0.7489177489177489
1254,CRUSHER/EL PROFESSOR,Villain,186,na,21,210.0,0.8857142857142857
1255,CRUSHER II/JUAN APON,Villain,6,na,4,6.0,1.0
1256,CRUSHTACEAN,Hero,91,na,14,91.0,1.0
1257,CRUX/CRISTAL LEMIUEX,Hero,170,na,19,171.0,0.9941520467836257
1258,CRYSTAL [INHUMAN],Hero,38938,na,711,252405.0,0.1542679423941681
1259,CUDGEL/,Hero,153,na,18,153.0,1.0
1260,CUEBALL/,Hero,10,na,5,10.0,1.0
1261,CUFFS/,Hero,121,na,17,136.0,0.8897058823529411
1262,"CUMMINGS, DIANE",Hero,155,na,22,231.0,0.670995670995671
1263,CURSED LOTUS,Hero,15,na,6,15.0,1.0
1264,"CURSON, LT. TARA",Hero,19,na,7,21.0,0.9047619047619048
1265,"CURZON, DETECTIVE IN",Hero,21,na,7,21.0,1.0
